cluster index	parent mass	RTMean	ATTRIBUTE_condition:GNPSGROUP:trich	ATTRIBUTE_condition:GNPSGROUP:control	ATTRIBUTE_condition:GNPSGROUP:nan	ATTRIBUTE_condition_detailed:GNPSGROUP:trich_1	ATTRIBUTE_condition_detailed:GNPSGROUP:control	ATTRIBUTE_condition_detailed:GNPSGROUP:trich_2	ATTRIBUTE_condition_detailed:GNPSGROUP:nan
797	232.1194028497124	1.5672213	1601636.9	4545851.35		2031919.35	4545851.35	1171354.45	
798	220.1182266179088	1.5488453	7486083.625	6694445.375		7625404.75	6694445.375	7346762.5	
799	136.07596676401036	1.56539	832184.5625	2074916.25		828399.2	2074916.25	835969.925	
800	268.15455756516553	1.5543214	599639.5549999999	421052.025		889289.5	421052.025	309989.61	
801	182.0815599402785	1.5565467	2364404.775	2872132.5999999996		2595414.5	2872132.5999999996	2133395.05	
802	377.1318237254032	1.5936285	2339653.8625	3611832.0		3676338.275	3611832.0	1002969.4500000001	
803	203.1393121847708	1.5617285	7471453.0875	6022648.8		8408657.3	6022648.8	6534248.875	
804	239.1755773629283	1.5608819	0.0	0.0		0.0	0.0	0.0	
805	164.07089295687547	1.6025301	2180184.2125	3340063.85		2819522.975	3340063.85	1540845.45	
806	355.1499056146964	1.5680728	8290611.4375	15204926.5		9552568.375	15204926.5	7028654.5	
807	246.14510197600688	1.5688252	446057.375	1237301.475		448946.775	1237301.475	443167.975	
808	170.08150893317557	1.5798117	1751692.4625	1394701.5625		2048639.375	1394701.5625	1454745.55	
809	745.3732192732531	1.5742594	2894793.5375	4446295.1		4347906.7	4446295.1	1441680.375	
810	170.1177690641645	1.5778555	378777.2875	519990.975		443281.95	519990.975	314272.625	
811	238.09233184006612	1.5919502	1461662.37	1652192.45		1649534.7	1652192.45	1273790.04	
812	260.160705921556	1.5944405	670036.925	1175135.65		955546.8	1175135.65	384527.05	
813	354.17596131414035	1.6050303	673703.7375	1852378.725		1347407.475	1852378.725	0.0	
814	359.1312713594616	1.6043401	467244.75	1368242.0150000001		934489.5	1368242.0150000001	0.0	
815	382.2070486397775	1.6068527	740086.5	1565635.0150000001		1211094.4	1565635.0150000001	269078.6	
816	315.1051300021708	1.5820885	825969.05	1808973.35		1190365.475	1808973.35	461572.625	
817	338.18099257422483	1.5961816	543685.625	1401698.65		768208.375	1401698.65	319162.875	
818	192.0658127815425	1.5997292	3723887.3	4007907.675		3722648.675	4007907.675	3725125.925	
819	154.9904993349327	1.5830139	2402652.625	2638352.175		2425928.375	2638352.175	2379376.875	
820	301.126102553649	1.602868	931908.2324999999	1471221.8150000002		1098572.7249999999	1471221.8150000002	765243.74	
821	128.95107315514875	1.5852761	887589.88625	1033623.665		906668.5375	1033623.665	868511.2349999999	
822	335.11042599959154	1.6110098	594810.85625	1255328.9899999998		831257.5625	1255328.9899999998	358364.15	
823	314.1811051537896	1.6137118	1686029.1	2352049.975		1868071.225	2352049.975	1503986.975	
824	199.9881431313137	1.5762237	6209865.625	7078029.625		6138873.0	7078029.625	6280858.25	
825	319.1365663098731	1.6112233	8466519.0875	13275153.0		9471625.625	13275153.0	7461412.55	
826	202.1076516135944	1.6158292	696097.8625	985792.6000000001		762069.7250000001	985792.6000000001	630126.0	
827	303.10524487431525	1.617739	1080015.095	1809111.4500000002		1315918.4	1809111.4500000002	844111.79	
828	334.14979545645025	1.6737273	7160748.4125	6805681.75		7699229.325	6805681.75	6622267.5	
829	342.212358783421	1.612195	3873839.2750000004	4972773.25		4200485.325	4972773.25	3547193.2249999996	
830	298.1498644093594	1.6198715	2187632.35	3052666.825		2439155.2	3052666.825	1936109.5	
831	162.99844895121694	1.594089	914668.0125	1242621.7		756815.925	1242621.7	1072520.0999999999	
832	540.2655425396382	1.6257601	232403.25	958850.4750000001		464806.5	958850.4750000001	0.0	
833	245.14985060324133	1.6328028	0.0	0.0		0.0	0.0	0.0	
834	489.1041766509299	1.6328028	0.0	0.0		0.0	0.0	0.0	
835	284.90467929923824	1.5944967	790214.64375	889897.9375		798095.5750000001	889897.9375	782333.7125	
836	232.11912717401165	1.632742	1474653.68125	3966270.35		2153607.5625	3966270.35	795699.8	
837	162.14915677141897	1.6427397	2626355.1875	2097738.45		2472541.5250000004	2097738.45	2780168.85	
838	144.1385683929107	1.6427397	3137111.3875	2608446.7		3018933.45	2608446.7	3255289.325	
839	203.13931417855807	1.602751	5428011.9875	7222371.5		6621827.15	7222371.5	4234196.825	
840	182.0815548783964	1.6044487	1287471.35	2462442.8499999996		1427141.575	2462442.8499999996	1147801.125	
841	233.14982082229668	1.6435155	1299142.675	2562371.925		1784819.7999999998	2562371.925	813465.5499999999	
842	164.0708844322515	1.6504858	3178282.3	6303988.8		3695172.35	6303988.8	2661392.25	
843	242.18641761164224	1.647181	0.0	0.0		0.0	0.0	0.0	
844	337.1394674309491	1.6558204	1027166.3125	2545974.825		1510463.625	2545974.825	543869.0	
845	136.075951524328	1.6513674	2071588.375	4141671.5250000004		2525893.475	4141671.5250000004	1617283.275	
846	377.1317998970471	1.6500068	4108003.9875	10897185.375		5000449.2	10897185.375	3215558.775	
847	190.99332596044707	1.6596346	1121962.5	1452270.0		1246485.4500000002	1452270.0	997439.5499999999	
848	139.98251876862722	1.6320492	4370490.6875	3820734.25		5111897.875	3820734.25	3629083.5	
849	229.15495778958703	1.6577119	0.0	0.0		0.0	0.0	0.0	
850	355.14991551913715	1.6519045	13279721.25	27060924.5		15606634.875	27060924.5	10952807.625	
851	582.324677922007	1.6662214	0.0	0.0		0.0	0.0	0.0	
852	516.2303642898619	1.6626047	392967.9925	712331.715		458837.4	712331.715	327098.58499999996	
853	232.15462292599807	1.6947234	0.0	0.0		0.0	0.0	0.0	
854	269.18619042307125	1.6671839	0.0	0.0		0.0	0.0	0.0	
855	255.1704662361714	1.6709384	0.0	0.0		0.0	0.0	0.0	
856	337.08941900913857	1.681479	2134179.475	2849317.55		2079711.65	2849317.55	2188647.3	
857	434.2025409741592	1.6835811	919909.4375	1802510.85		773154.4750000001	1802510.85	1066664.4	
858	411.1264260832879	1.6841443	1217583.055	2772568.025		1031527.6	2772568.025	1403638.5099999998	
859	348.1291048000028	1.6824728	1375188.8075	1989747.125		1498108.15	1989747.125	1252269.4649999999	
860	406.1709640891795	1.6856605	699145.1425	1588078.1		817129.785	1588078.1	581160.5	
861	137.05998042231798	1.6824176	2264231.7075	2975275.125		2334881.265	2975275.125	2193582.15	
862	332.13409751909626	1.6824241	12066501.875	16067295.5		11698660.75	16067295.5	12434343.0	
863	339.10526024066775	1.6824176	2480726.125	3395729.7249999996		2564777.0	3395729.7249999996	2396675.25	
864	334.1497956126124	1.6828868	6604470.1	9113953.375		7083041.325	9113953.375	6125898.875	
865	254.1500521062005	1.6946505	0.0	0.0		0.0	0.0	0.0	
866	383.0948523005307	1.6958122	772539.775	2224393.0500000003		988946.7000000001	2224393.0500000003	556132.85	
867	152.0709263911764	1.6781629	564259.18125	693367.325		590341.4875	693367.325	538176.875	
868	239.1755927587125	1.6935482	0.0	0.0		0.0	0.0	0.0	
869	243.1342431389997	1.6998547	370272.4375	884723.625		327530.9	884723.625	413013.975	
870	195.11312079795027	1.7101358	0.0	0.0		0.0	0.0	0.0	
871	299.2079459110166	1.69615	0.0	0.0		0.0	0.0	0.0	
872	231.17065649128685	1.7096516	177993.1375	576531.5		355986.275	576531.5	0.0	
873	261.1447674653073	1.6991562	705559.3375	1783681.4		741043.925	1783681.4	670074.75	
874	239.14907372552244	1.7452724	2729595.88	1213003.375		1080757.585	1213003.375	4378434.175	
875	268.15459836120266	1.6930928	420720.5825	417213.1625		687400.215	417213.1625	154040.95	
876	466.1560249222728	1.7071898	976473.925	1423780.7750000001		1203814.7	1423780.7750000001	749133.15	
877	471.1113935655701	1.705961	1072285.74375	1377965.2125		1396755.3375	1377965.2125	747816.15	
878	445.2184579929024	1.7124919	2126877.3375000004	1826809.75		2156234.575	1826809.75	2097520.0999999996	
879	167.013130504993	1.7650437	5073005.375	5402559.0		5082081.625	5402559.0	5063929.125	
880	238.107604381282	1.7129651	4470849.25	4077806.75		4541419.825	4077806.75	4400278.675	
881	180.10221441443866	1.7143896	3556885.85	3867316.2		3517487.85	3867316.2	3596283.85	
882	177.0549607687637	1.7139152	4397139.8	3786342.2750000004		4518819.55	3786342.2750000004	4275460.05	
883	387.21242418275534	1.7143896	3119673.85	3218690.7		3073365.125	3218690.7	3165982.575	
884	237.123611633506	1.7153403	3018492.05	2540408.2249999996		3109320.25	2540408.2249999996	2927663.85	
885	190.99333862132133	1.728137	1140347.7000000002	1404095.0999999999		1196219.56	1404095.0999999999	1084475.84	
886	162.99845882562516	1.7315259	929337.21625	1171028.775		993968.2775	1171028.775	864706.155	
887	429.1872214344156	1.7294569	79459.32	428455.8		158918.64	428455.8	0.0	
888	246.170207564698	1.735723	334131.425	487479.75		393789.625	487479.75	274473.225	
889	234.13513302307604	1.7333593	2074975.86875	3147444.5625		2295659.55	3147444.5625	1854292.1875	
890	247.12911508816245	1.7062483	353736.75	1227793.5		321538.85	1227793.5	385934.65	
891	170.15419811886923	1.7375379	773540.35	1689909.75		1105195.7	1689909.75	441885.0	
892	733.3625378651335	1.7365745	2815821.75	2867597.0		5631643.5	2867597.0	0.0	
893	169.12260184721018	1.7385442	5037973.35	5073862.625		5167525.65	5073862.625	4908421.05	
894	744.3531724532038	1.7386925	255332.075	259400.4375		510664.15	259400.4375	0.0	
895	389.17778960847295	1.7390133	10595546.0	12544841.75		11177174.75	12544841.75	10013917.25	
896	232.1545961785598	1.7357521	0.0	0.0		0.0	0.0	0.0	
897	359.2652620803201	1.7521397	296050.6875	604102.55		293225.375	604102.55	298876.0	
898	412.2542877611274	1.7385457	3123550.575	3636896.45		3293639.95	3636896.45	2953461.2	
899	572.2564117980368	1.7469233	522136.625	1013129.765		722161.25	1013129.765	322112.0	
900	323.08752792049137	1.7488186	356290.0	438031.65		0.0	438031.65	712580.0	
901	178.12285164998045	1.754452	39391549.125	84454399.5		54082152.25	84454399.5	24700946.0	
902	134.09665504515337	1.7562476	628423.6625	2093877.425		917849.625	2093877.425	338997.7	
903	270.19252097931263	1.7699976	0.0	0.0		0.0	0.0	0.0	
904	444.245438282944	1.7767816	0.0	0.0		0.0	0.0	0.0	
905	250.16491857378628	1.779608	105416.1175	597497.55		0.0	597497.55	210832.235	
906	589.2976611017743	1.7825674	528369.675	3159298.6750000003		1056739.35	3159298.6750000003	0.0	
907	139.9825061377395	1.7706147	3694858.0125	5183969.5		4413778.825	5183969.5	2975937.2	
908	287.1967185829299	1.7819581	0.0	0.0		0.0	0.0	0.0	
909	282.1701465702159	1.7883917	1553390.25	1331581.125		2039360.4	1331581.125	1067420.1	
910	163.03930861140165	1.7894074	703079.45125	846254.5		856227.5875	846254.5	549931.315	
911	816.4103616193968	1.7949357	2102830.55	3224539.21		2868776.5250000004	3224539.21	1336884.5750000002	
912	480.2079783646379	1.8036666	998342.525	2828644.65		1149014.2249999999	2828644.65	847670.825	
913	589.3202353941192	1.8086075	3552657.95	2980835.3		3749136.25	2980835.3	3356179.6500000004	
914	746.2356391328427	1.7992406	1829322.3125	1821419.75		1789899.9500000002	1821419.75	1868744.6749999998	
915	317.12103155801003	1.8129076	1097503.96375	1875846.96		1263619.625	1875846.96	931388.3025	
916	199.98814571819383	1.7883931	5985840.125	7072446.75		6007329.25	7072446.75	5964351.0	
917	229.1548739111904	1.8399026	0.0	237871.36		0.0	237871.36	0.0	
918	428.2507519169413	1.8114188	0.0	0.0		0.0	0.0	0.0	
919	312.16575813336607	1.8097186	1147197.23	1693315.7		1266912.96	1693315.7	1027481.4999999999	
920	416.21290302220007	1.8226898	229736.25	1101242.125		459472.5	1101242.125	0.0	
921	477.19468702487205	1.8198849	2137247.9875	4927891.65		3031446.925	4927891.65	1243049.05	
922	171.99323026929517	1.7998303	2645049.6625	3058755.0		2669050.075	3058755.0	2621049.25	
923	190.99333519296388	1.8061305	1094971.9925000002	1367519.6749999998		1289798.325	1367519.6749999998	900145.66	
924	179.07049945468896	1.831046	212163.1125	704219.75		424326.225	704219.75	0.0	
925	250.13009129338045	1.8218026	3335129.11875	8502439.575		4607472.7	8502439.575	2062785.5375	
926	500.2703064531556	1.818007	1000915.1875	2286052.3		1399737.125	2286052.3	602093.25	
927	472.23933893234647	1.8248092	1050136.5875	2030519.6		1323079.975	2030519.6	777193.2	
928	256.1756252528704	1.8280967	5515161.5125	5086807.5		6238245.575	5086807.5	4792077.45	
929	239.1490700162503	1.8280967	13217282.625	12166027.25		14750050.25	12166027.25	11684515.0	
930	268.16564720768986	1.8750316	0.0	0.0		0.0	0.0	0.0	
931	257.1384482758766	1.8237331	427594.66875	818849.0		574135.4375	818849.0	281053.9	
932	183.0655181823323	1.8135281	2337000.325	2587647.25		2758398.45	2587647.25	1915602.2	
933	367.1001088053047	1.8125228	1842085.8875	2544690.85		2488615.5	2544690.85	1195556.275	
934	162.99843655350887	1.8400714	894941.2125	983555.375		885633.0750000001	983555.375	904249.35	
935	284.20692419446283	1.8244051	2839427.025	2633905.5		3130041.875	2633905.5	2548812.175	
936	261.1311235363597	1.8244051	1964902.3875000002	1915148.35		2151933.775	1915148.35	1777871.0	
937	572.2564501883293	1.8216523	401718.63125	750131.225		551285.325	750131.225	252151.9375	
938	231.1706336869972	1.8443941	1646695.6625	1682473.6999999997		1807170.175	1682473.6999999997	1486221.15	
939	132.04465330328043	1.8431789	15597111.25	18228854.5		17567685.0	18228854.5	13626537.5	
940	334.0896626177781	1.8605533	10687115.875	15048867.5		13639800.0	15048867.5	7734431.75	
941	304.1505669887885	1.8437201	0.0	0.0		0.0	0.0	0.0	
942	357.165720665347	1.8426993	3256114.375	3383155.2		3766611.675	3383155.2	2745617.075	
943	229.11859954479075	1.8671205	0.0	0.0		0.0	0.0	0.0	
944	247.1291596600593	1.8723874	0.0	0.0		0.0	0.0	0.0	
945	456.1439722306546	1.8642712	550256.1625	1160632.1		835640.075	1160632.1	264872.25	
946	208.09712468382392	1.866414	2186516.2875	1823560.5		2379586.675	1823560.5	1993445.9	
947	167.01311366151285	1.8839087	5132899.9375	5557874.0		5121331.125	5557874.0	5144468.75	
948	155.11811234290548	1.8703429	0.0	0.0		0.0	0.0	0.0	
949	147.04434367151703	1.8654372	1641654.975	1315691.865		1749667.925	1315691.865	1533642.0250000001	
950	543.2447396239781	1.9005309	3362694.7	4519686.65		3492287.275	4519686.65	3233102.125	
951	370.1497904304959	1.8661146	1404198.375	965814.45		1482740.175	965814.45	1325656.5750000002	
952	190.9932728981165	1.8775269	1125875.1124999998	1361663.025		1267520.75	1361663.025	984229.475	
953	268.165613607808	1.8837756	0.0	0.0		0.0	0.0	0.0	
954	229.15476088104924	1.8778365	0.0	237871.36		0.0	237871.36	0.0	
955	362.1404836554084	1.9005326	2109861.9625	3410509.475		2246361.2	3410509.475	1973362.725	
956	301.1260567380006	1.8849882	1445120.95	1583236.875		1655696.7	1583236.875	1234545.2000000002	
957	712.2839479239444	1.8965958	0.0	0.0		0.0	0.0	0.0	
958	771.2339797130413	1.8966076	871933.13625	635754.75		866548.5349999999	635754.75	877317.7375	
959	209.12864364559232	1.8753178	0.0	0.0		0.0	0.0	0.0	
960	226.15519379771413	1.8915277	0.0	0.0		0.0	0.0	0.0	
961	290.1475549952511	1.8774095	0.0	0.0		0.0	0.0	0.0	
962	313.22343992924345	1.8915277	0.0	0.0		0.0	0.0	0.0	
963	392.13121809366805	1.8948901	958065.075	795835.875		961270.95	795835.875	954859.2000000001	
964	657.1939186800687	1.9025395	4834584.9125	2542720.25		4597323.0	2542720.25	5071846.825	
965	334.08950523672667	1.8961359	16009023.5	18269362.0		17179023.0	18269362.0	14839024.0	
966	132.0446862871706	1.8454844	15744123.1875	19823612.75		16431404.875	19823612.75	15056841.5	
967	447.1341373921409	1.8996542	3837052.1750000003	3119934.725		3663901.1	3119934.725	4010203.25	
968	463.10600018651047	1.9005332	3243289.1	2624875.725		3142775.575	2624875.725	3343802.625	
969	178.12279930831428	1.8944156	1303521.16875	3344629.7249999996		1639498.825	3344629.7249999996	967543.5125	
970	243.05305939121425	1.8992149	3485507.15	2472701.4		3381755.175	2472701.4	3589259.125	
971	188.0705864261797	1.8998257	604487970.0	494054545.0		572992780.0	494054545.0	635983160.0	
972	205.0971788575588	1.8998257	450619371.25	375407412.5		423271832.5	375407412.5	477966910.0	
973	130.06521345739233	1.9000937	8558942.8125	8054773.0		8104747.5	8054773.0	9013138.125	
974	132.08087159685692	1.9000937	17438972.875	14761041.75		16582807.25	14761041.75	18295138.5	
975	144.08082671190135	1.8991133	44900343.0	36902405.5		42463908.0	36902405.5	47336778.0	
976	146.06010739139123	1.8998257	59346275.75	48925041.0		56305647.0	48925041.0	62386904.5	
977	159.09173974981553	1.8991133	26398661.875	22057532.0		24666913.75	22057532.0	28130410.0	
978	170.06009021082772	1.9000937	20459196.5	17187876.25		19492723.0	17187876.25	21425670.0	
979	227.07904221508252	1.9000937	16647486.125	13143789.0		15862749.0	13143789.0	17432223.25	
980	321.14429510040304	1.9009721	3128628.725	5069612.2		3282144.1500000004	5069612.2	2975113.3	
981	516.1975227442813	1.8970157	4092051.0	4442417.725		4290022.125	4442417.725	3894079.875	
982	142.06519731136189	1.8996546	6704225.0625	5638934.125		6319976.75	5638934.125	7088473.375	
983	409.18694797756496	1.9000937	24734437.375	16829083.5		22452254.75	16829083.5	27016620.0	
984	339.1549887749173	1.9014125	7691188.875	13478091.5		8192484.0	13478091.5	7189893.75	
985	160.0757376666607	1.9000947	4357947.4	3807485.6		4227372.175	3807485.6	4488522.625	
986	361.13663521621294	1.9009721	10748450.1875	18282401.75		11350778.75	18282401.75	10146121.625	
987	176.1070232659109	1.9041156	0.0	0.0		0.0	0.0	0.0	
988	261.14451175004024	1.9041156	0.0	0.0		0.0	0.0	0.0	
989	137.9875155886973	1.9004842	1139977.8187499999	1459590.15		1054536.1375	1459590.15	1225419.5	
990	666.1883384188492	1.8968521	2274552.575	1529413.5		2140192.925	1529413.5	2408912.225	
991	471.1144850627427	1.9005339	6918173.775	6185537.2		6686500.675	6185537.2	7149846.875	
992	329.1206667605993	1.9209071	3357421.7	4123466.1		3558991.875	4123466.1	3155851.525	
993	202.1226649277348	1.9184988	0.0	0.0		0.0	0.0	0.0	
994	505.2177671972897	1.915557	3298668.775	3917719.55		2722843.125	3917719.55	3874494.425	
995	265.15460376163844	1.9137777	33201947.625	19480029.125		33818844.0	19480029.125	32585051.25	
996	177.05470891681676	1.9142197	9378769.9125	5424776.125		9522108.625	5424776.125	9235431.2	
997	339.08420478576704	1.9191195	7555767.2125	8166382.0		7154893.925	8166382.0	7956640.5	
998	233.16485500082663	1.9198056	0.0	0.0		0.0	0.0	0.0	
999	315.1413666847562	1.9168848	2043194.9125	4484835.65		1952492.9	4484835.65	2133896.9250000003	
1000	323.11000781193616	1.9200139	27568508.625	31677086.0		23970389.75	31677086.0	31166627.5	
1001	162.09142135328904	1.923023	0.0	0.0		0.0	0.0	0.0	
1002	241.13101042499525	1.9166437	0.0	0.0		0.0	0.0	0.0	
1003	264.2070942221054	1.9200529	0.0	0.0		0.0	0.0	0.0	
1004	437.2910796078415	1.9193159	0.0	0.0		0.0	0.0	0.0	
1005	725.364682247388	1.9205889	0.0	889094.05		0.0	889094.05	0.0	
1006	375.1162443984848	1.9507354	1150103.675	956730.35		1189254.825	956730.35	1110952.525	
1007	318.15470386862705	1.9231474	27437482.5	31835379.0		25385613.25	31835379.0	29489351.75	
1008	179.03412657082333	1.9345403	1802116.1625	2316021.2350000003		2023740.675	2316021.2350000003	1580491.65	
1009	198.07628849891165	1.9276814	2692276.55	2444288.375		2687055.2249999996	2444288.375	2697497.875	
1010	510.2908565281033	1.9319365	518796.17500000005	683908.45		674621.65	683908.45	362970.7	
1011	168.10204859645225	1.9328775	0.0	0.0		0.0	0.0	0.0	
1012	346.1859687795877	1.9258578	1896218.2249999999	1958247.275		1906418.725	1958247.275	1886017.725	
1013	219.14922616768905	1.9290016	0.0	0.0		0.0	0.0	0.0	
1014	332.20668645623687	1.9290352	9645641.125	10693258.25		9646326.875	10693258.25	9644955.375	
1015	169.97764167567675	1.9195563	2039550.6625	2258903.25		2011683.475	2258903.25	2067417.85	
1016	324.10518762378496	1.9487467	1357771.3125	1648988.575		1307075.375	1648988.575	1408467.25	
1017	403.157419204689	1.9322972	928602.4375	1207071.4874999998		1253176.725	1207071.4874999998	604028.15	
1018	427.194260268266	1.933257	2353305.8	4116696.8		2563904.75	4116696.8	2142706.85	
1019	199.98815378688505	1.9577137	5842370.875	6770807.75		5768657.25	6770807.75	5916084.5	
1020	267.1340775185011	1.9480739	677785.2125	1399419.935		725560.775	1399419.935	630009.65	
1021	335.12381099011475	1.9491719	2973048.175	2907581.51		2923788.375	2907581.51	3022307.9749999996	
1022	448.1945558962673	1.9730487	1028767.175	1458801.175		857764.775	1458801.175	1199769.575	
1023	353.13439668079195	1.9491719	3095639.7625	2994867.1875		3062315.95	2994867.1875	3128963.575	
1024	302.1236138449464	1.949163	2260518.5	2745131.125		2397136.05	2745131.125	2123900.9499999997	
1025	247.9151297461722	1.9504918	596686.45375	743632.7649999999		493671.36	743632.7649999999	699701.5475	
1026	139.98245048035864	1.9478623	3290423.35	4614886.0		2498221.125	4614886.0	4082625.575	
1027	137.09626206244974	1.9623334	0.0	0.0		0.0	0.0	0.0	
1028	220.0944871405256	1.9636511	0.0	0.0		0.0	0.0	0.0	
1029	171.99323033778182	1.9568819	2535019.1875	3043456.7249999996		2459270.7	3043456.7249999996	2610767.675	
1030	307.168678745067	1.9673882	6411737.125	6972098.625		6790282.875	6972098.625	6033191.375	
1031	151.03556087218303	1.9745383	1157128.9124999999	1238450.525		1164698.575	1238450.525	1149559.25	
1032	181.08615351033183	1.9736391	0.0	0.0		0.0	0.0	0.0	
1033	198.11270784280364	1.9736391	0.0	0.0		0.0	0.0	0.0	
1034	125.02364166819612	1.9723965	0.0	0.0		0.0	0.0	0.0	
1035	365.0844341414253	1.9769942	3240057.45	2613592.55		3198156.05	2613592.55	3281958.8499999996	
1036	181.0499274674358	1.9769908	4270567.4625	3476280.55		4364635.25	3476280.55	4176499.675	
1037	163.03928183360102	1.974596	1650753.4375	1566476.5875		1697960.925	1566476.5875	1603545.9500000002	
1038	234.13515894420084	2.0092628	1950743.7875	8479418.125		1778811.225	8479418.125	2122676.35	
1039	243.1705153865891	1.972411	0.0	0.0		0.0	0.0	0.0	
1040	182.98552513332072	1.9838191	4633928.125	4989115.75		4568324.25	4989115.75	4699532.0	
1041	257.1384184993142	2.034625	0.0	623425.65		0.0	623425.65	0.0	
1042	338.2174780908298	1.9961464	199515.4875	827081.5		206110.3	827081.5	192920.675	
1043	128.9511013676127	2.008255	818451.3625	1002509.4		816054.7349999999	1002509.4	820847.9900000001	
1044	265.1437220807138	2.02119	2249657.975	2694335.175		2316225.85	2694335.175	2183090.1	
1045	332.18190172627965	2.0072386	324699.67000000004	840835.5249999999		418501.45	840835.5249999999	230897.89	
1046	163.0756715296095	2.014505	0.0	455460.025		0.0	455460.025	0.0	
1047	365.1209013869149	2.020404	244404.725	1237540.375		488809.45	1237540.375	0.0	
1048	428.2133669247338	2.0288248	175934.025	878035.125		351868.05	878035.125	0.0	
1049	277.16603486012536	2.0294936	48589548.75	23495674.5		58752903.0	23495674.5	38426194.5	
1050	158.9616257148073	2.001781	3437325.7	3891675.2		3360016.65	3891675.2	3514634.75	
1051	572.2563421584117	2.023378	702099.85	1344331.875		897302.0499999999	1344331.875	506897.65	
1052	177.0548900361906	2.034554	9133811.9375	8026171.25		8745475.0	8026171.25	9522148.875	
1053	450.1972687245782	2.037808	4203649.1625	4006261.625		3744720.275	4006261.625	4662578.05	
1054	238.1075323464783	2.0354817	13632660.1875	11899770.25		12927241.625	11899770.25	14338078.75	
1055	400.1599838314221	2.0354817	8301653.75	7132435.125		7876166.875	7132435.125	8727140.625	
1056	231.1705889524313	2.0358577	9217662.5625	15537007.0		9573993.875	15537007.0	8861331.25	
1057	162.99848474494195	2.0452003	1067414.4425	1165583.5		1003574.2100000001	1165583.5	1131254.675	
1058	125.98655798986243	2.0118873	1421903.325	1458298.9		1420039.725	1458298.9	1423766.9249999998	
1059	422.1421263522295	2.035941	5587580.8	5572227.875		5512632.55	5572227.875	5662529.05	
1060	445.21851316104886	2.035015	2424413.2875	2050646.6750000003		2263698.925	2050646.6750000003	2585127.65	
1061	237.15994669487887	2.038602	0.0	0.0		0.0	0.0	0.0	
1062	392.154906501593	2.0453749	192035.55	568169.55		384071.1	568169.55	0.0	
1063	284.90473665854114	2.0328803	555518.25125	817266.1724999999		554670.075	817266.1724999999	556366.4275	
1064	491.2172711368139	2.0411358	0.0	0.0		0.0	0.0	0.0	
1065	137.98756728168743	2.047238	1024768.53875	1191387.0150000001		1076184.7874999999	1191387.0150000001	973352.29	
1066	285.163234949402	2.047354	0.0	0.0		0.0	0.0	0.0	
1067	510.2911590299257	2.0538235	750018.8	1148564.625		982069.575	1148564.625	517968.025	
1068	190.99337219579488	2.040892	1251306.9125	1279088.775		1198803.875	1279088.775	1303809.95	
1069	190.122895272224	2.0556626	2489127.0125	2050049.0499999998		2309455.675	2050049.0499999998	2668798.35	
1070	207.14944603088924	2.0566025	12428957.9375	10622924.75		11283994.625	10622924.75	13573921.25	
1071	324.1655582846072	2.0631952	3489080.075	4683336.175		3768794.6	4683336.175	3209365.55	
1072	329.1208729001792	2.0631952	2136381.85	3103123.975		2511820.05	3103123.975	1760943.65	
1073	300.20196002762464	2.0642579	5790267.125	5472998.25		5708928.25	5472998.25	5871606.0	
1074	336.1078647804837	2.0650759	2982476.875	2557433.5250000004		2833174.125	2557433.5250000004	3131779.625	
1075	283.17529410717214	2.064945	4679139.8375	4444001.825		4640228.475	4444001.825	4718051.2	
1076	335.12388502745046	2.0689023	971188.9875	612820.2250000001		937672.425	612820.2250000001	1004705.55	
1077	221.1651029836349	2.073854	0.0	0.0		0.0	0.0	0.0	
1078	252.145712150056	2.0776665	2272977.87	5737132.85		2384566.875	5737132.85	2161388.8649999998	
1079	333.1522424088814	2.0796425	2084444.2875	2662403.675		2197982.5250000004	2662403.675	1970906.0499999998	
1080	139.03923889806913	2.080578	5763277.1375	10407936.875		7722658.95	10407936.875	3803895.325	
1081	121.02879386716296	2.0934763	490764.075	1146889.5		981528.15	1146889.5	0.0	
1082	346.14996793765	2.0883977	417349.42500000005	861584.2		834698.8500000001	861584.2	0.0	
1083	354.0034711616012	2.0911934	366997.375	841709.8		733994.75	841709.8	0.0	
1084	151.07565626277307	2.0928137	1266477.0125000002	1873983.7000000002		1260703.0250000001	1873983.7000000002	1272251.0	
1085	323.07395148152955	2.080578	4329627.275	8885166.125		5966016.425	8885166.125	2693238.125	
1086	261.1236591245563	2.0962567	0.0	0.0		0.0	0.0	0.0	
1087	234.13515795466844	2.0871346	9235188.9	22965165.25		9484284.125	22965165.25	8986093.675	
1088	353.13458755188185	2.0876164	3219268.225	4016740.7625		3124328.2	4016740.7625	3314208.25	
1089	345.0086362990755	2.079837	1313684.4375	2771004.65		2030068.275	2771004.65	597300.6	
1090	201.16001970410224	2.0808835	695181.04375	701930.5		686201.6	701930.5	704160.4875	
1091	318.11862111209365	2.0796287	2145326.075	4195178.55		3079752.725	4195178.55	1210899.425	
1092	348.16548061689053	2.093237	2594479.0175	3362955.15		2570059.85	3362955.15	2618898.185	
1093	202.1803884974378	2.1017852	387584.9075	748812.9875		526645.675	748812.9875	248524.14	
1094	153.1276841835946	2.101652	2359315.425	2441044.4875		2368172.0	2441044.4875	2350458.8499999996	
1095	319.15146556826045	2.0979068	14523146.0	19209645.0		14966348.75	19209645.0	14079943.25	
