cluster index	parent mass	RTMean	ATTRIBUTE_condition:GNPSGROUP:trich	ATTRIBUTE_condition:GNPSGROUP:control	ATTRIBUTE_condition:GNPSGROUP:nan	ATTRIBUTE_condition_detailed:GNPSGROUP:trich_1	ATTRIBUTE_condition_detailed:GNPSGROUP:control	ATTRIBUTE_condition_detailed:GNPSGROUP:trich_2	ATTRIBUTE_condition_detailed:GNPSGROUP:nan
1	167.97740712293168	0.100052	831077.0075000001	803805.8275		844442.965	803805.8275	817711.05	
2	190.99323947058937	0.101442486	820331.59875	847899.2275		828439.3375	847899.2275	812223.86	
3	139.98250660095783	0.13647436	11456871.125	11959038.25		11583658.75	11959038.25	11330083.5	
4	137.98726504483503	0.17496115	1590540.65	1776708.575		1593091.2999999998	1776708.575	1587990.0	
5	167.9774107270077	0.25756824	785049.16	879566.9775		782583.635	879566.9775	787514.685	
6	190.99324857058303	0.25410601	795119.8400000001	690687.505		767025.0900000001	690687.505	823214.59	
7	217.9597570106185	0.25007373	1374562.8875	1458183.4499999997		1378454.1749999998	1458183.4499999997	1370671.5999999999	
8	139.98250118788548	0.2691066	11425851.625	12372157.0		11352803.25	12372157.0	11498900.0	
9	137.9872946643891	0.30043107	1530935.9125	1757953.8250000002		1532884.4	1757953.8250000002	1528987.4249999998	
10	130.00822149543032	0.32312015	0.0	141165.775		0.0	141165.775	0.0	
11	148.01874020743776	0.33872032	0.0	0.0		0.0	0.0	0.0	
12	158.00316712201206	0.29442346	574031.37625	718571.31		503195.3275	718571.31	644867.425	
13	143.0397997729898	0.34294215	0.0	0.0		0.0	0.0	0.0	
14	235.9521423829445	0.3456031	6345746.4375	5884753.375		6641188.625	5884753.375	6050304.25	
15	146.16535065221106	0.34812886	60202874.0	64133296.5		60684824.0	64133296.5	59720924.0	
16	160.1809757345032	0.34941152	5127938.2375	4174881.35		5179363.1	4174881.35	5076513.375	
17	267.901893804041	0.29907835	1504215.875	1552843.925		1516374.275	1552843.925	1492057.4749999999	
18	295.8967527789791	0.30249953	783379.61375	842728.425		788658.4500000001	842728.425	778100.7775	
19	129.1388756765859	0.35064936	8651307.75	9298474.5		8662281.75	9298474.5	8640333.75	
20	251.92961754622212	0.32003132	917507.0650000001	841237.4750000001		841682.65	841237.4750000001	993331.4800000001	
21	185.9836129275416	0.31304404	1294277.6275	985465.89		1324162.24	985465.89	1264393.0150000001	
22	505.7491701973128	0.3575653	0.0	0.0		0.0	0.0	0.0	
23	128.95103847130295	0.2951879	1156636.4575	1372131.7750000001		1171027.6400000001	1372131.7750000001	1142245.275	
24	139.96337861444024	0.3575653	0.0	0.0		0.0	0.0	0.0	
25	154.9904483681314	0.31765395	2407155.4875	2680662.25		2443959.55	2680662.25	2370351.425	
26	169.97759334217903	0.3021149	2246504.5625	2446768.25		2204096.5	2446768.25	2288912.625	
27	180.9900588374224	0.31104255	363482.08125	607058.485		299117.0	607058.485	427847.1625	
28	182.98540134212777	0.31112695	9010583.625	9735870.5		9076033.75	9735870.5	8945133.5	
29	255.93895962922656	0.3639192	0.0	0.0		0.0	0.0	0.0	
30	273.94962261301765	0.3575653	0.0	0.0		0.0	0.0	0.0	
31	287.8887136968749	0.3575653	0.0	0.0		0.0	0.0	0.0	
32	326.9200949602362	0.3575653	0.0	0.0		0.0	0.0	0.0	
33	328.915252307676	0.3575653	0.0	0.0		0.0	0.0	0.0	
34	359.8185501694172	0.3575653	0.0	0.0		0.0	0.0	0.0	
35	264.872933285333	0.3575653	0.0	0.0		0.0	0.0	0.0	
36	285.89350390064266	0.3575653	0.0	0.0		0.0	0.0	0.0	
37	300.92058261068536	0.3575653	0.0	0.0		0.0	0.0	0.0	
38	305.8995815205471	0.3575653	0.0	0.0		0.0	0.0	0.0	
39	404.8160844943512	0.36019862	0.0	0.0		0.0	0.0	0.0	
40	141.95881206129533	0.32345635	2855883.4125	3026224.875		2855930.4000000004	3026224.875	2855836.425	
41	296.9657099838288	0.36584446	0.0	0.0		0.0	0.0	0.0	
42	130.966651305545	0.31566316	1116509.15	954374.725		1111866.8	954374.725	1121151.5	
43	158.96158600212195	0.3241106	9258864.5625	10840920.75		9279932.375	10840920.75	9237796.75	
44	176.97217218559865	0.32157448	1299845.9125	1496731.375		1299319.975	1496731.375	1300371.85	
45	186.95649296939504	0.31556034	1266596.475	1507450.1500000001		1281750.625	1507450.1500000001	1251442.325	
46	199.9880619273096	0.3117775	6307813.5	7348681.375		6406432.75	7348681.375	6209194.25	
47	276.89688313579813	0.31098405	449218.10375	641770.0475		449477.2225	641770.0475	448958.985	
48	304.89234598666303	0.3710844	0.0	0.0		0.0	0.0	0.0	
49	151.0354284430505	0.36553687	1044822337.5	1129665090.0		1106783625.0	1129665090.0	982861050.0	
50	171.99309147034455	0.31199762	3322692.975	3649528.2249999996		3123314.575	3649528.2249999996	3522071.375	
51	125.9865075280784	0.36585212	84781109.75	74515628.0		79514656.0	74515628.0	90047563.5	
52	167.0130054745678	0.36585212	103941711.5	92509216.5		95980067.0	92509216.5	111903356.0	
53	255.9447333612617	0.36869153	7306366.875	4622904.475		5480405.85	4622904.475	9132327.9	
54	382.9280068575546	0.36912927	13491389.0	14704845.75		14311418.5	14704845.75	12671359.5	
55	584.8931121842709	0.36912927	10258654.0	12259322.75		11148275.5	12259322.75	9369032.5	
56	217.951752749227	0.3708805	4160023.5500000003	3806830.625		3901465.3	3806830.625	4418581.8	
57	198.93992644520188	0.3695671	9678631.0	7952448.5		8896952.0	7952448.5	10460310.0	
58	395.9596523229463	0.36912915	10590551.125	11643667.0		11471478.25	11643667.0	9709624.0	
59	400.9387242451769	0.36869118	14359762.0	15820101.5		15111266.75	15820101.5	13608257.25	
60	423.95513467162766	0.36869118	46236049.25	52087066.5		49339668.0	52087066.5	43132430.5	
61	398.9057207040489	0.3695671	9851106.625	8949292.625		9300171.75	8949292.625	10402041.5	
62	128.01952209448538	0.3675745	94601742.0	107451992.5		100916005.0	107451992.5	88287479.0	
63	237.02086600772583	0.36912903	11107466.0625	11839307.5		11673327.25	11839307.5	10541604.875	
64	223.9890247022261	0.36748862	163788185.0	171610815.0		176589820.0	171610815.0	150986550.0	
65	241.9996214204517	0.36839864	318344812.5	337004770.0		339467747.5	337004770.0	297221877.5	
66	265.0156841111474	0.36890936	351934585.0	379779710.0		378625750.0	379779710.0	325243420.0	
67	286.95855251309763	0.36956686	17034900.375	18998771.0		18078031.0	18998771.0	15991769.75	
68	123.04059647225256	0.3674771	59718694.0	68013596.0		64607512.5	68013596.0	54829875.5	
69	169.0460062698757	0.36747697	19389236.75	21968222.0		20307769.5	21968222.0	18470704.0	
70	192.061913075964	0.3674771	20867380.5	24291568.5		22038887.0	24291568.5	19695874.0	
71	143.99705163626064	0.36620253	14979138.125	13477322.0		13521161.25	13477322.0	16437115.0	
72	156.01435563317432	0.36890936	11513867.0	12391666.0		12350014.25	12391666.0	10677719.75	
73	182.96225476830344	0.3695671	15763373.375	16673588.0		17092340.25	16673588.0	14434406.5	
74	200.97311488455247	0.3695671	48734081.5	52053628.5		52217194.5	52053628.5	45250968.5	
75	218.9837833496822	0.3684939	111625155.25	117854964.0		119605694.0	117854964.0	103644616.5	
76	239.96670484462007	0.3695671	84627901.75	75476610.0		79798574.0	75476610.0	89457229.5	
77	439.9328084261063	0.36912915	13356567.3125	12912005.0		12544791.625	12912005.0	14168343.0	
78	280.99323839800644	0.3695671	44219360.25	39393646.5		41489024.0	39393646.5	46949696.5	
79	309.9745324879675	0.3695671	26580255.0	28775904.5		27837386.0	28775904.5	25323124.0	
80	124.04107130534342	0.37000495	7845512.1875	9187228.375		8546527.25	9187228.375	7144497.125	
81	216.9508515441377	0.37000495	33278809.625	28932526.0		31253017.75	28932526.0	35304601.5	
82	234.96148516849067	0.37000495	11981745.5	10648899.75		11256547.25	10648899.75	12706943.75	
83	257.9772609177064	0.37000495	36666692.125	32532376.5		33764928.25	32532376.5	39568456.0	
84	133.09746862524094	0.37373337	0.0	0.0		0.0	0.0	0.0	
85	130.08650796689577	0.42933363	4846128.6	5466523.95		2071049.0	5466523.95	7621208.2	
86	147.11300474135737	0.38100207	3128426.1375	2581314.45		3085128.7	2581314.45	3171723.575	
87	145.17013561604858	0.38228655	93446004.5	102024104.0		80127252.5	102024104.0	106764756.5	
88	309.16571081793336	0.38166276	0.0	0.0		0.0	0.0	0.0	
89	216.92037186036896	0.3877476	0.0	0.0		0.0	0.0	0.0	
90	312.9006592512832	0.35035664	153678.66375	0.0		151167.015	0.0	156190.3125	
91	244.91502027478708	0.3877476	0.0	0.0		0.0	0.0	0.0	
92	253.90982089569067	0.38688663	0.0	0.0		0.0	0.0	0.0	
93	156.0771064538475	0.38482246	269495.9	0.0		538991.8	0.0	0.0	
94	198.1240680210521	0.389802	0.0	0.0		0.0	0.0	0.0	
95	320.8666363274016	0.39199963	73945813.0	87833290.5		73538527.0	87833290.5	74353099.0	
96	189.16010904002425	0.39465708	4647076.2	5560830.4		4530531.275	5560830.4	4763621.125	
97	404.828072056526	0.39331976	22319989.0	25957933.0		23377460.5	25957933.0	21262517.5	
98	154.13423920653705	0.3938374	0.0	0.0		0.0	0.0	0.0	
99	220.1059836728998	0.39868614	0.0	0.0		0.0	0.0	0.0	
100	290.8476023210358	0.39935154	205056145.0	200463752.5		209953562.5	200463752.5	200158727.5	
101	122.92479934896532	0.39977077	17945490.125	19525486.75		18140780.0	19525486.75	17750200.25	
102	206.88626705322545	0.39977077	88888197.0	90054050.0		88840705.0	90054050.0	88935689.0	
103	236.90519981424583	0.39111748	33934577.75	33095856.5		35005769.5	33095856.5	32863386.0	
104	208.8843171204128	0.3990451	20614839.0	21245181.5		20420777.25	21245181.5	20808900.75	
105	212.84288122297983	0.39860913	7447805.5	11188225.25		6834334.125	11188225.25	8061276.875	
106	265.1121293642964	0.40707806	0.0	455474.975		0.0	455474.975	0.0	
107	212.85212998704583	0.40702665	16955406.275	20116400.0		15248968.8	20116400.0	18661843.75	
108	175.11937236356343	0.41213235	3267366.0875	2603380.65		2556790.1500000004	2603380.65	3977942.0250000004	
109	222.988685220148	0.41114324	8996968.625	8841233.625		8976452.25	8841233.625	9017485.0	
110	280.09217495405005	0.40826425	0.0	0.0		0.0	0.0	0.0	
111	217.95976842544275	0.35986224	159513.6875	657724.4		319027.375	657724.4	0.0	
112	236.93877321245907	0.38346276	0.0	251262.525		0.0	251262.525	0.0	
113	216.06347628270808	0.4212201	76175.325	0.0		152350.65	0.0	0.0	
114	277.13943518539145	0.42151272	0.0	0.0		0.0	0.0	0.0	
115	296.0664353585644	0.41377118	10135591.8125	9779809.3		9424641.75	9779809.3	10846541.875	
116	383.1156589936167	0.41780728	0.0	0.0		0.0	0.0	0.0	
117	133.06100416178927	0.41967356	1909215.85	618512.2		498127.95	618512.2	3320303.75	
118	185.0327435016337	0.41911852	8307237.375	10262414.25		6713286.0	10262414.25	9901188.75	
119	290.0757713631307	0.42401448	281019.75	1314385.075		562039.5	1314385.075	0.0	
120	298.0621381733219	0.41780728	0.0	0.0		0.0	0.0	0.0	
121	279.0480839234374	0.42034036	13285085.75	23138041.5		13262062.25	23138041.5	13308109.25	
122	341.8180789077586	0.42172098	34388955.3125	21710727.0		30272008.625	21710727.0	38505902.0	
123	139.914919546126	0.42179573	48953355.625	25709798.125		55893608.75	25709798.125	42013102.5	
124	132.06579848189736	0.42470393	499394.58249999996	967229.85		407018.025	967229.85	591771.14	
125	174.89628054699904	0.42255744	9076028.6875	10331039.875		7212350.0	10331039.875	10939707.375	
126	205.0684861439533	0.42102543	0.0	0.0		0.0	0.0	0.0	
127	249.04585684221183	0.4233006	4243017.0125	5817493.875		3193490.675	5817493.875	5292543.35	
128	219.02682827267256	0.42354894	136720321.25	262448650.0		143148700.0	262448650.0	130291942.5	
129	240.86643174469225	0.42191297	38139622.5	24470695.0		32700866.5	24470695.0	43578378.5	
130	147.076647039639	0.42544347	19517015.25	26316502.0		15558182.75	26316502.0	23475847.75	
131	249.0373989288117	0.42654306	16999811.375	49613086.5		22438981.0	49613086.5	11560641.75	
132	130.05013460029792	0.42734078	18395884.125	22046079.0		14745047.0	22046079.0	22046721.25	
133	162.11259778431486	0.43765298	112828.8375	189675.075		0.0	189675.075	225657.675	
134	184.07354483863728	0.42805657	17133467.625	21968242.75		14529357.25	21968242.75	19737578.0	
135	258.1102273259202	0.42690596	7868012.045	12358137.375		7193260.125	12358137.375	8542763.965	
136	148.06058909087238	0.42847818	46697442.75	43550392.0		40352078.0	43550392.0	53042807.5	
137	200.11298413636405	0.42958382	0.0	0.0		0.0	0.0	0.0	
138	203.053009756634	0.42924643	7849848.8375	14904909.0		7539063.925	14904909.0	8160633.75	
139	455.1163525666104	0.43053505	66447396.25	214250832.5		69415232.5	214250832.5	63479560.0	
140	414.0452331070866	0.43869713	357796.96249999997	945862.5599999999		447421.9	945862.5599999999	268172.025	
141	166.05352079508498	0.42975053	866515.93125	2763437.575		627471.5125	2763437.575	1105560.35	
142	165.0759538017435	0.43098646	0.0	0.0		0.0	0.0	0.0	
143	183.0865487433356	0.43098646	0.0	0.0		0.0	0.0	0.0	
144	353.08454947378624	0.4340753	15917649.625	28358109.0		16374513.75	28358109.0	15460785.5	
145	520.2238589929682	0.43124023	1749772.75	5411432.875		1949322.125	5411432.875	1550223.375	
146	439.1426228387834	0.43804336	2442925.0125	9682117.95		2565737.15	9682117.95	2320112.875	
147	684.2557832805719	0.4485054	0.0	840733.4		0.0	840733.4	0.0	
148	184.0640427756515	0.43781054	0.0	0.0		0.0	0.0	0.0	
149	235.0925503135537	0.44460264	0.0	470209.275		0.0	470209.275	0.0	
150	434.1874362029178	0.43936646	4974368.9875	15332390.375		5065122.475	15332390.375	4883615.5	
151	198.0973819975864	0.43945095	15788389.0	24219782.5		15397944.5	24219782.5	16178833.5	
152	342.13967193011007	0.43779516	14004824.0	19979522.0		16084269.875	19979522.0	11925378.125	
153	323.07386818865933	0.43936694	19610402.875	26621640.75		19867549.0	26621640.75	19353256.75	
154	293.0632828393415	0.44068658	52951998.75	119068045.0		55408486.5	119068045.0	50495511.0	
155	482.0312879991301	0.44024295	12008986.525	7139733.2		13842597.3	7139733.2	10175375.75	
156	180.08679297284374	0.44133753	13476956.5	20084378.75		13291827.75	20084378.75	13662085.25	
157	229.129669007584	0.4421649	0.0	0.0		0.0	0.0	0.0	
158	203.15040925724043	0.44435906	3752431.6875	3165069.2		3979353.8	3165069.2	3525509.575	
159	138.05509113272186	0.4441311	89108519.5	113196750.0		91964291.0	113196750.0	86252748.0	
160	196.06403893043543	0.44800803	0.0	424825.0		0.0	424825.0	0.0	
161	204.0868553126161	0.4447326	5558456.7875	7042551.0		5777770.825	7042551.0	5339142.75	
162	405.0502751727524	0.44925427	1794016.9375	2015573.6		1641232.2249999999	2015573.6	1946801.65	
163	209.1033321777608	0.44762167	0.0	0.0		0.0	0.0	0.0	
164	490.1766623314428	0.44670898	9285415.3375	8976460.7		8686979.925	8976460.7	9883850.75	
165	255.1073826053962	0.44640276	3214210.9625	7572635.15		3288706.9000000004	7572635.15	3139715.025	
166	244.07937198029308	0.43736967	0.0	0.0		0.0	0.0	0.0	
167	446.1873483604465	0.44506043	7506665.475	7602217.625		8373325.25	7602217.625	6640005.7	
168	286.09232964296905	0.44684246	13813957.125	17985693.125		16775737.125	17985693.125	10852177.125	
169	381.0791090870101	0.44775242	558860118.75	622026790.0		621285987.5	622026790.0	496434250.0	
170	243.8782439181112	0.45489973	0.0	0.0		0.0	0.0	0.0	
171	224.89904089707483	0.44839716	0.0	0.0		0.0	0.0	0.0	
172	272.1340341265736	0.4483978	9080211.0375	22168105.875		9009904.45	22168105.875	9150517.625	
173	139.98234473518605	0.50247246	4196669.5875	2878798.775		3942950.5	2878798.775	4450388.675	
174	145.04968735899243	0.4534091	15279926.625	23528946.0		15463227.0	23528946.0	15096626.25	
175	267.9019212024623	0.4264711	0.0	0.0		0.0	0.0	0.0	
176	266.12378269759034	0.45003945	735317.69375	2688503.375		513528.35	2688503.375	957107.0375	
177	567.1035189987188	0.45265573	1567014.475	1693769.375		1566825.9	1693769.375	1567203.0499999998	
178	294.00339373719555	0.4522559	1953740.9375	2591075.65		1956533.0	2591075.65	1950948.875	
179	244.1292984864313	0.45581812	0.0	206897.5		0.0	206897.5	0.0	
180	127.03922114074956	0.45205542	18294437.75	26751934.0		18742727.75	26751934.0	17846147.75	
181	360.1498571757165	0.45151824	227722631.25	313540745.0		232979182.5	313540745.0	222466080.0	
182	325.1129333038021	0.4503846	11910570.5	18307959.25		12667052.75	18307959.25	11154088.25	
183	191.1026861099919	0.45135826	810650.35625	1253602.5250000001		810017.2000000001	1253602.5250000001	811283.5125	
184	343.1236298887748	0.45214784	8813357.0625	12115630.625		9065464.0	12115630.625	8561250.125	
185	543.1322645585259	0.45256314	12828926.6875	17394675.5		15223283.375	17394675.5	10434570.0	
186	365.1053723787576	0.4530355	80318679.75	87433612.5		79683647.5	87433612.5	80953712.0	
187	702.266293584487	0.45185822	5710963.625	9015923.75		6401823.375	9015923.75	5020103.875	
188	522.2027874749986	0.45417294	4459170.975	8985733.75		5055271.0	8985733.75	3863070.95	
189	387.03969061275353	0.4541631	4477347.1875	4625650.625		4262999.0	4625650.625	4691695.375	
190	186.10617131822568	0.45758694	0.0	0.0		0.0	0.0	0.0	
191	230.0960008220924	0.46161717	0.0	0.0		0.0	0.0	0.0	
192	185.12865209816184	0.4609333	1378188.2049999998	1943762.175		2187876.71	1943762.175	568499.7	
193	175.10792134026275	0.4636363	24997272.75	27756918.5		24388044.0	27756918.5	25606501.5	
194	130.0864979018707	0.46399254	10957781.625	8502275.0		11628718.75	8502275.0	10286844.5	
195	263.0874765281232	0.46594784	875868.6375	1370182.775		1090902.125	1370182.775	660835.15	
196	123.05557170128895	0.46478313	8538717.375	11496547.75		8791401.25	11496547.75	8286033.5	
197	236.1493743190501	0.46473545	0.0	0.0		0.0	0.0	0.0	
198	263.0164865888545	0.46577296	6143698.0	8127313.125		7608803.875	8127313.125	4678592.125	
199	255.0977339170373	0.46456084	18389350.5625	24892515.0		19345219.375	24892515.0	17433481.75	
200	176.0919948114574	0.46718895	930639.025	1992778.725		885267.25	1992778.725	976010.8	
201	242.087121087038	0.4684149	5615197.375	8905865.0		6623563.875	8905865.0	4606830.875	
202	144.1020979317764	0.46892893	17649080.75	15536063.75		17903737.25	15536063.75	17394424.25	
203	499.1144478333949	0.4648907	15729674.75	15137423.625		18074175.0	15137423.625	13385174.5	
204	217.06870011491657	0.46763554	0.0	0.0		0.0	0.0	0.0	
205	258.14427352161766	0.51575685	1883590.45	2734371.775		2082516.675	2734371.775	1684664.225	
206	152.05662382756796	0.469694	10050478.5	11560271.875		11171273.875	11560271.875	8929683.125	
207	136.06197917468015	0.4700827	288131490.0	315491115.0		301668417.5	315491115.0	274594562.5	
208	150.07761799708203	0.46929693	17063810.4375	14568913.75		20950409.875	14568913.75	13177211.0	
209	131.1181352651691	0.46925664	6253566.65	6774768.575		7905765.925	6774768.575	4601367.375	
210	244.0929610857385	0.46893686	7631494.9625	9410113.5		7776636.55	9410113.5	7486353.375	
211	256.08180290656884	0.47012696	30575186.375	45340684.5		30755412.25	45340684.5	30394960.5	
212	337.08944069040007	0.46633333	14772841.375	14997657.0		16968323.0	14997657.0	12577359.75	
213	136.07522197596984	0.4706203	19671172.75	16540773.25		18854206.0	16540773.25	20488139.5	
214	124.0395919600876	0.47366494	15376098.375	24643295.25		15264708.75	24643295.25	15487488.0	
215	332.1338189824876	0.47194645	12242521.5	13154072.75		12173010.0	13154072.75	12312033.0	
216	303.88345552937017	0.49142653	0.0	0.0		0.0	0.0	0.0	
217	189.03951707143383	0.47371843	2770926.5250000004	4429812.0		3261848.75	4429812.0	2280004.3000000003	
218	137.06521220627403	0.46884	16886158.625	19642886.25		18194294.25	19642886.25	15578023.0	
219	439.12170247991264	0.4719453	9901413.5875	15950079.625		9147794.55	15950079.625	10655032.625	
220	257.18607598843226	0.47656095	0.0	0.0		0.0	0.0	0.0	
221	256.1031702072916	0.47429618	4601701.45	6948585.125		5315514.325	6948585.125	3887888.575	
222	128.9510427730169	0.5037155	121597.0875	0.0		0.0	0.0	243194.175	
223	170.0813948697048	0.47703886	0.0	0.0		0.0	0.0	0.0	
224	254.12362205369536	0.48081446	8412345.6875	12003610.125		11212970.5	12003610.125	5611720.875	
225	166.08647614599974	0.4817036	7641720.0625	6338503.125		7174913.125	6338503.125	8108527.0	
226	169.97755739449542	0.5318959	1373909.6175	1319546.575		1251818.685	1319546.575	1496000.5499999998	
227	172.97720457024857	0.53347635	897010.49375	1292798.875		867986.525	1292798.875	926034.4625	
228	275.0529086012434	0.48214734	9262043.1375	10035423.625		12880595.5	10035423.625	5643490.775	
229	291.0197130444837	0.48437336	18613357.875	18418622.25		19033499.5	18418622.25	18193216.25	
230	211.1442877800324	0.48469216	0.0	0.0		0.0	0.0	0.0	
231	132.10215146424378	0.48271027	3366753.4625	2074562.875		3139823.55	2074562.875	3593683.375	
232	196.00858620773045	0.54422396	1290503.6125	909373.725		1261442.925	909373.725	1319564.2999999998	
233	308.0913060393681	0.49021697	0.0	0.0		0.0	0.0	0.0	
234	245.9909465065228	0.5008561	0.0	0.0		0.0	0.0	0.0	
235	266.9460470706566	0.5008281	0.0	0.0		0.0	0.0	0.0	
236	259.07924835914224	0.49150032	6906237.5625	9140016.125		9011918.675	9140016.125	4800556.45	
237	356.19150588003174	0.49061006	5595526.2875	7673673.0		5930431.0	7673673.0	5260621.575	
238	180.03416351717902	0.4972767	0.0	0.0		0.0	0.0	0.0	
239	235.1191107856704	0.5120962	0.0	0.0		0.0	0.0	0.0	
240	257.8937509716642	0.518822	0.0	0.0		0.0	0.0	0.0	
241	182.0292736005924	0.50432926	2280438.425	1873532.65		2163575.525	1873532.65	2397301.325	
242	144.99767919244843	0.50505495	0.0	0.0		0.0	0.0	0.0	
243	321.9617699329925	0.50842834	21936400.0	23109402.5		22069146.0	23109402.5	21803654.0	
244	277.97201242505776	0.51021117	8795790.875	9384065.625		8809543.625	9384065.625	8782038.125	
245	344.9931409846587	0.5115273	3006228.3125	2650943.3		2965367.25	2650943.3	3047089.375	
246	247.04262347230548	0.511554	4359443.737500001	5863055.875		4898588.3	5863055.875	3820299.175	
247	182.97706672989207	0.49898052	387458.26875	0.0		301255.6725	0.0	473660.865	
248	154.9903953930665	0.51044637	2244494.0	2212234.4749999996		2248326.575	2212234.4749999996	2240661.425	
249	241.1546789964107	0.54132646	1700911.6875	3779276.2		2115156.125	3779276.2	1286667.25	
250	306.9973067403677	0.51687205	12109531.125	10302602.25		12105203.75	10302602.25	12113858.5	
251	231.9752528983593	0.5294066	1074732.6375	938747.4275		1072575.75	938747.4275	1076889.525	
252	229.9748459413749	0.5248883	3938695.075	3491737.4749999996		3911917.825	3491737.4749999996	3965472.325	
253	268.9772205724988	0.52488554	5273744.0	4612990.825		5194996.5	4612990.825	5352491.5	
254	312.9668857003531	0.52488446	22542819.5	20319665.0		22031284.0	20319665.0	23054355.0	
255	277.06851274245776	0.5533401	63122267.5	74495683.5		72533567.0	74495683.5	53710968.0	
256	334.9488307819832	0.5275474	1918715.15	1309290.5		1824079.35	1309290.5	2013350.95	
257	182.98538000337075	0.5658826	4128624.5625	4041674.125		4091439.75	4041674.125	4165809.375	
258	446.9887450926028	0.53243554	6934391.375	6499600.875		6906839.875	6499600.875	6961942.875	
259	214.00312407381264	0.5435264	764761.7749999999	657046.25		633712.175	657046.25	895811.375	
260	252.9301988999778	0.52743214	0.0	0.0		0.0	0.0	0.0	
261	201.0523675656465	0.5267693	4127375.9749999996	5444481.05		5063113.625	5444481.05	3191638.325	
262	168.0136474764837	0.5468136	4474856.325	4149936.925		4269179.025	4149936.925	4680533.625	
263	150.07760688626655	0.51290435	11212285.4	5382607.225		16680031.125	5382607.225	5744539.675	
264	395.10319702124576	0.54976434	6743114.6	9996815.875		7603854.45	9996815.875	5882374.75	
265	426.0453813293448	0.55241936	5440013.275	7899304.0		5924715.825	7899304.0	4955310.725	
266	261.09438198155146	0.6065429	266530559.5	333371790.0		297604900.0	333371790.0	235456219.0	
267	284.17035026783543	0.5533195	31672538.25	32123900.0		33414964.5	32123900.0	29930112.0	
268	382.0554987534411	0.5533054	2616277.855	3759459.2		2842217.65	3759459.2	2390338.0599999996	
269	411.0810184139046	0.55508703	6126449.075	7921203.25		6717679.675	7921203.25	5535218.475	
270	499.19979670901415	0.6088033	10072488.15	12418734.0		11235739.6	12418734.0	8909236.7	
271	340.99839052823813	0.5555336	2828444.8625	3523108.0		3102131.2	3523108.0	2554758.5250000004	
272	427.0532381825197	0.5559764	4662396.45	6200988.375		5112251.675	6200988.375	4212541.225	
273	417.0507476957917	0.55598223	8083912.9	10114801.625		8813739.0	10114801.625	7354086.8	
274	137.05917462019767	0.53537035	3336676.925	3610120.575		4428795.875	3610120.575	2244557.975	
275	196.00858849525864	0.5593188	1398959.6375000002	1359105.8		1323943.425	1359105.8	1473975.8499999999	
276	137.04597063051077	0.5917852	0.0	856496.675		0.0	856496.675	0.0	
277	379.967093518718	0.5614862	860753.9125000001	1075502.0625		553294.025	1075502.0625	1168213.8	
278	172.9772053159296	0.5519078	1350896.7625000002	1336841.95		1317087.225	1336841.95	1384706.2999999998	
279	210.060938249996	0.5613574	8621548.1875	7355087.625		6094549.125	7355087.625	11148547.25	
280	238.9146295786916	0.568777	0.0	0.0		0.0	0.0	0.0	
281	258.1439188009808	0.6237971	4143336.15	3539950.0		4411636.925	3539950.0	3875035.375	
282	370.9724320692741	0.5674683	705074.1125	615884.44		648410.0249999999	615884.44	761738.2	
283	152.056687957023	0.5720999	5365212.0375	6010013.425		6786162.5	6010013.425	3944261.575	
284	169.97750504600063	0.56383306	1623270.5875	1615244.225		1551787.45	1615244.225	1694753.725	
285	128.9510032871065	0.5678499	707955.825	844152.875		777799.5625	844152.875	638112.0875	
286	136.06191906545837	0.57286346	145748290.25	159917917.5		163749581.0	159917917.5	127746999.5	
287	137.06517973332151	0.5721967	8537486.1875	9401120.5		9515673.25	9401120.5	7559299.125	
288	206.15215633624092	0.5772552	3089446.75	2714247.7750000004		3083239.125	2714247.7750000004	3095654.375	
289	153.9979894476188	0.56973696	5265714.875	5161013.5		5147986.875	5161013.5	5383442.875	
290	256.08217503624894	0.5804448	9407629.25	13027295.375		9734350.75	13027295.375	9080907.75	
291	141.95874421988387	0.5867378	1538746.025	1501878.9500000002		1511694.475	1501878.9500000002	1565797.575	
292	124.03957838939004	0.5916548	4510578.775	6793958.825		4452393.05	6793958.825	4568764.5	
293	244.09299098109287	0.58702993	3725336.7375	4337075.05		3875688.5999999996	4337075.05	3574984.875	
294	321.1156999676622	0.5965293	7351196.875	11870542.25		8571379.375	11870542.25	6131014.375	
295	181.9930510895075	0.59058917	860491.91125	873867.3150000001		833166.0149999999	873867.3150000001	887817.8075	
296	130.0864895488173	0.59669805	6150609.85	5784525.925		7309804.45	5784525.925	4991415.25	
297	356.1914140613563	0.59697723	10897977.0625	11137354.75		12077816.625	11137354.75	9718137.5	
298	123.05556780192808	0.59927064	2067213.6875	3370246.4749999996		2393715.925	3370246.4749999996	1740711.45	
299	291.1050188985123	0.598747	3823058.2125	7011352.125		4318628.675	7011352.125	3327487.75	
300	319.1000383591288	0.59874815	8595812.8125	14109382.5		9576288.75	14109382.5	7615336.875	
301	314.14450682473165	0.59874815	5410513.0	8737825.25		5840716.875	8737825.25	4980309.125	
302	132.10213075270704	0.5961692	2908433.3875	998304.075		2902602.7	998304.075	2914264.075	
303	166.08642674002206	0.60051847	21548266.25	16723061.25		20665101.0	16723061.25	22431431.5	
304	185.12867529959675	0.60064244	0.0	0.0		0.0	0.0	0.0	
