id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:area,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:rt,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:mz,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:height,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:charge,datafile:20250402_PMA_tp24_solanum_qc_01.mzML:isotopes
13,2.893E6,0.362,218.98259,218.9839,1,0.3299,0.3936,218.9837,8.323E5,1.086E8,1.086E8,,DETECTED,2.893E6,0.362,218.98259,218.9839,1,-0.004,0.0264,0.3299,0.3936,218.9837,8.323E5,1.086E8,1.1466,1.0403,1.086E8,,
14,7.37E5,0.362,219.98451,219.98482,0,0.3382,0.3936,219.98453,1.534E6,2.841E7,2.841E7,,DETECTED,7.37E5,0.362,219.98451,219.98482,,,0.0259,0.3382,0.3936,219.98453,1.534E6,2.841E7,0.965,1.0019,2.841E7,,
15,7.57E5,0.362,220.98106,220.98138,0,0.3382,0.3936,220.9811,1.472E6,2.916E7,2.916E7,,DETECTED,7.57E5,0.362,220.98106,220.98138,,,0.0257,0.3382,0.3936,220.9811,1.472E6,2.916E7,0.9649,1.0005,2.916E7,,
16,2.471E6,0.362,242.99906,243.00098,0,0.3299,0.3936,243.00077,7.211E5,9.371E7,9.371E7,,DETECTED,2.471E6,0.362,242.99906,243.00098,,,0.026,0.3299,0.3936,243.00077,7.211E5,9.371E7,1.1483,1.0393,9.371E7,,
17,2.117E5,0.362,287.9592,287.95981,0,0.3382,0.3936,287.95941,6.153E5,6.797E6,6.797E6,,DETECTED,2.117E5,0.362,287.9592,287.95981,,,0.0374,0.3382,0.3936,287.95941,6.153E5,6.797E6,0.9957,1.0109,6.797E6,,
18,8.838E5,0.362,309.97433,309.97476,1,0.3382,0.3936,309.97441,2.348E6,2.696E7,2.696E7,,DETECTED,8.838E5,0.362,309.97433,309.97476,1,0.0106,0.038,0.3382,0.3936,309.97441,2.348E6,2.696E7,0.994,1.0099,2.696E7,,
19,3.729E5,0.362,311.97076,311.97174,0,0.3382,0.3936,311.97161,1.108E6,1.197E7,1.197E7,,DETECTED,3.729E5,0.362,311.97076,311.97174,,,0.0368,0.3382,0.3936,311.97161,1.108E6,1.197E7,0.9964,1.0121,1.197E7,,
20,2.17E5,0.362,325.95187,325.95206,0,0.3382,0.3936,325.95197,6.062E5,7.389E6,7.389E6,,DETECTED,2.17E5,0.362,325.95187,325.95206,,,0.0398,0.3382,0.3936,325.95197,6.062E5,7.389E6,0.9914,1.0085,7.389E6,,
21,2.196E5,0.362,353.94675,353.94705,0,0.3382,0.3936,353.94686,5.956E5,7.487E6,7.487E6,,DETECTED,2.196E5,0.362,353.94675,353.94705,,,0.0319,0.3382,0.3936,353.94686,5.956E5,7.487E6,0.9891,1.0086,7.487E6,,
22,1.449E6,0.362,423.95493,423.95529,1,0.3382,0.3936,423.95501,1.563E6,4.995E7,4.995E7,,DETECTED,1.449E6,0.362,423.95493,423.95529,1,0.0028,0.0302,0.3382,0.3936,423.95501,1.563E6,4.995E7,0.9606,0.9949,4.995E7,,
23,9.189E5,0.362,425.95297,425.95325,0,0.3382,0.3936,425.9531,1.04E6,3.123E7,3.123E7,,DETECTED,9.189E5,0.362,425.95297,425.95325,,,0.0307,0.3382,0.3936,425.9531,1.04E6,3.123E7,0.9625,0.9955,3.123E7,,
24,1.861E6,0.3698,123.04054,123.0407,1,0.3299,0.4016,123.04057,1.022E6,6.722E7,6.722E7,,DETECTED,1.861E6,0.3698,123.04054,123.0407,1,-0.0108,0.0285,0.3299,0.4016,123.04057,1.022E6,6.722E7,0.5854,0.8556,6.722E7,,
25,5.085E5,0.3698,124.03947,124.04142,3,0.0028,0.3936,124.04036,6.356E5,9.665E6,9.665E6,,DETECTED,5.085E5,0.3698,124.03947,124.04142,3,-0.3254,0.024,0.0028,0.3936,124.04036,6.356E5,9.665E6,0.1502,0.862,9.665E6,,
26,3.628E5,0.3698,125.03808,125.03816,0,0.3382,0.3936,125.0381,1.709E6,1.287E7,1.287E7,,DETECTED,3.628E5,0.3698,125.03808,125.03816,,,0.0321,0.3382,0.3936,125.0381,1.709E6,1.287E7,0.5196,0.8762,1.287E7,,
27,2.563E6,0.3698,125.98641,125.98656,9,0.0028,0.3936,125.98646,9.3E5,7.148E7,7.148E7,,DETECTED,2.563E6,0.3698,125.98641,125.98656,9,-0.3512,0.0273,0.0028,0.3936,125.98646,9.3E5,7.148E7,0.5507,0.882,7.148E7,,
28,2.815E6,0.3698,128.01944,128.01976,1,0.3299,0.4176,128.01947,5.261E5,9.452E7,9.452E7,,DETECTED,2.815E6,0.3698,128.01944,128.01976,1,-0.0141,0.035,0.3299,0.4176,128.01947,5.261E5,9.452E7,0.5756,0.8577,9.452E7,,
29,3.806E5,0.3698,129.01985,129.02016,0,0.3382,0.3936,129.02005,1.826E6,1.258E7,1.258E7,,DETECTED,3.806E5,0.3698,129.01985,129.02016,,,0.0335,0.3382,0.3936,129.02005,1.826E6,1.258E7,0.5218,0.8762,1.258E7,,
30,5.639E5,0.3698,130.01698,130.01714,0,0.3382,0.3936,130.01701,3.318E6,1.878E7,1.878E7,,DETECTED,5.639E5,0.3698,130.01698,130.01714,,,0.0324,0.3382,0.3936,130.01701,3.318E6,1.878E7,0.5396,0.8762,1.878E7,,
31,2.029E5,0.3698,138.02747,138.02769,0,0.3382,0.3936,138.02758,7.114E5,8.966E6,8.966E6,,DETECTED,2.029E5,0.3698,138.02747,138.02769,,,0.0227,0.3382,0.3936,138.02758,7.114E5,8.966E6,0.5904,0.764,8.966E6,,
32,3.609E5,0.3698,143.9969,143.99716,1,0.3299,0.3936,143.99698,6.381E5,1.223E7,1.223E7,,DETECTED,3.609E5,0.3698,143.9969,143.99716,1,0.0186,0.0307,0.3299,0.3936,143.99698,6.381E5,1.223E7,0.5591,0.8753,1.223E7,,
33,1.31E5,0.3698,150.93718,150.93837,0,0.3382,0.3936,150.93729,6.711E5,5.021E6,5.021E6,,DETECTED,1.31E5,0.3698,150.93718,150.93837,,,0.0289,0.3382,0.3936,150.93729,6.711E5,5.021E6,0.6931,0.8762,5.021E6,,
34,1.815E5,0.3698,151.02557,151.02789,0,0.3382,0.3936,151.02602,1.051E6,5.914E6,5.914E6,,DETECTED,1.815E5,0.3698,151.02557,151.02789,,-0.0277,0.033,0.3382,0.3936,151.02602,1.051E6,5.914E6,0.5398,0.8762,5.914E6,,
35,3.025E7,0.3698,151.03531,151.03572,2,0.3299,0.4256,151.03535,8.075E5,1.029E9,1.029E9,,DETECTED,3.025E7,0.3698,151.03531,151.03572,2,-0.0277,0.032,0.3299,0.4256,151.03535,8.075E5,1.029E9,0.5761,0.859,1.029E9,,
36,1.961E5,0.3698,151.04277,151.04514,0,0.3382,0.3936,151.0445,1.304E6,6.462E6,6.462E6,,DETECTED,1.961E5,0.3698,151.04277,151.04514,,-0.0277,0.0312,0.3382,0.3936,151.0445,1.304E6,6.462E6,0.7523,0.8762,6.462E6,,
37,4.58E6,0.3698,152.03569,152.03671,0,0.3299,0.4176,152.03662,6.778E5,1.581E8,1.581E8,,DETECTED,4.58E6,0.3698,152.03569,152.03671,,,0.034,0.3299,0.4176,152.03662,6.778E5,1.581E8,0.5643,0.8505,1.581E8,,
38,4.792E6,0.3698,153.03282,153.03328,0,0.3299,0.4176,153.03285,9.893E5,1.606E8,1.606E8,1,DETECTED,4.792E6,0.3698,153.03282,153.03328,,,0.0338,0.3299,0.4176,153.03285,9.893E5,1.606E8,0.5738,0.8579,1.606E8,1,2
39,2.49E5,0.3698,153.03873,153.03961,0,0.3382,0.3936,153.0389,1.328E6,9.254E6,9.254E6,,DETECTED,2.49E5,0.3698,153.03873,153.03961,,,0.0323,0.3382,0.3936,153.0389,1.328E6,9.254E6,0.5302,0.8762,9.254E6,,
40,1.806E5,0.3698,164.06691,164.06715,0,0.3382,0.3936,164.06695,1.037E6,6.106E6,6.106E6,,DETECTED,1.806E5,0.3698,164.06691,164.06715,,,0.0321,0.3382,0.3936,164.06695,1.037E6,6.106E6,0.5381,0.8762,6.106E6,,
41,2.449E6,0.3698,167.01288,167.01311,1,0.3382,0.3936,167.01291,1.307E6,8.169E7,8.169E7,1,DETECTED,2.449E6,0.3698,167.01288,167.01311,1,-0.013,0.0324,0.3382,0.3936,167.01291,1.307E6,8.169E7,0.5207,0.8762,8.169E7,1,2
43,2.014E5,0.3698,181.98822,181.98874,0,0.3382,0.3936,181.98826,1.234E6,6.845E6,6.845E6,,DETECTED,2.014E5,0.3698,181.98822,181.98874,,,0.0313,0.3382,0.3936,181.98826,1.234E6,6.845E6,0.5401,0.8762,6.845E6,,
44,3.948E5,0.3698,182.96217,182.96227,0,0.3382,0.3936,182.96219,5.387E5,1.525E7,1.525E7,,DETECTED,3.948E5,0.3698,182.96217,182.96227,,,0.0255,0.3382,0.3936,182.96219,5.387E5,1.525E7,0.4671,0.7469,1.525E7,,
45,8.955E4,0.3698,193.06274,193.06358,0,0.3382,0.3936,193.06295,5.157E5,2.629E6,2.629E6,,DETECTED,8.955E4,0.3698,193.06274,193.06358,,,0.034,0.3382,0.3936,193.06295,5.157E5,2.629E6,0.533,0.8762,2.629E6,,
46,1.019E5,0.3698,194.0594,194.05975,0,0.3382,0.3936,194.05954,6.956E5,3.082E6,3.082E6,,DETECTED,1.019E5,0.3698,194.0594,194.05975,,,0.0335,0.3382,0.3936,194.05954,6.956E5,3.082E6,0.7523,0.8762,3.082E6,,
47,1.429E5,0.3698,197.04086,197.0412,0,0.3382,0.3936,197.04091,7.753E5,5.045E6,5.045E6,,DETECTED,1.429E5,0.3698,197.04086,197.0412,,,0.0235,0.3382,0.3936,197.04091,7.753E5,5.045E6,0.5262,0.8762,5.045E6,,
48,1.176E6,0.3698,200.97237,200.97327,1,0.3299,0.3936,200.97303,5.344E5,4.681E7,4.681E7,,DETECTED,1.176E6,0.3698,200.97237,200.97327,1,-0.004,0.0239,0.3299,0.3936,200.97303,5.344E5,4.681E7,0.5832,0.7619,4.681E7,,
49,1.411E5,0.3698,209.07707,209.0773,0,0.3382,0.3936,209.07714,6.499E5,5.447E6,5.447E6,,DETECTED,1.411E5,0.3698,209.07707,209.0773,,,0.0265,0.3382,0.3936,209.07714,6.499E5,5.447E6,0.5129,0.8762,5.447E6,,
50,7.346E5,0.3698,216.95067,216.9509,1,0.3382,0.3936,216.95075,1.443E6,2.746E7,2.746E7,,DETECTED,7.346E5,0.3698,216.95067,216.9509,1,0.0016,0.0264,0.3382,0.3936,216.95075,1.443E6,2.746E7,0.4782,0.7515,2.746E7,,
51,4.041E6,0.3698,223.9888,223.98943,1,0.3382,0.3936,223.989,1.098E6,1.603E8,1.603E8,,DETECTED,4.041E6,0.3698,223.9888,223.98943,1,-0.0175,0.0243,0.3382,0.3936,223.989,1.098E6,1.603E8,0.5824,0.7459,1.603E8,,
52,1.065E6,0.3698,224.9886,224.99008,0,0.3382,0.3936,224.99002,1.314E6,4.271E7,4.271E7,,DETECTED,1.065E6,0.3698,224.9886,224.99008,,,0.0244,0.3382,0.3936,224.99002,1.314E6,4.271E7,0.5893,0.745,4.271E7,,
53,1.046E6,0.3698,225.98628,225.98651,0,0.3382,0.3936,225.98633,1.397E6,4.308E7,4.308E7,,DETECTED,1.046E6,0.3698,225.98628,225.98651,,,0.0231,0.3382,0.3936,225.98633,1.397E6,4.308E7,0.576,0.7452,4.308E7,,
54,2.717E5,0.3698,234.96133,234.96217,0,0.3382,0.3936,234.96145,7.602E5,9.973E6,9.973E6,,DETECTED,2.717E5,0.3698,234.96133,234.96217,,,0.0286,0.3382,0.3936,234.96145,7.602E5,9.973E6,0.4903,0.7571,9.973E6,,
55,2.948E5,0.3698,237.02046,237.02104,0,0.3382,0.3936,237.02076,6.176E5,1.146E7,1.146E7,,DETECTED,2.948E5,0.3698,237.02046,237.02104,,,0.0267,0.3382,0.3936,237.02076,6.176E5,1.146E7,0.5893,0.752,1.146E7,,
56,1.855E6,0.3698,239.96658,239.96675,1,0.3299,0.3936,239.96661,9.18E5,7.086E7,7.086E7,,DETECTED,1.855E6,0.3698,239.96658,239.96675,1,-0.0062,0.0261,0.3299,0.3936,239.96661,9.18E5,7.086E7,0.5324,0.7618,7.086E7,,
57,2.582E5,0.3698,241.96417,241.96429,0,0.3382,0.3936,241.96421,5.192E5,1.032E7,1.032E7,,DETECTED,2.582E5,0.3698,241.96417,241.96429,,,0.0251,0.3382,0.3936,241.96421,5.192E5,1.032E7,0.6,0.7509,1.032E7,,
58,8.431E6,0.3698,241.99948,241.99977,1,0.3299,0.3936,241.99952,2.486E6,3.155E8,3.155E8,,DETECTED,8.431E6,0.3698,241.99948,241.99977,1,-0.0186,0.0267,0.3299,0.3936,241.99952,2.486E6,3.155E8,0.5392,0.7657,3.155E8,,
59,2.266E6,0.3698,243.99686,243.99715,0,0.3299,0.3936,243.99688,6.111E5,8.421E7,8.421E7,,DETECTED,2.266E6,0.3698,243.99686,243.99715,,,0.0267,0.3299,0.3936,243.99688,6.111E5,8.421E7,0.5364,0.7648,8.421E7,,
60,3.433E5,0.3698,244.99796,244.99834,0,0.3382,0.3936,244.9981,5.742E5,1.274E7,1.274E7,,DETECTED,3.433E5,0.3698,244.99796,244.99834,,,0.0288,0.3382,0.3936,244.9981,5.742E5,1.274E7,0.4716,0.7495,1.274E7,,
61,8.901E5,0.3698,257.97711,257.97742,1,0.3299,0.3936,257.97716,5.887E5,3.232E7,3.232E7,,DETECTED,8.901E5,0.3698,257.97711,257.97742,1,-0.0017,0.0285,0.3299,0.3936,257.97716,5.887E5,3.232E7,0.5352,0.7647,3.232E7,,
62,9.5E6,0.3698,265.01556,265.01766,2,0.3299,0.3936,265.01559,2.703E6,3.481E8,3.481E8,,DETECTED,9.5E6,0.3698,265.01556,265.01766,2,-0.0198,0.0276,0.3299,0.3936,265.01559,2.703E6,3.481E8,0.5342,0.764,3.481E8,,
63,3.037E6,0.3698,266.01439,266.01721,0,0.3299,0.3936,266.01689,7.794E5,1.112E8,1.112E8,,DETECTED,3.037E6,0.3698,266.01439,266.01721,,,0.0279,0.3299,0.3936,266.01689,7.794E5,1.112E8,0.5345,0.7637,1.112E8,,
64,2.586E6,0.3698,267.0127,267.01294,0,0.3299,0.3936,267.01277,7.071E5,9.631E7,9.631E7,,DETECTED,2.586E6,0.3698,267.0127,267.01294,,,0.0269,0.3299,0.3936,267.01277,7.071E5,9.631E7,0.5331,0.7635,9.631E7,,
65,4.312E5,0.3698,268.01422,268.01486,0,0.3382,0.3936,268.01437,8.65E5,1.583E7,1.583E7,,DETECTED,4.312E5,0.3698,268.01422,268.01486,,,0.0276,0.3382,0.3936,268.01437,8.65E5,1.583E7,0.4787,0.752,1.583E7,,
66,1.035E6,0.3698,280.99307,280.99396,1,0.3299,0.3936,280.99313,6.871E5,3.597E7,3.597E7,,DETECTED,1.035E6,0.3698,280.99307,280.99396,1,-0.0029,0.0345,0.3299,0.3936,280.99313,6.871E5,3.597E7,0.5265,0.7611,3.597E7,,
67,2.075E5,0.3698,281.97949,281.98071,0,0.3382,0.3936,281.97954,5.187E5,6.512E6,6.512E6,,DETECTED,2.075E5,0.3698,281.97949,281.98071,,,0.0432,0.3382,0.3936,281.97954,5.187E5,6.512E6,0.4948,0.7559,6.512E6,,
68,5.543E5,0.3698,286.9584,286.95877,1,0.3382,0.3936,286.95844,1.361E6,1.852E7,1.852E7,,DETECTED,5.543E5,0.3698,286.9584,286.95877,1,0.0107,0.0311,0.3382,0.3936,286.95844,1.361E6,1.852E7,0.4894,0.7563,1.852E7,,
69,1.45E5,0.3698,296.96509,296.96567,0,0.3299,0.3936,296.96536,5.825E5,5.228E6,5.228E6,,DETECTED,1.45E5,0.3698,296.96509,296.96567,,,0.0236,0.3299,0.3936,296.96536,5.825E5,5.228E6,0.4348,0.7978,5.228E6,,
70,3.748E5,0.3698,310.9727,310.97562,0,0.3382,0.3936,310.97545,7.888E5,1.224E7,1.224E7,,DETECTED,3.748E5,0.3698,310.9727,310.97562,,,0.0338,0.3382,0.3936,310.97545,7.888E5,1.224E7,0.4869,0.7539,1.224E7,,
71,8.22E5,0.3698,424.95609,424.95639,0,0.3382,0.3936,424.95619,8.197E5,2.807E7,2.807E7,,DETECTED,8.22E5,0.3698,424.95609,424.95639,,,0.0309,0.3382,0.3936,424.95619,8.197E5,2.807E7,0.472,0.7465,2.807E7,,
72,2.761E6,0.3777,145.16995,145.17038,2,0.3541,0.5213,145.17009,5.094E5,1.317E8,1.317E8,,DETECTED,2.761E6,0.3777,145.16995,145.17038,2,-0.004,0.0204,0.3541,0.5213,145.17009,5.094E5,1.317E8,1.4256,1.2887,1.317E8,,
73,1.219E5,0.3777,147.11279,147.11322,0,0.362,0.4256,147.11298,5.148E5,7.707E6,7.707E6,,DETECTED,1.219E5,0.3777,147.11279,147.11322,,,0.0122,0.362,0.4256,147.11298,5.148E5,7.707E6,2.6792,2.1597,7.707E6,,
74,1.716E5,0.3777,244.94669,244.94698,0,0.3299,0.3936,244.94681,9.137E5,4.375E6,4.375E6,,DETECTED,1.716E5,0.3777,244.94669,244.94698,,,0.0453,0.3299,0.3936,244.94681,9.137E5,4.375E6,0.3321,0.6661,4.375E6,,
75,1.804E5,0.3857,189.15974,189.16032,0,0.3698,0.4256,189.16001,5.772E5,1.006E7,1.006E7,,DETECTED,1.804E5,0.3857,189.15974,189.16032,,,0.0164,0.3698,0.4256,189.16001,5.772E5,1.006E7,3.1855,2.584,1.006E7,,
76,2.615E5,0.4016,212.84239,212.84309,0,0.3777,0.4414,212.84269,1.426E6,6.823E6,6.823E6,,DETECTED,2.615E5,0.4016,212.84239,212.84309,,,0.0379,0.3777,0.4414,212.84269,1.426E6,6.823E6,1.673,1.3365,6.823E6,,
77,1.779E5,0.4096,212.85167,212.85223,0,0.3857,0.4414,212.85206,9.94E5,7.394E6,7.394E6,,DETECTED,1.779E5,0.4096,212.85167,212.85223,,,0.0237,0.3857,0.4414,212.85206,9.94E5,7.394E6,1.4624,1.1655,7.394E6,,
78,4.875E5,0.4096,296.06549,296.06671,1,0.3936,0.4493,296.06642,1.143E6,2.653E7,2.653E7,,DETECTED,4.875E5,0.4096,296.06549,296.06671,1,0.005,0.0181,0.3936,0.4493,296.06642,1.143E6,2.653E7,1.5753,1.472,2.653E7,,
79,8.728E5,0.4176,130.04997,130.05032,1,0.3936,0.5454,130.05009,5.01E5,2.599E7,2.599E7,,DETECTED,8.728E5,0.4176,130.04997,130.05032,1,0.0061,0.0293,0.3936,0.5454,130.05009,5.01E5,2.599E7,4.4444,3.0993,2.599E7,,
80,2.056E5,0.4176,134.04483,134.04526,0,0.3936,0.4973,134.04499,5.161E5,5.361E6,5.361E6,,DETECTED,2.056E5,0.4176,134.04483,134.04526,,,0.0318,0.3936,0.4973,134.04499,5.161E5,5.361E6,4.2026,2.8453,5.361E6,,
81,8.604E5,0.4176,147.07645,147.07686,1,0.3936,0.5374,147.0766,5.862E5,3.19E7,3.19E7,,DETECTED,8.604E5,0.4176,147.07645,147.07686,1,0.005,0.0223,0.3936,0.5374,147.0766,5.862E5,3.19E7,2.824,2.7096,3.19E7,,
82,2.423E5,0.4176,175.11906,175.11952,0,0.3777,0.4573,175.1193,6.024E5,8.797E6,8.797E6,,DETECTED,2.423E5,0.4176,175.11906,175.11952,,,0.0264,0.3777,0.4573,175.1193,6.024E5,8.797E6,0.6871,0.9646,8.797E6,,
83,1.152E5,0.4176,205.06831,205.0688,0,0.4016,0.4573,205.06849,5.117E5,5.121E6,5.121E6,,DETECTED,1.152E5,0.4176,205.06831,205.0688,,,0.1125,0.4016,0.4573,205.06849,5.117E5,5.121E6,4.1608,2.8588,5.121E6,,
84,3.327E6,0.4176,219.02655,219.02725,2,0.3936,0.5053,219.02677,7.367E5,1.585E8,1.585E8,,DETECTED,3.327E6,0.4176,219.02655,219.02725,2,-0.0041,0.0193,0.3936,0.5053,219.02677,7.367E5,1.585E8,2.1465,1.578,1.585E8,,
85,2.313E5,0.4176,221.0244,221.02553,0,0.4016,0.4573,221.02497,5.533E5,1.162E7,1.162E7,1,DETECTED,2.313E5,0.4176,221.0244,221.02553,,,0.0184,0.4016,0.4573,221.02497,5.533E5,1.162E7,1.7486,1.4864,1.162E7,1,2
86,6.989E5,0.4176,221.04213,221.04276,0,0.4016,0.4573,221.04234,8.405E5,4.293E7,4.293E7,,DETECTED,6.989E5,0.4176,221.04213,221.04276,,,0.0127,0.4016,0.4573,221.04234,8.405E5,4.293E7,1.3599,1.2577,4.293E7,,
88,5.074E5,0.4176,249.0369,249.03769,1,0.4016,0.4812,249.03724,5.757E5,2.379E7,2.379E7,,DETECTED,5.074E5,0.4176,249.0369,249.03769,1,0.0096,0.0202,0.4016,0.4812,249.03724,5.757E5,2.379E7,3.396,2.5034,2.379E7,,
89,7.083E5,0.4176,258.10974,258.11087,1,0.4016,0.5374,258.11016,5.332E5,1.861E7,1.861E7,,DETECTED,7.083E5,0.4176,258.10974,258.11087,1,0.013,0.0327,0.4016,0.5374,258.11016,5.332E5,1.861E7,7.7081,3.2865,1.861E7,,
90,3.575E5,0.4176,279.04761,279.04858,1,0.3936,0.4652,279.048,6.367E5,2.048E7,2.048E7,,DETECTED,3.575E5,0.4176,279.04761,279.04858,1,0.0107,0.0137,0.3936,0.4652,279.048,6.367E5,2.048E7,1.433,1.2719,2.048E7,,
91,6.528E5,0.4256,184.0733,184.07393,0,0.3936,0.5775,184.07347,5.685E5,1.277E7,1.277E7,,DETECTED,6.528E5,0.4256,184.0733,184.07393,,,0.0374,0.3936,0.5775,184.07347,5.685E5,1.277E7,3.6348,4.2514,1.277E7,,
92,2.173E6,0.4256,455.11578,455.1189,1,0.4016,0.4892,455.11609,5.686E5,8.756E7,8.756E7,,DETECTED,2.173E6,0.4256,455.11578,455.1189,1,-0.0041,0.0337,0.4016,0.4892,455.11609,5.686E5,8.756E7,1.5793,1.5007,8.756E7,,
93,2.235E6,0.4335,148.06041,148.06085,2,0.4016,0.5694,148.06053,5.03E5,5.639E7,5.639E7,1,DETECTED,2.235E6,0.4335,148.06041,148.06085,2,-0.0132,0.0341,0.4016,0.5694,148.06053,5.03E5,5.639E7,1.7602,1.5464,5.639E7,1,2
95,9.016E4,0.4335,162.11235,162.11279,0,0.4096,0.4812,162.11255,7.418E5,2.629E6,2.629E6,,DETECTED,9.016E4,0.4335,162.11235,162.11279,,,0.0549,0.4096,0.4812,162.11255,7.418E5,2.629E6,1.9941,1.497,2.629E6,,
