id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:area,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:rt,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:mz,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:height,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:charge,datafile:20250402_PMA_tp24_solanum_qc_05.mzML:isotopes
37,2.876E5,0.3682,240.96773,240.9684,0,0.3364,0.3919,240.96822,6.864E5,1.024E7,1.024E7,,DETECTED,2.876E5,0.3682,240.96773,240.9684,,,0.027,0.3364,0.3919,240.96822,6.864E5,1.024E7,1.0435,0.9922,1.024E7,,
38,2.527E5,0.3682,241.96432,241.96449,0,0.3364,0.3919,241.96442,6.112E5,1.008E7,1.008E7,,DETECTED,2.527E5,0.3682,241.96432,241.96449,,,0.0246,0.3364,0.3919,241.96442,6.112E5,1.008E7,1.0534,0.9956,1.008E7,,
39,8.082E6,0.3682,241.9996,241.99994,2,0.3364,0.3999,241.99965,3.129E6,3.098E8,3.098E8,,DETECTED,8.082E6,0.3682,241.9996,241.99994,2,-0.0187,0.0259,0.3364,0.3999,241.99965,3.129E6,3.098E8,0.925,0.9714,3.098E8,,
40,9.053E4,0.3682,242.95047,242.95116,0,0.3364,0.3919,242.95062,5.009E5,3.418E6,3.418E6,,DETECTED,9.053E4,0.3682,242.95047,242.95116,,,0.0328,0.3364,0.3919,242.95062,5.009E5,3.418E6,0.9655,0.8745,3.418E6,,
41,2.372E6,0.3682,242.99924,243.00124,0,0.3364,0.3999,243.0009,8.516E5,9.09E7,9.09E7,,DETECTED,2.372E6,0.3682,242.99924,243.00124,,,0.0259,0.3364,0.3999,243.0009,8.516E5,9.09E7,0.9216,0.9709,9.09E7,,
42,2.217E6,0.3682,243.99695,243.99734,0,0.3364,0.3999,243.997,9.18E5,8.478E7,8.478E7,,DETECTED,2.217E6,0.3682,243.99695,243.99734,,,0.0259,0.3364,0.3999,243.997,9.18E5,8.478E7,0.9297,0.9729,8.478E7,,
43,3.193E5,0.3682,244.99815,244.99844,0,0.3364,0.3919,244.99827,7.411E5,1.267E7,1.267E7,,DETECTED,3.193E5,0.3682,244.99815,244.99844,,,0.0247,0.3364,0.3919,244.99827,7.411E5,1.267E7,1.0517,0.9973,1.267E7,,
44,8.802E5,0.3682,257.9772,257.97745,1,0.3364,0.3999,257.97728,6.013E5,2.971E7,2.971E7,,DETECTED,8.802E5,0.3682,257.9772,257.97745,1,-0.0017,0.0294,0.3364,0.3999,257.97728,6.013E5,2.971E7,0.9338,0.9718,2.971E7,,
45,8.855E6,0.3682,265.01566,265.01741,2,0.3364,0.3999,265.01569,3.555E6,3.322E8,3.322E8,,DETECTED,8.855E6,0.3682,265.01566,265.01741,2,-0.0198,0.0264,0.3364,0.3999,265.01569,3.555E6,3.322E8,0.9277,0.9718,3.322E8,,
46,2.872E6,0.3682,266.01445,266.01724,0,0.3364,0.3999,266.01696,8.948E5,1.077E8,1.077E8,,DETECTED,2.872E6,0.3682,266.01445,266.01724,,,0.0264,0.3364,0.3999,266.01696,8.948E5,1.077E8,0.9277,0.9726,1.077E8,,
47,2.42E6,0.3682,267.01285,267.01306,0,0.3364,0.3999,267.01292,7.844E5,9.146E7,9.146E7,,DETECTED,2.42E6,0.3682,267.01285,267.01306,,,0.0262,0.3364,0.3999,267.01292,7.844E5,9.146E7,0.9283,0.9715,9.146E7,,
48,4.071E5,0.3682,268.01428,268.01462,0,0.3364,0.3919,268.01451,1.024E6,1.586E7,1.586E7,,DETECTED,4.071E5,0.3682,268.01428,268.01462,,,0.0253,0.3364,0.3919,268.01451,1.024E6,1.586E7,1.0426,0.9943,1.586E7,,
49,2.476E5,0.3682,268.94788,268.94815,0,0.3364,0.3919,268.94794,1.093E6,8.549E6,8.549E6,,DETECTED,2.476E5,0.3682,268.94788,268.94815,,,0.0312,0.3364,0.3919,268.94794,1.093E6,8.549E6,0.9834,0.8745,8.549E6,,
50,1.07E5,0.3682,270.94492,270.94598,0,0.3364,0.3919,270.94515,5.738E5,4.031E6,4.031E6,,DETECTED,1.07E5,0.3682,270.94492,270.94598,,,0.0289,0.3364,0.3919,270.94515,5.738E5,4.031E6,0.968,0.8745,4.031E6,,
51,1.032E6,0.3682,280.99319,280.99374,1,0.3364,0.3919,280.99325,3.132E6,3.668E7,3.668E7,,DETECTED,1.032E6,0.3682,280.99319,280.99374,1,-0.0029,0.028,0.3364,0.3919,280.99325,3.132E6,3.668E7,1.0179,0.9856,3.668E7,,
52,2.028E5,0.3682,281.97955,281.9798,0,0.3364,0.3919,281.97969,1.176E6,6.703E6,6.703E6,,DETECTED,2.028E5,0.3682,281.97955,281.9798,,,0.0326,0.3364,0.3919,281.97969,1.176E6,6.703E6,0.9468,0.8745,6.703E6,,
53,1.778E5,0.3682,281.99463,281.99506,0,0.3364,0.3919,281.99477,5.026E5,7.09E6,7.09E6,,DETECTED,1.778E5,0.3682,281.99463,281.99506,,,0.0249,0.3364,0.3919,281.99477,5.026E5,7.09E6,1.0359,0.991,7.09E6,,
54,7.616E4,0.3682,283.97644,283.97742,0,0.3364,0.3919,283.97683,5.179E5,2.271E6,2.271E6,,DETECTED,7.616E4,0.3682,283.97644,283.97742,,,0.0353,0.3364,0.3919,283.97683,5.179E5,2.271E6,0.749,0.8745,2.271E6,,
55,5.553E5,0.3682,286.95847,286.95874,1,0.3364,0.3919,286.95855,3.039E6,1.71E7,1.71E7,,DETECTED,5.553E5,0.3682,286.95847,286.95874,1,0.0061,0.0369,0.3364,0.3919,286.95855,3.039E6,1.71E7,0.9551,0.8745,1.71E7,,
56,2.213E5,0.3682,287.95932,287.95972,0,0.3364,0.3919,287.95948,1.238E6,7.417E6,7.417E6,,DETECTED,2.213E5,0.3682,287.95932,287.95972,,,0.0431,0.3364,0.3919,287.95948,1.238E6,7.417E6,0.9599,0.8745,7.417E6,,
57,9.036E4,0.3682,304.96924,304.96976,0,0.3364,0.3919,304.96955,6.14E5,3.037E6,3.037E6,,DETECTED,9.036E4,0.3682,304.96924,304.96976,,,0.034,0.3364,0.3919,304.96955,6.14E5,3.037E6,0.749,0.8745,3.037E6,,
58,8.639E5,0.3682,309.97446,309.97467,1,0.3364,0.3919,309.97454,5.274E6,2.703E7,2.703E7,,DETECTED,8.639E5,0.3682,309.97446,309.97467,1,0.0016,0.0358,0.3364,0.3919,309.97454,5.274E6,2.703E7,0.9394,0.8745,2.703E7,,
59,3.562E5,0.3682,310.9728,310.97571,0,0.3364,0.3919,310.97556,2.14E6,1.09E7,1.09E7,,DETECTED,3.562E5,0.3682,310.9728,310.97571,,,0.0345,0.3364,0.3919,310.97556,2.14E6,1.09E7,0.9365,0.8745,1.09E7,,
60,3.61E5,0.3682,311.97091,311.9718,0,0.3364,0.3919,311.97171,2.175E6,1.108E7,1.108E7,,DETECTED,3.61E5,0.3682,311.97091,311.9718,,,0.0372,0.3364,0.3919,311.97171,2.175E6,1.108E7,0.9426,0.8745,1.108E7,,
61,1.05E5,0.3682,312.97241,312.97296,0,0.3364,0.3919,312.97284,7.007E5,3.498E6,3.498E6,,DETECTED,1.05E5,0.3682,312.97241,312.97296,,,0.0331,0.3364,0.3919,312.97284,7.007E5,3.498E6,0.749,0.8745,3.498E6,,
62,2.358E5,0.3682,325.95197,325.95221,0,0.3364,0.3919,325.95207,1.321E6,7.245E6,7.245E6,,DETECTED,2.358E5,0.3682,325.95197,325.95221,,,0.0348,0.3364,0.3919,325.95207,1.321E6,7.245E6,0.9454,0.8745,7.245E6,,
63,9.012E4,0.3682,330.93079,330.93121,0,0.3364,0.3919,330.93105,5.438E5,3.394E6,3.394E6,,DETECTED,9.012E4,0.3682,330.93079,330.93121,,,0.0268,0.3364,0.3919,330.93105,5.438E5,3.394E6,0.9427,0.8745,3.394E6,,
64,1.455E5,0.3682,337.9693,337.96948,0,0.3364,0.3919,337.96937,7.764E5,5.038E6,5.038E6,,DETECTED,1.455E5,0.3682,337.9693,337.96948,,,0.0308,0.3364,0.3919,337.96937,7.764E5,5.038E6,0.9611,0.8745,5.038E6,,
65,2.633E5,0.3682,353.94684,353.94702,0,0.3364,0.3919,353.94695,1.462E6,8.443E6,8.443E6,,DETECTED,2.633E5,0.3682,353.94684,353.94702,,,0.0308,0.3364,0.3919,353.94695,1.462E6,8.443E6,0.9403,0.8745,8.443E6,,
66,5.83E4,0.3682,355.94485,355.94702,0,0.3364,0.3919,355.94599,5.681E5,1.925E6,1.925E6,,DETECTED,5.83E4,0.3682,355.94485,355.94702,,,0.0363,0.3364,0.3919,355.94599,5.681E5,1.925E6,0.749,0.8745,1.925E6,,
67,3.645E5,0.3682,382.92795,382.92807,1,0.3364,0.3919,382.92802,7.909E5,1.355E7,1.355E7,,DETECTED,3.645E5,0.3682,382.92795,382.92807,1,0.0129,0.0274,0.3364,0.3919,382.92802,7.909E5,1.355E7,1.0394,0.9985,1.355E7,,
68,2.928E5,0.3682,395.95953,395.95996,0,0.3364,0.3919,395.95979,5.932E5,1.1E7,1.1E7,,DETECTED,2.928E5,0.3682,395.95953,395.95996,,,0.027,0.3364,0.3919,395.95979,5.932E5,1.1E7,1.0428,1.0003,1.1E7,,
69,2.674E5,0.3682,398.90457,398.90607,0,0.3364,0.3919,398.90578,8.541E5,9.225E6,9.225E6,,DETECTED,2.674E5,0.3682,398.90457,398.90607,,,0.0315,0.3364,0.3919,398.90578,8.541E5,9.225E6,1.009,0.9874,9.225E6,,
70,4.228E5,0.3682,400.93835,400.93906,1,0.3364,0.3919,400.93877,1.179E6,1.467E7,1.467E7,,DETECTED,4.228E5,0.3682,400.93835,400.93906,1,0.0118,0.0305,0.3364,0.3919,400.93877,1.179E6,1.467E7,1.0176,0.9916,1.467E7,,
71,2.604E5,0.3682,402.93634,402.93716,0,0.3364,0.3919,402.93677,6.933E5,8.847E6,8.847E6,,DETECTED,2.604E5,0.3682,402.93634,402.93716,,,0.035,0.3364,0.3919,402.93677,6.933E5,8.847E6,1.0163,0.9939,8.847E6,,
72,5.071E4,0.3682,418.90881,418.91559,0,0.3364,0.3919,418.91335,5.309E5,1.385E6,1.385E6,,DETECTED,5.071E4,0.3682,418.90881,418.91559,,,0.0386,0.3364,0.3919,418.91335,5.309E5,1.385E6,0.749,0.8745,1.385E6,,
73,1.325E6,0.3682,423.95499,423.95541,1,0.3364,0.3919,423.95514,4.042E6,4.322E7,4.322E7,,DETECTED,1.325E6,0.3682,423.95499,423.95541,1,-0.0108,0.0308,0.3364,0.3919,423.95514,4.042E6,4.322E7,1.0084,0.987,4.322E7,,
74,8.013E5,0.3682,424.95618,424.95673,0,0.3364,0.3919,424.95634,2.28E6,2.685E7,2.685E7,,DETECTED,8.013E5,0.3682,424.95618,424.95673,,,0.0299,0.3364,0.3919,424.95634,2.28E6,2.685E7,1.0153,0.9891,2.685E7,,
75,8.645E5,0.3682,425.953,425.95346,0,0.3364,0.3919,425.95327,2.75E6,2.927E7,2.927E7,,DETECTED,8.645E5,0.3682,425.953,425.95346,,,0.0305,0.3364,0.3919,425.95327,2.75E6,2.927E7,1.0082,0.9863,2.927E7,,
76,3.726E5,0.3682,439.93265,439.93298,1,0.3364,0.3919,439.93284,1.531E6,1.245E7,1.245E7,1,DETECTED,3.726E5,0.3682,439.93265,439.93298,1,0.014,0.0322,0.3364,0.3919,439.93284,1.531E6,1.245E7,0.9876,0.8745,1.245E7,1,2
77,1.417E5,0.3682,441.93027,441.93307,0,0.3364,0.3919,441.93158,6.408E5,4.555E6,4.555E6,,DETECTED,1.417E5,0.3682,441.93027,441.93307,,,0.0357,0.3364,0.3919,441.93158,6.408E5,4.555E6,0.9779,0.8745,4.555E6,,
78,2.354E5,0.3682,468.91339,468.91425,0,0.3364,0.3919,468.91357,7.635E5,8.541E6,8.541E6,,DETECTED,2.354E5,0.3682,468.91339,468.91425,,,0.029,0.3364,0.3919,468.91357,7.635E5,8.541E6,1.0119,0.9873,8.541E6,,
79,2.109E5,0.3682,470.91214,470.91269,0,0.3364,0.3919,470.91248,6.218E5,7.031E6,7.031E6,,DETECTED,2.109E5,0.3682,470.91214,470.91269,,,0.0318,0.3364,0.3919,470.91248,6.218E5,7.031E6,1.0112,0.99,7.031E6,,
80,1.656E5,0.3682,512.88623,512.88721,0,0.3364,0.3919,512.88652,5.238E5,5.774E6,5.774E6,,DETECTED,1.656E5,0.3682,512.88623,512.88721,,,0.0297,0.3364,0.3919,512.88652,5.238E5,5.774E6,1.0106,0.9875,5.774E6,,
81,1.751E5,0.376,151.02579,151.02789,0,0.3364,0.3919,151.02608,6.601E5,5.7E6,5.7E6,,DETECTED,1.751E5,0.376,151.02579,151.02789,,-0.0346,0.0301,0.3364,0.3919,151.02608,6.601E5,5.7E6,0.4984,0.7005,5.7E6,,
82,2.734E5,0.376,156.01434,156.0145,0,0.3364,0.3919,156.01437,9.031E5,1.011E7,1.011E7,,DETECTED,2.734E5,0.376,156.01434,156.0145,,,0.0284,0.3364,0.3919,156.01437,9.031E5,1.011E7,0.507,0.7451,1.011E7,,
83,2.416E6,0.376,167.01294,167.01318,1,0.3364,0.3919,167.01298,2.644E6,7.969E7,7.969E7,,DETECTED,2.416E6,0.376,167.01294,167.01318,1,-0.0141,0.0299,0.3364,0.3919,167.01298,2.644E6,7.969E7,0.4997,0.7005,7.969E7,,
84,5.765E5,0.376,192.06189,192.06215,1,0.3364,0.3999,192.06195,1.542E6,1.9E7,1.9E7,,DETECTED,5.765E5,0.376,192.06189,192.06215,1,0.0016,0.0317,0.3364,0.3999,192.06195,1.542E6,1.9E7,0.4844,0.7091,1.9E7,,
85,2.256E5,0.376,288.95557,288.9559,0,0.3364,0.3919,288.95581,1.293E6,7.044E6,7.044E6,,DETECTED,2.256E5,0.376,288.95557,288.9559,,,0.0358,0.3364,0.3919,288.95581,1.293E6,7.044E6,0.481,0.7005,7.044E6,,
86,9.171E4,0.376,296.96527,296.96936,0,0.3364,0.3919,296.96613,1.02E6,4.355E6,4.355E6,,DETECTED,9.171E4,0.376,296.96527,296.96936,,,0.0138,0.3364,0.3919,296.96613,1.02E6,4.355E6,0.401,0.7005,4.355E6,,
87,6.664E4,0.376,354.94696,354.9487,0,0.3364,0.3919,354.94787,6.619E5,1.946E6,1.946E6,,DETECTED,6.664E4,0.376,354.94696,354.9487,,,0.0344,0.3364,0.3919,354.94787,6.619E5,1.946E6,0.401,0.7005,1.946E6,,
88,9.529E4,0.376,385.875,385.87567,0,0.3364,0.3919,385.87528,8.94E5,3.833E6,3.833E6,,DETECTED,9.529E4,0.376,385.875,385.87567,,,0.0459,0.3364,0.3919,385.87528,8.94E5,3.833E6,0.401,0.7005,3.833E6,,
89,2.282E5,0.376,401.93951,401.93994,0,0.3364,0.3919,401.93972,7.138E5,7.2E6,7.2E6,,DETECTED,2.282E5,0.376,401.93951,401.93994,,,0.0324,0.3364,0.3919,401.93972,7.138E5,7.2E6,0.5035,0.7457,7.2E6,,
90,3.584E5,0.376,426.95413,426.95468,0,0.3364,0.3919,426.95441,1.066E6,1.154E7,1.154E7,,DETECTED,3.584E5,0.376,426.95413,426.95468,,,0.031,0.3364,0.3919,426.95441,1.066E6,1.154E7,0.5054,0.7462,1.154E7,,
91,1.944E5,0.376,427.95096,427.95172,0,0.3364,0.3919,427.95126,5.836E5,6.446E6,6.446E6,,DETECTED,1.944E5,0.376,427.95096,427.95172,,,0.0301,0.3364,0.3919,427.95126,5.836E5,6.446E6,0.5061,0.7459,6.446E6,,
