id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_000008_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000008_01_01.mzML:area,datafile:20250402_PMA_tp24_000008_01_01.mzML:rt,datafile:20250402_PMA_tp24_000008_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000008_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000008_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000008_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000008_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000008_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000008_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000008_01_01.mzML:mz,datafile:20250402_PMA_tp24_000008_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000008_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000008_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000008_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000008_01_01.mzML:height,datafile:20250402_PMA_tp24_000008_01_01.mzML:charge,datafile:20250402_PMA_tp24_000008_01_01.mzML:isotopes
1,3.907E5,0.3481,129.13881,129.13892,1,0.3234,0.3955,129.13887,1.711E6,1.269E7,1.269E7,,DETECTED,3.907E5,0.3481,129.13881,129.13892,1,-0.0123,0.0265,0.3234,0.3955,129.13887,1.711E6,1.269E7,1.7181,1.4598,1.269E7,,
2,2.557E6,0.3481,146.16528,146.1655,2,0.3148,0.4034,146.16534,2.08E6,8.967E7,8.967E7,1,DETECTED,2.557E6,0.3481,146.16528,146.1655,2,-0.0208,0.0241,0.3148,0.4034,146.16534,2.08E6,8.967E7,2.0356,1.4599,8.967E7,1,2
4,1.6E5,0.3481,160.18088,160.18105,1,0.3234,0.3955,160.18097,9.527E5,4.633E6,4.633E6,,DETECTED,1.6E5,0.3481,160.18088,160.18105,1,-0.0052,0.0316,0.3234,0.3955,160.18097,9.527E5,4.633E6,1.9197,1.4598,4.633E6,,
5,5.992E4,0.3639,185.02312,185.02362,0,0.3402,0.3955,185.02335,5.058E5,1.885E6,1.885E6,,DETECTED,5.992E4,0.3639,185.02312,185.02362,,,0.0331,0.3402,0.3955,185.02335,5.058E5,1.885E6,1.3344,1.1672,1.885E6,,
6,1.024E5,0.3639,242.95026,242.95093,0,0.3402,0.3955,242.95049,1.029E6,3.042E6,3.042E6,,DETECTED,1.024E5,0.3639,242.95026,242.95093,,,0.0327,0.3402,0.3955,242.95049,1.029E6,3.042E6,1.3344,1.1672,3.042E6,,
7,1.081E5,0.3639,269.94861,269.94919,0,0.3402,0.3955,269.94885,8.758E5,3.509E6,3.509E6,,DETECTED,1.081E5,0.3639,269.94861,269.94919,,,0.0297,0.3402,0.3955,269.94885,8.758E5,3.509E6,1.3344,1.1672,3.509E6,,
8,2.282E5,0.3639,281.97943,281.97977,0,0.3402,0.3955,281.97954,2.276E6,6.557E6,6.557E6,,DETECTED,2.282E5,0.3639,281.97943,281.97977,,,0.0352,0.3402,0.3955,281.97954,2.276E6,6.557E6,1.3344,1.1672,6.557E6,,
9,7.527E4,0.3639,282.98019,282.98047,0,0.3402,0.3955,282.98027,7.154E5,2.342E6,2.342E6,,DETECTED,7.527E4,0.3639,282.98019,282.98047,,,0.0335,0.3402,0.3955,282.98027,7.154E5,2.342E6,1.3344,1.1672,2.342E6,,
10,1.04E5,0.3639,312.97235,312.97305,0,0.3402,0.3955,312.97278,1.158E6,2.81E6,2.81E6,,DETECTED,1.04E5,0.3639,312.97235,312.97305,,,0.0376,0.3402,0.3955,312.97278,1.158E6,2.81E6,1.3344,1.1672,2.81E6,,
11,9.142E4,0.3639,326.95264,326.95355,0,0.3402,0.3955,326.95303,8.206E5,2.854E6,2.854E6,,DETECTED,9.142E4,0.3639,326.95264,326.95355,,,0.0316,0.3402,0.3955,326.95303,8.206E5,2.854E6,1.3344,1.1672,2.854E6,,
12,4.933E4,0.3639,329.98187,329.983,0,0.3402,0.3955,329.9823,6.195E5,1.416E6,1.416E6,,DETECTED,4.933E4,0.3639,329.98187,329.983,,,0.0393,0.3402,0.3955,329.9823,6.195E5,1.416E6,1.3344,1.1672,1.416E6,,
