id,area,rt,mz_range:min,mz_range:max,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,fragment_scans,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:isotopes
330,3.963E5,9.3921,672.52618,672.52667,9.2844,9.5072,672.52655,7.117E5,3.203E6,3.203E6,3,1,DETECTED,3.963E5,9.3921,672.52618,672.52667,0.1236,9.2844,9.5072,672.52655,7.117E5,3.203E6,1.0681,1.034,3.203E6,3,-0.0706,1,2
332,5.951E5,9.4251,628.50012,628.50062,9.3093,9.5072,628.50029,1.022E6,5.118E6,5.118E6,3,1,DETECTED,5.951E5,9.4251,628.50012,628.50062,0.1217,9.3093,9.5072,628.50029,1.022E6,5.118E6,0.7389,0.8548,5.118E6,3,-0.0847,1,2
334,9.21E5,9.4497,584.47327,584.47363,9.3343,9.5566,584.47346,5.187E5,7.435E6,7.435E6,5,1,DETECTED,9.21E5,9.4497,584.47327,584.47363,0.2004,9.3343,9.5566,584.47346,5.187E5,7.435E6,0.9757,0.963,7.435E6,5,-0.0939,1,2
336,1.279E5,9.458,468.42062,468.42096,9.3839,9.499,468.42079,5.144E5,2.204E6,2.204E6,1,,DETECTED,1.279E5,9.458,468.42062,468.42096,0.0448,9.3839,9.499,468.42079,5.144E5,2.204E6,0.5544,0.7772,2.204E6,1,0.0061,,
337,1.539E5,9.4661,368.42548,368.42575,9.4415,9.5648,368.42559,5.475E5,2.48E6,2.48E6,1,,DETECTED,1.539E5,9.4661,368.42548,368.42575,0.0528,9.4415,9.5648,368.42559,5.475E5,2.48E6,4.0107,2.5053,2.48E6,1,0.0061,,
338,1.167E6,9.4743,540.4472,540.44763,9.3591,9.5731,540.44734,5.632E5,1.033E7,1.033E7,5,1,DETECTED,1.167E6,9.4743,540.4472,540.44763,0.0799,9.3591,9.5731,540.44734,5.632E5,1.033E7,0.9082,0.9284,1.033E7,5,-0.0926,1,2
340,1.344E6,9.499,496.42096,496.4216,9.3839,9.6144,496.42121,8.95E5,1.131E7,1.131E7,6,1,DETECTED,1.344E6,9.499,496.42096,496.4216,0.1627,9.3839,9.6144,496.42121,8.95E5,1.131E7,1.0026,1.0013,1.131E7,6,-0.1007,1,2
342,2.834E5,9.499,509.50449,509.50497,9.3176,9.6556,509.50468,5.01E5,1.194E6,1.194E6,0,,DETECTED,2.834E5,9.499,509.50449,509.50497,0.3062,9.3176,9.6556,509.50468,5.01E5,1.194E6,0.8634,0.9317,1.194E6,,,,
343,2.615E5,9.5237,385.17844,385.17889,9.4333,9.6967,385.17872,5.433E5,1.327E6,1.327E6,0,,DETECTED,2.615E5,9.5237,385.17844,385.17889,0.2417,9.4333,9.6967,385.17872,5.433E5,1.327E6,1.9152,1.4576,1.327E6,,,,
344,7.995E5,9.5237,408.36865,408.36908,9.4086,9.6392,408.36884,6.546E5,6.262E6,6.262E6,4,1,DETECTED,7.995E5,9.5237,408.36865,408.36908,0.1313,9.4086,9.6392,408.36884,6.546E5,6.262E6,1.0044,1.0022,6.262E6,4,-0.0936,1,2
346,1.712E5,9.5237,436.40005,436.40051,9.4169,9.5979,436.40034,5.331E5,1.504E6,1.504E6,0,,DETECTED,1.712E5,9.5237,436.40005,436.40051,0.1365,9.4169,9.5979,436.40034,5.331E5,1.504E6,0.6951,0.8476,1.504E6,,,,
347,1.201E6,9.5237,452.39496,452.3956,9.4004,9.6144,452.39515,8.933E5,1.046E7,1.046E7,5,1,DETECTED,1.201E6,9.5237,452.39496,452.3956,0.1249,9.4004,9.6144,452.39515,8.933E5,1.046E7,0.7362,0.8681,1.046E7,5,-0.1018,1,2
349,2.615E5,9.5237,468.42056,468.42126,9.499,9.6802,468.42086,5.044E5,4.243E6,4.243E6,2,1,DETECTED,2.615E5,9.5237,468.42056,468.42126,0.0399,9.499,9.6802,468.42086,5.044E5,4.243E6,5.204,3.6737,4.243E6,2,-0.0032,1,2
351,3.432E5,9.5402,364.34238,364.34265,9.4169,9.6474,364.3425,7.001E5,2.784E6,2.784E6,1,,DETECTED,3.432E5,9.5402,364.34238,364.34265,0.0859,9.4169,9.6474,364.3425,7.001E5,2.784E6,0.8702,0.9351,2.784E6,1,-0.0103,,
352,1.791E5,9.5402,392.3735,392.37375,9.4251,9.6144,392.37363,5.07E5,1.444E6,1.444E6,0,,DETECTED,1.791E5,9.5402,392.3735,392.37375,0.1348,9.4251,9.6144,392.37363,5.07E5,1.444E6,0.6455,0.8227,1.444E6,,,,
353,1.46E5,9.5402,672.52637,672.52716,9.5072,9.705,672.52668,5.138E5,1.348E6,1.348E6,0,,DETECTED,1.46E5,9.5402,672.52637,672.52716,0.0804,9.5072,9.705,672.52668,5.138E5,1.348E6,5.0027,3.0014,1.348E6,,,,
354,3.238E5,9.5648,628.49988,628.50061,9.5072,9.8037,628.50032,7.012E5,2.043E6,2.043E6,1,,DETECTED,3.238E5,9.5648,628.49988,628.50061,0.1096,9.5072,9.8037,628.50032,7.012E5,2.043E6,4.145,2.5725,2.043E6,1,0.0061,,
355,5.637E4,9.5897,355.33191,355.33218,9.5648,9.631,355.3321,5.032E5,1.552E6,1.552E6,0,,DETECTED,5.637E4,9.5897,355.33191,355.33218,0.033,9.5648,9.631,355.3321,5.032E5,1.552E6,1.6641,1.332,1.552E6,,,,
356,3.461E5,9.5979,584.47333,584.47388,9.5566,9.7462,584.47356,1.228E6,3.183E6,3.183E6,1,,DETECTED,3.461E5,9.5979,584.47333,584.47388,0.1821,9.5566,9.7462,584.47356,1.228E6,3.183E6,3.5891,2.2946,3.183E6,1,-0.0186,,
357,1.668E5,9.6227,541.44989,541.45105,9.5814,9.8201,541.45067,5.015E5,1.371E6,1.371E6,0,,DETECTED,1.668E5,9.6227,541.44989,541.45105,0.0995,9.5814,9.8201,541.45067,5.015E5,1.371E6,4.776,2.888,1.371E6,,,,
358,5.961E4,9.6474,226.18046,226.1806,9.6144,9.6802,226.18056,5.175E5,1.524E6,1.524E6,0,,DETECTED,5.961E4,9.6474,226.18046,226.1806,0.0417,9.6144,9.6802,226.18056,5.175E5,1.524E6,0.9941,0.9971,1.524E6,,,,
359,1.418E5,9.6556,355.07031,355.07047,9.631,9.6967,355.07041,5.44E5,4.82E6,4.82E6,1,,DETECTED,1.418E5,9.6556,355.07031,355.07047,0.0279,9.631,9.6967,355.07041,5.44E5,4.82E6,1.9593,1.3346,4.82E6,1,0.0039,,
360,2.18E5,9.6556,371.1015,371.10178,9.631,9.705,371.10172,5.526E5,7.132E6,7.132E6,1,,DETECTED,2.18E5,9.6556,371.1015,371.10178,0.0288,9.631,9.705,371.10172,5.526E5,7.132E6,2.2071,1.414,7.132E6,1,-0.0032,,
361,4.639E5,9.6638,452.39517,452.39557,9.6144,9.8037,452.39542,1.645E6,4.179E6,4.179E6,4,1,DETECTED,4.639E5,9.6638,452.39517,452.39557,0.134,9.6144,9.8037,452.39542,1.645E6,4.179E6,2.8346,1.9173,4.179E6,4,-0.036,1,2
363,1.721E5,9.6638,554.17651,554.1767,9.631,9.6967,554.17656,7.478E5,5.869E6,5.869E6,1,,DETECTED,1.721E5,9.6638,554.17651,554.1767,0.0266,9.631,9.6967,554.17656,7.478E5,5.869E6,1.0482,1.002,5.869E6,1,-0.0102,,
364,5.906E4,9.672,391.34174,391.34238,9.6474,9.7215,391.34211,5.024E5,1.526E6,1.526E6,0,,DETECTED,5.906E4,9.672,391.34174,391.34238,0.0344,9.6474,9.7215,391.34211,5.024E5,1.526E6,2.0149,1.5074,1.526E6,,,,
365,3.238E5,9.672,408.36871,408.36908,9.6392,9.8283,408.3689,1.185E6,3.101E6,3.101E6,1,,DETECTED,3.238E5,9.672,408.36871,408.36908,0.1077,9.6392,9.8283,408.3689,1.185E6,3.101E6,4.7679,2.8839,3.101E6,1,-0.0021,,
366,1.868E5,9.6802,364.34216,364.34274,9.6474,9.861,364.34248,5.512E5,1.697E6,1.697E6,0,,DETECTED,1.868E5,9.6802,364.34216,364.34274,0.0728,9.6474,9.861,364.34248,5.512E5,1.697E6,5.5118,3.2559,1.697E6,,,,
367,5.921E4,9.7626,226.18039,226.18059,9.738,9.8037,226.18049,6.22E5,1.486E6,1.486E6,0,,DETECTED,5.921E4,9.7626,226.18039,226.18059,0.0469,9.738,9.8037,226.18049,6.22E5,1.486E6,1.6639,1.3319,1.486E6,,,,
368,4.72E4,9.7872,439.13312,439.13379,9.7626,9.8201,439.1336,5.15E5,1.49E6,1.49E6,0,,DETECTED,4.72E4,9.7872,439.13312,439.13379,0.0296,9.7626,9.8201,439.1336,5.15E5,1.49E6,1.3348,1.1674,1.49E6,,,,
369,9.934E5,9.8529,141.11362,141.11385,8.946,9.9592,141.11374,5.347E5,1.658E6,1.658E6,0,,DETECTED,9.934E5,9.8529,141.11362,141.11385,0.5681,8.946,9.9592,141.11374,5.347E5,1.658E6,0.1172,0.5586,1.658E6,,,,
370,4.634E5,9.8856,638.65637,638.65729,9.499,9.9592,638.65671,5.26E5,1.683E6,1.683E6,0,,DETECTED,4.634E5,9.8856,638.65637,638.65729,0.259,9.499,9.9592,638.65671,5.26E5,1.683E6,0.1904,0.5952,1.683E6,,,,
371,3.653E5,9.8938,338.34189,338.34219,9.779,9.9347,338.34201,9.01E5,3.857E6,3.857E6,2,,DETECTED,3.653E5,9.8938,338.34189,338.34219,0.0561,9.779,9.9347,338.34201,9.01E5,3.857E6,0.3565,0.6782,3.857E6,2,-0.0594,,
372,1.29E5,9.8938,406.32956,406.32985,9.8201,9.9184,406.3297,7.072E5,2.269E6,2.269E6,1,,DETECTED,1.29E5,9.8938,406.32956,406.32985,0.0377,9.8201,9.9184,406.3297,7.072E5,2.269E6,0.3335,0.6667,2.269E6,1,0.0061,,
373,9.15E4,9.9102,393.20636,393.20667,9.8856,9.951,393.20641,6.565E5,2.705E6,2.705E6,1,,DETECTED,9.15E4,9.9102,393.20636,393.20667,0.031,9.8856,9.951,393.20641,6.565E5,2.705E6,1.6637,1.3319,2.705E6,1,-0.0032,,
374,6.817E4,9.951,784.57892,784.57928,9.9265,9.9919,784.57904,5.072E5,1.793E6,1.793E6,0,,DETECTED,6.817E4,9.951,784.57892,784.57928,0.0385,9.9265,9.9919,784.57904,5.072E5,1.793E6,1.6653,1.3327,1.793E6,,,,
375,1.303E5,9.9592,158.96437,158.96452,9.9102,10.0408,158.96447,5.5E5,1.762E6,1.762E6,0,,DETECTED,1.303E5,9.9592,158.96437,158.96452,0.1193,9.9102,10.0408,158.96447,5.5E5,1.762E6,1.6642,1.3321,1.762E6,,,,
376,1.063E5,9.9592,238.90765,238.90781,9.9347,10.0571,238.90774,5.03E5,2.235E6,2.235E6,1,,DETECTED,1.063E5,9.9592,238.90765,238.90781,0.0277,9.9347,10.0571,238.90774,5.03E5,2.235E6,3.9933,2.4967,2.235E6,1,0.0039,,
377,6.313E5,9.9592,306.89499,306.89539,9.5319,10.0408,306.89516,5.353E5,4.506E6,4.506E6,1,,DETECTED,6.313E5,9.9592,306.89499,306.89539,0.0278,9.5319,10.0408,306.89516,5.353E5,4.506E6,0.2041,0.5955,4.506E6,1,-0.0032,,
378,6.83E4,9.9592,308.89042,308.89062,9.9347,10.0164,308.89055,5.632E5,1.77E6,1.77E6,0,,DETECTED,6.83E4,9.9592,308.89042,308.89062,0.026,9.9347,10.0164,308.89055,5.632E5,1.77E6,2.333,1.6665,1.77E6,,,,
379,1.139E5,9.9592,406.32971,406.33017,9.9184,10.0408,406.32992,5.37E5,1.6E6,1.6E6,0,,DETECTED,1.139E5,9.9592,406.32971,406.33017,0.07,9.9184,10.0408,406.32992,5.37E5,1.6E6,1.9979,1.499,1.6E6,,,,
381,9.691E4,9.9674,385.17862,385.17902,9.9102,10.0408,385.17888,5.042E5,1.211E6,1.211E6,0,,DETECTED,9.691E4,9.9674,385.17862,385.17902,0.0905,9.9102,10.0408,385.17888,5.042E5,1.211E6,1.2837,1.1419,1.211E6,,,,
382,2.433E6,9.9674,615.58002,615.58118,9.4415,10.5501,615.58077,6.057E5,4.902E6,4.902E6,13,1,DETECTED,2.433E6,9.9674,615.58002,615.58118,0.4391,9.4415,10.5501,615.58077,6.057E5,4.902E6,1.0704,1.0541,4.902E6,13,-0.1904,1,2
383,1.257E5,9.9756,740.55212,740.55328,9.951,10.0408,740.55291,5.232E5,2.931E6,2.931E6,1,,DETECTED,1.257E5,9.9756,740.55212,740.55328,0.0365,9.951,10.0408,740.55291,5.232E5,2.931E6,2.8659,1.8311,2.931E6,1,-0.002,,
384,2.08E5,10,696.52612,696.52734,9.9674,10.1222,696.52684,5.104E5,4.32E6,4.32E6,1,1,DETECTED,2.08E5,10,696.52612,696.52734,0.0324,9.9674,10.1222,696.52684,5.104E5,4.32E6,5.1732,2.3696,4.32E6,1,-0.0032,1,2
386,3.639E5,10.0082,520.3557,520.35632,9.9184,10.187,520.35598,5.924E5,1.944E6,1.944E6,0,,DETECTED,3.639E5,10.0082,520.3557,520.35632,0.1969,9.9184,10.187,520.35598,5.924E5,1.944E6,1.989,1.4945,1.944E6,,,,
387,2.37E5,10.0245,652.50006,652.50104,9.9919,10.1629,652.50064,5.082E5,4.605E6,4.605E6,1,1,DETECTED,2.37E5,10.0245,652.50006,652.50104,0.0331,9.9919,10.1629,652.50064,5.082E5,4.605E6,5.6726,2.6194,4.605E6,1,-0.0043,1,2
389,1.872E5,10.0489,608.47345,608.47443,10.0164,10.1548,608.4741,5.053E5,4.029E6,4.029E6,1,1,DETECTED,1.872E5,10.0489,608.47345,608.47443,0.0332,10.0164,10.1548,608.4741,5.053E5,4.029E6,5.8996,2.1256,4.029E6,1,-0.0042,1,2
392,6.726E4,10.0815,520.42035,520.42114,10.0571,10.1222,520.42095,5.287E5,1.995E6,1.995E6,0,,DETECTED,6.726E4,10.0815,520.42035,520.42114,0.031,10.0571,10.1222,520.42095,5.287E5,1.995E6,1.6659,1.3329,1.995E6,,,,
393,5.695E6,10.0815,593.59808,593.59875,9.3508,10.4534,593.59842,1.356E6,8.991E6,8.991E6,24,1,DETECTED,5.695E6,10.0815,593.59808,593.59875,0.6947,9.3508,10.4534,593.59842,1.356E6,8.991E6,0.4902,0.7545,8.991E6,24,-0.5928,1,2
394,2.236E5,10.0897,309.27914,309.27942,10,10.203,309.27926,5.018E5,2.88E6,2.88E6,1,,DETECTED,2.236E5,10.0897,309.27914,309.27942,0.0531,10,10.203,309.27926,5.018E5,2.88E6,1.0124,1.1322,2.88E6,1,-0.0031,,
395,8.54E5,10.0897,638.65582,638.65735,9.9592,10.6065,638.65676,5.327E5,1.943E6,1.943E6,0,,DETECTED,8.54E5,10.0897,638.65582,638.65735,0.4352,9.9592,10.6065,638.65676,5.327E5,1.943E6,3.9616,2.4808,1.943E6,,,,
396,7.391E5,10.1304,310.31052,310.31104,9.6144,10.2838,310.31083,5.332E5,2.242E6,2.242E6,0,,DETECTED,7.391E5,10.1304,310.31052,310.31104,0.2687,9.6144,10.2838,310.31083,5.332E5,2.242E6,0.2973,0.6487,2.242E6,,,,
397,3.186E5,10.179,124.08724,124.08737,10.106,10.2271,124.0873,1.143E6,4.363E6,4.363E6,3,,DETECTED,3.186E5,10.179,124.08724,124.08737,0.0475,10.106,10.2271,124.0873,1.143E6,4.363E6,0.6584,0.8292,4.363E6,3,-0.0529,,
398,4.664E6,10.187,172.11563,172.11583,10.1467,10.4534,172.11569,2.437E6,7.259E7,7.259E7,7,1,DETECTED,4.664E6,10.187,172.11563,172.11583,0.0337,10.1467,10.4534,172.11569,2.437E6,7.259E7,9.0959,4.3348,7.259E7,7,-0.0063,1,2
400,1.434E5,10.187,174.1115,174.11165,10.1629,10.2676,174.11155,5.18E5,3.51E6,3.51E6,0,,DETECTED,1.434E5,10.187,174.1115,174.11165,0.033,10.1629,10.2676,174.11155,5.18E5,3.51E6,4.9257,2.1725,3.51E6,,,,
401,9.127E6,10.187,409.18344,409.1843,10.0408,10.6469,409.18366,5.77E5,1.413E8,1.413E8,12,1,DETECTED,9.127E6,10.187,409.18344,409.1843,0.0315,10.0408,10.6469,409.18366,5.77E5,1.413E8,6.4218,5.6054,1.413E8,12,-0.0191,1,2
404,9.468E5,10.195,204.08772,204.088,10.1467,10.4372,204.08781,5.056E5,1.511E7,1.511E7,2,,DETECTED,9.468E5,10.195,204.08772,204.088,0.0338,10.1467,10.4372,204.08781,5.056E5,1.511E7,5.4813,3.1515,1.511E7,2,-0.0121,,
405,8.15E4,10.195,236.05989,236.06003,10.171,10.2352,236.05992,5.774E5,2.718E6,2.718E6,0,,DETECTED,8.15E4,10.195,236.05989,236.06003,0.0246,10.171,10.2352,236.05992,5.774E5,2.718E6,1.6781,1.3391,2.718E6,,,,
407,1.36E6,10.195,411.17874,411.17944,10.1548,10.4615,411.17911,6.956E5,2.536E7,2.536E7,0,1,DETECTED,1.36E6,10.195,411.17874,411.17944,0.031,10.1548,10.4615,411.17911,6.956E5,2.536E7,4.3618,3.8012,2.536E7,,,1,2
408,5.166E4,10.195,413.17294,413.17416,10.171,10.2271,413.17378,5.172E5,1.572E6,1.572E6,0,,DETECTED,5.166E4,10.195,413.17294,413.17416,0.0312,10.171,10.2271,413.17378,5.172E5,1.572E6,1.3408,1.1704,1.572E6,,,,
409,2.996E6,10.195,471.10571,471.10648,10.0245,10.3726,471.10588,5.38E5,3.244E7,3.244E7,5,1,DETECTED,2.996E6,10.195,471.10571,471.10648,0.0594,10.0245,10.3726,471.10588,5.38E5,3.244E7,5.491,2.7141,3.244E7,5,-0.0259,1,2
410,1.803E6,10.195,473.10327,473.10388,10.1141,10.3726,473.10346,5.273E5,1.997E7,1.997E7,0,1,DETECTED,1.803E6,10.195,473.10327,473.10388,0.0582,10.1141,10.3726,473.10346,5.273E5,1.997E7,5.9191,2.7406,1.997E7,,,1,2
412,2.431E5,10.195,475.09885,475.09952,10.1629,10.3726,475.09918,5.5E5,2.802E6,2.802E6,0,,DETECTED,2.431E5,10.195,475.09885,475.09952,0.0529,10.1629,10.3726,475.09918,5.5E5,2.802E6,6.2385,3.2705,2.802E6,,,,
413,1.055E5,10.195,482.27322,482.27399,10.1629,10.2514,482.27351,5.962E5,2.584E6,2.584E6,0,,DETECTED,1.055E5,10.195,482.27322,482.27399,0.0338,10.1629,10.2514,482.27351,5.962E5,2.584E6,1.7594,1.3797,2.584E6,,,,
414,3.352E5,10.195,612.26428,612.26489,10.171,10.2433,612.2644,5.909E5,1.348E7,1.348E7,1,,DETECTED,3.352E5,10.195,612.26428,612.26489,0.0213,10.171,10.2433,612.2644,5.909E5,1.348E7,1.0049,1.2978,1.348E7,1,-0.0098,,
415,3.445E5,10.195,879.28137,879.28259,10.1629,10.3161,879.28203,5.02E5,7.11E6,7.11E6,1,1,DETECTED,3.445E5,10.195,879.28137,879.28259,0.0356,10.1629,10.3161,879.28203,5.02E5,7.11E6,3.5768,2.7141,7.11E6,1,-0.0041,1,2
417,3.041E5,10.195,881.2793,881.28027,10.1629,10.3,881.27997,5.692E5,6.335E6,6.335E6,0,1,DETECTED,3.041E5,10.195,881.2793,881.28027,0.0384,10.1629,10.3,881.27997,5.692E5,6.335E6,4.0921,2.0197,6.335E6,,,1,2
419,7.301E4,10.195,883.27765,883.27875,10.171,10.2352,883.27803,6.546E5,2.152E6,2.152E6,0,,DETECTED,7.301E4,10.195,883.27765,883.27875,0.0333,10.171,10.2352,883.27803,6.546E5,2.152E6,1.6781,1.3391,2.152E6,,,,
420,1.297E5,10.2271,336.32605,336.32657,10.203,10.3323,336.3263,5.581E5,2.179E6,2.179E6,0,,DETECTED,1.297E5,10.2271,336.32605,336.32657,0.0471,10.203,10.3323,336.3263,5.581E5,2.179E6,4.3548,2.6774,2.179E6,,,,
421,6.513E5,10.2595,141.11366,141.11386,9.9592,10.4615,141.11376,8.223E5,1.734E6,1.734E6,0,,DETECTED,6.513E5,10.2595,141.11366,141.11386,0.4765,9.9592,10.4615,141.11376,8.223E5,1.734E6,0.6727,0.8363,1.734E6,,,,
422,1.159E5,10.2595,153.11375,153.11389,10.2271,10.308,153.11381,5.538E5,3.041E6,3.041E6,0,,DETECTED,1.159E5,10.2595,153.11375,153.11389,0.0675,10.2271,10.308,153.11381,5.538E5,3.041E6,1.502,1.251,3.041E6,,,,
423,1.173E5,10.3404,355.07016,355.0704,10.3161,10.3807,355.07032,5.162E5,4.56E6,4.56E6,1,,DETECTED,1.173E5,10.3404,355.07016,355.0704,0.0229,10.3161,10.3807,355.07032,5.162E5,4.56E6,1.3935,1.333,4.56E6,1,0.0061,,
424,1.011E5,10.3404,371.10147,371.10175,10.3161,10.3726,371.10168,6.098E5,4.431E6,4.431E6,0,,DETECTED,1.011E5,10.3404,371.10147,371.10175,0.0202,10.3161,10.3726,371.10168,6.098E5,4.431E6,1.0894,1.1662,4.431E6,,,,
425,2.906E5,10.3404,628.19537,628.19586,10.3161,10.3888,628.19558,6.452E5,1.184E7,1.184E7,1,1,DETECTED,2.906E5,10.3404,628.19537,628.19586,0.0224,10.3161,10.3888,628.19558,6.452E5,1.184E7,1.1786,1.3827,1.184E7,1,-0.0031,1,2
427,1.186E5,10.3404,630.19397,630.1947,10.3161,10.3726,630.19417,5.954E5,4.937E6,4.937E6,0,,DETECTED,1.186E5,10.3404,630.19397,630.1947,0.0229,10.3161,10.3726,630.19417,5.954E5,4.937E6,1.0317,1.1662,4.937E6,,,,
428,5.691E4,10.3565,788.60919,788.61023,10.3323,10.3888,788.60989,7.096E5,1.625E6,1.625E6,0,,DETECTED,5.691E4,10.3565,788.60919,788.61023,0.0381,10.3323,10.3888,788.60989,7.096E5,1.625E6,1.3346,1.1673,1.625E6,,,,
429,6.015E5,10.3646,640.58813,640.58905,10.3323,10.5098,640.58838,5.308E5,1.027E7,1.027E7,2,1,DETECTED,6.015E5,10.3646,640.58813,640.58905,0.0471,10.3323,10.5098,640.58838,5.308E5,1.027E7,2.7242,2.6826,1.027E7,2,-0.0123,1,2
431,3.908E5,10.3646,666.60339,666.60443,10.3323,10.5018,666.60396,5.294E5,5.464E6,5.464E6,2,1,DETECTED,3.908E5,10.3646,666.60339,666.60443,0.0629,10.3323,10.5018,666.60396,5.294E5,5.464E6,4.6011,13.4425,5.464E6,2,-0.0042,1,2
433,8.453E5,10.3807,124.08727,124.08736,10.2271,10.4292,124.0873,1.801E6,7.667E6,7.667E6,4,,DETECTED,8.453E5,10.3807,124.08727,124.08736,0.1463,10.2271,10.4292,124.0873,1.801E6,7.667E6,0.3155,0.6577,7.667E6,4,-0.1173,,
434,1.037E5,10.3807,140.08209,140.08215,10.3323,10.4292,140.08212,7.133E5,2.038E6,2.038E6,0,,DETECTED,1.037E5,10.3807,140.08209,140.08215,0.0688,10.3323,10.4292,140.08212,7.133E5,2.038E6,1.0007,1.0004,2.038E6,,,,
435,1.024E5,10.3807,744.58368,744.58575,10.3565,10.4372,744.58411,5.013E5,2.666E6,2.666E6,0,,DETECTED,1.024E5,10.3807,744.58368,744.58575,0.0342,10.3565,10.4372,744.58411,5.013E5,2.666E6,2.7084,1.667,2.666E6,,,,
436,1.164E5,10.3888,692.61938,692.62018,10.3484,10.4695,692.61957,5.032E5,1.421E6,1.421E6,0,,DETECTED,1.164E5,10.3888,692.61938,692.62018,0.0887,10.3484,10.4695,692.61957,5.032E5,1.421E6,2.0007,1.5004,1.421E6,,,,
437,1.196E5,10.4049,700.55774,700.55908,10.3807,10.4615,700.558,5.931E5,3.249E6,3.249E6,1,,DETECTED,1.196E5,10.4049,700.55774,700.55908,0.031,10.3807,10.4615,700.558,5.931E5,3.249E6,2.5147,1.6676,3.249E6,1,0.005,,
438,3.311E5,10.413,126.10292,126.10306,10.2271,10.4292,126.10297,5.979E5,4.359E6,4.359E6,1,,DETECTED,3.311E5,10.413,126.10292,126.10306,0.0535,10.2271,10.4292,126.10297,5.979E5,4.359E6,0.1043,0.5435,4.359E6,1,0.0061,,
439,1.34E5,10.413,138.10284,138.10294,10.308,10.4292,138.10288,5.822E5,2.285E6,2.285E6,0,,DETECTED,1.34E5,10.413,138.10284,138.10294,0.2472,10.308,10.4292,138.10288,5.822E5,2.285E6,0.1541,0.577,2.285E6,,,,
440,2.957E5,10.413,151.09764,151.09811,10.2271,10.4292,151.09804,5.992E5,4.144E6,4.144E6,0,,DETECTED,2.957E5,10.413,151.09764,151.09811,0.0147,10.2271,10.4292,151.09804,5.992E5,4.144E6,0.0946,0.5435,4.144E6,,,,
441,2.492E5,10.413,153.11374,153.11388,10.308,10.4292,153.1138,5.538E5,4.96E6,4.96E6,1,,DETECTED,2.492E5,10.413,153.11374,153.11388,0.0461,10.308,10.4292,153.1138,5.538E5,4.96E6,0.1541,0.577,4.96E6,1,0.005,,
442,1.231E5,10.413,165.11377,165.11392,10.308,10.4292,165.11385,5.411E5,2.124E6,2.124E6,0,,DETECTED,1.231E5,10.413,165.11377,165.11392,0.0739,10.308,10.4292,165.11385,5.411E5,2.124E6,0.1541,0.577,2.124E6,,,,
443,6.106E4,10.413,177.11378,177.11386,10.3404,10.4292,177.11382,5.031E5,1.326E6,1.326E6,0,,DETECTED,6.106E4,10.413,177.11378,177.11386,0.0639,10.3404,10.4292,177.11382,5.031E5,1.326E6,0.2226,0.6113,1.326E6,,,,
444,1.282E5,10.4372,656.53156,656.53253,10.4049,10.5018,656.53184,5.07E5,2.949E6,2.949E6,0,,DETECTED,1.282E5,10.4372,656.53156,656.53253,0.0374,10.4049,10.5018,656.53184,5.07E5,2.949E6,2.8694,1.4983,2.949E6,,,,
445,1.388E5,10.4534,612.50494,612.50616,10.4292,10.534,612.50538,5.188E5,3.084E6,3.084E6,1,,DETECTED,1.388E5,10.4534,612.50494,612.50616,0.0363,10.4292,10.534,612.50538,5.188E5,3.084E6,5.7084,2.1638,3.084E6,1,0.005,,
446,7.144E5,10.4776,338.34192,338.34238,10.1467,10.6146,338.34214,9.579E5,2.215E6,2.215E6,0,,DETECTED,7.144E5,10.4776,338.34192,338.34238,0.3877,10.1467,10.6146,338.34214,9.579E5,2.215E6,0.414,0.707,2.215E6,,,,
447,1.215E5,10.4776,568.47827,568.47913,10.4534,10.5421,568.47888,5.61E5,3.162E6,3.162E6,0,,DETECTED,1.215E5,10.4776,568.47827,568.47913,0.0309,10.4534,10.5421,568.47888,5.61E5,3.162E6,3.3452,1.8308,3.162E6,,,,
