id,area,rt,mz_range:min,mz_range:max,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,fragment_scans,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:isotopes
951,1.281E5,11.4536,122.0716,122.07169,11.3898,11.4695,122.07165,6.557E5,2.236E6,2.236E6,0,,DETECTED,1.281E5,11.4536,122.0716,122.07169,0.0638,11.3898,11.4695,122.07165,6.557E5,2.236E6,0.2491,0.6246,2.236E6,,,,
952,3.307E5,11.4536,126.10289,126.103,11.3738,11.4695,126.10294,1.352E6,5.095E6,5.095E6,0,,DETECTED,3.307E5,11.4536,126.10289,126.103,0.0811,11.3738,11.4695,126.10294,1.352E6,5.095E6,0.1993,0.5996,5.095E6,,,,
953,1.445E5,11.4536,128.11853,128.11865,11.3978,11.4695,128.11858,8.298E5,2.783E6,2.783E6,0,,DETECTED,1.445E5,11.4536,128.11853,128.11865,0.0575,11.3978,11.4695,128.11858,8.298E5,2.783E6,0.2848,0.6424,2.783E6,,,,
954,2.768E5,11.4536,136.08714,136.08727,11.3898,11.4695,136.0872,1.657E6,5.28E6,5.28E6,1,,DETECTED,2.768E5,11.4536,136.08714,136.08727,0.0665,11.3898,11.4695,136.0872,1.657E6,5.28E6,0.2491,0.6246,5.28E6,1,-0.0178,,
955,2.801E5,11.4536,138.1028,138.10291,11.3898,11.4695,138.10284,1.918E6,5.276E6,5.276E6,1,,DETECTED,2.801E5,11.4536,138.1028,138.10291,0.071,11.3898,11.4695,138.10284,1.918E6,5.276E6,0.2491,0.6246,5.276E6,1,0.0061,,
956,1.632E5,11.4536,140.11841,140.11852,11.3738,11.4695,140.11846,9.413E5,2.67E6,2.67E6,0,,DETECTED,1.632E5,11.4536,140.11841,140.11852,0.0495,11.3738,11.4695,140.11846,9.413E5,2.67E6,0.1993,0.5996,2.67E6,,,,
957,1.625E5,11.4536,150.1028,150.103,11.3738,11.4695,150.10288,9.808E5,2.574E6,2.574E6,0,,DETECTED,1.625E5,11.4536,150.1028,150.103,0.0686,11.3738,11.4695,150.10288,9.808E5,2.574E6,0.1993,0.5996,2.574E6,,,,
958,3.152E5,11.4536,151.09807,151.09814,11.3898,11.4695,151.09809,2.114E6,5.966E6,5.966E6,1,,DETECTED,3.152E5,11.4536,151.09807,151.09814,0.0641,11.3898,11.4695,151.09809,2.114E6,5.966E6,0.2491,0.6246,5.966E6,1,-0.0189,,
959,1.076E5,11.4536,152.11847,152.11862,11.3898,11.4695,152.11854,8.741E5,2.1E6,2.1E6,0,,DETECTED,1.076E5,11.4536,152.11847,152.11862,0.0633,11.3898,11.4695,152.11854,8.741E5,2.1E6,0.2491,0.6246,2.1E6,,,,
960,3.058E5,11.4536,153.11372,153.1138,11.3898,11.4695,153.11376,1.766E6,5.2E6,5.2E6,0,,DETECTED,3.058E5,11.4536,153.11372,153.1138,0.0852,11.3898,11.4695,153.11376,1.766E6,5.2E6,0.2491,0.6246,5.2E6,,,,
961,1.854E5,11.4536,161.08244,161.08253,11.3898,11.4695,161.08247,1.21E6,3.102E6,3.102E6,0,,DETECTED,1.854E5,11.4536,161.08244,161.08253,0.0741,11.3898,11.4695,161.08247,1.21E6,3.102E6,0.2491,0.6246,3.102E6,,,,
962,2.408E5,11.4536,165.11377,165.11388,11.3898,11.4695,165.11382,1.756E6,4.508E6,4.508E6,0,,DETECTED,2.408E5,11.4536,165.11377,165.11388,0.0681,11.3898,11.4695,165.11382,1.756E6,4.508E6,0.2491,0.6246,4.508E6,,,,
963,1.508E5,11.4536,167.12938,167.1295,11.3898,11.4695,167.12944,1.027E6,3.028E6,3.028E6,0,,DETECTED,1.508E5,11.4536,167.12938,167.1295,0.0462,11.3898,11.4695,167.12944,1.027E6,3.028E6,0.2491,0.6246,3.028E6,,,,
964,8.924E4,11.4536,175.09816,175.09837,11.3898,11.4695,175.09824,5.399E5,1.736E6,1.736E6,0,,DETECTED,8.924E4,11.4536,175.09816,175.09837,0.071,11.3898,11.4695,175.09824,5.399E5,1.736E6,0.2491,0.6246,1.736E6,,,,
965,1.488E5,11.4536,177.11368,177.11391,11.3738,11.4695,177.11376,1.103E6,2.593E6,2.593E6,0,,DETECTED,1.488E5,11.4536,177.11368,177.11391,0.0433,11.3738,11.4695,177.11376,1.103E6,2.593E6,0.1993,0.5996,2.593E6,,,,
966,9.413E4,11.4536,179.12938,179.12953,11.3898,11.4695,179.12943,6.967E5,1.968E6,1.968E6,0,,DETECTED,9.413E4,11.4536,179.12938,179.12953,0.0579,11.3898,11.4695,179.12943,6.967E5,1.968E6,0.2491,0.6246,1.968E6,,,,
967,1.04E5,11.4536,190.10896,190.10909,11.3978,11.4695,190.10904,8.461E5,2.032E6,2.032E6,0,,DETECTED,1.04E5,11.4536,190.10896,190.10909,0.0653,11.3978,11.4695,190.10904,8.461E5,2.032E6,0.2848,0.6424,2.032E6,,,,
968,1.03E5,11.4536,192.12459,192.12477,11.3978,11.4695,192.12465,9.039E5,2.164E6,2.164E6,0,,DETECTED,1.03E5,11.4536,192.12459,192.12477,0.0456,11.3978,11.4695,192.12465,9.039E5,2.164E6,0.2848,0.6424,2.164E6,,,,
969,8.691E4,11.4536,204.12456,204.12485,11.3738,11.4695,204.12474,6.325E5,1.513E6,1.513E6,0,,DETECTED,8.691E4,11.4536,204.12456,204.12485,0.0422,11.3738,11.4695,204.12474,6.325E5,1.513E6,0.1993,0.5996,1.513E6,,,,
970,8.113E4,11.4536,206.14029,206.1405,11.3738,11.4775,206.14038,5.526E5,1.362E6,1.362E6,0,,DETECTED,8.113E4,11.4536,206.14029,206.1405,0.071,11.3738,11.4775,206.14038,5.526E5,1.362E6,0.2989,0.6495,1.362E6,,,,
971,6.09E4,11.4536,793.52771,793.52899,11.4058,11.4695,793.52823,5.497E5,1.483E6,1.483E6,0,,DETECTED,6.09E4,11.4536,793.52771,793.52899,0.0551,11.4058,11.4695,793.52823,5.497E5,1.483E6,0.3323,0.6662,1.483E6,,,,
972,1.809E6,11.4616,124.08725,124.08733,11.3898,11.4695,124.08729,1.465E7,3.03E7,3.03E7,2,,DETECTED,1.809E6,11.4616,124.08725,124.08733,0.0586,11.3898,11.4695,124.08729,1.465E7,3.03E7,0.1107,0.5553,3.03E7,2,-0.053,,
974,1.971E5,11.4616,135.07933,135.07945,11.3738,11.5093,135.07938,9.068E5,2.273E6,2.273E6,0,,DETECTED,1.971E5,11.4616,135.07933,135.07945,0.1079,11.3738,11.5093,135.07938,9.068E5,2.273E6,0.5432,0.7716,2.273E6,,,,
975,2.51E5,11.4616,176.10594,176.10614,11.3898,11.5093,176.10604,1.032E6,3.59E6,3.59E6,0,,DETECTED,2.51E5,11.4616,176.10594,176.10614,0.0435,11.3898,11.5093,176.10604,1.032E6,3.59E6,0.6641,0.832,3.59E6,,,,
976,1.535E5,11.4616,179.09297,179.09315,11.3898,11.4695,179.09307,1.072E6,2.637E6,2.637E6,0,,DETECTED,1.535E5,11.4616,179.09297,179.09315,0.0872,11.3898,11.4695,179.09307,1.072E6,2.637E6,0.1107,0.5553,2.637E6,,,,
977,6.031E4,11.4616,603.50482,603.5072,11.4138,11.5013,603.50625,5.042E5,1.005E6,1.005E6,0,,DETECTED,6.031E4,11.4616,603.50482,603.5072,0.0722,11.4138,11.5013,603.50625,5.042E5,1.005E6,0.8309,0.9155,1.005E6,,,,
978,6.585E4,11.4695,581.52563,581.52692,11.4138,11.4854,581.52598,5.561E5,1.284E6,1.284E6,0,,DETECTED,6.585E4,11.4695,581.52563,581.52692,0.0676,11.4138,11.4854,581.52598,5.561E5,1.284E6,0.2849,0.6425,1.284E6,,,,
979,7.572E6,11.4695,871.57098,871.57404,11.1582,11.6849,871.57308,5.494E5,3.632E7,3.632E7,9,1,DETECTED,7.572E6,11.4695,871.57098,871.57404,0.205,11.1582,11.6849,871.57308,5.494E5,3.632E7,0.6749,0.8074,3.632E7,9,-0.2175,1,5
982,3.317E6,11.4775,685.43597,685.43677,11.2859,11.8843,685.43641,2.728E6,1.052E7,1.052E7,10,1,DETECTED,3.317E6,11.4775,685.43597,685.43677,0.2237,11.2859,11.8843,685.43641,2.728E6,1.052E7,2.1234,1.5617,1.052E7,10,-0.1717,1,3
984,1.326E5,11.4775,731.49042,731.49237,11.4377,11.6049,731.49144,5.069E5,1.194E6,1.194E6,0,,DETECTED,1.326E5,11.4775,731.49042,731.49237,0.1134,11.4377,11.6049,731.49144,5.069E5,1.194E6,3.2023,2.1011,1.194E6,,,,
986,6.818E5,11.4775,752.40649,752.40845,11.3818,11.757,752.40714,5.205E5,3.598E6,3.598E6,0,1,DETECTED,6.818E5,11.4775,752.40649,752.40845,0.2104,11.3818,11.757,752.40714,5.205E5,3.598E6,2.8579,1.9608,3.598E6,,,1,2
989,2.232E5,11.4934,366.37317,366.37372,11.4536,11.5809,366.37354,5.079E5,4.561E6,4.561E6,1,,DETECTED,2.232E5,11.4934,366.37317,366.37372,0.038,11.4536,11.5809,366.37354,5.079E5,4.561E6,2.4579,1.601,4.561E6,1,0.0061,,
991,1.232E6,11.4934,792.60583,792.60712,11.2779,11.7809,792.60642,1.226E6,4.728E6,4.728E6,2,1,DETECTED,1.232E6,11.4934,792.60583,792.60712,0.2027,11.2779,11.7809,792.60642,1.226E6,4.728E6,1.3346,1.1673,4.728E6,2,-0.0109,1,2
992,1.561E5,11.5013,177.12402,177.1243,11.4138,11.6209,177.12418,5.358E5,1.023E6,1.023E6,0,,DETECTED,1.561E5,11.5013,177.12402,177.1243,0.2167,11.4138,11.6209,177.12418,5.358E5,1.023E6,1.3655,1.1828,1.023E6,,,,
993,2.218E6,11.5013,680.48077,680.48157,11.3259,11.757,680.48112,2.208E6,9.682E6,9.682E6,7,1,DETECTED,2.218E6,11.5013,680.48077,680.48157,0.1603,11.3259,11.757,680.48112,2.208E6,9.682E6,1.4572,1.2286,9.682E6,7,-0.0814,1,2
995,3.612E6,11.5013,736.54327,736.54407,11.3099,11.7809,736.54361,3.628E6,1.532E7,1.532E7,12,1,DETECTED,3.612E6,11.5013,736.54327,736.54407,0.1785,11.3099,11.7809,736.54361,3.628E6,1.532E7,1.4606,1.2303,1.532E7,12,-0.1875,1,3
997,4.372E5,11.5093,681.41882,681.42151,11.4058,11.6609,681.42079,5.111E5,3.13E6,3.13E6,0,1,DETECTED,4.372E5,11.5093,681.41882,681.42151,0.1556,11.4058,11.6609,681.42079,5.111E5,3.13E6,1.3912,1.2328,3.13E6,,,1,2
998,1.707E5,11.5093,726.46143,726.46417,11.4218,11.6129,726.46292,5.039E5,1.512E6,1.512E6,0,,DETECTED,1.707E5,11.5093,726.46143,726.46417,0.1235,11.4218,11.6129,726.46292,5.039E5,1.512E6,1.1843,1.0922,1.512E6,,,,
1001,1.282E6,11.5172,750.40631,750.40814,11.3578,11.757,750.40757,5.476E5,6.786E6,6.786E6,3,1,DETECTED,1.282E6,11.5172,750.40631,750.40814,0.1917,11.3578,11.757,750.40757,5.476E5,6.786E6,18.3837,1.2784,6.786E6,3,-0.0495,1,2
1002,1.818E5,11.5251,165.85982,165.86002,11.4138,11.6289,165.85991,5.141E5,1.321E6,1.321E6,0,,DETECTED,1.818E5,11.5251,165.85982,165.86002,0.213,11.4138,11.6289,165.85991,5.141E5,1.321E6,0.9314,0.9657,1.321E6,,,,
1003,1.041E5,11.5251,174.0903,174.09053,11.4695,11.5889,174.09043,5.856E5,1.269E6,1.269E6,0,,DETECTED,1.041E5,11.5251,174.0903,174.09053,0.0865,11.4695,11.5889,174.09043,5.856E5,1.269E6,1.1463,1.0732,1.269E6,,,,
1004,5.109E5,11.5251,495.26556,495.26709,11.3498,11.733,495.26654,5.601E5,2.652E6,2.652E6,0,,DETECTED,5.109E5,11.5251,495.26556,495.26709,0.1374,11.3498,11.733,495.26654,5.601E5,2.652E6,1.1858,1.0929,2.652E6,,,,
1005,1.18E6,11.5251,551.32782,551.32977,11.2539,11.9954,551.32884,7.362E5,3.859E6,3.859E6,0,1,DETECTED,1.18E6,11.5251,551.32782,551.32977,0.1641,11.2539,11.9954,551.32884,7.362E5,3.859E6,1.6371,1.367,3.859E6,,,1,2
1006,2.306E6,11.5251,607.3913,607.39258,11.3498,11.733,607.3921,2.553E6,1.14E7,1.14E7,8,1,DETECTED,2.306E6,11.5251,607.3913,607.39258,0.174,11.3498,11.733,607.3921,2.553E6,1.14E7,1.1858,1.0929,1.14E7,8,-0.1452,1,3
1008,1.225E7,11.5251,647.4588,647.46045,11.0707,11.8207,647.45932,8.256E5,1.049E8,1.049E8,10,1,DETECTED,1.225E7,11.5251,647.4588,647.46045,0.1514,11.0707,11.8207,647.45932,8.256E5,1.049E8,1.3449,1.0618,1.049E8,10,-0.1223,1,4
1011,2.595E7,11.5251,663.45355,663.45447,11.3818,11.9954,663.45407,2.013E7,1.048E8,1.048E8,15,1,DETECTED,2.595E7,11.5251,663.45355,663.45447,0.1647,11.3818,11.9954,663.45407,2.013E7,1.048E8,3.2814,2.1407,1.048E8,15,-0.1257,1,4
1016,8.51E5,11.5251,701.40955,701.41083,11.3738,11.757,701.41026,9.969E5,3.622E6,3.622E6,0,1,DETECTED,8.51E5,11.5251,701.40955,701.41083,0.2335,11.3738,11.757,701.41026,9.969E5,3.622E6,1.5322,1.2661,3.622E6,,,1,2
1017,1.902E7,11.5251,708.5116,708.51257,11.3818,11.757,708.51197,2.485E7,8.559E7,8.559E7,10,1,DETECTED,1.902E7,11.5251,708.5116,708.51257,0.2041,11.3818,11.757,708.51197,2.485E7,8.559E7,1.6177,1.3088,8.559E7,10,-0.1417,1,4
1019,2.208E5,11.5331,122.07158,122.07169,11.4695,11.6129,122.07164,6.557E5,2.811E6,2.811E6,0,,DETECTED,2.208E5,11.5331,122.07158,122.07169,0.0962,11.4695,11.6129,122.07164,6.557E5,2.811E6,1.2555,1.1277,2.811E6,,,,
1020,5.083E5,11.5331,126.10288,126.10296,11.4695,11.6129,126.10292,1.352E6,5.161E6,5.161E6,1,,DETECTED,5.083E5,11.5331,126.10288,126.10296,0.0926,11.4695,11.6129,126.10292,1.352E6,5.161E6,1.2555,1.1277,5.161E6,1,0.0539,,
1021,1.369E5,11.5331,134.0715,134.07162,11.4695,11.6129,134.07155,5.574E5,1.647E6,1.647E6,0,,DETECTED,1.369E5,11.5331,134.0715,134.07162,0.1262,11.4695,11.6129,134.07155,5.574E5,1.647E6,1.2555,1.1277,1.647E6,,,,
1022,4.594E5,11.5331,136.08714,136.08725,11.4695,11.6129,136.08719,1.579E6,5.877E6,5.877E6,1,,DETECTED,4.594E5,11.5331,136.08714,136.08725,0.0474,11.4695,11.6129,136.08719,1.579E6,5.877E6,1.2555,1.1277,5.877E6,1,0.0061,,
1023,2.131E5,11.5331,137.08235,137.08249,11.4695,11.6129,137.0824,7.338E5,2.335E6,2.335E6,0,,DETECTED,2.131E5,11.5331,137.08235,137.08249,0.1086,11.4695,11.6129,137.0824,7.338E5,2.335E6,1.2555,1.1277,2.335E6,,,,
1024,4.921E5,11.5331,138.10277,138.10287,11.4695,11.6129,138.10282,1.668E6,5.129E6,5.129E6,0,,DETECTED,4.921E5,11.5331,138.10277,138.10287,0.103,11.4695,11.6129,138.10282,1.668E6,5.129E6,1.2555,1.1277,5.129E6,,,,
1025,2.716E5,11.5331,140.08205,140.08212,11.4695,11.6129,140.08208,8.518E5,3.003E6,3.003E6,0,,DETECTED,2.716E5,11.5331,140.08205,140.08212,0.0827,11.4695,11.6129,140.08208,8.518E5,3.003E6,1.2555,1.1277,3.003E6,,,,
1026,2.288E5,11.5331,148.08708,148.08725,11.4695,11.6129,148.08717,7.803E5,2.726E6,2.726E6,0,,DETECTED,2.288E5,11.5331,148.08708,148.08725,0.0646,11.4695,11.6129,148.08717,7.803E5,2.726E6,1.2555,1.1277,2.726E6,,,,
1027,2.477E5,11.5331,150.10277,150.10291,11.4695,11.6129,150.10284,9.724E5,2.808E6,2.808E6,0,,DETECTED,2.477E5,11.5331,150.10277,150.10291,0.0942,11.4695,11.6129,150.10284,9.724E5,2.808E6,1.2555,1.1277,2.808E6,,,,
1028,5.591E5,11.5331,151.09802,151.09811,11.4695,11.6129,151.09807,2.114E6,6.232E6,6.232E6,2,,DETECTED,5.591E5,11.5331,151.09802,151.09811,0.0909,11.4695,11.6129,151.09807,2.114E6,6.232E6,1.2555,1.1277,6.232E6,2,0.005,,
1029,1.849E5,11.5331,152.11841,152.11864,11.4695,11.6129,152.1185,6.694E5,2.151E6,2.151E6,0,,DETECTED,1.849E5,11.5331,152.11841,152.11864,0.0947,11.4695,11.6129,152.1185,6.694E5,2.151E6,1.2555,1.1277,2.151E6,,,,
1030,5.467E5,11.5331,153.11369,153.11378,11.4695,11.6129,153.11374,1.766E6,5.657E6,5.657E6,2,,DETECTED,5.467E5,11.5331,153.11369,153.11378,0.0998,11.4695,11.6129,153.11374,1.766E6,5.657E6,1.2555,1.1277,5.657E6,2,0.0209,,
1031,3.101E5,11.5331,161.08238,161.08252,11.4695,11.6129,161.08245,1.118E6,3.538E6,3.538E6,0,,DETECTED,3.101E5,11.5331,161.08238,161.08252,0.0664,11.4695,11.6129,161.08245,1.118E6,3.538E6,1.2555,1.1277,3.538E6,,,,
1032,6.102E5,11.5331,163.09801,163.0981,11.4695,11.5889,163.09806,2.379E6,9.235E6,9.235E6,3,,DETECTED,6.102E5,11.5331,163.09801,163.0981,0.1027,11.4695,11.5889,163.09806,2.379E6,9.235E6,0.8778,0.9389,9.235E6,3,-0.0347,,
1033,4.275E5,11.5331,165.11374,165.11386,11.4695,11.6129,165.1138,1.584E6,5.204E6,5.204E6,0,,DETECTED,4.275E5,11.5331,165.11374,165.11386,0.0623,11.4695,11.6129,165.1138,1.584E6,5.204E6,1.2555,1.1277,5.204E6,,,,
1034,1.305E5,11.5331,175.0981,175.09833,11.4695,11.5889,175.0982,5.399E5,2.098E6,2.098E6,0,,DETECTED,1.305E5,11.5331,175.0981,175.09833,0.0304,11.4695,11.5889,175.0982,5.399E5,2.098E6,0.8778,0.9389,2.098E6,,,,
1035,2.264E5,11.5331,177.11365,177.11385,11.4695,11.6129,177.11373,9.329E5,2.865E6,2.865E6,0,,DETECTED,2.264E5,11.5331,177.11365,177.11385,0.0907,11.4695,11.6129,177.11373,9.329E5,2.865E6,1.2555,1.1277,2.865E6,,,,
1036,1.81E5,11.5331,178.10898,178.10912,11.4695,11.6129,178.10903,6.915E5,2.103E6,2.103E6,0,,DETECTED,1.81E5,11.5331,178.10898,178.10912,0.1256,11.4695,11.6129,178.10903,6.915E5,2.103E6,1.2555,1.1277,2.103E6,,,,
1037,1.432E5,11.5331,179.12935,179.12946,11.4695,11.5889,179.12941,6.2E5,1.834E6,1.834E6,0,,DETECTED,1.432E5,11.5331,179.12935,179.12946,0.082,11.4695,11.5889,179.12941,6.2E5,1.834E6,0.8778,0.9389,1.834E6,,,,
1038,2.065E5,11.5331,190.10893,190.1091,11.4695,11.6129,190.10901,7.179E5,2.269E6,2.269E6,0,,DETECTED,2.065E5,11.5331,190.10893,190.1091,0.0923,11.4695,11.6129,190.10901,7.179E5,2.269E6,1.2555,1.1277,2.269E6,,,,
1039,2.071E5,11.5331,192.12454,192.12471,11.4695,11.6129,192.12463,8.59E5,2.39E6,2.39E6,0,,DETECTED,2.071E5,11.5331,192.12454,192.12471,0.1237,11.4695,11.6129,192.12463,8.59E5,2.39E6,1.2555,1.1277,2.39E6,,,,
1040,1.406E5,11.5331,194.14023,194.14044,11.4695,11.6129,194.14037,5.579E5,1.445E6,1.445E6,0,,DETECTED,1.406E5,11.5331,194.14023,194.14044,0.0815,11.4695,11.6129,194.14037,5.579E5,1.445E6,1.2555,1.1277,1.445E6,,,,
1041,1.788E5,11.5331,202.10892,202.10916,11.4695,11.5889,202.10902,8.385E5,2.541E6,2.541E6,0,,DETECTED,1.788E5,11.5331,202.10892,202.10916,0.0787,11.4695,11.5889,202.10902,8.385E5,2.541E6,0.8778,0.9389,2.541E6,,,,
1042,1.32E5,11.5331,204.12457,204.12483,11.4695,11.6129,204.12471,5.001E5,1.85E6,1.85E6,0,,DETECTED,1.32E5,11.5331,204.12457,204.12483,0.1035,11.4695,11.6129,204.12471,5.001E5,1.85E6,1.2555,1.1277,1.85E6,,,,
1043,2.274E5,11.5331,340.35797,340.35916,11.5013,11.6289,340.35822,5.84E5,4.617E6,4.617E6,0,,DETECTED,2.274E5,11.5331,340.35797,340.35916,0.0362,11.5013,11.6289,340.35822,5.84E5,4.617E6,3.8395,2.0075,4.617E6,,,,
1045,2.145E5,11.5331,793.5274,793.52887,11.4695,11.6609,793.52815,5.25E5,1.965E6,1.965E6,0,,DETECTED,2.145E5,11.5331,793.5274,793.52887,0.2758,11.4695,11.6609,793.52815,5.25E5,1.965E6,2.011,1.5055,1.965E6,,,,
1046,2.597E6,11.5411,124.08723,124.0873,11.4695,11.5889,124.08726,1.21E7,3.967E7,3.967E7,3,1,DETECTED,2.597E6,11.5411,124.08723,124.0873,0.0526,11.4695,11.5889,124.08726,1.21E7,3.967E7,0.6689,0.8344,3.967E7,3,-0.0529,1,3
1048,1.162E5,11.5411,135.0793,135.07942,11.5093,11.5889,135.07936,7.659E5,2.76E6,2.76E6,0,,DETECTED,1.162E5,11.5411,135.0793,135.07942,0.0462,11.5093,11.5889,135.07936,7.659E5,2.76E6,1.5046,1.2523,2.76E6,,,,
1049,4.506E5,11.5411,149.08244,149.08252,11.5172,11.6129,149.08247,2.457E6,6.784E6,6.784E6,2,,DETECTED,4.506E5,11.5411,149.08244,149.08252,0.0774,11.5172,11.6129,149.08247,2.457E6,6.784E6,3.0126,2.0063,6.784E6,2,-0.0109,,
1050,2.051E5,11.5411,167.09297,167.09311,11.4934,11.5889,167.09304,1.195E6,3.252E6,3.252E6,0,,DETECTED,2.051E5,11.5411,167.09297,167.09311,0.0629,11.4934,11.5889,167.09304,1.195E6,3.252E6,1.0033,1.0017,3.252E6,,,,
1051,2.032E5,11.5411,176.10591,176.10612,11.5093,11.6129,176.10602,1.032E6,4.521E6,4.521E6,0,,DETECTED,2.032E5,11.5411,176.10591,176.10612,0.073,11.5093,11.6129,176.10602,1.032E6,4.521E6,2.2595,1.6297,4.521E6,,,,
1052,2.038E5,11.5411,179.09291,179.09315,11.4695,11.5889,179.09303,1.072E6,2.795E6,2.795E6,0,,DETECTED,2.038E5,11.5411,179.09291,179.09315,0.0647,11.4695,11.5889,179.09303,1.072E6,2.795E6,0.6689,0.8344,2.795E6,,,,
1057,2.459E5,11.5411,922.67175,922.67444,11.4616,11.741,922.67302,5.572E5,1.246E6,1.246E6,0,,DETECTED,2.459E5,11.5411,922.67175,922.67444,0.296,11.4616,11.741,922.67302,5.572E5,1.246E6,2.5164,1.7582,1.246E6,,,,
1058,2.652E5,11.549,128.11848,128.11864,11.4695,11.6129,128.11856,8.298E5,2.688E6,2.688E6,0,,DETECTED,2.652E5,11.549,128.11848,128.11864,0.0793,11.4695,11.6129,128.11856,8.298E5,2.688E6,0.8039,0.9019,2.688E6,,,,
1059,2.451E5,11.549,140.11842,140.11848,11.4695,11.6129,140.11844,8.937E5,2.652E6,2.652E6,0,,DETECTED,2.451E5,11.549,140.11842,140.11848,0.0633,11.4695,11.6129,140.11844,8.937E5,2.652E6,0.8039,0.9019,2.652E6,,,,
1060,2.634E5,11.549,167.1293,167.12946,11.4695,11.6129,167.1294,1.004E6,2.746E6,2.746E6,0,,DETECTED,2.634E5,11.549,167.1293,167.12946,0.0795,11.4695,11.6129,167.1294,1.004E6,2.746E6,0.8039,0.9019,2.746E6,,,,
1062,4.482E5,11.5969,815.599,815.60266,11.4616,11.8684,815.60088,5.007E5,1.737E6,1.737E6,0,,DETECTED,4.482E5,11.5969,815.599,815.60266,0.2292,11.4616,11.8684,815.60088,5.007E5,1.737E6,2.0065,1.5032,1.737E6,,,,
1063,2.127E5,11.6049,838.67487,838.67792,11.4934,11.757,838.67631,5.239E5,1.103E6,1.103E6,0,,DETECTED,2.127E5,11.6049,838.67487,838.67792,0.2095,11.4934,11.757,838.67631,5.239E5,1.103E6,1.3642,1.1821,1.103E6,,,,
1064,1.043E5,11.6369,122.07164,122.07178,11.6129,11.6849,122.0717,7.936E5,2.062E6,2.062E6,0,,DETECTED,1.043E5,11.6369,122.07164,122.07178,0.1626,11.6129,11.6849,122.0717,7.936E5,2.062E6,2.0036,1.5018,2.062E6,,,,
1065,1.722E6,11.6369,124.08726,124.08738,11.5889,11.6689,124.08732,1.21E7,3.192E7,3.192E7,2,1,DETECTED,1.722E6,11.6369,124.08726,124.08738,0.0482,11.5889,11.6689,124.08732,1.21E7,3.192E7,0.6677,0.8338,3.192E7,2,-0.0292,1,2
1066,2.368E5,11.6369,126.10293,126.10301,11.6129,11.6849,126.10297,1.803E6,4.865E6,4.865E6,1,,DETECTED,2.368E5,11.6369,126.10293,126.10301,0.0548,11.6129,11.6849,126.10297,1.803E6,4.865E6,2.0036,1.5018,4.865E6,1,-0.003,,
1067,6.873E4,11.6369,134.07156,134.07169,11.6129,11.6849,134.07163,5.693E5,1.369E6,1.369E6,0,,DETECTED,6.873E4,11.6369,134.07156,134.07169,0.1119,11.6129,11.6849,134.07163,5.693E5,1.369E6,2.0036,1.5018,1.369E6,,,,
1068,1.186E5,11.6369,135.07933,135.07951,11.5889,11.6689,135.07942,7.659E5,2.41E6,2.41E6,0,,DETECTED,1.186E5,11.6369,135.07933,135.07951,0.0383,11.5889,11.6689,135.07942,7.659E5,2.41E6,0.6677,0.8338,2.41E6,,,,
1069,2.203E5,11.6369,136.0872,136.08733,11.6129,11.6849,136.08725,1.579E6,4.245E6,4.245E6,0,,DETECTED,2.203E5,11.6369,136.0872,136.08733,0.1824,11.6129,11.6849,136.08725,1.579E6,4.245E6,2.0036,1.5018,4.245E6,,,,
1070,8.727E4,11.6369,137.08244,137.08255,11.6129,11.6689,137.08249,7.696E5,2.077E6,2.077E6,0,,DETECTED,8.727E4,11.6369,137.08244,137.08255,0.0595,11.6129,11.6689,137.08249,7.696E5,2.077E6,1.3357,1.1679,2.077E6,,,,
1071,2.313E5,11.6369,138.10284,138.10297,11.6129,11.6849,138.10288,1.668E6,4.401E6,4.401E6,1,,DETECTED,2.313E5,11.6369,138.10284,138.10297,0.0826,11.6129,11.6849,138.10288,1.668E6,4.401E6,2.0036,1.5018,4.401E6,1,-0.0019,,
