id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_000029_01_02.mzML:feature_state,datafile:20250402_PMA_tp24_000029_01_02.mzML:area,datafile:20250402_PMA_tp24_000029_01_02.mzML:rt,datafile:20250402_PMA_tp24_000029_01_02.mzML:mz_range:min,datafile:20250402_PMA_tp24_000029_01_02.mzML:mz_range:max,datafile:20250402_PMA_tp24_000029_01_02.mzML:fragment_scans,datafile:20250402_PMA_tp24_000029_01_02.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000029_01_02.mzML:fwhm,datafile:20250402_PMA_tp24_000029_01_02.mzML:rt_range:min,datafile:20250402_PMA_tp24_000029_01_02.mzML:rt_range:max,datafile:20250402_PMA_tp24_000029_01_02.mzML:mz,datafile:20250402_PMA_tp24_000029_01_02.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000029_01_02.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000029_01_02.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000029_01_02.mzML:tailing_factor,datafile:20250402_PMA_tp24_000029_01_02.mzML:height,datafile:20250402_PMA_tp24_000029_01_02.mzML:charge,datafile:20250402_PMA_tp24_000029_01_02.mzML:isotopes
1,2.723E5,0.3513,129.13879,129.13902,1,0.3268,0.3988,129.13888,5.198E5,9.047E6,9.047E6,,DETECTED,2.723E5,0.3513,129.13879,129.13902,1,-0.0122,0.0266,0.3268,0.3988,129.13888,5.198E5,9.047E6,1.5176,1.313,9.047E6,,
2,1.924E6,0.3513,146.16527,146.16547,2,0.318,0.4067,146.16534,8.236E5,6.672E7,6.672E7,1,DETECTED,1.924E6,0.3513,146.16527,146.16547,2,-0.0207,0.0239,0.318,0.4067,146.16534,8.236E5,6.672E7,1.6234,1.3004,6.672E7,1,2
4,6.152E4,0.3513,160.18086,160.18105,0,0.3268,0.3909,160.18097,5.958E5,1.837E6,1.837E6,,DETECTED,6.152E4,0.3513,160.18086,160.18105,,,0.0686,0.3268,0.3909,160.18097,5.958E5,1.837E6,1.6098,1.3049,1.837E6,,
5,1.312E6,0.3671,123.04055,123.0407,1,0.3352,0.4067,123.04063,5.443E5,4.998E7,4.998E7,,DETECTED,1.312E6,0.3671,123.04055,123.0407,1,-0.0017,0.0265,0.3352,0.4067,123.04063,5.443E5,4.998E7,1.0781,1.0259,4.998E7,,
6,3.722E5,0.3671,124.03954,124.04134,0,0.003,0.3909,124.0404,5.201E5,6.45E6,6.45E6,,DETECTED,3.722E5,0.3671,124.03954,124.04134,,,0.0265,0.003,0.3909,124.0404,5.201E5,6.45E6,0.2012,0.9721,6.45E6,,
7,2.658E5,0.3671,125.03812,125.03823,0,0.3434,0.3988,125.03818,7.856E5,1.076E7,1.076E7,,DETECTED,2.658E5,0.3671,125.03812,125.03823,,,0.0243,0.3434,0.3988,125.03818,7.856E5,1.076E7,0.9715,1.0135,1.076E7,,
8,3.187E6,0.3671,125.98643,125.98661,9,0.003,0.4067,125.98651,1.194E6,9.844E7,9.844E7,,DETECTED,3.187E6,0.3671,125.98643,125.98661,9,-0.3483,0.027,0.003,0.4067,125.98651,1.194E6,9.844E7,1.0448,1.0118,9.844E7,,
9,2.24E6,0.3671,128.01945,128.01961,1,0.3352,0.4067,128.01953,1.341E6,8.19E7,8.19E7,,DETECTED,2.24E6,0.3671,128.01945,128.01961,1,-0.004,0.0262,0.3352,0.4067,128.01953,1.341E6,8.19E7,1.0609,1.0887,8.19E7,,
10,4.546E5,0.3671,130.017,130.01712,0,0.3352,0.3988,130.01707,8.11E5,1.719E7,1.719E7,,DETECTED,4.546E5,0.3671,130.017,130.01712,,,0.0258,0.3352,0.3988,130.01707,8.11E5,1.719E7,1.063,1.0241,1.719E7,,
11,1.642E5,0.3671,138.02757,138.02773,0,0.3434,0.3988,138.02765,5.234E5,5.533E6,5.533E6,,DETECTED,1.642E5,0.3671,138.02757,138.02773,,,0.0286,0.3434,0.3988,138.02765,5.234E5,5.533E6,0.9957,1.0243,5.533E6,,
12,2.021E5,0.3671,139.01796,139.01831,0,0.3434,0.3988,139.01805,7.421E5,7.623E6,7.623E6,,DETECTED,2.021E5,0.3671,139.01796,139.01831,,,0.0285,0.3434,0.3988,139.01805,7.421E5,7.623E6,0.9984,1.0274,7.623E6,,
13,5.036E5,0.3671,143.99698,143.99718,0,0.3352,0.3988,143.99704,1.166E6,1.749E7,1.749E7,,DETECTED,5.036E5,0.3671,143.99698,143.99718,,,0.0276,0.3352,0.3988,143.99704,1.166E6,1.749E7,1.0592,1.1546,1.749E7,,
14,1.136E5,0.3671,146.02998,146.03017,0,0.3434,0.3988,146.03002,6.021E5,3.65E6,3.65E6,,DETECTED,1.136E5,0.3671,146.02998,146.03017,,,0.0305,0.3434,0.3988,146.03002,6.021E5,3.65E6,1.0617,1.1677,3.65E6,,
15,1.481E5,0.3671,151.02577,151.02596,0,0.3434,0.3988,151.02583,6.917E5,6.039E6,6.039E6,,DETECTED,1.481E5,0.3671,151.02577,151.02596,,-0.0198,0.0245,0.3434,0.3988,151.02583,6.917E5,6.039E6,1.0161,1.1677,6.039E6,,
16,2.6E7,0.3671,151.03522,151.03572,2,0.3352,0.4623,151.03543,6.915E5,9.235E8,9.235E8,,DETECTED,2.6E7,0.3671,151.03522,151.03572,2,-0.0198,0.0271,0.3352,0.4623,151.03543,6.915E5,9.235E8,1.061,1.1015,9.235E8,,
17,3.882E6,0.3671,152.03561,152.03676,0,0.3352,0.4226,152.03668,6.456E5,1.376E8,1.376E8,1,DETECTED,3.882E6,0.3671,152.03561,152.03676,,,0.0272,0.3352,0.4226,152.03668,6.456E5,1.376E8,1.0507,1.016,1.376E8,1,2
18,4.132E6,0.3671,153.03288,153.03334,0,0.3352,0.4226,153.03294,8.604E5,1.472E8,1.472E8,1,DETECTED,4.132E6,0.3671,153.03288,153.03334,,,0.0271,0.3352,0.4226,153.03294,8.604E5,1.472E8,1.062,1.1,1.472E8,1,2
21,2.777E5,0.3671,156.0143,156.01451,0,0.3434,0.3988,156.01437,7.977E5,1.037E7,1.037E7,,DETECTED,2.777E5,0.3671,156.0143,156.01451,,,0.0262,0.3434,0.3988,156.01437,7.977E5,1.037E7,0.9779,1.0145,1.037E7,,
22,1.498E5,0.3671,164.06693,164.06709,0,0.3434,0.3988,164.06701,6.088E5,5.585E6,5.585E6,,DETECTED,1.498E5,0.3671,164.06693,164.06709,,,0.0262,0.3434,0.3988,164.06701,6.088E5,5.585E6,1.0119,1.1677,5.585E6,,
