id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_01.mzML:isotopes
1,1.811E5,0.3348,130.00819,130.0083,1,0.3175,0.386,130.00823,5.054E5,7.517E6,7.517E6,,DETECTED,1.811E5,0.3348,130.00819,130.0083,1,-0.0035,0.0203,0.3175,0.386,130.00823,5.054E5,7.517E6,2.0876,1.8244,7.517E6,,
2,1.137E5,0.3348,143.03975,143.03986,1,0.3175,0.3775,143.0398,6.613E5,4.463E6,4.463E6,,DETECTED,1.137E5,0.3348,143.03975,143.03986,1,0.0016,0.0218,0.3175,0.3775,143.0398,6.613E5,4.463E6,2.1539,1.741,4.463E6,,
3,4.628E5,0.3348,158.00307,158.0033,2,0.0028,0.4124,158.00315,5.106E5,1.08E7,1.08E7,,DETECTED,4.628E5,0.3348,158.00307,158.0033,2,-0.0047,0.0197,0.0028,0.4124,158.00315,5.106E5,1.08E7,0.1286,0.6236,1.08E7,,
4,7.232E5,0.3517,125.98647,125.9866,9,0.0028,0.386,125.98654,1.083E6,6.064E6,6.064E6,,DETECTED,7.232E5,0.3517,125.98647,125.9866,9,-0.3329,0.0263,0.0028,0.386,125.98654,1.083E6,6.064E6,0.0985,0.5492,6.064E6,,
5,7.358E5,0.3517,185.98351,185.98373,1,0.0028,0.386,185.98361,1.278E6,5.772E6,5.772E6,,DETECTED,7.358E5,0.3517,185.98351,185.98373,1,0.0061,0.0279,0.0028,0.386,185.98361,1.278E6,5.772E6,0.0985,0.5492,5.772E6,,
6,2.75E5,0.3517,251.9294,251.92993,4,0.0028,0.3775,251.92961,5.938E5,1.693E6,1.693E6,,DETECTED,2.75E5,0.3517,251.9294,251.92993,4,-0.2198,0.3518,0.0028,0.3775,251.92961,5.938E5,1.693E6,0.0741,0.537,1.693E6,,
7,2.444E5,0.3517,279.92416,279.92447,0,0.0028,0.3775,279.92437,5.3E5,1.576E6,1.576E6,,DETECTED,2.444E5,0.3517,279.92416,279.92447,,,0.2433,0.0028,0.3775,279.92437,5.3E5,1.576E6,0.0741,0.537,1.576E6,,
8,8.167E4,0.4565,186.95654,186.95662,2,0.386,0.4823,186.95658,5.924E5,1.172E6,1.172E6,,DETECTED,8.167E4,0.4565,186.95654,186.95662,2,-0.0291,0.0973,0.386,0.4823,186.95658,5.924E5,1.172E6,0.3646,0.6823,1.172E6,,
9,8.994E4,0.4565,224.89897,224.89914,2,0.386,0.4738,224.89908,5.167E5,1.617E6,1.617E6,,DETECTED,8.994E4,0.4565,224.89897,224.89914,2,-0.0379,0.0629,0.386,0.4738,224.89908,5.167E5,1.617E6,0.2451,0.6225,1.617E6,,
10,3.158E5,0.4823,128.951,128.95113,7,0.4124,0.6985,128.95105,7.673E5,1.623E6,1.623E6,,DETECTED,3.158E5,0.4823,128.951,128.95113,7,-0.0505,0.2658,0.4124,0.6985,128.95105,7.673E5,1.623E6,3.0981,2.0491,1.623E6,,
11,1.272E5,0.4823,166.01845,166.01857,0,0.4565,0.5769,166.01852,5.102E5,1.662E6,1.662E6,,DETECTED,1.272E5,0.4823,166.01845,166.01857,,,0.0873,0.4565,0.5769,166.01852,5.102E5,1.662E6,3.6789,2.3395,1.662E6,,
12,1.411E6,0.4823,168.01338,168.01384,4,0.4565,0.655,168.01375,5.406E5,1.607E7,1.607E7,,DETECTED,1.411E6,0.4823,168.01338,168.01384,4,-0.012,0.0877,0.4565,0.655,168.01375,5.406E5,1.607E7,5.2425,3.5068,1.607E7,,
13,5.449E5,0.4823,172.97726,172.97739,4,0.4565,0.655,172.97731,5.247E5,5.982E6,5.982E6,,DETECTED,5.449E5,0.4823,172.97726,172.97739,4,-0.0109,0.0922,0.4565,0.655,172.97731,5.247E5,5.982E6,6.0479,4.1983,5.982E6,,
14,4.941E4,0.4823,180.03412,180.03418,0,0.4652,0.5335,180.03414,5.996E5,1.131E6,1.131E6,,DETECTED,4.941E4,0.4823,180.03412,180.03418,,,0.0567,0.4652,0.5335,180.03414,5.996E5,1.131E6,3.0093,2.0046,1.131E6,,
15,4.367E4,0.4823,181.03308,181.03319,0,0.4652,0.5335,181.03316,5.212E5,9.773E5,9.773E5,,DETECTED,4.367E4,0.4823,181.03308,181.03319,,,0.0548,0.4652,0.5335,181.03316,5.212E5,9.773E5,3.0093,2.0046,9.773E5,,
16,5.835E5,0.4823,182.0293,182.0294,3,0.4565,0.5769,182.02934,7.95E5,1.031E7,1.031E7,,DETECTED,5.835E5,0.4823,182.0293,182.0294,3,-0.0045,0.0584,0.4565,0.5769,182.02934,7.95E5,1.031E7,5.1881,3.2005,1.031E7,,
17,4.789E5,0.4823,196.00859,196.00871,4,0.4565,0.6289,196.00864,5.68E5,5.299E6,5.299E6,,DETECTED,4.789E5,0.4823,196.00859,196.00871,4,-0.0068,0.0927,0.4565,0.6289,196.00864,5.68E5,5.299E6,5.4421,3.3522,5.299E6,,
18,2.156E5,0.4823,214.00359,214.00378,3,0.4565,0.6028,214.00367,5.191E5,2.713E6,2.713E6,,DETECTED,2.156E5,0.4823,214.00359,214.00378,3,-0.0034,0.0819,0.4565,0.6028,214.00367,5.191E5,2.713E6,5.3595,2.8441,2.713E6,,
19,1.097E5,0.5079,252.93011,252.93031,2,0.4565,0.5769,252.9302,5.741E5,1.206E6,1.206E6,,DETECTED,1.097E5,0.5079,252.93011,252.93031,2,-0.011,0.1006,0.4565,0.5769,252.9302,5.741E5,1.206E6,1.3424,1.1712,1.206E6,,
20,1.747E5,0.6723,138.98624,138.98637,0,0.5942,0.8214,138.98631,5.704E5,1.09E6,1.09E6,,DETECTED,1.747E5,0.6723,138.98624,138.98637,,,0.1569,0.5942,0.8214,138.98631,5.704E5,1.09E6,1.9082,1.4541,1.09E6,,
21,3.576E6,0.6723,139.98233,139.98264,17,0.5079,0.9795,139.98254,3.035E6,1.11E7,1.11E7,,DETECTED,3.576E6,0.6723,139.98233,139.98264,17,-0.1498,0.2451,0.5079,0.9795,139.98254,3.035E6,1.11E7,1.8686,1.4343,1.11E7,,
22,5.181E6,0.6723,158.96144,158.96169,19,0.4908,1.332,158.96161,2.905E6,8.106E6,8.106E6,,DETECTED,5.181E6,0.6723,158.96144,158.96169,19,-0.1447,0.8127,0.4908,1.332,158.96161,2.905E6,8.106E6,3.6345,2.3173,8.106E6,,
23,6.151E5,0.6723,176.97209,176.97229,14,0.5079,1.2346,176.97221,5.003E5,1.162E6,1.162E6,,DETECTED,6.151E5,0.6723,176.97209,176.97229,14,-0.0992,0.6564,0.5079,1.2346,176.97221,5.003E5,1.162E6,3.4204,2.2102,1.162E6,,
24,7.041E5,0.6723,186.95634,186.9566,17,0.5335,1.332,186.95653,5.265E5,1.138E6,1.138E6,,DETECTED,7.041E5,0.6723,186.95634,186.9566,17,-0.098,0.7867,0.5335,1.332,186.95653,5.265E5,1.138E6,4.7539,2.8769,1.138E6,,
25,6.013E5,0.6723,217.95969,217.9599,15,0.5769,1.2346,217.9598,5.611E5,1.237E6,1.237E6,,DETECTED,6.013E5,0.6723,217.95969,217.9599,15,-0.0645,0.5793,0.5769,1.2346,217.9598,5.611E5,1.237E6,5.8912,3.4456,1.237E6,,
26,8.407E5,0.681,224.89882,224.89951,19,0.5769,1.4125,224.89902,5.01E5,1.362E6,1.362E6,,DETECTED,8.407E5,0.681,224.89882,224.89951,19,-0.0894,0.7211,0.5769,1.4125,224.89902,5.01E5,1.362E6,7.0214,4.0107,1.362E6,,
27,1.123E6,0.7422,267.90161,267.90253,24,0.386,1.4396,267.90193,6.094E5,1.331E6,1.331E6,,DETECTED,1.123E6,0.7422,267.90161,267.90253,24,-0.3183,1.041,0.386,1.4396,267.90193,6.094E5,1.331E6,1.9577,1.4788,1.331E6,,
28,1.452E6,0.8038,247.91473,247.91557,34,0.6028,2.1081,247.91515,5.587E5,1.236E6,1.236E6,,DETECTED,1.452E6,0.8038,247.91473,247.91557,34,-0.1687,1.5064,0.6028,2.1081,247.91515,5.587E5,1.236E6,6.4891,3.7445,1.236E6,,
29,2.026E6,1.1466,139.9825,139.98262,12,0.9795,1.2346,139.98256,5.299E6,1.01E7,1.01E7,,DETECTED,2.026E6,1.1466,139.9825,139.98262,12,-0.1391,0.2366,0.9795,1.2346,139.98256,5.299E6,1.01E7,0.5268,0.7634,1.01E7,,
30,2.77E5,1.1466,182.02928,182.02942,3,1.1204,1.2698,182.02936,5.171E5,4.053E6,4.053E6,,DETECTED,2.77E5,1.1466,182.02928,182.02942,3,-0.0135,0.0654,1.1204,1.2698,182.02936,5.171E5,4.053E6,6.167,2.8489,4.053E6,,
31,9.087E4,1.1466,210.02414,210.02425,2,1.1204,1.2255,210.02419,5.654E5,1.489E6,1.489E6,,DETECTED,9.087E4,1.1466,210.02414,210.02425,2,0.0138,0.0655,1.1204,1.2255,210.02419,5.654E5,1.489E6,3.0074,2.0037,1.489E6,,
32,1.057E5,1.8469,239.14925,239.14952,2,1.8019,1.883,239.14939,6.27E5,2.37E6,2.37E6,,DETECTED,1.057E5,1.8469,239.14925,239.14952,2,-0.0422,0.0345,1.8019,1.883,239.14939,6.27E5,2.37E6,0.8017,0.9009,2.37E6,,
33,1.488E5,2.0719,283.17528,283.17566,2,2.0185,2.1081,283.17559,7.936E5,3.044E6,3.044E6,,DETECTED,1.488E5,2.0719,283.17528,283.17566,2,-0.0395,0.0528,2.0185,2.1081,283.17559,7.936E5,3.044E6,0.678,0.839,3.044E6,,
34,1.878E5,2.0719,300.20221,300.20236,2,2.0185,2.117,300.20225,6.367E5,3.661E6,3.661E6,,DETECTED,1.878E5,2.0719,300.20221,300.20236,2,-0.0406,0.0541,2.0185,2.117,300.20225,6.367E5,3.661E6,0.8182,0.923,3.661E6,,
35,1.014E5,2.1889,286.21289,286.21304,2,2.153,2.2338,286.21294,6.62E5,2.036E6,2.036E6,,DETECTED,1.014E5,2.1889,286.21289,286.21304,2,-0.022,0.0492,2.153,2.2338,286.21294,6.62E5,2.036E6,1.2477,1.1239,2.036E6,,
36,1.305E5,2.2603,327.20174,327.20203,1,2.2338,2.296,327.20196,6.287E5,4.385E6,4.385E6,,DETECTED,1.305E5,2.2603,327.20174,327.20203,1,-0.0049,0.0268,2.2338,2.296,327.20196,6.287E5,4.385E6,1.903,1.1731,4.385E6,,
37,3.523E5,2.2603,344.22845,344.22882,2,2.2338,2.3228,344.22854,5.33E5,1.083E7,1.083E7,,DETECTED,3.523E5,2.2603,344.22845,344.22882,2,-0.0137,0.0276,2.2338,2.3228,344.22854,5.33E5,1.083E7,1.9594,1.5047,1.083E7,,
38,9.196E4,2.431,340.25995,340.26016,2,2.3863,2.4669,340.26004,5.857E5,1.918E6,1.918E6,,DETECTED,9.196E4,2.431,340.25995,340.26016,2,-0.0295,0.0513,2.3863,2.4669,340.26004,5.857E5,1.918E6,0.8003,0.9002,1.918E6,,
39,4.309E5,2.4398,388.254,388.25436,2,2.4134,2.5028,388.25418,5.469E5,1.581E7,1.581E7,,DETECTED,4.309E5,2.4398,388.254,388.25436,2,-0.0135,0.0234,2.4134,2.5028,388.25418,5.469E5,1.581E7,1.013,1.2004,1.581E7,,
40,1.085E5,2.4938,295.15756,295.15768,1,2.4669,2.5298,295.15763,5E5,4.127E6,4.127E6,,DETECTED,1.085E5,2.4938,295.15756,295.15768,1,-0.005,0.0246,2.4669,2.5298,295.15763,5E5,4.127E6,1.591,1.1673,4.127E6,,
41,4.873E5,2.5834,432.28085,432.28149,2,2.557,2.655,432.28095,5.046E5,1.961E7,1.961E7,,DETECTED,4.873E5,2.5834,432.28085,432.28149,2,-0.0113,0.0213,2.557,2.655,432.28095,5.046E5,1.961E7,1.9646,1.7068,1.961E7,,
42,4.367E5,2.7181,476.30381,476.30762,2,2.6911,2.7722,476.30711,6.128E5,1.84E7,1.84E7,,DETECTED,4.367E5,2.7181,476.30381,476.30762,2,-0.0128,0.0216,2.6911,2.7722,476.30711,6.128E5,1.84E7,1.51,1.4828,1.84E7,,
43,3.158E5,2.781,418.2468,418.24734,2,2.7631,2.8346,418.24693,6.366E5,1.254E7,1.254E7,,DETECTED,3.158E5,2.781,418.2468,418.24734,2,-0.0049,0.0224,2.7631,2.8346,418.24693,6.366E5,1.254E7,1.789,1.7605,1.254E7,,
44,3.655E5,2.8346,520.33319,520.33386,2,2.808,2.8886,520.33333,5.147E5,1.471E7,1.471E7,,DETECTED,3.655E5,2.8346,520.33319,520.33386,2,-0.0137,0.0266,2.808,2.8886,520.33333,5.147E5,1.471E7,1.445,1.1909,1.471E7,,
45,5.589E5,2.906,462.27332,462.27383,2,2.8797,2.9861,462.27339,5.657E5,1.98E7,1.98E7,,DETECTED,5.589E5,2.906,462.27332,462.27383,2,-0.0135,0.0241,2.8797,2.9861,462.27339,5.657E5,1.98E7,0.9859,1.2052,1.98E7,,
46,2.842E5,2.9413,564.35962,564.35999,2,2.9148,2.9861,564.35974,5.694E5,1.06E7,1.06E7,,DETECTED,2.842E5,2.9413,564.35962,564.35999,2,-0.0136,0.0237,2.9148,2.9861,564.35974,5.694E5,1.06E7,0.9448,1.1972,1.06E7,,
47,1.014E5,2.9501,212.16489,212.16504,1,2.9237,2.9861,212.16495,7.25E5,3.375E6,3.375E6,,DETECTED,1.014E5,2.9501,212.16489,212.16504,1,-0.0049,0.0292,2.9237,2.9861,212.16495,7.25E5,3.375E6,1.3659,1.183,3.375E6,,
48,6.902E5,3.0122,506.29965,506.30035,3,2.9861,3.1095,506.29982,5.578E5,2.592E7,2.592E7,1,DETECTED,6.902E5,3.0122,506.29965,506.30035,3,-0.0133,0.0275,2.9861,3.1095,506.29982,5.578E5,2.592E7,1.4408,1.2037,2.592E7,1,2
50,2.106E5,3.0298,608.38605,608.39434,1,3.0122,3.0743,608.38616,5.875E5,8.194E6,8.194E6,,DETECTED,2.106E5,3.0298,608.38605,608.39434,1,-0.0049,0.0231,3.0122,3.0743,608.38616,5.875E5,8.194E6,1.8703,1.5687,8.194E6,,
51,2.479E5,3.101,217.10499,217.10771,4,3.021,3.1805,217.10757,5.206E5,2.884E6,2.884E6,,DETECTED,2.479E5,3.101,217.10499,217.10771,4,-0.065,0.0831,3.021,3.1805,217.10757,5.206E5,2.884E6,1.1982,0.9968,2.884E6,,
52,6.672E5,3.1095,550.32593,550.32666,3,3.0832,3.1977,550.32608,6.717E5,2.424E7,2.424E7,1,DETECTED,6.672E5,3.1095,550.32593,550.32666,3,-0.0133,0.0236,3.0832,3.1977,550.32608,6.717E5,2.424E7,1.4328,1.1944,2.424E7,1,2
54,5.601E5,3.1977,594.35223,594.35291,2,3.1716,3.2867,594.35236,5.179E5,1.962E7,1.962E7,1,DETECTED,5.601E5,3.1977,594.35223,594.35291,2,-0.0134,0.0247,3.1716,3.2867,594.35236,5.179E5,1.962E7,1.0068,1.1895,1.962E7,1,2
56,3.884E5,3.2778,638.37903,638.37964,2,3.2515,3.3231,638.37915,6.543E5,1.474E7,1.474E7,,DETECTED,3.884E5,3.2778,638.37903,638.37964,2,-0.0134,0.023,3.2515,3.3231,638.37915,6.543E5,1.474E7,0.9816,1.1635,1.474E7,,
57,2.999E5,3.3408,163.13336,163.13348,4,3.2867,3.4684,163.13341,5.071E5,4.23E6,4.23E6,,DETECTED,2.999E5,3.3408,163.13336,163.13348,4,-0.032,0.0599,3.2867,3.4684,163.13341,5.071E5,4.23E6,2.9097,1.6789,4.23E6,,
58,5.971E4,3.3496,185.11537,185.11548,2,3.3049,3.3768,185.11543,6.293E5,1.254E6,1.254E6,,DETECTED,5.971E4,3.3496,185.11537,185.11548,2,-0.0317,0.0544,3.3049,3.3768,185.11543,6.293E5,1.254E6,0.6094,0.8047,1.254E6,,
59,2.659E5,3.3496,682.40515,682.40582,2,3.3231,3.3952,682.40534,5.041E5,1.064E7,1.064E7,,DETECTED,2.659E5,3.3496,682.40515,682.40582,2,-0.0137,0.0276,3.3231,3.3952,682.40534,5.041E5,1.064E7,1.3784,1.1737,1.064E7,,
60,7.777E4,3.6044,155.04716,155.04726,2,3.5687,3.6405,155.04722,5.612E5,1.794E6,1.794E6,,DETECTED,7.777E4,3.6044,155.04716,155.04726,2,-0.0216,0.0455,3.5687,3.6405,155.04722,5.612E5,1.794E6,1.0137,1.0068,1.794E6,,
61,8.859E5,3.6044,183.07852,183.07872,7,3.5414,3.8586,183.0786,5.443E5,1.361E7,1.361E7,,DETECTED,8.859E5,3.6044,183.07852,183.07872,7,-0.0396,0.0462,3.5414,3.8586,183.0786,5.443E5,1.361E7,1.8107,2.2578,1.361E7,,
62,6.862E4,3.7772,233.0789,233.07901,2,3.7499,3.8134,233.07897,5.914E5,1.994E6,1.994E6,,DETECTED,6.862E4,3.7772,233.0789,233.07901,2,-0.0119,0.0326,3.7499,3.8134,233.07897,5.914E5,1.994E6,1.3331,1.1665,1.994E6,,
63,8.854E4,3.9303,258.98376,258.98392,2,3.8944,3.9749,258.98381,5.196E5,1.952E6,1.952E6,,DETECTED,8.854E4,3.9303,258.98376,258.98392,2,-0.0218,0.0426,3.8944,3.9749,258.98381,5.196E5,1.952E6,1.2437,1.1218,1.952E6,,
64,1.025E5,3.9303,504.3205,504.32086,1,3.9035,3.966,504.32059,5.149E5,3.973E6,3.973E6,,DETECTED,1.025E5,3.9303,504.3205,504.32086,1,-0.0116,0.0262,3.9035,3.966,504.32059,5.149E5,3.973E6,1.5115,1.1668,3.973E6,,
65,1.34E5,4.0015,548.3468,548.3479,2,3.9749,4.0376,548.34699,5.284E5,4.844E6,4.844E6,,DETECTED,1.34E5,4.0015,548.3468,548.3479,2,-0.0138,0.0249,3.9749,4.0376,548.34699,5.284E5,4.844E6,1.0278,1.1755,4.844E6,,
66,1.45E5,4.0556,592.37299,592.37354,1,4.0376,4.1001,592.3731,5.598E5,5.124E6,5.124E6,,DETECTED,1.45E5,4.0556,592.37299,592.37354,1,-0.005,0.025,4.0376,4.1001,592.3731,5.598E5,5.124E6,2.0371,1.7348,5.124E6,,
67,1.182E6,4.1087,342.26387,342.26462,5,4.0738,4.2709,342.26437,5.279E5,3.549E7,3.549E7,1,DETECTED,1.182E6,4.1087,342.26387,342.26462,5,-0.022,0.0262,4.0738,4.2709,342.26437,5.279E5,3.549E7,1.2544,1.3699,3.549E7,1,2
69,1.613E5,4.3436,216.19632,216.19655,1,4.3163,4.3892,216.19648,5.225E5,5.716E6,5.716E6,,DETECTED,1.613E5,4.3436,216.19632,216.19655,1,-0.0052,0.0278,4.3163,4.3892,216.19648,5.225E5,5.716E6,1.8586,1.2622,5.716E6,,
70,1.949E5,4.5802,191.1647,191.16484,2,4.553,4.6627,191.16475,5.189E5,4.714E6,4.714E6,,DETECTED,1.949E5,4.5802,191.1647,191.16484,2,-0.013,0.0336,4.553,4.6627,191.16475,5.189E5,4.714E6,2.9083,2.0165,4.714E6,,
71,1.841E5,4.5802,213.14665,213.14682,2,4.553,4.6444,213.14672,5.91E5,4.977E6,4.977E6,,DETECTED,1.841E5,4.5802,213.14665,213.14682,2,-0.0119,0.0308,4.553,4.6444,213.14672,5.91E5,4.977E6,2.1976,1.6801,4.977E6,,
72,2.402E5,4.7162,226.18041,226.1808,2,4.6898,4.7694,226.18074,5.638E5,7.838E6,7.838E6,,DETECTED,2.402E5,4.7162,226.18041,226.1808,2,-0.0134,0.0279,4.6898,4.7694,226.18074,5.638E5,7.838E6,1.3036,1.503,7.838E6,,
73,1.847E5,4.7162,244.19118,244.19144,1,4.6898,4.7603,244.19136,5.637E5,6.098E6,6.098E6,,DETECTED,1.847E5,4.7162,244.19118,244.19144,1,-0.0123,0.0278,4.6898,4.7603,244.19136,5.637E5,6.098E6,1.2917,1.2969,6.098E6,,
74,5.519E5,4.7249,214.18065,214.18083,6,4.5982,4.861,214.18074,5.06E5,4.149E6,4.149E6,,DETECTED,5.519E5,4.7249,214.18065,214.18083,6,-0.1042,0.1257,4.5982,4.861,214.18074,5.06E5,4.149E6,1.1131,1.0375,4.149E6,,
75,9.718E4,4.7249,236.16241,236.16261,3,4.6535,4.7784,236.16254,5.443E5,1.12E6,1.12E6,,DETECTED,9.718E4,4.7249,236.16241,236.16261,3,-0.0469,0.1049,4.6535,4.7784,236.16254,5.443E5,1.12E6,0.7504,0.8752,1.12E6,,
76,1.317E5,4.7249,436.25507,436.25546,1,4.6989,4.7603,436.25515,6.859E5,4.829E6,4.829E6,,DETECTED,1.317E5,4.7249,436.25507,436.25546,1,-0.0122,0.026,4.6989,4.7603,436.25515,6.859E5,4.829E6,1.1175,1.1816,4.829E6,,
77,2.98E5,4.7603,190.99359,190.99371,3,4.6718,4.8151,190.99365,1.284E6,3.172E6,3.172E6,,DETECTED,2.98E5,4.7603,190.99359,190.99371,3,-0.0587,0.1261,4.6718,4.8151,190.99365,1.284E6,3.172E6,0.6186,0.8093,3.172E6,,
78,1.173E5,4.8971,261.11038,261.11047,2,4.861,4.9339,261.11044,6.444E5,3.265E6,3.265E6,,DETECTED,1.173E5,4.8971,261.11038,261.11047,2,-0.0141,0.0345,4.861,4.9339,261.11044,6.444E5,3.265E6,0.9015,1.0087,3.265E6,,
79,1.117E5,5.1533,198.18579,198.18594,2,5.1264,5.1976,198.18582,5.991E5,3.105E6,3.105E6,,DETECTED,1.117E5,5.1533,198.18579,198.18594,2,-0.0141,0.0343,5.1264,5.1976,198.18582,5.991E5,3.105E6,1.5931,1.3202,3.105E6,,
81,1.148E6,5.2573,158.15429,158.1553,8,5.2063,5.6394,158.15444,5.664E5,1.845E7,1.845E7,1,DETECTED,1.148E6,5.2573,158.15429,158.1553,8,-0.03,0.0352,5.2063,5.6394,158.15444,5.664E5,1.845E7,2.5179,4.4353,1.845E7,1,2
83,2.32E5,5.2573,175.14856,175.14879,3,5.1533,5.3438,175.14865,5.208E5,1.876E6,1.876E6,,DETECTED,2.32E5,5.2573,175.14856,175.14879,3,-0.0536,0.1319,5.1533,5.3438,175.14865,5.208E5,1.876E6,0.8319,0.9159,1.876E6,,
84,2.564E5,5.2573,229.18051,229.18079,4,5.1533,5.3438,229.18065,5.029E5,2.046E6,2.046E6,,DETECTED,2.564E5,5.2573,229.18051,229.18079,4,-0.071,0.1349,5.1533,5.3438,229.18065,5.029E5,2.046E6,0.8319,0.9159,2.046E6,,
85,1.523E5,5.2573,266.15213,266.1525,2,5.1713,5.3438,266.15227,5.314E5,1.269E6,1.269E6,,DETECTED,1.523E5,5.2573,266.15213,266.1525,2,-0.0363,0.1603,5.1713,5.3438,266.15227,5.314E5,1.269E6,1.0058,1.0029,1.269E6,,
86,9.163E5,5.2573,273.25388,273.2543,6,5.1082,5.4336,273.25407,5.166E5,6.491E6,6.491E6,1,DETECTED,9.163E5,5.2573,273.25388,273.2543,6,-0.127,0.1338,5.1082,5.4336,273.25407,5.166E5,6.491E6,2.5886,1.1981,6.491E6,1,2
87,2.878E5,5.2658,193.15912,193.15942,4,5.1444,5.3528,193.15925,5.509E5,2.203E6,2.203E6,,DETECTED,2.878E5,5.2658,193.15912,193.15942,4,-0.0818,0.1354,5.1444,5.3528,193.15925,5.509E5,2.203E6,0.7169,0.8584,2.203E6,,
88,3.553E5,5.2658,211.1696,211.16994,5,5.1264,5.3618,211.16974,5.338E5,2.717E6,2.717E6,,DETECTED,3.553E5,5.2658,211.1696,211.16994,5,-0.0984,0.1285,5.1264,5.3618,211.16974,5.338E5,2.717E6,0.282,0.8444,2.717E6,,
89,6.099E6,5.2658,228.19614,228.19766,16,5.0624,5.7491,228.19637,6.081E5,3.758E7,3.758E7,1,DETECTED,6.099E6,5.2658,228.19614,228.19766,16,-0.1905,0.1307,5.0624,5.7491,228.19637,6.081E5,3.758E7,0.9566,1.3633,3.758E7,1,2
91,1.664E6,5.2658,250.17807,250.17848,8,5.0989,5.5309,250.17825,5.72E5,1.137E7,1.137E7,1,DETECTED,1.664E6,5.2658,250.17807,250.17848,8,-0.1514,0.1253,5.0989,5.5309,250.17825,5.72E5,1.137E7,0.7978,1.2269,1.137E7,1,2
93,1.36E5,5.2828,223.13344,223.13359,1,5.2573,5.3347,223.1335,5.083E5,3.774E6,3.774E6,,DETECTED,1.36E5,5.2828,223.13344,223.13359,1,-0.0046,0.0353,5.2573,5.3347,223.1335,5.083E5,3.774E6,1.8639,1.5159,3.774E6,,
94,6.236E4,5.2999,249.20663,249.20676,1,5.2743,5.3347,249.20668,6.047E5,1.637E6,1.637E6,,DETECTED,6.236E4,5.2999,249.20663,249.20676,1,-0.0024,0.0408,5.2743,5.3347,249.20668,6.047E5,1.637E6,1.3616,1.1808,1.637E6,,
95,1.244E5,5.4336,240.19627,240.19641,1,5.4068,5.4693,240.19632,9.01E5,4.005E6,4.005E6,,DETECTED,1.244E5,5.4336,240.19627,240.19641,1,-0.0127,0.0329,5.4068,5.4693,240.19632,9.01E5,4.005E6,1.3311,1.1656,4.005E6,,
96,2.287E5,5.4424,269.21155,269.21216,3,5.4158,5.5397,269.21166,7.128E5,2.773E6,2.773E6,,DETECTED,2.287E5,5.4424,269.21155,269.21216,3,-0.0049,0.0916,5.4158,5.5397,269.21166,7.128E5,2.773E6,3.6588,2.3294,2.773E6,,
97,1.005E5,5.4872,265.10522,265.10535,1,5.4603,5.5221,265.10528,5.993E5,3.292E6,3.292E6,,DETECTED,1.005E5,5.4872,265.10522,265.10535,1,-0.014,0.0298,5.4603,5.5221,265.10528,5.993E5,3.292E6,1.1068,1.1496,3.292E6,,
98,2.074E5,5.5048,348.20179,348.20248,2,5.4693,5.5577,348.20225,5.606E5,5.948E6,5.948E6,,DETECTED,2.074E5,5.5048,348.20179,348.20248,2,-0.0137,0.0313,5.4693,5.5577,348.20225,5.606E5,5.948E6,1.5572,1.296,5.948E6,,
99,5.261E5,5.5221,304.17568,304.17728,2,5.4872,5.6029,304.17604,5.681E5,1.468E7,1.468E7,,DETECTED,5.261E5,5.5221,304.17568,304.17728,2,-0.0221,0.0302,5.4872,5.6029,304.17604,5.681E5,1.468E7,1.2889,1.3064,1.468E7,,
100,2.567E5,5.5221,309.13091,309.13156,2,5.4872,5.5666,309.13133,7.241E5,7.727E6,7.727E6,,DETECTED,2.567E5,5.5221,309.13091,309.13156,2,-0.0199,0.0295,5.4872,5.5666,309.13133,7.241E5,7.727E6,1.2793,1.0837,7.727E6,,
