id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_000032_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000032_01_01.mzML:area,datafile:20250402_PMA_tp24_000032_01_01.mzML:rt,datafile:20250402_PMA_tp24_000032_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000032_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000032_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000032_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000032_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000032_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000032_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000032_01_01.mzML:mz,datafile:20250402_PMA_tp24_000032_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000032_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000032_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000032_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000032_01_01.mzML:height,datafile:20250402_PMA_tp24_000032_01_01.mzML:charge,datafile:20250402_PMA_tp24_000032_01_01.mzML:isotopes
11,1.408E5,0.3569,142.95894,142.95911,0,0.333,0.3888,142.95898,5.116E5,6.758E6,6.758E6,,DETECTED,1.408E5,0.3569,142.95894,142.95911,,,0.019,0.333,0.3888,142.95898,5.116E5,6.758E6,1.559,1.4797,6.758E6,,
13,1.143E6,0.3569,151.03532,151.03581,1,0.333,0.405,151.03535,6.662E5,4.889E7,4.889E7,,DETECTED,1.143E6,0.3569,151.03532,151.03581,1,-0.0029,0.0229,0.333,0.405,151.03535,6.662E5,4.889E7,1.5175,1.14,4.889E7,,
14,1.104E5,0.3569,152.03548,152.03571,0,0.333,0.3888,152.03552,5.628E5,4.924E6,4.924E6,,DETECTED,1.104E5,0.3569,152.03548,152.03571,,,0.0216,0.333,0.3888,152.03552,5.628E5,4.924E6,1.5097,1.1652,4.924E6,,
15,3.816E5,0.3569,152.99506,152.99524,0,0.333,0.397,152.99508,8.088E5,1.678E7,1.678E7,,DETECTED,3.816E5,0.3569,152.99506,152.99524,,,0.0217,0.333,0.397,152.99508,8.088E5,1.678E7,1.5936,1.4726,1.678E7,,
16,1.618E5,0.3569,153.03296,153.03316,0,0.333,0.3888,153.033,7.897E5,6.823E6,6.823E6,,DETECTED,1.618E5,0.3569,153.03296,153.03316,,,0.0247,0.333,0.3888,153.033,7.897E5,6.823E6,1.5381,1.1652,6.823E6,,
17,7.49E6,0.3569,154.99023,154.99059,10,0.0029,0.4209,154.9903,1.887E6,2.811E8,2.811E8,1,DETECTED,7.49E6,0.3569,154.99023,154.99059,10,-0.3402,0.0226,0.0029,0.4209,154.9903,1.887E6,2.811E8,1.5999,0.515,2.811E8,1,2
19,9.485E4,0.3569,156.96617,156.96649,0,0.2983,0.405,156.96627,5.036E5,2.129E6,2.129E6,,DETECTED,9.485E4,0.3569,156.96617,156.96649,,,0.0308,0.2983,0.405,156.96627,5.036E5,2.129E6,0.8198,0.9099,2.129E6,,
20,1.139E5,0.3569,157.97395,157.97417,0,0.333,0.3888,157.97397,5.255E5,4.577E6,4.577E6,,DETECTED,1.139E5,0.3569,157.97395,157.97417,,,0.027,0.333,0.3888,157.97397,5.255E5,4.577E6,1.5346,1.1652,4.577E6,,
21,2.389E6,0.3569,159.96918,159.96951,0,0.0029,0.413,159.96924,6.967E5,8.271E7,8.271E7,,DETECTED,2.389E6,0.3569,159.96918,159.96951,,,0.0244,0.0029,0.413,159.96924,6.967E5,8.271E7,1.805,0.5263,8.271E7,,
22,9.376E5,0.3569,169.97736,169.97775,1,0.333,0.405,169.97743,1.846E6,3.389E7,3.389E7,,DETECTED,9.376E5,0.3569,169.97736,169.97775,1,0.0107,0.0278,0.333,0.405,169.97743,1.846E6,3.389E7,1.9257,1.6741,3.389E7,,
23,1.558E6,0.3569,180.98996,180.99025,1,0.3157,0.413,180.98999,5.011E5,6.467E7,6.467E7,,DETECTED,1.558E6,0.3569,180.98996,180.99025,1,-0.0096,0.0227,0.3157,0.413,180.98999,5.011E5,6.467E7,1.5978,1.2933,6.467E7,,
24,1.506E5,0.3569,181.9883,181.9894,0,0.333,0.3888,181.98833,7.564E5,6.21E6,6.21E6,,DETECTED,1.506E5,0.3569,181.9883,181.9894,,,0.0239,0.333,0.3888,181.98833,7.564E5,6.21E6,1.5615,1.1652,6.21E6,,
25,1.63E5,0.3569,182.97224,182.97256,0,0.333,0.3888,182.97236,6.86E5,7.175E6,7.175E6,,DETECTED,1.63E5,0.3569,182.97224,182.97256,,,0.022,0.333,0.3888,182.97236,6.86E5,7.175E6,1.5572,1.4629,7.175E6,,
26,2.823E7,0.3569,182.98511,182.98555,10,0.0029,0.4209,182.98518,3.402E6,1.034E9,1.034E9,1,DETECTED,2.823E7,0.3569,182.98511,182.98555,10,-0.3512,0.0233,0.0029,0.4209,182.98518,3.402E6,1.034E9,1.5825,0.5267,1.034E9,1,2
27,1.768E5,0.3569,182.99521,182.99826,0,0.333,0.3888,182.99725,6.457E5,7.723E6,7.723E6,,DETECTED,1.768E5,0.3569,182.99521,182.99826,,,0.0226,0.333,0.3888,182.99725,6.457E5,7.723E6,1.5549,1.4766,7.723E6,,
29,1.303E5,0.3569,196.01671,196.01695,0,0.333,0.3888,196.0168,6.362E5,5.567E6,5.567E6,,DETECTED,1.303E5,0.3569,196.01671,196.01695,,,0.0233,0.333,0.3888,196.0168,6.362E5,5.567E6,1.5924,1.1652,5.567E6,,
30,4.218E5,0.3569,224.01167,224.01293,0,0.333,0.397,224.01172,9.785E5,1.748E7,1.748E7,,DETECTED,4.218E5,0.3569,224.01167,224.01293,,,0.0245,0.333,0.397,224.01172,9.785E5,1.748E7,1.7909,1.4832,1.748E7,,
31,4.835E5,0.3569,246.86183,246.86201,0,0.333,0.3888,246.86197,6.551E5,2.418E7,2.418E7,,DETECTED,4.835E5,0.3569,246.86183,246.86201,,,0.0226,0.333,0.3888,246.86197,6.551E5,2.418E7,1.3928,1.231,2.418E7,,
32,5.037E5,0.3569,255.93874,255.93904,0,0.333,0.3888,255.93881,8.627E5,2.395E7,2.395E7,,DETECTED,5.037E5,0.3569,255.93874,255.93904,,,0.0233,0.333,0.3888,255.93881,8.627E5,2.395E7,1.3729,1.22,2.395E7,,
33,6.975E5,0.3569,264.8728,264.87296,1,0.333,0.3888,264.87284,8.591E5,3.647E7,3.647E7,,DETECTED,6.975E5,0.3569,264.8728,264.87296,1,0.0061,0.0203,0.333,0.3888,264.87284,8.591E5,3.647E7,1.3756,1.2245,3.647E7,,
34,2.148E5,0.3569,271.91632,271.9166,0,0.333,0.3888,271.91641,7.27E5,8.789E6,8.789E6,,DETECTED,2.148E5,0.3569,271.91632,271.9166,,,0.0262,0.333,0.3888,271.91641,7.27E5,8.789E6,0.972,1.0186,8.789E6,,
35,1.17E5,0.3569,274.90103,274.90137,0,0.333,0.3888,274.9012,6.964E5,4.381E6,4.381E6,,DETECTED,1.17E5,0.3569,274.90103,274.90137,,,0.0271,0.333,0.3888,274.9012,6.964E5,4.381E6,1.4628,1.1652,4.381E6,,
36,1.112E6,0.3569,276.89658,276.89713,1,0.0029,0.405,276.8967,5.092E5,3.082E7,3.082E7,,DETECTED,1.112E6,0.3569,276.89658,276.89713,1,0.0118,0.0302,0.0029,0.405,276.8967,5.092E5,3.082E7,0.0295,0.5323,3.082E7,,
37,7.25E5,0.3569,285.89337,285.89352,1,0.333,0.3888,285.89342,9.832E5,3.759E7,3.759E7,,DETECTED,7.25E5,0.3569,285.89337,285.89352,1,0.005,0.0195,0.333,0.3888,285.89342,9.832E5,3.759E7,1.3825,1.2285,3.759E7,,
38,5.801E6,0.3569,287.88855,287.88904,1,0.333,0.405,287.88861,6.019E5,2.911E8,2.911E8,1,DETECTED,5.801E6,0.3569,287.88855,287.88904,1,-0.0108,0.0213,0.333,0.405,287.88861,6.019E5,2.911E8,1.3926,1.2302,2.911E8,1,2
40,5.636E5,0.3569,296.96545,296.96585,0,0.333,0.3888,296.96551,1.004E6,2.612E7,2.612E7,,DETECTED,5.636E5,0.3569,296.96545,296.96585,,,0.0236,0.333,0.3888,296.96551,1.004E6,2.612E7,1.389,1.2183,2.612E7,,
41,8.959E4,0.3569,299.91263,299.91312,0,0.333,0.3888,299.91276,5.228E5,3.433E6,3.433E6,,DETECTED,8.959E4,0.3569,299.91263,299.91312,,,0.0262,0.333,0.3888,299.91276,5.228E5,3.433E6,1.3999,1.1652,3.433E6,,
42,6.566E5,0.3569,300.92047,300.92117,1,0.333,0.3888,300.9205,9.16E5,3.45E7,3.45E7,,DETECTED,6.566E5,0.3569,300.92047,300.92117,1,0.0095,0.0182,0.333,0.3888,300.9205,9.16E5,3.45E7,1.4006,1.2321,3.45E7,,
43,8.865E4,0.3569,302.89615,302.89874,0,0.333,0.397,302.89668,5.738E5,2.931E6,2.931E6,,DETECTED,8.865E4,0.3569,302.89615,302.89874,,,0.0287,0.333,0.397,302.89668,5.738E5,2.931E6,2.213,1.3359,2.931E6,,
44,7.724E5,0.3569,305.89786,305.89987,1,0.333,0.397,305.89943,7.694E5,3.796E7,3.796E7,,DETECTED,7.724E5,0.3569,305.89786,305.89987,1,0.0039,0.0217,0.333,0.397,305.89943,7.694E5,3.796E7,1.4133,1.2481,3.796E7,,
45,8.738E5,0.3569,326.91995,326.9202,1,0.333,0.3888,326.91999,1.34E6,4.442E7,4.442E7,,DETECTED,8.738E5,0.3569,326.91995,326.9202,1,-0.0017,0.0202,0.333,0.3888,326.91999,1.34E6,4.442E7,1.4037,1.2349,4.442E7,,
46,6.841E6,0.3569,328.91507,328.91568,2,0.333,0.405,328.91513,8.921E5,3.483E8,3.483E8,1,DETECTED,6.841E6,0.3569,328.91507,328.91568,2,-0.0119,0.0197,0.333,0.405,328.91513,8.921E5,3.483E8,1.4048,1.2342,3.483E8,1,2
48,4.909E5,0.3569,336.80222,336.80252,0,0.333,0.3888,336.80245,6.405E5,2.078E7,2.078E7,,DETECTED,4.909E5,0.3569,336.80222,336.80252,,,0.0339,0.333,0.3888,336.80245,6.405E5,2.078E7,1.3881,1.2256,2.078E7,,
49,9.722E5,0.3569,359.81839,359.8187,1,0.333,0.3888,359.81842,1.192E6,4.457E7,4.457E7,,DETECTED,9.722E5,0.3569,359.81839,359.8187,1,-0.004,0.0262,0.333,0.3888,359.81842,1.192E6,4.457E7,1.3966,1.2227,4.457E7,,
50,5.854E5,0.3569,404.81479,404.8161,1,0.333,0.3888,404.81592,1.559E6,2.266E7,2.266E7,,DETECTED,5.854E5,0.3569,404.81479,404.8161,1,0.0129,0.0256,0.333,0.3888,404.81592,1.559E6,2.266E7,1.4151,1.0042,2.266E7,,
51,2.995E5,0.3648,148.9771,148.97742,0,0.0029,0.405,148.97724,5.822E5,2.294E6,2.294E6,,DETECTED,2.995E5,0.3648,148.9771,148.97742,,,0.0329,0.0029,0.405,148.97724,5.822E5,2.294E6,0.1111,0.5555,2.294E6,,
52,4.505E6,0.3648,158.96135,158.96191,10,0.0029,0.413,158.96153,1.753E6,4.025E7,4.025E7,,DETECTED,4.505E6,0.3648,158.96135,158.96191,10,-0.3579,0.0293,0.0029,0.413,158.96153,1.753E6,4.025E7,0.1167,0.5665,4.025E7,,
53,1.48E6,0.3648,171.99297,171.99339,9,0.0029,0.405,171.9931,1.517E6,1.063E7,1.063E7,,DETECTED,1.48E6,0.3648,171.99297,171.99339,9,-0.3546,0.0325,0.0029,0.405,171.9931,1.517E6,1.063E7,0.1111,0.5555,1.063E7,,
54,5.887E5,0.3648,176.972,176.97231,8,0.0029,0.413,176.97212,6.586E5,3.556E6,3.556E6,,DETECTED,5.887E5,0.3648,176.972,176.97231,8,-0.3372,0.0327,0.0029,0.413,176.97212,6.586E5,3.556E6,0.1226,0.5665,3.556E6,,
55,6.149E5,0.3648,186.95631,186.95662,8,0.0029,0.413,186.95643,7.235E5,5.607E6,5.607E6,,DETECTED,6.149E5,0.3648,186.95631,186.95662,8,-0.3331,0.0305,0.0029,0.413,186.95643,7.235E5,5.607E6,0.2542,0.5665,5.607E6,,
56,9.154E5,0.3648,199.98787,199.98831,1,0.3244,0.405,199.98797,3.352E6,2.11E7,2.11E7,,DETECTED,9.154E5,0.3648,199.98787,199.98831,1,0.0096,0.0331,0.3244,0.405,199.98797,3.352E6,2.11E7,0.9938,0.9969,2.11E7,,
57,7.922E5,0.3648,304.89145,304.89417,0,0.333,0.405,304.89221,3.86E6,2.085E7,2.085E7,,DETECTED,7.922E5,0.3648,304.89145,304.89417,,,0.0413,0.333,0.405,304.89221,3.86E6,2.085E7,1.3512,1.1314,2.085E7,,
58,3.249E5,0.3727,130.0863,130.08661,1,0.3569,0.4449,130.08647,5.188E5,1.269E7,1.269E7,,DETECTED,3.249E5,0.3727,130.0863,130.08661,1,0.005,0.0199,0.3569,0.4449,130.08647,5.188E5,1.269E7,5.2254,2.2835,1.269E7,,
59,8.183E5,0.3727,147.11287,147.11313,1,0.3569,0.4449,147.11297,8.031E5,3.22E7,3.22E7,,DETECTED,8.183E5,0.3727,147.11287,147.11313,1,0.0039,0.02,0.3569,0.4449,147.11297,8.031E5,3.22E7,5.2364,2.2687,3.22E7,,
60,1.066E5,0.3727,355.87561,355.87643,0,0.333,0.397,355.87611,5.053E5,4.638E6,4.638E6,,DETECTED,1.066E5,0.3727,355.87561,355.87643,,,0.0389,0.333,0.397,355.87611,5.053E5,4.638E6,1.4816,0.8046,4.638E6,,
61,1.495E5,0.3807,156.07692,156.07718,0,0.3648,0.4369,156.07703,6.19E5,4.759E6,4.759E6,,DETECTED,1.495E5,0.3807,156.07692,156.07718,,,0.0234,0.3648,0.4369,156.07703,6.19E5,4.759E6,3.267,2.2623,4.759E6,,
62,8.673E4,0.3807,246.15594,246.15643,0,0.3648,0.4209,246.15629,7.359E5,3.297E6,3.297E6,,DETECTED,8.673E4,0.3807,246.15594,246.15643,,,0.0215,0.3648,0.4209,246.15629,7.359E5,3.297E6,2.524,1.762,3.297E6,,
63,2.337E6,0.3888,175.11879,175.11932,1,0.3648,0.4858,175.1192,6.179E5,7.728E7,7.728E7,1,DETECTED,2.337E6,0.3888,175.11879,175.11932,1,-0.0042,0.0377,0.3648,0.4858,175.1192,6.179E5,7.728E7,2.3695,1.9696,7.728E7,1,2
65,2.954E5,0.413,133.06087,133.06107,1,0.3888,0.453,133.06094,6.448E5,1.007E7,1.007E7,,DETECTED,2.954E5,0.413,133.06087,133.06107,1,-0.0099,0.0284,0.3888,0.453,133.06094,6.448E5,1.007E7,1.2148,1.1803,1.007E7,,
66,2.608E5,0.413,134.04488,134.04514,0,0.3888,0.453,134.04492,8.35E5,9.786E6,9.786E6,,DETECTED,2.608E5,0.413,134.04488,134.04514,,,0.0255,0.3888,0.453,134.04492,8.35E5,9.786E6,2.0498,1.7008,9.786E6,,
67,1.768E5,0.413,155.97424,155.97444,0,0.397,0.4692,155.9743,7.274E5,4.991E6,4.991E6,,DETECTED,1.768E5,0.413,155.97424,155.97444,,,0.0364,0.397,0.4692,155.9743,7.274E5,4.991E6,3.1345,2.2568,4.991E6,,
68,1.287E5,0.413,174.9689,174.96924,0,0.397,0.461,174.96899,1.183E6,4.115E6,4.115E6,,DETECTED,1.287E5,0.413,174.9689,174.96924,,,0.0459,0.397,0.461,174.96899,1.183E6,4.115E6,3.0036,2.0018,4.115E6,,
69,8.444E4,0.413,197.00095,197.00116,0,0.397,0.461,197.00104,8.268E5,2.694E6,2.694E6,,DETECTED,8.444E4,0.413,197.00095,197.00116,,,0.0342,0.397,0.461,197.00104,8.268E5,2.694E6,3.0036,2.0018,2.694E6,,
70,7.707E6,0.413,203.05249,203.05295,4,0.3888,0.6208,203.05257,5.082E5,2.648E8,2.648E8,1,DETECTED,7.707E6,0.413,203.05249,203.05295,4,-0.004,0.0231,0.3888,0.6208,203.05257,5.082E5,2.648E8,3.0924,2.1037,2.648E8,1,2
72,8.957E4,0.413,205.05676,205.05702,0,0.397,0.453,205.05686,7.168E5,3.428E6,3.428E6,,DETECTED,8.957E4,0.413,205.05676,205.05702,,,0.0235,0.397,0.453,205.05686,7.168E5,3.428E6,2.4986,1.7493,3.428E6,,
73,5.643E4,0.413,234.99019,234.99078,0,0.397,0.453,234.99044,7.327E5,1.9E6,1.9E6,,DETECTED,5.643E4,0.413,234.99019,234.99078,,,0.0233,0.397,0.453,234.99044,7.327E5,1.9E6,2.4986,1.7493,1.9E6,,
74,2.12E5,0.413,244.07915,244.07954,0,0.397,0.461,244.07925,1.387E6,8.122E6,8.122E6,,DETECTED,2.12E5,0.413,244.07915,244.07954,,,0.0194,0.397,0.461,244.07925,1.387E6,8.122E6,2.8257,2.0018,8.122E6,,
75,1.122E6,0.413,258.10928,258.11041,1,0.3888,0.4942,258.11013,5.951E5,3.804E7,3.804E7,1,DETECTED,1.122E6,0.413,258.10928,258.11041,1,-0.0018,0.0263,0.3888,0.4942,258.11013,5.951E5,3.804E7,2.5683,1.9635,3.804E7,1,2
77,1.005E5,0.413,292.00778,292.0079,0,0.397,0.461,292.00782,6.402E5,2.457E6,2.457E6,,DETECTED,1.005E5,0.413,292.00778,292.0079,,,0.0424,0.397,0.461,292.00782,6.402E5,2.457E6,3.0036,2.0018,2.457E6,,
78,1.923E5,0.413,295.00674,295.01102,0,0.397,0.4692,295.00888,6.961E5,5.262E6,5.262E6,,DETECTED,1.923E5,0.413,295.00674,295.01102,,,0.0366,0.397,0.4692,295.00888,6.961E5,5.262E6,3.0937,2.2568,5.262E6,,
79,4.704E5,0.413,298.06192,298.06262,1,0.397,0.461,298.06199,8.087E5,1.643E7,1.643E7,,DETECTED,4.704E5,0.413,298.06192,298.06262,1,0.022,0.0295,0.397,0.461,298.06199,8.087E5,1.643E7,4.8589,2.9605,1.643E7,,
80,5.046E4,0.413,355.03186,355.03223,0,0.397,0.453,355.03207,5.73E5,1.873E6,1.873E6,,DETECTED,5.046E4,0.413,355.03186,355.03223,,,0.0264,0.397,0.453,355.03207,5.73E5,1.873E6,2.4986,1.7493,1.873E6,,
81,7.355E5,0.413,383.11554,383.11578,1,0.397,0.461,383.11561,2.358E6,3.313E7,3.313E7,1,DETECTED,7.355E5,0.413,383.11554,383.11578,1,0.0107,0.0185,0.397,0.461,383.11561,2.358E6,3.313E7,4.3036,1.814,3.313E7,1,2
83,1.171E5,0.413,638.02551,638.02588,0,0.397,0.461,638.0257,5.002E5,3.008E6,3.008E6,,DETECTED,1.171E5,0.413,638.02551,638.02588,,,0.0417,0.397,0.461,638.0257,5.002E5,3.008E6,5.6101,2.0018,3.008E6,,
84,1.116E5,0.413,639.03168,639.0332,0,0.397,0.461,639.03225,7.606E5,3.814E6,3.814E6,,DETECTED,1.116E5,0.413,639.03168,639.0332,,,0.0219,0.397,0.461,639.03225,7.606E5,3.814E6,5.3871,2.0018,3.814E6,,
85,3.755E5,0.4209,130.05,130.05031,1,0.397,0.4692,130.05003,5.38E5,1.431E7,1.431E7,,DETECTED,3.755E5,0.4209,130.05,130.05031,1,0.0187,0.035,0.397,0.4692,130.05003,5.38E5,1.431E7,1.8342,1.6301,1.431E7,,
86,2.041E6,0.4209,148.06046,148.06082,2,0.397,0.4858,148.06049,5.419E5,7.918E7,7.918E7,,DETECTED,2.041E6,0.4209,148.06046,148.06082,2,-0.0041,0.0346,0.397,0.4858,148.06049,5.419E5,7.918E7,1.6068,1.5022,7.918E7,,
87,1.163E5,0.4209,162.07608,162.07646,0,0.3727,0.4775,162.07623,5.233E5,2.548E6,2.548E6,,DETECTED,1.163E5,0.4209,162.07608,162.07646,,,0.034,0.3727,0.4775,162.07623,5.233E5,2.548E6,1.1736,1.0868,2.548E6,,
88,9.401E4,0.4209,162.1125,162.1127,0,0.397,0.453,162.11254,5.896E5,3.421E6,3.421E6,,DETECTED,9.401E4,0.4209,162.1125,162.1127,,,0.0261,0.397,0.453,162.11254,5.896E5,3.421E6,1.1166,1.1684,3.421E6,,
89,6.866E4,0.4209,163.06015,163.06026,0,0.405,0.461,163.06021,6.437E5,2.142E6,2.142E6,,DETECTED,6.866E4,0.4209,163.06015,163.06026,,,0.0311,0.405,0.461,163.06021,6.437E5,2.142E6,2.5239,1.762,2.142E6,,
90,4.512E5,0.4209,166.05333,166.05357,1,0.405,0.461,166.05336,1.02E6,1.921E7,1.921E7,,DETECTED,4.512E5,0.4209,166.05333,166.05357,1,0.0107,0.0217,0.405,0.461,166.05336,1.02E6,1.921E7,1.7819,1.5153,1.921E7,,
91,5.115E4,0.4209,167.97369,167.97411,0,0.397,0.461,167.97401,6.291E5,1.24E6,1.24E6,,DETECTED,5.115E4,0.4209,167.97369,167.97411,,,0.0494,0.397,0.461,167.97401,6.291E5,1.24E6,1.6742,1.3371,1.24E6,,
93,1.535E5,0.4209,200.04417,200.04457,0,0.397,0.461,200.04425,1.046E6,4.245E6,4.245E6,,DETECTED,1.535E5,0.4209,200.04417,200.04457,,,0.0355,0.397,0.461,200.04425,1.046E6,4.245E6,1.6742,1.3371,4.245E6,,
94,1.352E5,0.4209,266.99771,266.99811,0,0.397,0.4692,266.99784,6.15E5,3.346E6,3.346E6,,DETECTED,1.352E5,0.4209,266.99771,266.99811,,,0.049,0.397,0.4692,266.99784,6.15E5,3.346E6,2.8354,1.5074,3.346E6,,
95,1.307E5,0.4209,275.99265,275.99295,0,0.397,0.4775,275.99277,5.302E5,2.566E6,2.566E6,,DETECTED,1.307E5,0.4209,275.99265,275.99295,,,0.0517,0.397,0.4775,275.99277,5.302E5,2.566E6,2.3598,1.6799,2.566E6,,
96,1.336E5,0.4209,285.00806,285.00864,0,0.397,0.4692,285.00835,5.091E5,3.587E6,3.587E6,,DETECTED,1.336E5,0.4209,285.00806,285.00864,,,0.0474,0.397,0.4692,285.00835,5.091E5,3.587E6,2.4742,1.5074,3.587E6,,
97,6.802E5,0.4209,290.07562,290.07593,1,0.397,0.461,290.07575,1.023E6,2.227E7,2.227E7,,DETECTED,6.802E5,0.4209,290.07562,290.07593,1,0.005,0.0501,0.397,0.461,290.07575,1.023E6,2.227E7,2.1052,1.7652,2.227E7,,
98,1.697E6,0.4209,294.00302,294.00336,1,0.397,0.4942,294.0031,6.352E5,4.076E7,4.076E7,,DETECTED,1.697E6,0.4209,294.00302,294.00336,1,0.0016,0.0416,0.397,0.4942,294.0031,6.352E5,4.076E7,1.8638,1.5182,4.076E7,,
99,9.994E4,0.4209,327.01883,327.01913,0,0.397,0.461,327.01895,5.222E5,2.754E6,2.754E6,,DETECTED,9.994E4,0.4209,327.01883,327.01913,,,0.0419,0.397,0.461,327.01895,5.222E5,2.754E6,2.3436,1.3371,2.754E6,,
100,3.862E4,0.4209,343.12292,343.12363,0,0.397,0.453,343.1233,5.132E5,1.235E6,1.235E6,,DETECTED,3.862E4,0.4209,343.12292,343.12363,,,0.0359,0.397,0.453,343.1233,5.132E5,1.235E6,1.3368,1.1684,1.235E6,,
101,4.211E5,0.4209,387.03949,387.03995,1,0.397,0.4775,387.03967,1.131E6,9.322E6,9.322E6,,DETECTED,4.211E5,0.4209,387.03949,387.03995,1,0.0267,0.0496,0.397,0.4775,387.03967,1.131E6,9.322E6,2.9695,1.6799,9.322E6,,
102,2.288E5,0.4209,403.05475,403.05524,0,0.397,0.4692,403.055,7.675E5,5.671E6,5.671E6,,DETECTED,2.288E5,0.4209,403.05475,403.05524,,,0.0404,0.397,0.4692,403.055,7.675E5,5.671E6,1.7239,1.5074,5.671E6,,
