id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:area,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:rt,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:mz,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:height,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:charge,datafile:20250402_PMA_tp24_solanum_qc_00.mzML:isotopes
41,1.327E5,0.3692,141.05089,141.05107,0,0.3375,0.3929,141.05092,6.741E5,4.653E6,4.653E6,,DETECTED,1.327E5,0.3692,141.05089,141.05107,,,0.0304,0.3375,0.3929,141.05092,6.741E5,4.653E6,0.9673,0.8758,4.653E6,,
42,4.516E5,0.3692,143.99693,143.99716,0,0.3206,0.4009,143.99699,5.41E5,1.572E7,1.572E7,,DETECTED,4.516E5,0.3692,143.99693,143.99716,,,0.0288,0.3206,0.4009,143.99699,5.41E5,1.572E7,0.7457,0.8743,1.572E7,,
43,8.699E4,0.3692,151.02272,151.02318,0,0.3375,0.3929,151.02298,7.39E5,3.184E6,3.184E6,,DETECTED,8.699E4,0.3692,151.02272,151.02318,,,0.0241,0.3375,0.3929,151.02298,7.39E5,3.184E6,0.7517,0.8758,3.184E6,,
44,2.011E5,0.3692,151.0257,151.02785,0,0.3375,0.3929,151.02664,1.373E6,7.801E6,7.801E6,,DETECTED,2.011E5,0.3692,151.0257,151.02785,,-0.0277,0.0279,0.3375,0.3929,151.02664,1.373E6,7.801E6,0.5269,0.8758,7.801E6,,
45,3.457E7,0.3692,151.03519,151.03569,2,0.3291,0.4645,151.03534,7.63E5,1.153E9,1.153E9,,DETECTED,3.457E7,0.3692,151.03519,151.03569,2,-0.0277,0.0344,0.3291,0.4645,151.03534,7.63E5,1.153E9,0.8264,0.8894,1.153E9,,
46,2.176E5,0.3692,151.04288,151.04518,0,0.3375,0.3929,151.04463,1.642E6,7.652E6,7.652E6,,DETECTED,2.176E5,0.3692,151.04288,151.04518,,-0.0277,0.0342,0.3375,0.3929,151.04463,1.642E6,7.652E6,0.7517,0.8758,7.652E6,,
47,5.438E6,0.3692,152.03569,152.03679,0,0.3291,0.4169,152.03666,8.574E5,1.893E8,1.893E8,,DETECTED,5.438E6,0.3692,152.03569,152.03679,,,0.0309,0.3291,0.4169,152.03666,8.574E5,1.893E8,0.8147,0.8857,1.893E8,,
48,5.444E6,0.3692,153.03282,153.03325,0,0.3291,0.4248,153.03286,6.472E5,1.824E8,1.824E8,1,DETECTED,5.444E6,0.3692,153.03282,153.03325,,,0.0353,0.3291,0.4248,153.03286,6.472E5,1.824E8,0.827,0.8885,1.824E8,1,2
49,2.802E5,0.3692,153.03882,153.03961,0,0.3375,0.3929,153.03889,1.84E6,9.694E6,9.694E6,,DETECTED,2.802E5,0.3692,153.03882,153.03961,,,0.0324,0.3375,0.3929,153.03889,1.84E6,9.694E6,0.9375,0.8758,9.694E6,,
51,2.134E5,0.3692,164.06686,164.06715,0,0.3375,0.3929,164.06693,1.121E6,7.701E6,7.701E6,,DETECTED,2.134E5,0.3692,164.06686,164.06715,,,0.0327,0.3375,0.3929,164.06693,1.121E6,7.701E6,0.9559,0.8758,7.701E6,,
52,7.968E4,0.3692,170.04606,170.047,0,0.3375,0.3929,170.04693,5.874E5,2.441E6,2.441E6,,DETECTED,7.968E4,0.3692,170.04606,170.047,,,0.0282,0.3375,0.3929,170.04693,5.874E5,2.441E6,0.7517,0.8758,2.441E6,,
53,1.054E5,0.3692,171.04337,171.04369,0,0.3375,0.3929,171.04346,6.61E5,3.885E6,3.885E6,,DETECTED,1.054E5,0.3692,171.04337,171.04369,,,0.0305,0.3375,0.3929,171.04346,6.61E5,3.885E6,0.9498,0.8758,3.885E6,,
54,8.777E4,0.3692,174.02481,174.02502,0,0.3375,0.3929,174.02489,5.364E5,3.103E6,3.103E6,,DETECTED,8.777E4,0.3692,174.02481,174.02502,,,0.0297,0.3375,0.3929,174.02489,5.364E5,3.103E6,0.9445,0.8758,3.103E6,,
55,2.126E5,0.3692,181.98816,181.98877,0,0.3375,0.3929,181.98824,1.391E6,7.529E6,7.529E6,,DETECTED,2.126E5,0.3692,181.98816,181.98877,,,0.0289,0.3375,0.3929,181.98824,1.391E6,7.529E6,0.9284,0.8758,7.529E6,,
56,4.277E5,0.3692,182.96213,182.96228,1,0.3375,0.3929,182.96215,1.617E6,1.546E7,1.546E7,,DETECTED,4.277E5,0.3692,182.96213,182.96228,1,0.0129,0.0382,0.3375,0.3929,182.96215,1.617E6,1.546E7,0.6341,0.8758,1.546E7,,
57,1.053E5,0.3692,193.06288,193.06306,0,0.3375,0.3929,193.06294,8.663E5,3.696E6,3.696E6,,DETECTED,1.053E5,0.3692,193.06288,193.06306,,,0.0273,0.3375,0.3929,193.06294,8.663E5,3.696E6,0.7517,0.8758,3.696E6,,
58,1.22E5,0.3692,194.05937,194.05965,0,0.3375,0.3929,194.05952,8.248E5,3.705E6,3.705E6,,DETECTED,1.22E5,0.3692,194.05937,194.05965,,,0.0358,0.3375,0.3929,194.05952,8.248E5,3.705E6,0.7517,0.8758,3.705E6,,
59,1.984E5,0.3692,198.93976,198.93994,0,0.3375,0.3929,198.93984,8.51E5,7.631E6,7.631E6,,DETECTED,1.984E5,0.3692,198.93976,198.93994,,,0.0305,0.3375,0.3929,198.93984,8.51E5,7.631E6,0.6464,0.8758,7.631E6,,
60,1.268E6,0.3692,200.97239,200.97321,1,0.3375,0.3929,200.97302,4.61E6,4.783E7,4.783E7,,DETECTED,1.268E6,0.3692,200.97239,200.97321,1,-0.004,0.0303,0.3375,0.3929,200.97302,4.61E6,4.783E7,0.6438,0.7595,4.783E7,,
61,3.043E5,0.3692,201.97369,201.97386,0,0.3375,0.3929,201.97375,9.221E5,1.065E7,1.065E7,,DETECTED,3.043E5,0.3692,201.97369,201.97386,,,0.0384,0.3375,0.3929,201.97375,9.221E5,1.065E7,0.6383,0.7566,1.065E7,,
62,3.138E5,0.3692,202.97043,202.9707,0,0.3375,0.3929,202.97045,1.042E6,1.145E7,1.145E7,,DETECTED,3.138E5,0.3692,202.97043,202.9707,,,0.0537,0.3375,0.3929,202.97045,1.042E6,1.145E7,0.622,0.7567,1.145E7,,
63,1.595E5,0.3692,209.07701,209.07726,0,0.3375,0.3929,209.07713,9.544E5,5.688E6,5.688E6,,DETECTED,1.595E5,0.3692,209.07701,209.07726,,,0.031,0.3375,0.3929,209.07713,9.544E5,5.688E6,0.6761,0.8758,5.688E6,,
64,2.694E5,0.3692,214.00349,214.00491,0,0.3375,0.3929,214.00473,1.15E6,1.024E7,1.024E7,,DETECTED,2.694E5,0.3692,214.00349,214.00491,,,0.0294,0.3375,0.3929,214.00473,1.15E6,1.024E7,0.657,0.8758,1.024E7,,
65,7.493E5,0.3692,216.95073,216.95097,1,0.3375,0.3929,216.95077,3.696E6,2.659E7,2.659E7,,DETECTED,7.493E5,0.3692,216.95073,216.95097,1,0.005,0.0392,0.3375,0.3929,216.95077,3.696E6,2.659E7,0.6513,0.8758,2.659E7,,
66,3.15E6,0.3692,218.98249,218.98392,1,0.3375,0.3929,218.9837,1.451E7,1.105E8,1.105E8,,DETECTED,3.15E6,0.3692,218.98249,218.98392,1,-0.0119,0.0407,0.3375,0.3929,218.9837,1.451E7,1.105E8,0.6476,0.8758,1.105E8,,
67,8.417E5,0.3692,219.9845,219.98466,0,0.3375,0.3929,219.98454,3.458E6,3.057E7,3.057E7,,DETECTED,8.417E5,0.3692,219.9845,219.98466,,,0.0342,0.3375,0.3929,219.98454,3.458E6,3.057E7,0.6432,0.8758,3.057E7,,
68,8.405E5,0.3692,220.98106,220.98128,0,0.3375,0.3929,220.9811,4.114E6,2.984E7,2.984E7,,DETECTED,8.405E5,0.3692,220.98106,220.98128,,,0.0377,0.3375,0.3929,220.9811,4.114E6,2.984E7,0.6467,0.8758,2.984E7,,
69,4.209E6,0.3692,223.98868,223.98947,1,0.3375,0.3929,223.98899,6.915E5,1.61E8,1.61E8,,DETECTED,4.209E6,0.3692,223.98868,223.98947,1,-0.0175,0.0301,0.3375,0.3929,223.98899,6.915E5,1.61E8,0.646,0.7575,1.61E8,,
70,1.106E6,0.3692,224.98854,224.99005,0,0.3375,0.3929,224.98996,3.553E6,4.241E7,4.241E7,,DETECTED,1.106E6,0.3692,224.98854,224.99005,,,0.03,0.3375,0.3929,224.98996,3.553E6,4.241E7,0.6448,0.7568,4.241E7,,
71,1.126E6,0.3692,225.98625,225.9865,0,0.3375,0.3929,225.98631,3.533E6,4.374E7,4.374E7,,DETECTED,1.126E6,0.3692,225.98625,225.9865,,,0.0293,0.3375,0.3929,225.98631,3.533E6,4.374E7,0.6433,0.7563,4.374E7,,
72,1.524E5,0.3692,226.98738,226.98799,0,0.3375,0.3929,226.98762,5.838E5,5.653E6,5.653E6,,DETECTED,1.524E5,0.3692,226.98738,226.98799,,,0.0321,0.3375,0.3929,226.98762,5.838E5,5.653E6,0.6576,0.8758,5.653E6,,
73,2.953E5,0.3692,234.9613,234.9622,0,0.3375,0.3929,234.96143,1.827E6,1.079E7,1.079E7,,DETECTED,2.953E5,0.3692,234.9613,234.9622,,,0.0315,0.3375,0.3929,234.96143,1.827E6,1.079E7,0.6588,0.8758,1.079E7,,
74,3.053E5,0.3692,237.02048,237.02092,0,0.3375,0.3929,237.02076,1.436E6,1.164E7,1.164E7,,DETECTED,3.053E5,0.3692,237.02048,237.02092,,,0.0267,0.3375,0.3929,237.02076,1.436E6,1.164E7,0.6624,0.8758,1.164E7,,
75,1.93E6,0.3692,239.96655,239.96681,1,0.3291,0.3929,239.9666,5.041E5,6.907E7,6.907E7,,DETECTED,1.93E6,0.3692,239.96655,239.96681,1,-0.0062,0.0381,0.3291,0.3929,239.9666,5.041E5,6.907E7,0.6446,0.9045,6.907E7,,
76,2.246E5,0.3692,240.95306,240.95337,0,0.3375,0.3929,240.95324,1.145E6,7.643E6,7.643E6,,DETECTED,2.246E5,0.3692,240.95306,240.95337,,,0.0312,0.3375,0.3929,240.95324,1.145E6,7.643E6,0.518,0.8758,7.643E6,,
77,2.825E5,0.3692,240.96748,240.96776,0,0.3375,0.3929,240.9677,1.17E6,1.069E7,1.069E7,,DETECTED,2.825E5,0.3692,240.96748,240.96776,,,0.0317,0.3375,0.3929,240.9677,1.17E6,1.069E7,0.6463,0.8758,1.069E7,,
78,2.64E5,0.3692,241.96422,241.96439,0,0.3375,0.3929,241.96431,1.046E6,9.633E6,9.633E6,,DETECTED,2.64E5,0.3692,241.96422,241.96439,,,0.0389,0.3375,0.3929,241.96431,1.046E6,9.633E6,0.6359,0.8758,9.633E6,,
79,9.004E6,0.3692,241.99947,241.99979,2,0.3291,0.4009,241.99952,6.626E5,3.174E8,3.174E8,,DETECTED,9.004E6,0.3692,241.99947,241.99979,2,-0.0187,0.0393,0.3291,0.4009,241.99952,6.626E5,3.174E8,0.6477,0.8553,3.174E8,,
80,8.9E4,0.3692,242.95039,242.95081,0,0.3375,0.3929,242.95048,5.699E5,2.809E6,2.809E6,,DETECTED,8.9E4,0.3692,242.95039,242.95081,,,0.0366,0.3375,0.3929,242.95048,5.699E5,2.809E6,0.7517,0.8758,2.809E6,,
81,2.602E6,0.3692,242.99872,243.00093,0,0.3375,0.3929,243.00077,1.116E7,9.104E7,9.104E7,,DETECTED,2.602E6,0.3692,242.99872,243.00093,,,0.0403,0.3375,0.3929,243.00077,1.116E7,9.104E7,0.6506,0.8758,9.104E7,,
82,2.414E6,0.3692,243.99684,243.99709,0,0.3375,0.3929,243.99688,1.019E7,8.346E7,8.346E7,,DETECTED,2.414E6,0.3692,243.99684,243.99709,,,0.042,0.3375,0.3929,243.99688,1.019E7,8.346E7,0.6461,0.8758,8.346E7,,
83,3.601E5,0.3692,244.99814,244.99864,0,0.3375,0.3929,244.9982,1.595E6,1.252E7,1.252E7,,DETECTED,3.601E5,0.3692,244.99814,244.99864,,,0.0415,0.3375,0.3929,244.9982,1.595E6,1.252E7,0.6617,0.8758,1.252E7,,
84,9.448E5,0.3692,257.97708,257.97742,1,0.3375,0.3929,257.97715,5.429E6,3.266E7,3.266E7,,DETECTED,9.448E5,0.3692,257.97708,257.97742,1,-0.0017,0.036,0.3375,0.3929,257.97715,5.429E6,3.266E7,0.6555,0.8758,3.266E7,,
85,1.34E5,0.3692,258.97836,258.9791,0,0.3375,0.3929,258.97879,7.545E5,4.977E6,4.977E6,,DETECTED,1.34E5,0.3692,258.97836,258.9791,,,0.0287,0.3375,0.3929,258.97879,7.545E5,4.977E6,0.6534,0.8758,4.977E6,,
86,1.211E5,0.3692,259.97473,259.97495,0,0.3375,0.3929,259.97481,5.887E5,4.193E6,4.193E6,,DETECTED,1.211E5,0.3692,259.97473,259.97495,,,0.038,0.3375,0.3929,259.97481,5.887E5,4.193E6,0.6526,0.8758,4.193E6,,
87,1.01E7,0.3692,265.0155,265.01743,2,0.3291,0.4009,265.01556,5.526E5,3.72E8,3.72E8,,DETECTED,1.01E7,0.3692,265.0155,265.01743,2,-0.0198,0.0315,0.3291,0.4009,265.01556,5.526E5,3.72E8,0.6517,0.853,3.72E8,,
88,3.187E6,0.3692,266.01419,266.01715,0,0.3375,0.3929,266.01683,1.316E7,1.125E8,1.125E8,,DETECTED,3.187E6,0.3692,266.01419,266.01715,,,0.037,0.3375,0.3929,266.01683,1.316E7,1.125E8,0.6546,0.8758,1.125E8,,
89,2.711E6,0.3692,267.01273,267.01297,0,0.3375,0.3929,267.01277,1.137E7,9.854E7,9.854E7,,DETECTED,2.711E6,0.3692,267.01273,267.01297,,,0.033,0.3375,0.3929,267.01277,1.137E7,9.854E7,0.6539,0.8758,9.854E7,,
90,4.629E5,0.3692,268.01422,268.0144,0,0.3375,0.3929,268.01432,1.972E6,1.649E7,1.649E7,,DETECTED,4.629E5,0.3692,268.01422,268.0144,,,0.0369,0.3375,0.3929,268.01432,1.972E6,1.649E7,0.6552,0.8758,1.649E7,,
91,1.648E5,0.3692,269.00937,269.00983,0,0.3375,0.3929,269.00948,5.984E5,5.376E6,5.376E6,,DETECTED,1.648E5,0.3692,269.00937,269.00983,,,0.0385,0.3375,0.3929,269.00948,5.984E5,5.376E6,0.6401,0.8758,5.376E6,,
92,9.935E4,0.3692,270.94458,270.94543,0,0.3375,0.3929,270.94504,5.858E5,2.96E6,2.96E6,,DETECTED,9.935E4,0.3692,270.94458,270.94543,,,0.0344,0.3375,0.3929,270.94504,5.858E5,2.96E6,0.5373,0.8758,2.96E6,,
93,1.109E6,0.3692,280.99304,280.9939,1,0.3375,0.3929,280.99311,5.311E6,3.977E7,3.977E7,,DETECTED,1.109E6,0.3692,280.99304,280.9939,1,-0.0029,0.0343,0.3375,0.3929,280.99311,5.311E6,3.977E7,0.6534,0.8758,3.977E7,,
