id,area,rt,mz_range:min,mz_range:max,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,fragment_scans,charge,datafile:20250402_PMA_tp24_000028_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000028_01_01.mzML:area,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz,datafile:20250402_PMA_tp24_000028_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000028_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000028_01_01.mzML:height,datafile:20250402_PMA_tp24_000028_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000028_01_01.mzML:charge,datafile:20250402_PMA_tp24_000028_01_01.mzML:isotopes
605,7.097E4,2.797,411.19936,411.20035,2.7375,2.8135,411.19969,5.222E5,2.214E6,2.214E6,0,,DETECTED,7.097E4,2.797,411.19936,411.20035,0.024,2.7375,2.8135,411.19969,5.222E5,2.214E6,0.2759,0.6379,2.214E6,,,,
606,7.202E4,2.8053,447.22232,447.22321,2.7803,2.8461,447.22286,5.94E5,2.479E6,2.479E6,1,,DETECTED,7.202E4,2.8053,447.22232,447.22321,0.0224,2.7803,2.8461,447.22286,5.94E5,2.479E6,1.6378,1.3189,2.479E6,1,0.0098,,
607,2.729E5,2.8053,482.25974,482.26038,2.7632,2.838,482.2599,7.285E5,1.031E7,1.031E7,1,,DETECTED,2.729E5,2.8053,482.25974,482.26038,0.0225,2.7632,2.838,482.2599,7.285E5,1.031E7,0.6659,0.8114,1.031E7,1,-0.0188,,
608,5.102E5,2.8053,487.215,487.21588,2.7632,2.8789,487.21516,5.061E5,2.019E7,2.019E7,1,,DETECTED,5.102E5,2.8053,487.215,487.21588,0.0208,2.7632,2.8789,487.21516,5.061E5,2.019E7,0.9366,0.8758,2.019E7,1,-0.0137,,
609,9.275E5,2.8135,434.2023,434.20285,2.7803,2.8624,434.20238,6.073E5,3.2E7,3.2E7,2,1,DETECTED,9.275E5,2.8135,434.2023,434.20285,0.0268,2.7803,2.8624,434.20238,6.073E5,3.2E7,1.0534,1.1377,3.2E7,2,-0.0197,1,2
611,2.422E5,2.8135,439.15765,439.15805,2.7888,2.8461,439.15775,7.735E5,8.411E6,8.411E6,1,,DETECTED,2.422E5,2.8135,439.15765,439.15805,0.0282,2.7888,2.8461,439.15775,7.735E5,8.411E6,0.9826,1.0309,8.411E6,1,-0.0125,,
612,9.301E4,2.8217,167.10689,167.10699,2.797,2.8542,167.10692,5.927E5,3.187E6,3.187E6,1,,DETECTED,9.301E4,2.8217,167.10689,167.10699,0.0282,2.797,2.8542,167.10692,5.927E5,3.187E6,1.146,1.1579,3.187E6,1,-0.0033,,
613,1.642E5,2.8217,364.19672,364.19711,2.7888,2.8542,364.1968,6.416E5,5.587E6,5.587E6,1,,DETECTED,1.642E5,2.8217,364.19672,364.19711,0.0278,2.7888,2.8542,364.1968,6.416E5,5.587E6,1.031,0.9929,5.587E6,1,-0.0044,,
614,2.354E5,2.8217,369.15216,369.15231,2.7888,2.8542,369.1522,6.37E5,8.205E6,8.205E6,1,,DETECTED,2.354E5,2.8217,369.15216,369.15231,0.0273,2.7888,2.8542,369.1522,6.37E5,8.205E6,1.0415,1.1395,8.205E6,1,-0.0115,,
615,1.217E5,2.8299,233.11743,233.11821,2.7632,2.9121,233.11754,5.069E5,1.378E6,1.378E6,0,,DETECTED,1.217E5,2.8299,233.11743,233.11821,0.0756,2.7632,2.9121,233.11754,5.069E5,1.378E6,1.2324,1.1162,1.378E6,,,,
616,9.724E4,2.8299,241.1048,241.10498,2.797,2.8706,241.10487,5.958E5,2.801E6,2.801E6,0,,DETECTED,9.724E4,2.8299,241.1048,241.10498,0.0293,2.797,2.8706,241.10487,5.958E5,2.801E6,1.2386,1.1193,2.801E6,,,,
617,2.731E5,2.8299,285.16977,285.17075,2.7803,2.8789,285.16985,5.202E5,8.304E6,8.304E6,1,,DETECTED,2.731E5,2.8299,285.16977,285.17075,0.0229,2.7803,2.8789,285.16985,5.202E5,8.304E6,0.8626,0.9915,8.304E6,1,-0.002,,
618,1.377E5,2.8299,371.16482,371.16895,2.8053,2.8706,371.16785,5.408E5,5.297E6,5.297E6,1,,DETECTED,1.377E5,2.8299,371.16482,371.16895,0.0233,2.8053,2.8706,371.16785,5.408E5,5.297E6,1.7775,1.3262,5.297E6,1,0.0179,,
619,5.713E4,2.8299,391.15002,391.15149,2.797,2.8624,391.15048,5.911E5,1.427E6,1.427E6,0,,DETECTED,5.713E4,2.8299,391.15002,391.15149,0.0444,2.797,2.8624,391.15048,5.911E5,1.427E6,0.9882,0.9941,1.427E6,,,,
620,3.915E5,2.8299,520.33282,520.33852,2.8053,2.8872,520.3329,5.235E5,1.618E7,1.618E7,1,,DETECTED,3.915E5,2.8299,520.33282,520.33852,0.0211,2.8053,2.8872,520.3329,5.235E5,1.618E7,1.9417,1.7043,1.618E7,1,-0.0043,,
621,4.127E5,2.8299,644.31262,644.31335,2.8053,2.8789,644.31281,7.625E5,1.548E7,1.548E7,1,,DETECTED,4.127E5,2.8299,644.31262,644.31335,0.0234,2.8053,2.8789,644.31281,7.625E5,1.548E7,2.0809,1.7191,1.548E7,1,-0.0032,,
622,1.828E5,2.8299,649.26831,649.26874,2.8135,2.8706,649.26847,7.492E5,7.022E6,7.022E6,1,,DETECTED,1.828E5,2.8299,649.26831,649.26874,0.0239,2.8135,2.8706,649.26847,7.492E5,7.022E6,2,1.738,7.022E6,1,0.005,,
623,8.294E4,2.838,248.12825,248.12862,2.7803,2.8624,248.12837,5.571E5,2.069E6,2.069E6,0,,DETECTED,8.294E4,2.838,248.12825,248.12862,0.0264,2.7803,2.8624,248.12837,5.571E5,2.069E6,0.4216,0.7108,2.069E6,,,,
624,4.105E5,2.8461,153.12759,153.12776,2.7888,2.8954,153.12764,5.072E5,1.239E7,1.239E7,2,,DETECTED,4.105E5,2.8461,153.12759,153.12776,0.0322,2.7888,2.8954,153.12764,5.072E5,1.239E7,0.82,1.3165,1.239E7,2,-0.0042,,
625,9.216E4,2.8461,297.16989,297.17007,2.8217,2.8789,297.16993,6.183E5,3.183E6,3.183E6,1,,DETECTED,9.216E4,2.8461,297.16989,297.17007,0.0287,2.8217,2.8789,297.16993,6.183E5,3.183E6,1.8195,1.1725,3.183E6,1,0.0109,,
626,1.364E5,2.8461,315.18045,315.18057,2.8217,2.8789,315.18051,7.294E5,5.229E6,5.229E6,1,,DETECTED,1.364E5,2.8461,315.18045,315.18057,0.0263,2.8217,2.8789,315.18051,7.294E5,5.229E6,1.0476,1.1725,5.229E6,1,0.005,,
627,4.679E5,2.8461,350.21753,350.21777,2.8217,2.8872,350.2176,8.379E5,1.787E7,1.787E7,1,,DETECTED,4.679E5,2.8461,350.21753,350.21777,0.0283,2.8217,2.8872,350.2176,8.379E5,1.787E7,1.0413,1.1658,1.787E7,1,-0.0101,,
628,2.051E6,2.8461,355.1727,355.17316,2.8135,2.9121,355.17276,7.797E5,6.65E7,6.65E7,2,1,DETECTED,2.051E6,2.8461,355.1727,355.17316,0.0296,2.8135,2.9121,355.17276,7.797E5,6.65E7,1.5374,1.3674,6.65E7,2,-0.0123,1,2
630,2.185E5,2.8461,371.14697,371.14749,2.8217,2.8872,371.14716,7.484E5,7.162E6,7.162E6,1,,DETECTED,2.185E5,2.8461,371.14697,371.14749,0.0302,2.8217,2.8872,371.14716,7.484E5,7.162E6,1.8251,1.3425,7.162E6,1,-0.0019,,
631,2.338E5,2.8461,378.24869,378.24887,2.8217,2.8872,378.24875,9.391E5,7.009E6,7.009E6,1,,DETECTED,2.338E5,2.8461,378.24869,378.24887,0.0344,2.8217,2.8872,378.24875,9.391E5,7.009E6,1.403,1.3425,7.009E6,1,-0.0031,,
632,7.771E5,2.8542,135.11705,135.1172,2.7803,2.9037,135.11708,5.381E5,2.194E7,2.194E7,3,,DETECTED,7.771E5,2.8542,135.11705,135.1172,0.0322,2.7803,2.9037,135.11708,5.381E5,2.194E7,0.5456,1.0119,2.194E7,3,-0.0522,,
633,1.902E5,2.8542,207.13818,207.13841,2.8135,2.9372,207.13825,5.044E5,4.303E6,4.303E6,1,,DETECTED,1.902E5,2.8542,207.13818,207.13841,0.0344,2.8135,2.9372,207.13825,5.044E5,4.303E6,1.8461,1.5163,4.303E6,1,0.0016,,
634,1.307E5,2.8624,163.11194,163.11249,2.8299,2.9121,163.112,5.346E5,3.899E6,3.899E6,1,,DETECTED,1.307E5,2.8624,163.11194,163.11249,0.0277,2.8299,2.9121,163.112,5.346E5,3.899E6,1.913,1.2655,3.899E6,1,-0.002,,
635,5.56E5,2.8624,181.12248,181.12268,2.838,2.9121,181.12257,1.37E6,1.837E7,1.837E7,2,1,DETECTED,5.56E5,2.8624,181.12248,181.12268,0.027,2.838,2.9121,181.12257,1.37E6,1.837E7,1.677,1.5948,1.837E7,2,-0.0124,1,2
637,1.77E5,2.8624,189.12759,189.12785,2.8217,2.8954,189.12766,7.326E5,5.979E6,5.979E6,1,,DETECTED,1.77E5,2.8624,189.12759,189.12785,0.0247,2.8217,2.8954,189.12766,7.326E5,5.979E6,0.7642,0.9066,5.979E6,1,-0.0043,,
638,5.577E5,2.8624,250.14386,250.14421,2.6428,3.1274,250.14404,5.584E5,1.92E6,1.92E6,1,,DETECTED,5.577E5,2.8624,250.14386,250.14421,0.3102,2.6428,3.1274,250.14404,5.584E5,1.92E6,1.2067,1.1033,1.92E6,1,0.113,,
639,3.09E5,2.8624,898.47986,898.48109,2.838,2.8954,898.47997,9.779E5,1.253E7,1.253E7,1,,DETECTED,3.09E5,2.8624,898.47986,898.48109,0.0227,2.838,2.8954,898.47997,9.779E5,1.253E7,0.9565,1.052,1.253E7,1,-0.0101,,
640,4.546E5,2.8706,134.06027,134.06041,2.8461,2.9121,134.06036,9.173E5,1.648E7,1.648E7,2,,DETECTED,4.546E5,2.8706,134.06027,134.06041,0.0356,2.8461,2.9121,134.06036,9.173E5,1.648E7,1.501,1.187,1.648E7,2,-0.0114,,
641,1.333E5,2.8706,382.11322,382.11346,2.8461,2.9037,382.11331,6.532E5,5.225E6,5.225E6,1,,DETECTED,1.333E5,2.8706,382.11322,382.11346,0.0277,2.8461,2.9037,382.11331,6.532E5,5.225E6,1.4623,1.1761,5.225E6,1,-0.0032,,
642,1.046E5,2.8706,404.09512,404.09586,2.8461,2.9037,404.0955,5.341E5,4.067E6,4.067E6,1,,DETECTED,1.046E5,2.8706,404.09512,404.09586,0.0288,2.8461,2.9037,404.0955,5.341E5,4.067E6,1.4886,1.1761,4.067E6,1,0.0039,,
643,1.181E5,2.8789,177.0549,177.05504,2.8542,2.9121,177.05498,6.694E5,4.144E6,4.144E6,1,,DETECTED,1.181E5,2.8789,177.0549,177.05504,0.027,2.8542,2.9121,177.05498,6.694E5,4.144E6,1.1478,1.1714,4.144E6,1,-0.0033,,
644,1.178E5,2.8872,403.2305,403.2308,2.8624,2.9206,403.23057,7.851E5,4.206E6,4.206E6,1,,DETECTED,1.178E5,2.8872,403.2305,403.2308,0.0274,2.8624,2.9206,403.23057,7.851E5,4.206E6,1.0898,1.1703,4.206E6,1,-0.0022,,
645,6.81E5,2.8954,303.05008,303.05038,2.8706,2.9372,303.05018,1.228E6,2.619E7,2.619E7,2,,DETECTED,6.81E5,2.8954,303.05008,303.05038,0.0251,2.8706,2.9372,303.05018,1.228E6,2.619E7,1.0225,1.1646,2.619E7,2,-0.0126,,
646,5.611E4,2.8954,364.19693,364.19724,2.8624,2.9206,364.19707,5.327E5,1.608E6,1.608E6,0,,DETECTED,5.611E4,2.8954,364.19693,364.19724,0.0348,2.8624,2.9206,364.19707,5.327E5,1.608E6,0.7604,0.8802,1.608E6,,,,
647,5.942E5,2.8954,611.16034,611.16119,2.8706,2.9372,611.16089,8.172E5,2.44E7,2.44E7,2,1,DETECTED,5.942E5,2.8954,611.16034,611.16119,0.0302,2.8706,2.9372,611.16089,8.172E5,2.44E7,1.36,1.1196,2.44E7,2,-0.0115,1,2
649,1.497E5,2.8954,633.14313,633.14349,2.8706,2.9289,633.1433,5.31E5,6.198E6,6.198E6,1,,DETECTED,1.497E5,2.8954,633.14313,633.14349,0.0291,2.8706,2.9289,633.1433,5.31E5,6.198E6,0.9758,1.0519,6.198E6,1,-0.0043,,
650,5.257E5,2.9037,462.27243,462.27353,2.8789,2.995,462.27315,5.5E5,1.918E7,1.918E7,2,1,DETECTED,5.257E5,2.9037,462.27243,462.27353,0.0286,2.8789,2.995,462.27315,5.5E5,1.918E7,1.7126,1.3761,1.918E7,2,-0.0115,1,2
652,6.997E4,2.9289,163.11195,163.11249,2.9121,2.9703,163.11205,5.535E5,2.451E6,2.451E6,0,,DETECTED,6.997E4,2.9289,163.11195,163.11249,0.0238,2.9121,2.9703,163.11205,5.535E5,2.451E6,2.4689,1.7344,2.451E6,,,,
653,8.221E4,2.9289,233.11754,233.11769,2.9121,2.995,233.11762,5.308E5,1.621E6,1.621E6,1,,DETECTED,8.221E4,2.9289,233.11754,233.11769,0.0878,2.9121,2.995,233.11762,5.308E5,1.621E6,3.9398,2.4699,1.621E6,1,0.0227,,
654,4.496E4,2.9289,314.13879,314.13907,2.8872,2.9537,314.13893,5.478E5,1.13E6,1.13E6,0,,DETECTED,4.496E4,2.9289,314.13879,314.13907,0.0497,2.8872,2.9537,314.13893,5.478E5,1.13E6,0.596,0.798,1.13E6,,,,
655,3.478E5,2.9289,610.271,610.27286,2.8789,2.9867,610.27112,5.289E5,9.194E6,9.194E6,2,1,DETECTED,3.478E5,2.9289,610.271,610.27286,0.0335,2.8789,2.9867,610.27112,5.289E5,9.194E6,1.2705,1.0568,9.194E6,2,-0.0044,1,2
657,7.664E4,2.9372,472.276,472.27618,2.9121,2.9703,472.27609,5.935E5,2.569E6,2.569E6,1,,DETECTED,7.664E4,2.9372,472.276,472.27618,0.0316,2.9121,2.9703,472.27609,5.935E5,2.569E6,1.3246,1.1623,2.569E6,1,0.005,,
658,7.206E4,2.9372,477.23123,477.23184,2.9121,2.9703,477.23135,5.958E5,2.372E6,2.372E6,1,,DETECTED,7.206E4,2.9372,477.23123,477.23184,0.0298,2.9121,2.9703,477.23135,5.958E5,2.372E6,1.3246,1.1623,2.372E6,1,0.0062,,
659,3.051E5,2.9372,564.35907,564.35944,2.9121,2.9867,564.35925,5.423E5,1.207E7,1.207E7,1,,DETECTED,3.051E5,2.9372,564.35907,564.35944,0.0241,2.9121,2.9867,564.35925,5.423E5,1.207E7,1.8782,1.6885,1.207E7,1,-0.0044,,
660,9.778E4,2.9372,615.22601,615.22681,2.9121,2.9785,615.22664,5.269E5,2.579E6,2.579E6,1,,DETECTED,9.778E4,2.9372,615.22601,615.22681,0.0372,2.9121,2.9785,615.22664,5.269E5,2.579E6,1.6531,1.3266,2.579E6,1,0.0016,,
661,1.629E5,2.9372,868.50487,868.50653,2.9037,2.9703,868.50604,5.508E5,5.338E6,5.338E6,1,,DETECTED,1.629E5,2.9372,868.50487,868.50653,0.0322,2.9037,2.9703,868.50604,5.508E5,5.338E6,1.3136,0.9959,5.338E6,1,-0.0033,,
663,1.418E5,2.9454,212.16469,212.16499,2.9206,2.9867,212.16479,7.194E5,4.426E6,4.426E6,1,,DETECTED,1.418E5,2.9454,212.16469,212.16499,0.0299,2.9206,2.9867,212.16479,7.194E5,4.426E6,1.4941,1.3325,4.426E6,1,-0.0043,,
664,4.424E5,2.9454,882.48415,882.48529,2.9206,3.0278,882.48471,6.939E5,1.68E7,1.68E7,2,1,DETECTED,4.424E5,2.9454,882.48415,882.48529,0.0245,2.9206,3.0278,882.48471,6.939E5,1.68E7,1.3545,1.9747,1.68E7,2,-0.0104,1,2
666,5.414E5,2.9454,884.49854,884.50116,2.8789,2.9867,884.49942,6.431E5,1.733E7,1.733E7,2,1,DETECTED,5.414E5,2.9454,884.49854,884.50116,0.0265,2.8789,2.9867,884.49942,6.431E5,1.733E7,0.9896,0.8637,1.733E7,2,-0.0187,1,2
668,2.83E5,2.9621,363.15515,363.15558,2.9372,3.0032,363.15529,6.521E5,1.019E7,1.019E7,1,,DETECTED,2.83E5,2.9621,363.15515,363.15558,0.0255,2.9372,3.0032,363.15529,6.521E5,1.019E7,1.8511,1.4768,1.019E7,1,-0.0045,,
669,1.873E6,2.9785,374.14462,374.14487,2.9537,3.0446,374.14467,5.098E5,7.387E7,7.387E7,2,,DETECTED,1.873E6,2.9785,374.14462,374.14487,0.023,2.9537,3.0446,374.14467,5.098E5,7.387E7,1.7769,1.1731,7.387E7,2,-0.0126,,
670,3.812E5,2.9785,379.09985,379.10019,2.9537,3.0195,379.10003,8.108E5,1.577E7,1.577E7,1,,DETECTED,3.812E5,2.9785,379.09985,379.10019,0.0227,2.9537,3.0195,379.10003,8.108E5,1.577E7,1.606,1.4522,1.577E7,1,-0.0103,,
671,1.055E5,2.9867,191.1432,191.14354,2.9454,3.0361,191.14331,5.048E5,2.367E6,2.367E6,1,,DETECTED,1.055E5,2.9867,191.1432,191.14354,0.0349,2.9454,3.0361,191.14331,5.048E5,2.367E6,1.1946,1.0973,2.367E6,1,0.0061,,
672,1.466E5,2.9867,411.19925,411.1998,2.9621,3.0446,411.19943,5.813E5,3.981E6,3.981E6,1,,DETECTED,1.466E5,2.9867,411.19925,411.1998,0.0307,2.9621,3.0446,411.19943,5.813E5,3.981E6,3.9154,1.6722,3.981E6,1,-0.002,,
673,9.279E4,2.995,239.12791,239.12829,2.9703,3.0532,239.12801,5.573E5,1.994E6,1.994E6,0,,DETECTED,9.279E4,2.995,239.12791,239.12829,0.0549,2.9703,3.0532,239.12801,5.573E5,1.994E6,2.3571,1.6785,1.994E6,,,,
674,7.622E4,3.0032,277.2164,277.21691,2.9372,3.0278,277.21656,5.087E5,1.381E6,1.381E6,0,,DETECTED,7.622E4,3.0032,277.2164,277.21691,0.0462,2.9372,3.0278,277.21656,5.087E5,1.381E6,0.3722,0.6861,1.381E6,,,,
675,1.207E5,3.0032,282.11255,282.11285,2.9785,3.0361,282.11265,6.234E5,5.276E6,5.276E6,1,,DETECTED,1.207E5,3.0032,282.11255,282.11285,0.0214,2.9785,3.0361,282.11265,6.234E5,5.276E6,1.4529,1.1682,5.276E6,1,-0.002,,
676,2.402E5,3.0113,183.17456,183.1748,2.9454,3.1023,183.17467,7.143E5,3.097E6,3.097E6,2,,DETECTED,2.402E5,3.0113,183.17456,183.1748,0.0677,2.9454,3.1023,183.17467,7.143E5,3.097E6,1.3801,1.19,3.097E6,2,-0.0196,,
677,9.791E4,3.0113,201.18504,201.18526,2.9454,3.0532,201.18514,5.932E5,2.01E6,2.01E6,0,,DETECTED,9.791E4,3.0113,201.18504,201.18526,0.0293,2.9454,3.0532,201.18514,5.932E5,2.01E6,0.6342,0.8171,2.01E6,,,,
678,1.71E5,3.0113,355.17276,355.17316,2.9703,3.0532,355.17288,6.3E5,5.437E6,5.437E6,1,,DETECTED,1.71E5,3.0113,355.17276,355.17316,0.0287,2.9703,3.0532,355.17288,6.3E5,5.437E6,0.9149,1.0097,5.437E6,1,0.0039,,
679,3.376E5,3.0113,381.24798,381.24869,2.9372,3.1107,381.24837,6.71E5,4.823E6,4.823E6,2,,DETECTED,3.376E5,3.0113,381.24798,381.24869,0.1008,2.9372,3.1107,381.24837,6.71E5,4.823E6,1.4134,1.1695,4.823E6,2,-0.0207,,
680,7.902E5,3.0113,403.23004,403.23074,2.9372,3.1107,403.23035,8.215E5,1.342E7,1.342E7,4,1,DETECTED,7.902E5,3.0113,403.23004,403.23074,0.0311,2.9372,3.1107,403.23035,8.215E5,1.342E7,1.4443,1.2204,1.342E7,4,-0.0526,1,2
682,7.031E4,3.0113,426.30643,426.30682,2.9703,3.0532,426.30656,6.935E5,1.492E6,1.492E6,0,,DETECTED,7.031E4,3.0113,426.30643,426.30682,0.0667,2.9703,3.0532,426.30656,6.935E5,1.492E6,1.0193,1.0097,1.492E6,,,,
683,6.899E5,3.0113,506.29892,506.29977,2.9867,3.1107,506.29917,5.741E5,2.618E7,2.618E7,2,1,DETECTED,6.899E5,3.0113,506.29892,506.29977,0.0257,2.9867,3.1107,506.29917,5.741E5,2.618E7,1.5232,1.2991,2.618E7,2,-0.0113,1,2
685,3.677E5,3.0113,868.50487,868.50732,2.9785,3.0446,868.50593,1.469E6,1.258E7,1.258E7,1,1,DETECTED,3.677E5,3.0113,868.50487,868.50732,0.0281,2.9785,3.0446,868.50593,1.469E6,1.258E7,1.0116,1.0071,1.258E7,1,-0.0125,1,3
687,4.746E4,3.0195,207.13814,207.13835,2.9867,3.0446,207.13824,5.623E5,1.437E6,1.437E6,0,,DETECTED,4.746E4,3.0195,207.13814,207.13835,0.0325,2.9867,3.0446,207.13824,5.623E5,1.437E6,0.7667,0.8833,1.437E6,,,,
688,1.142E5,3.0195,217.12086,217.12294,2.9867,3.0446,217.1227,6.477E5,4.287E6,4.287E6,1,,DETECTED,1.142E5,3.0195,217.12086,217.12294,0.0248,2.9867,3.0446,217.1227,6.477E5,4.287E6,0.9575,0.8833,4.287E6,1,-0.002,,
689,1.39E5,3.0195,253.14357,253.14375,2.9867,3.0532,253.14365,5.302E5,5.196E6,5.196E6,1,,DETECTED,1.39E5,3.0195,253.14357,253.14375,0.0236,2.9867,3.0532,253.14365,5.302E5,5.196E6,0.9633,1.0139,5.196E6,1,-0.0031,,
690,1.833E5,3.0195,289.16461,289.16504,2.9785,3.0532,289.16475,5.573E5,6.561E6,6.561E6,1,,DETECTED,1.833E5,3.0195,289.16461,289.16504,0.0249,2.9785,3.0532,289.16475,5.573E5,6.561E6,0.7643,0.8699,6.561E6,1,-0.0054,,
691,3.475E5,3.0195,468.24402,468.24472,2.9785,3.0532,468.24425,8.88E5,1.292E7,1.292E7,2,1,DETECTED,3.475E5,3.0195,468.24402,468.24472,0.0229,2.9785,3.0532,468.24425,8.88E5,1.292E7,0.6844,0.8226,1.292E7,2,-0.0124,1,2
693,3.044E5,3.0195,473.19943,473.20058,2.9785,3.0532,473.19956,8.255E5,1.036E7,1.036E7,2,,DETECTED,3.044E5,3.0195,473.19943,473.20058,0.0271,2.9785,3.0532,473.19956,8.255E5,1.036E7,0.7057,0.8302,1.036E7,2,-0.0113,,
694,1.153E5,3.0195,610.27075,610.27286,2.9867,3.0777,610.27097,5.289E5,2.931E6,2.931E6,1,,DETECTED,1.153E5,3.0195,610.27075,610.27286,0.0285,2.9867,3.0777,610.27097,5.289E5,2.931E6,1.7786,1.3893,2.931E6,1,0.0016,,
695,2.247E5,3.0278,259.09677,259.09711,2.8461,3.1107,259.09695,5.709E5,2.111E6,2.111E6,0,,DETECTED,2.247E5,3.0278,259.09677,259.09711,0.0392,2.8461,3.1107,259.09695,5.709E5,2.111E6,0.4564,0.7282,2.111E6,,,,
696,6.373E4,3.0278,264.15952,264.15982,2.9867,3.0532,264.15975,5.256E5,1.981E6,1.981E6,0,,DETECTED,6.373E4,3.0278,264.15952,264.15982,0.0247,2.9867,3.0532,264.15975,5.256E5,1.981E6,0.6189,0.8095,1.981E6,,,,
697,9.642E4,3.0278,441.17371,441.17395,2.9703,3.0532,441.17383,5.344E5,2.328E6,2.328E6,0,,DETECTED,9.642E4,3.0278,441.17371,441.17395,0.0489,2.9703,3.0532,441.17383,5.344E5,2.328E6,0.4419,0.721,2.328E6,,,,
698,2.073E5,3.0361,608.38544,608.39437,3.0113,3.0777,608.3857,5.735E5,8.418E6,8.418E6,1,,DETECTED,2.073E5,3.0361,608.38544,608.39437,0.028,3.0113,3.0777,608.3857,5.735E5,8.418E6,1.4631,1.2574,8.418E6,1,-0.0045,,
699,2.081E5,3.0532,217.1056,217.10768,3.0195,3.1603,217.10745,5.579E5,2.447E6,2.447E6,2,,DETECTED,2.081E5,3.0532,217.1056,217.10768,0.229,3.0195,3.1603,217.10745,5.579E5,2.447E6,3.1829,2.0915,2.447E6,2,-0.0047,,
700,8.817E4,3.0615,394.0954,394.09592,3.0361,3.0941,394.09563,9.422E5,2.618E6,2.618E6,1,,DETECTED,8.817E4,3.0615,394.0954,394.09592,0.0345,3.0361,3.0941,394.09563,9.422E5,2.618E6,1.2831,1.1416,2.618E6,1,-0.0045,,
701,8.084E4,3.0697,411.19936,411.19983,3.0446,3.1107,411.19958,5.092E5,2.357E6,2.357E6,0,,DETECTED,8.084E4,3.0697,411.19936,411.19983,0.029,3.0446,3.1107,411.19958,5.092E5,2.357E6,1.6359,1.318,2.357E6,,,,
702,1.461E5,3.0697,882.48415,882.48547,3.0361,3.1274,882.48508,5.423E5,4.071E6,4.071E6,1,1,DETECTED,1.461E5,3.0697,882.48415,882.48547,0.0293,3.0361,3.1274,882.48508,5.423E5,4.071E6,2.1392,1.3603,4.071E6,1,-0.0115,1,2
704,1.05E5,3.0777,193.12257,193.12277,3.0532,3.119,193.12268,6.65E5,3.047E6,3.047E6,1,,DETECTED,1.05E5,3.0777,193.12257,193.12277,0.0408,3.0532,3.119,193.12268,6.65E5,3.047E6,1.6781,1.3391,3.047E6,1,0.0098,,
705,3.334E5,3.0777,211.13304,211.13332,3.0532,3.1603,211.13313,6.027E5,1.099E7,1.099E7,1,,DETECTED,3.334E5,3.0777,211.13304,211.13332,0.0283,3.0532,3.1603,211.13313,6.027E5,1.099E7,1.3767,1.544,1.099E7,1,-0.0042,,
706,8.463E4,3.0777,267.15936,267.15948,3.0532,3.1107,267.15942,5.357E5,3.305E6,3.305E6,1,,DETECTED,8.463E4,3.0777,267.15936,267.15948,0.0271,3.0532,3.1107,267.15942,5.357E5,3.305E6,1.5267,1.1697,3.305E6,1,0.005,,
707,9.378E5,3.0777,285.16977,285.17075,3.0446,3.1274,285.16987,6.054E5,3.697E7,3.697E7,2,1,DETECTED,9.378E5,3.0777,285.16977,285.17075,0.0247,3.0446,3.1274,285.16987,6.054E5,3.697E7,1.493,1.2391,3.697E7,2,-0.0123,1,2
709,8.632E5,3.0777,482.2598,482.26053,3.0532,3.1852,482.25997,6.362E5,3.262E7,3.262E7,1,1,DETECTED,8.632E5,3.0777,482.2598,482.26053,0.0241,3.0532,3.1852,482.25997,6.362E5,3.262E7,1.5361,1.1824,3.262E7,1,-0.0101,1,2
711,1.523E6,3.0777,487.21497,487.21588,3.0361,3.2852,487.21521,5.04E5,4.497E7,4.497E7,4,1,DETECTED,1.523E6,3.0777,487.21497,487.21588,0.0248,3.0361,3.2852,487.21521,5.04E5,4.497E7,8.1494,1.4105,4.497E7,4,-0.0112,1,2
713,1.474E5,3.0777,503.18851,503.1889,3.0532,3.1107,503.18876,7.65E5,5.737E6,5.737E6,1,,DETECTED,1.474E5,3.0777,503.18851,503.1889,0.0252,3.0532,3.1107,503.18876,7.65E5,5.737E6,1.6141,1.1697,5.737E6,1,-0.0019,,
714,1.829E5,3.0777,510.29114,510.29144,3.0532,3.119,510.29128,5.332E5,6.862E6,6.862E6,1,,DETECTED,1.829E5,3.0777,510.29114,510.29144,0.0279,3.0532,3.119,510.29128,5.332E5,6.862E6,1.732,1.2251,6.862E6,1,-0.0031,,
