id,area,rt,mz_range:min,mz_range:max,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,fragment_scans,charge,datafile:20250402_PMA_tp24_000028_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000028_01_01.mzML:area,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz,datafile:20250402_PMA_tp24_000028_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000028_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000028_01_01.mzML:height,datafile:20250402_PMA_tp24_000028_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000028_01_01.mzML:charge,datafile:20250402_PMA_tp24_000028_01_01.mzML:isotopes
4468,1.776E5,11.5466,1055.64368,1055.6593,11.4909,11.6103,1055.64621,5.209E5,2.792E6,2.792E6,0,1,DETECTED,1.776E5,11.5466,1055.64368,1055.6593,0.0602,11.4909,11.6103,1055.64621,5.209E5,2.792E6,1.0844,1.0723,2.792E6,,,1,2
4470,2.365E5,11.5466,1093.7085,1093.72424,11.4191,11.5863,1093.72021,6.746E5,2.716E6,2.716E6,0,1,DETECTED,2.365E5,11.5466,1093.7085,1093.72424,0.3261,11.4191,11.5863,1093.72021,6.746E5,2.716E6,0.3115,0.6557,2.716E6,,,1,2
4472,2.069E5,11.5466,1428.0957,1428.09753,11.5228,11.6023,1428.09623,6.371E5,4.919E6,4.919E6,1,1,DETECTED,2.069E5,11.5466,1428.0957,1428.09753,0.0404,11.5228,11.6023,1428.09623,6.371E5,4.919E6,2.9708,1.6693,4.919E6,1,0.0209,1,3
4474,3.658E5,11.5466,1450.07739,1450.08008,11.5228,11.6183,1450.07829,5.293E5,8.802E6,8.802E6,1,1,DETECTED,3.658E5,11.5466,1450.07739,1450.08008,0.0399,11.5228,11.6183,1450.07829,5.293E5,8.802E6,3.2134,1.8811,8.802E6,1,0.0061,1,4
4477,7.641E4,11.5545,518.48907,518.49152,11.5307,11.6023,518.49033,6.252E5,1.634E6,1.634E6,0,,DETECTED,7.641E4,11.5545,518.48907,518.49152,0.0506,11.5307,11.6023,518.49033,6.252E5,1.634E6,2.0065,1.5033,1.634E6,,,,
4478,1.402E5,11.5545,759.60834,759.61011,11.5228,11.6103,759.60932,6.025E5,2.877E6,2.877E6,0,,DETECTED,1.402E5,11.5545,759.60834,759.61011,0.0526,11.5228,11.6103,759.60932,6.025E5,2.877E6,1.7564,1.3782,2.877E6,,,,
4479,2.274E5,11.5625,938.53615,938.54211,11.4989,11.6742,938.53949,5.691E5,2.288E6,2.288E6,0,1,DETECTED,2.274E5,11.5625,938.53615,938.54211,0.096,11.4989,11.6742,938.53949,5.691E5,2.288E6,1.7582,1.3791,2.288E6,,,1,2
4482,1.953E5,11.5625,1034.71582,1034.7207,11.4989,11.6103,1034.7173,5.263E5,3.44E6,3.44E6,0,1,DETECTED,1.953E5,11.5625,1034.71582,1034.7207,0.0926,11.4989,11.6103,1034.7173,5.263E5,3.44E6,0.7791,0.8762,3.44E6,,,1,2
4486,3.365E6,11.5704,124.08711,124.08723,11.483,11.6742,124.08717,5.91E6,2.864E7,2.864E7,5,,DETECTED,3.365E6,11.5704,124.08711,124.08723,0.064,11.483,11.6742,124.08717,5.91E6,2.864E7,1.1872,1.0936,2.864E7,5,-0.0699,,
4487,1.93E5,11.5704,176.10576,176.10596,11.483,11.5863,176.10586,1.084E6,3.525E6,3.525E6,0,,DETECTED,1.93E5,11.5704,176.10576,176.10596,0.0536,11.483,11.5863,176.10586,1.084E6,3.525E6,0.1818,0.5909,3.525E6,,,,
4488,2.948E5,11.5704,645.46704,645.47021,11.4351,11.6023,645.46955,5.046E5,4.375E6,4.375E6,0,1,DETECTED,2.948E5,11.5704,645.46704,645.47021,0.0856,11.4351,11.6023,645.46955,5.046E5,4.375E6,0.2263,0.6178,4.375E6,,,1,2
4490,1.176E5,11.5704,745.59106,745.59369,11.483,11.6263,745.59281,5.065E5,1.11E6,1.11E6,0,,DETECTED,1.176E5,11.5704,745.59106,745.59369,0.1318,11.483,11.6263,745.59281,5.065E5,1.11E6,0.6393,0.8196,1.11E6,,,,
4491,8.525E4,11.5704,1000.66974,1000.67328,11.5387,11.5943,1000.67172,6.65E5,2.827E6,2.827E6,0,1,DETECTED,8.525E4,11.5704,1000.66974,1000.67328,0.0281,11.5387,11.5943,1000.67172,6.65E5,2.827E6,0.7525,0.8763,2.827E6,,,1,3
4493,2.597E5,11.5704,1005.62592,1005.62805,11.5069,11.6023,1005.62727,9.334E5,5.576E6,5.576E6,1,1,DETECTED,2.597E5,11.5704,1005.62592,1005.62805,0.0298,11.5069,11.6023,1005.62727,9.334E5,5.576E6,0.406,0.7508,5.576E6,1,0.005,1,3
4495,1.222E6,11.5704,1039.66911,1039.67065,11.4909,11.6343,1039.66982,1.088E6,2.043E7,2.043E7,2,1,DETECTED,1.222E6,11.5704,1039.66911,1039.67065,0.057,11.4909,11.6343,1039.66982,1.088E6,2.043E7,0.8059,1.0198,2.043E7,2,-0.0415,1,3
4498,8.498E4,11.5704,1061.68237,1061.69019,11.5387,11.6343,1061.68847,5.151E5,1.65E6,1.65E6,0,,DETECTED,8.498E4,11.5704,1061.68237,1061.69019,0.057,11.5387,11.6343,1061.68847,5.151E5,1.65E6,2.0138,1.5069,1.65E6,,,,
4499,1.081E5,11.5784,638.49725,638.49902,11.5387,11.6263,638.49846,5.651E5,2.171E6,2.171E6,0,,DETECTED,1.081E5,11.5784,638.49725,638.49902,0.0457,11.5387,11.6263,638.49846,5.651E5,2.171E6,1.2083,1.1042,2.171E6,,,,
4500,1.052E5,11.5784,643.45325,643.45496,11.5466,11.6103,643.45449,5.305E5,3.186E6,3.186E6,0,,DETECTED,1.052E5,11.5784,643.45325,643.45496,0.0322,11.5466,11.6103,643.45449,5.305E5,3.186E6,0.825,1.0027,3.186E6,,,,
4502,8.396E4,11.5943,166.10876,166.10928,11.4989,11.6103,166.10904,5.096E5,1.022E6,1.022E6,0,,DETECTED,8.396E4,11.5943,166.10876,166.10928,0.1351,11.4989,11.6103,166.10904,5.096E5,1.022E6,0.1677,0.5838,1.022E6,,,,
4503,1.174E5,11.5943,649.50208,649.50293,11.5625,11.6263,649.50249,5.183E5,3.619E6,3.619E6,0,,DETECTED,1.174E5,11.5943,649.50208,649.50293,0.0312,11.5625,11.6263,649.50249,5.183E5,3.619E6,1.2797,1.0029,3.619E6,,,,
4504,3.146E5,11.5943,803.59296,803.59642,11.4511,11.7218,803.59464,5.205E5,1.634E6,1.634E6,0,,DETECTED,3.146E5,11.5943,803.59296,803.59642,0.2964,11.4511,11.7218,803.59464,5.205E5,1.634E6,0.8903,0.9452,1.634E6,,,,
4505,5.084E4,11.5943,819.55457,819.5567,11.5625,11.6183,819.55532,5.521E5,1.613E6,1.613E6,0,,DETECTED,5.084E4,11.5943,819.55457,819.5567,0.0327,11.5625,11.6183,819.55532,5.521E5,1.613E6,0.7542,0.8771,1.613E6,,,,
4506,3.617E5,11.6023,126.10276,126.10285,11.483,11.6103,126.10281,1.378E6,4.296E6,4.296E6,0,,DETECTED,3.617E5,11.6023,126.10276,126.10285,0.1011,11.483,11.6103,126.10281,1.378E6,4.296E6,0.0671,0.5336,4.296E6,,,,
4507,1.966E5,11.6023,128.11838,128.11848,11.483,11.6103,128.11845,6.182E5,2.642E6,2.642E6,0,,DETECTED,1.966E5,11.6023,128.11838,128.11848,0.0611,11.483,11.6103,128.11845,6.182E5,2.642E6,0.0671,0.5336,2.642E6,,,,
4508,1.122E5,11.6023,135.07916,135.07949,11.5863,11.6742,135.07929,7.06E5,2.045E6,2.045E6,0,,DETECTED,1.122E5,11.6023,135.07916,135.07949,0.0339,11.5863,11.6742,135.07929,7.06E5,2.045E6,4.5042,2.7521,2.045E6,,,,
4509,3.603E5,11.6023,136.08701,136.08711,11.483,11.6103,136.08706,1.502E6,4.028E6,4.028E6,0,,DETECTED,3.603E5,11.6023,136.08701,136.08711,0.0961,11.483,11.6103,136.08706,1.502E6,4.028E6,0.0671,0.5336,4.028E6,,,,
4510,3.673E5,11.6023,138.10265,138.10275,11.483,11.6103,138.1027,1.254E6,4.525E6,4.525E6,0,,DETECTED,3.673E5,11.6023,138.10265,138.10275,0.0558,11.483,11.6103,138.1027,1.254E6,4.525E6,0.0671,0.5336,4.525E6,,,,
4511,1.839E5,11.6023,140.11827,140.11839,11.483,11.6103,140.11832,6.594E5,2.468E6,2.468E6,0,,DETECTED,1.839E5,11.6023,140.11827,140.11839,0.0397,11.483,11.6103,140.11832,6.594E5,2.468E6,0.0671,0.5336,2.468E6,,,,
4512,1.863E5,11.6023,150.10263,150.10277,11.483,11.6103,150.10272,7.445E5,2.285E6,2.285E6,0,,DETECTED,1.863E5,11.6023,150.10263,150.10277,0.0652,11.483,11.6103,150.10272,7.445E5,2.285E6,0.0671,0.5336,2.285E6,,,,
4513,4.574E5,11.6023,151.0979,151.09799,11.483,11.6103,151.09795,1.586E6,5.495E6,5.495E6,1,,DETECTED,4.574E5,11.6023,151.0979,151.09799,0.1028,11.483,11.6103,151.09795,1.586E6,5.495E6,0.0671,0.5336,5.495E6,1,0.0061,,
4514,1.424E5,11.6023,152.11824,152.11848,11.483,11.6103,152.11837,5.488E5,1.612E6,1.612E6,0,,DETECTED,1.424E5,11.6023,152.11824,152.11848,0.0681,11.483,11.6103,152.11837,5.488E5,1.612E6,0.0671,0.5336,1.612E6,,,,
4515,7.135E5,11.6023,153.11349,153.11371,11.483,11.698,153.11362,1.229E6,5.445E6,5.445E6,1,,DETECTED,7.135E5,11.6023,153.11349,153.11371,0.0542,11.483,11.698,153.11362,1.229E6,5.445E6,0.8024,0.9012,5.445E6,1,0.0359,,
4516,1.135E5,11.6023,155.12918,155.12944,11.483,11.6103,155.12924,5.185E5,1.467E6,1.467E6,0,,DETECTED,1.135E5,11.6023,155.12918,155.12944,0.1032,11.483,11.6103,155.12924,5.185E5,1.467E6,0.0671,0.5336,1.467E6,,,,
4517,3.477E5,11.6023,165.11359,165.11371,11.483,11.6103,165.11365,1.117E6,4.261E6,4.261E6,0,,DETECTED,3.477E5,11.6023,165.11359,165.11371,0.0955,11.483,11.6103,165.11365,1.117E6,4.261E6,0.0671,0.5336,4.261E6,,,,
4518,2.106E5,11.6023,167.1292,167.12933,11.483,11.6103,167.12927,7.743E5,2.465E6,2.465E6,0,,DETECTED,2.106E5,11.6023,167.1292,167.12933,0.1045,11.483,11.6103,167.12927,7.743E5,2.465E6,0.0671,0.5336,2.465E6,,,,
4519,1.82E5,11.6023,177.11353,177.11377,11.483,11.6103,177.11367,8.823E5,2.068E6,2.068E6,0,,DETECTED,1.82E5,11.6023,177.11353,177.11377,0.1202,11.483,11.6103,177.11367,8.823E5,2.068E6,0.0671,0.5336,2.068E6,,,,
4520,1.561E5,11.6023,178.10875,178.10904,11.483,11.6103,178.10886,6.22E5,1.868E6,1.868E6,0,,DETECTED,1.561E5,11.6023,178.10875,178.10904,0.0557,11.483,11.6103,178.10886,6.22E5,1.868E6,0.0671,0.5336,1.868E6,,,,
4521,1.425E5,11.6023,179.12918,179.12939,11.483,11.6103,179.12927,6.051E5,1.702E6,1.702E6,0,,DETECTED,1.425E5,11.6023,179.12918,179.12939,0.1197,11.483,11.6103,179.12927,6.051E5,1.702E6,0.0671,0.5336,1.702E6,,,,
4522,7.854E4,11.6023,189.11348,189.11369,11.5148,11.6103,189.11361,5.154E5,1.249E6,1.249E6,0,,DETECTED,7.854E4,11.6023,189.11348,189.11369,0.0887,11.5148,11.6103,189.11361,5.154E5,1.249E6,0.0916,0.5458,1.249E6,,,,
4523,1.698E5,11.6023,192.12439,192.12465,11.483,11.6103,192.12449,5.19E5,1.963E6,1.963E6,0,,DETECTED,1.698E5,11.6023,192.12439,192.12465,0.0998,11.483,11.6103,192.12449,5.19E5,1.963E6,0.0671,0.5336,1.963E6,,,,
4524,1.116E5,11.6023,204.12434,204.12465,11.483,11.6103,204.12454,5.206E5,1.431E6,1.431E6,0,,DETECTED,1.116E5,11.6023,204.12434,204.12465,0.0599,11.483,11.6103,204.12454,5.206E5,1.431E6,0.0671,0.5336,1.431E6,,,,
4525,1.45E5,11.6103,282.27917,282.27979,11.5625,11.698,282.27935,6.276E5,1.344E6,1.344E6,0,,DETECTED,1.45E5,11.6103,282.27917,282.27979,0.1542,11.5625,11.698,282.27935,6.276E5,1.344E6,1.8344,1.4172,1.344E6,,,,
4526,1.52E5,11.6103,520.35437,520.35737,11.5466,11.6821,520.35515,5.944E5,1.735E6,1.735E6,0,,DETECTED,1.52E5,11.6103,520.35437,520.35737,0.1065,11.5466,11.6821,520.35515,5.944E5,1.735E6,1.1283,1.0642,1.735E6,,,,
4527,1.783E5,11.6343,126.10278,126.10288,11.6103,11.6742,126.10285,9.932E5,4.445E6,4.445E6,0,,DETECTED,1.783E5,11.6343,126.10278,126.10288,0.0366,11.6103,11.6742,126.10285,9.932E5,4.445E6,1.6597,1.3298,4.445E6,,,,
4528,9.681E4,11.6343,128.11847,128.11855,11.6103,11.6742,128.11852,5.481E5,2.341E6,2.341E6,0,,DETECTED,9.681E4,11.6343,128.11847,128.11855,0.0506,11.6103,11.6742,128.11852,5.481E5,2.341E6,1.6597,1.3298,2.341E6,,,,
4529,1.836E5,11.6343,136.08702,136.08716,11.6103,11.6742,136.08712,1.259E6,4.091E6,4.091E6,1,,DETECTED,1.836E5,11.6343,136.08702,136.08716,0.0395,11.6103,11.6742,136.08712,1.259E6,4.091E6,1.6597,1.3298,4.091E6,1,0.0222,,
4530,1.833E5,11.6343,138.10269,138.1028,11.6103,11.6742,138.10275,1.108E6,4.375E6,4.375E6,1,,DETECTED,1.833E5,11.6343,138.10269,138.1028,0.05,11.6103,11.6742,138.10275,1.108E6,4.375E6,1.6597,1.3298,4.375E6,1,0.0268,,
4531,8.502E4,11.6343,140.11824,140.11846,11.6103,11.6742,140.11838,6.19E5,2.285E6,2.285E6,0,,DETECTED,8.502E4,11.6343,140.11824,140.11846,0.0501,11.6103,11.6742,140.11838,6.19E5,2.285E6,1.6597,1.3298,2.285E6,,,,
4532,1.475E5,11.6343,148.08694,148.08713,11.6103,11.7139,148.08705,7.003E5,2.051E6,2.051E6,0,,DETECTED,1.475E5,11.6343,148.08694,148.08713,0.0836,11.6103,11.7139,148.08705,7.003E5,2.051E6,3.3098,2.1549,2.051E6,,,,
4533,1.634E5,11.6343,150.10254,150.10281,11.6103,11.7455,150.10273,5.616E5,2.17E6,2.17E6,0,,DETECTED,1.634E5,11.6343,150.10254,150.10281,0.0756,11.6103,11.7455,150.10273,5.616E5,2.17E6,4.6253,2.8126,2.17E6,,,,
4534,2.881E5,11.6343,151.09784,151.09804,11.6103,11.698,151.09797,1.518E6,5.249E6,5.249E6,1,,DETECTED,2.881E5,11.6343,151.09784,151.09804,0.0773,11.6103,11.698,151.09797,1.518E6,5.249E6,2.6497,1.8248,5.249E6,1,0.0199,,
4535,7.107E4,11.6343,152.11835,152.11847,11.6103,11.6742,152.11844,6.693E5,1.917E6,1.917E6,0,,DETECTED,7.107E4,11.6343,152.11835,152.11847,0.0608,11.6103,11.6742,152.11844,6.693E5,1.917E6,1.6597,1.3298,1.917E6,,,,
4536,5.319E4,11.6343,155.12927,155.12944,11.6103,11.6742,155.12931,5.185E5,1.386E6,1.386E6,0,,DETECTED,5.319E4,11.6343,155.12927,155.12944,0.0361,11.6103,11.6742,155.12931,5.185E5,1.386E6,1.6597,1.3298,1.386E6,,,,
4537,1.253E5,11.6343,161.08228,161.08241,11.6103,11.6742,161.08237,9.567E5,2.915E6,2.915E6,0,,DETECTED,1.253E5,11.6343,161.08228,161.08241,0.0484,11.6103,11.6742,161.08237,9.567E5,2.915E6,1.6597,1.3298,2.915E6,,,,
4538,1.709E5,11.6343,165.11359,165.11377,11.6103,11.6742,165.11372,1.042E6,3.966E6,3.966E6,0,,DETECTED,1.709E5,11.6343,165.11359,165.11377,0.1323,11.6103,11.6742,165.11372,1.042E6,3.966E6,1.6597,1.3298,3.966E6,,,,
4539,1.599E5,11.6343,176.10576,176.10599,11.5863,11.6742,176.10592,1.084E6,2.903E6,2.903E6,0,,DETECTED,1.599E5,11.6343,176.10576,176.10599,0.0494,11.5863,11.6742,176.10592,1.084E6,2.903E6,0.8308,0.9154,2.903E6,,,,
4540,7.653E4,11.6343,178.10885,178.10901,11.6103,11.6742,178.10897,6.738E5,1.793E6,1.793E6,0,,DETECTED,7.653E4,11.6343,178.10885,178.10901,0.0712,11.6103,11.6742,178.10897,6.738E5,1.793E6,1.6597,1.3298,1.793E6,,,,
4541,6.656E4,11.6343,179.12927,179.12939,11.6103,11.6742,179.12931,6.577E5,1.677E6,1.677E6,0,,DETECTED,6.656E4,11.6343,179.12927,179.12939,0.0369,11.6103,11.6742,179.12931,6.577E5,1.677E6,1.6597,1.3298,1.677E6,,,,
4542,3.236E5,11.6343,186.14877,186.14953,11.2998,11.6901,186.14901,5.315E5,1.088E6,1.088E6,0,,DETECTED,3.236E5,11.6343,186.14877,186.14953,0.3739,11.2998,11.6901,186.14901,5.315E5,1.088E6,0.1667,0.5833,1.088E6,,,,
4543,1.378E5,11.6343,192.12415,192.12472,11.6103,11.7376,192.1245,5.771E5,1.938E6,1.938E6,0,,DETECTED,1.378E5,11.6343,192.12415,192.12472,0.0649,11.6103,11.7376,192.1245,5.771E5,1.938E6,4.2963,2.6482,1.938E6,,,,
4544,5.499E4,11.6343,194.14017,194.14043,11.6103,11.6742,194.14029,5.978E5,1.388E6,1.388E6,0,,DETECTED,5.499E4,11.6343,194.14017,194.14043,0.0451,11.6103,11.6742,194.14029,5.978E5,1.388E6,1.6597,1.3298,1.388E6,,,,
4545,8.699E4,11.6343,202.1088,202.10902,11.6103,11.6742,202.10891,5.892E5,1.908E6,1.908E6,0,,DETECTED,8.699E4,11.6343,202.1088,202.10902,0.0551,11.6103,11.6742,202.10891,5.892E5,1.908E6,1.6597,1.3298,1.908E6,,,,
4546,5.779E4,11.6343,204.12456,204.12476,11.6103,11.6742,204.12466,5.206E5,1.368E6,1.368E6,0,,DETECTED,5.779E4,11.6343,204.12456,204.12476,0.0523,11.6103,11.6742,204.12466,5.206E5,1.368E6,1.6597,1.3298,1.368E6,,,,
4547,4.848E4,11.6343,206.14011,206.14034,11.6103,11.6742,206.14028,5.387E5,1.148E6,1.148E6,0,,DETECTED,4.848E4,11.6343,206.14011,206.14034,0.04,11.6103,11.6742,206.14028,5.387E5,1.148E6,1.6597,1.3298,1.148E6,,,,
4548,2.03E5,11.6343,226.95137,226.95258,11.5704,11.6663,226.95164,5.381E5,3.643E6,3.643E6,1,,DETECTED,2.03E5,11.6343,226.95137,226.95258,0.0568,11.5704,11.6663,226.95164,5.381E5,3.643E6,0.5467,0.75,3.643E6,1,-0.003,,
4549,2.744E5,11.6343,559.51654,559.51906,11.5545,11.7297,559.51703,9.469E5,2.132E6,2.132E6,0,,DETECTED,2.744E5,11.6343,559.51654,559.51906,0.1686,11.5545,11.7297,559.51703,9.469E5,2.132E6,1.1952,1.0976,2.132E6,,,,
4550,1.555E5,11.6343,815.59485,815.60052,11.5148,11.7218,815.59853,5.011E5,1.178E6,1.178E6,0,,DETECTED,1.555E5,11.6343,815.59485,815.60052,0.1435,11.5148,11.7218,815.59853,5.011E5,1.178E6,0.732,0.866,1.178E6,,,,
4551,7.914E5,11.6423,149.08229,149.08246,11.483,11.6742,149.08237,1.166E6,6.218E6,6.218E6,3,,DETECTED,7.914E5,11.6423,149.08229,149.08246,0.1496,11.483,11.6742,149.08237,1.166E6,6.218E6,0.2,0.6,6.218E6,3,-0.1066,,
4552,5.226E4,11.6423,166.10901,166.10926,11.6103,11.6742,166.1091,5.096E5,1.301E6,1.301E6,0,,DETECTED,5.226E4,11.6423,166.10901,166.10926,0.0576,11.6103,11.6742,166.1091,5.096E5,1.301E6,0.9943,0.9972,1.301E6,,,,
4553,3.494E5,11.6423,167.0928,167.09305,11.483,11.6742,167.09293,5.11E5,2.882E6,2.882E6,0,,DETECTED,3.494E5,11.6423,167.0928,167.09305,0.0449,11.483,11.6742,167.09293,5.11E5,2.882E6,0.2,0.6,2.882E6,,,,
4554,2.925E5,11.6423,553.38885,553.39124,11.5704,11.7297,553.38988,7.687E5,2.998E6,2.998E6,0,,DETECTED,2.925E5,11.6423,553.38885,553.39124,0.1199,11.5704,11.7297,553.38988,7.687E5,2.998E6,1.2143,1.1072,2.998E6,,,,
4555,8.664E4,11.6503,137.08215,137.08237,11.6103,11.6742,137.08234,5.313E5,1.874E6,1.874E6,0,,DETECTED,8.664E4,11.6503,137.08215,137.08237,0.0502,11.6103,11.6742,137.08234,5.313E5,1.874E6,0.5958,0.7979,1.874E6,,,,
4556,2.803E5,11.6503,163.09785,163.09802,11.6103,11.6742,163.09799,1.773E6,6.139E6,6.139E6,1,,DETECTED,2.803E5,11.6503,163.09785,163.09802,0.0623,11.6103,11.6742,163.09799,1.773E6,6.139E6,0.5958,0.7979,6.139E6,1,-0.003,,
4557,1.616E5,11.6503,167.12912,167.12951,11.6103,11.7376,167.12928,5.976E5,2.372E6,2.372E6,0,,DETECTED,1.616E5,11.6503,167.12912,167.12951,0.1292,11.6103,11.7376,167.12928,5.976E5,2.372E6,2.1778,1.5889,2.372E6,,,,
4558,1.53E5,11.6503,177.11353,177.11393,11.6103,11.7376,177.11372,5.856E5,2.093E6,2.093E6,0,,DETECTED,1.53E5,11.6503,177.11353,177.11393,0.0577,11.6103,11.7376,177.11372,5.856E5,2.093E6,2.1778,1.5889,2.093E6,,,,
4559,8.845E4,11.6503,190.10867,190.10899,11.6103,11.6742,190.10891,5.748E5,1.949E6,1.949E6,0,,DETECTED,8.845E4,11.6503,190.10867,190.10899,0.0639,11.6103,11.6742,190.10891,5.748E5,1.949E6,0.5958,0.7979,1.949E6,,,,
4560,1.116E5,11.6503,731.60321,731.60547,11.5625,11.6901,731.60389,5.172E5,1.369E6,1.369E6,0,,DETECTED,1.116E5,11.6503,731.60321,731.60547,0.1152,11.5625,11.6901,731.60389,5.172E5,1.369E6,0.4521,0.7261,1.369E6,,,,
4561,9.607E4,11.6583,140.08189,140.08208,11.6103,11.6742,140.08201,6.09E5,2.059E6,2.059E6,0,,DETECTED,9.607E4,11.6583,140.08189,140.08208,0.0433,11.6103,11.6742,140.08201,6.09E5,2.059E6,0.3306,0.6653,2.059E6,,,,
4562,8.432E4,11.6583,179.09288,179.09302,11.6103,11.6742,179.09297,8.695E5,1.981E6,1.981E6,0,,DETECTED,8.432E4,11.6583,179.09288,179.09302,0.0396,11.6103,11.6742,179.09297,8.695E5,1.981E6,0.3306,0.6653,1.981E6,,,,
4563,1.655E5,11.6583,204.0873,204.08777,11.5545,11.7376,204.08761,5.949E5,1.181E6,1.181E6,0,,DETECTED,1.655E5,11.6583,204.0873,204.08777,0.1919,11.5545,11.7376,204.08761,5.949E5,1.181E6,0.7636,0.8818,1.181E6,,,,
4564,3.338E5,11.6583,518.35541,518.35742,11.475,11.8408,518.35642,5.021E5,1.4E6,1.4E6,0,,DETECTED,3.338E5,11.6583,518.35541,518.35742,0.2946,11.475,11.8408,518.35642,5.021E5,1.4E6,0.9951,0.9975,1.4E6,,,,
4565,1.388E5,11.6583,629.56287,629.5658,11.5784,11.698,629.56489,6.432E5,2.048E6,2.048E6,0,,DETECTED,1.388E5,11.6583,629.56287,629.5658,0.059,11.5784,11.698,629.56489,6.432E5,2.048E6,0.4962,0.7481,2.048E6,,,,
4566,2.091E5,11.6583,810.64215,810.64716,11.5069,11.7455,810.64411,5.641E5,1.133E6,1.133E6,0,,DETECTED,2.091E5,11.6583,810.64215,810.64716,0.2235,11.5069,11.7455,810.64411,5.641E5,1.133E6,0.5755,0.7878,1.133E6,,,,
4567,1.006E5,11.6583,951.61408,951.61798,11.6183,11.6821,951.61673,6.742E5,3.085E6,3.085E6,0,,DETECTED,1.006E5,11.6583,951.61408,951.61798,0.0342,11.6183,11.6821,951.61673,6.742E5,3.085E6,0.595,0.7975,3.085E6,,,,
4568,1.409E5,11.6663,611.55396,611.55684,11.5863,11.7218,611.55485,5.273E5,1.962E6,1.962E6,0,,DETECTED,1.409E5,11.6663,611.55396,611.55684,0.0663,11.5863,11.7218,611.55485,5.273E5,1.962E6,0.6941,0.8471,1.962E6,,,,
4569,5.57E6,11.6663,736.53271,736.53455,11.6343,11.7376,736.53317,1.005E7,9.046E7,9.046E7,3,1,DETECTED,5.57E6,11.6663,736.53271,736.53455,0.0667,11.6343,11.7376,736.53317,1.005E7,9.046E7,2.1967,1.6157,9.046E7,3,-0.0292,1,4
4573,1.775E5,11.6663,747.49792,747.50251,11.6023,11.7139,747.50065,5.409E5,3.21E6,3.21E6,0,,DETECTED,1.775E5,11.6663,747.49792,747.50251,0.0462,11.6023,11.7139,747.50065,5.409E5,3.21E6,0.7065,0.8719,3.21E6,,,,
4574,3.953E5,11.6663,752.50287,752.50726,11.6343,11.7376,752.50674,6.371E5,6.54E6,6.54E6,1,1,DETECTED,3.953E5,11.6663,752.50287,752.50726,0.0616,11.6343,11.7376,752.50674,6.371E5,6.54E6,2.2023,1.6157,6.54E6,1,-0.0018,1,2
4576,5.908E4,11.6663,837.59912,837.60431,11.6023,11.6901,837.60215,5.009E5,9.744E5,9.744E5,0,,DETECTED,5.908E4,11.6663,837.59912,837.60431,0.0672,11.6023,11.6901,837.60215,5.009E5,9.744E5,0.3719,0.6859,9.744E5,,,,
4577,1.186E5,11.6663,1039.66911,1039.67114,11.6343,11.7218,1039.67029,7.347E5,2.628E6,2.628E6,0,1,DETECTED,1.186E5,11.6663,1039.66911,1039.67114,0.0561,11.6343,11.7218,1039.67029,7.347E5,2.628E6,1.7371,1.3685,2.628E6,,,1,2
4579,7.471E4,11.6663,1061.68799,1061.69104,11.6343,11.706,1061.68966,5.151E5,1.789E6,1.789E6,0,,DETECTED,7.471E4,11.6663,1061.68799,1061.69104,0.046,11.6343,11.706,1061.68966,5.151E5,1.789E6,1.2416,1.1208,1.789E6,,,,
4580,1.081E5,11.6821,126.10265,126.1028,11.6742,11.7376,126.10275,9.583E5,2.216E6,2.216E6,0,,DETECTED,1.081E5,11.6821,126.10265,126.1028,0.0242,11.6742,11.7376,126.10275,9.583E5,2.216E6,6.9871,3.9936,2.216E6,,,,
4581,1.329E5,11.6821,309.24225,309.24307,11.6583,11.7297,309.24248,6.223E5,3.355E6,3.355E6,0,,DETECTED,1.329E5,11.6821,309.24225,309.24307,0.0367,11.6583,11.7297,309.24248,6.223E5,3.355E6,1.8091,1.498,3.355E6,,,,
4582,1.781E5,11.6821,504.47513,504.47757,11.6503,11.7613,504.47716,5.838E5,3.023E6,3.023E6,0,1,DETECTED,1.781E5,11.6821,504.47513,504.47757,0.0564,11.6503,11.7613,504.47716,5.838E5,3.023E6,2.5461,1.7446,3.023E6,,,1,2
4584,1.312E6,11.6821,516.47656,516.47806,11.6343,11.8725,516.47755,5.012E5,1.864E7,1.864E7,2,1,DETECTED,1.312E6,11.6821,516.47656,516.47806,0.0576,11.6343,11.8725,516.47755,5.012E5,1.864E7,2.504,2.0283,1.864E7,2,-0.0188,1,2
