id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_000035_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000035_01_01.mzML:area,datafile:20250402_PMA_tp24_000035_01_01.mzML:rt,datafile:20250402_PMA_tp24_000035_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000035_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000035_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000035_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000035_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000035_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000035_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000035_01_01.mzML:mz,datafile:20250402_PMA_tp24_000035_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000035_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000035_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000035_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000035_01_01.mzML:height,datafile:20250402_PMA_tp24_000035_01_01.mzML:charge,datafile:20250402_PMA_tp24_000035_01_01.mzML:isotopes
1,4.439E5,0.3434,129.13887,129.13902,1,0.3184,0.3908,129.13893,1.747E6,1.414E7,1.414E7,,DETECTED,4.439E5,0.3434,129.13887,129.13902,1,-0.0113,0.0292,0.3184,0.3908,129.13893,1.747E6,1.414E7,1.656,1.4515,1.414E7,,
2,3.002E6,0.3434,146.1653,146.16556,2,0.3097,0.4067,146.16539,7.689E5,1.001E8,1.001E8,1,DETECTED,3.002E6,0.3434,146.1653,146.16556,2,-0.0125,0.0238,0.3097,0.4067,146.16539,7.689E5,1.001E8,1.9932,1.4815,1.001E8,1,2
4,1.852E5,0.3434,160.18086,160.18118,1,0.3184,0.3908,160.18104,9.526E5,6.245E6,6.245E6,,DETECTED,1.852E5,0.3434,160.18086,160.18118,1,-0.0052,0.0242,0.3184,0.3908,160.18104,9.526E5,6.245E6,2.3489,1.4515,6.245E6,,
5,1.004E5,0.3434,235.95195,235.95253,1,0.327,0.3829,235.95223,5.713E5,5.54E6,5.54E6,,DETECTED,1.004E5,0.3434,235.95195,235.95253,1,-0.003,0.013,0.327,0.3829,235.95223,5.713E5,5.54E6,1.9551,1.7069,5.54E6,,
6,2.149E5,0.3434,279.92429,279.9248,0,0.0029,0.3592,279.92444,5.136E5,1.208E6,1.208E6,,DETECTED,2.149E5,0.3434,279.92429,279.9248,,,0.2942,0.0029,0.3592,279.92444,5.136E5,1.208E6,0.0464,0.5232,1.208E6,,
7,2.354E5,0.3592,125.03821,125.03828,0,0.3354,0.3908,125.03823,9.895E5,7.85E6,7.85E6,,DETECTED,2.354E5,0.3592,125.03821,125.03828,,,0.0293,0.3354,0.3908,125.03823,9.895E5,7.85E6,1.9399,1.165,7.85E6,,
8,3.259E5,0.3592,139.01808,139.01837,0,0.3354,0.3987,139.01811,6.722E5,1.075E7,1.075E7,,DETECTED,3.259E5,0.3592,139.01808,139.01837,,,0.029,0.3354,0.3987,139.01811,6.722E5,1.075E7,1.8319,1.1725,1.075E7,,
9,1.16E5,0.3592,146.03,146.03026,0,0.3354,0.3908,146.03004,6.06E5,3.562E6,3.562E6,,DETECTED,1.16E5,0.3592,146.03,146.03026,,,0.033,0.3354,0.3908,146.03004,6.06E5,3.562E6,1.8638,1.165,3.562E6,,
12,8.909E4,0.3592,185.02351,185.02364,0,0.3354,0.3908,185.02358,5.371E5,2.9E6,2.9E6,,DETECTED,8.909E4,0.3592,185.02351,185.02364,,,0.0294,0.3354,0.3908,185.02358,5.371E5,2.9E6,1.7694,1.165,2.9E6,,
13,5.264E5,0.3592,192.06198,192.06213,0,0.3354,0.3987,192.06203,1.387E6,1.54E7,1.54E7,,DETECTED,5.264E5,0.3592,192.06198,192.06213,,,0.0383,0.3354,0.3987,192.06203,1.387E6,1.54E7,1.3203,1.1844,1.54E7,,
14,1.171E5,0.3592,197.04097,197.04114,0,0.3354,0.3908,197.04107,7.8E5,3.683E6,3.683E6,,DETECTED,1.171E5,0.3592,197.04097,197.04114,,,0.037,0.3354,0.3908,197.04107,7.8E5,3.683E6,1.3299,1.165,3.683E6,,
15,1.468E5,0.3592,208.03951,208.03995,0,0.3354,0.3908,208.03958,9.651E5,4.683E6,4.683E6,,DETECTED,1.468E5,0.3592,208.03951,208.03995,,,0.0327,0.3354,0.3908,208.03958,9.651E5,4.683E6,1.3299,1.165,4.683E6,,
16,6.667E4,0.3592,269.94882,269.94901,0,0.3354,0.3908,269.94892,5.564E5,1.953E6,1.953E6,,DETECTED,6.667E4,0.3592,269.94882,269.94901,,,0.0338,0.3354,0.3908,269.94892,5.564E5,1.953E6,1.3299,1.165,1.953E6,,
17,6.188E4,0.3592,304.96948,304.96994,0,0.3354,0.3908,304.96972,5.386E5,1.934E6,1.934E6,,DETECTED,6.188E4,0.3592,304.96948,304.96994,,,0.0336,0.3354,0.3908,304.96972,5.386E5,1.934E6,1.3299,1.165,1.934E6,,
18,1.188E5,0.3592,427.95029,427.95175,0,0.3354,0.3908,427.9509,8.005E5,3.854E6,3.854E6,,DETECTED,1.188E5,0.3592,427.95029,427.95175,,,0.0313,0.3354,0.3908,427.9509,8.005E5,3.854E6,1.3299,1.165,3.854E6,,
19,1.256E6,0.3671,123.04065,123.04074,1,0.3354,0.4067,123.04067,6.122E5,4.027E7,4.027E7,,DETECTED,1.256E6,0.3671,123.04065,123.04074,1,-0.004,0.0298,0.3354,0.4067,123.04067,6.122E5,4.027E7,0.9256,0.8829,4.027E7,,
20,4.992E6,0.3671,125.9865,125.98663,9,0.0029,0.4146,125.98655,5.822E5,1.483E8,1.483E8,1,DETECTED,4.992E6,0.3671,125.9865,125.98663,9,-0.348,0.0286,0.0029,0.4146,125.98655,5.822E5,1.483E8,0.8782,0.8988,1.483E8,1,2
