id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_000021_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000021_01_01.mzML:area,datafile:20250402_PMA_tp24_000021_01_01.mzML:rt,datafile:20250402_PMA_tp24_000021_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000021_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000021_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000021_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000021_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000021_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000021_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000021_01_01.mzML:mz,datafile:20250402_PMA_tp24_000021_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000021_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000021_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000021_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000021_01_01.mzML:height,datafile:20250402_PMA_tp24_000021_01_01.mzML:charge,datafile:20250402_PMA_tp24_000021_01_01.mzML:isotopes
1,2.785E5,0.3407,129.13882,129.13898,1,0.3155,0.3881,129.13891,6.228E5,8.517E6,8.517E6,,DETECTED,2.785E5,0.3407,129.13882,129.13898,1,-0.0042,0.0306,0.3155,0.3881,129.13891,6.228E5,8.517E6,2.636,1.8719,8.517E6,,
2,1.905E6,0.3486,146.16534,146.16562,2,0.3155,0.404,146.16539,5.139E5,6.404E7,6.404E7,1,DETECTED,1.905E6,0.3486,146.16534,146.16562,2,-0.0206,0.0233,0.3155,0.404,146.16539,5.139E5,6.404E7,1.4697,1.2883,6.404E7,1,2
4,1.898E5,0.3565,240.95325,240.9537,0,0.3326,0.3881,240.95346,7.726E5,6.245E6,6.245E6,,DETECTED,1.898E5,0.3565,240.95325,240.9537,,,0.0302,0.3326,0.3881,240.95346,7.726E5,6.245E6,1.9406,1.1623,6.245E6,,
5,1.837E5,0.3565,281.97955,281.97992,0,0.3326,0.3881,281.97972,8.274E5,5.71E6,5.71E6,,DETECTED,1.837E5,0.3565,281.97955,281.97992,,,0.0324,0.3326,0.3881,281.97972,8.274E5,5.71E6,1.8998,1.1623,5.71E6,,
6,4.283E4,0.3565,418.90854,418.91467,0,0.3326,0.3881,418.91323,5.628E5,1.36E6,1.36E6,,DETECTED,4.283E4,0.3565,418.90854,418.91467,,,0.0308,0.3326,0.3881,418.91323,5.628E5,1.36E6,1.3247,1.1623,1.36E6,,
7,1.636E6,0.3644,123.0406,123.04073,1,0.3326,0.404,123.04064,7.25E5,5.594E7,5.594E7,,DETECTED,1.636E6,0.3644,123.0406,123.04073,1,-0.004,0.0279,0.3326,0.404,123.04064,7.25E5,5.594E7,1.0214,1.0037,5.594E7,,
8,2.997E6,0.3644,125.98649,125.98663,9,0.0028,0.396,125.98653,9.343E5,8.724E7,8.724E7,,DETECTED,2.997E6,0.3644,125.98649,125.98663,9,-0.3458,0.0264,0.0028,0.396,125.98653,9.343E5,8.724E7,1.0006,0.9953,8.724E7,,
9,4.198E5,0.3644,129.01901,129.02023,0,0.3326,0.396,129.02015,8.606E5,1.489E7,1.489E7,,DETECTED,4.198E5,0.3644,129.01901,129.02023,,,0.0276,0.3326,0.396,129.02015,8.606E5,1.489E7,1.0235,1.0093,1.489E7,,
10,1.937E5,0.3644,151.02571,151.02788,0,0.3326,0.396,151.0264,5.602E5,6.25E6,6.25E6,,DETECTED,1.937E5,0.3644,151.02571,151.02788,,-0.0256,0.0301,0.3326,0.396,151.0264,5.602E5,6.25E6,1.0133,1.1454,6.25E6,,
11,2.26E5,0.3644,151.04494,151.04517,0,0.3326,0.396,151.04505,5.941E5,8.828E6,8.828E6,,DETECTED,2.26E5,0.3644,151.04494,151.04517,,-0.0256,0.023,0.3326,0.396,151.04505,5.941E5,8.828E6,1.0224,1.0087,8.828E6,,
