id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:isotopes
279,1.647E5,8.9446,471.10659,471.10767,0,8.912,9.0841,471.10724,5.256E5,1.993E6,1.993E6,,DETECTED,1.647E5,8.9446,471.10659,471.10767,,,0.0541,8.912,9.0841,471.10724,5.256E5,1.993E6,4.285,2.6425,1.993E6,,
281,3.818E5,8.9527,769.15594,769.15674,0,8.912,9.2005,769.15615,5.241E5,3.909E6,3.909E6,,DETECTED,3.818E5,8.9527,769.15594,769.15674,,,0.0536,8.912,9.2005,769.15615,5.241E5,3.909E6,6.1318,3.5475,3.909E6,,
283,1.556E6,8.9608,570.45892,570.45947,6,8.8622,9.0924,570.45917,1.575E6,1.394E7,1.394E7,1,DETECTED,1.556E6,8.9608,570.45892,570.45947,6,-0.0852,0.0682,8.8622,9.0924,570.45917,1.575E6,1.394E7,1.3857,1.1674,1.394E7,1,2
285,1.811E6,8.9853,526.43286,526.43329,6,8.8872,9.1174,526.43297,1.839E6,1.59E7,1.59E7,1,DETECTED,1.811E6,8.9853,526.43286,526.43329,6,-0.092,0.1092,8.8872,9.1174,526.43297,1.839E6,1.59E7,1.4343,1.1729,1.59E7,1,2
287,2.23E6,9.0099,482.40656,482.40729,8,8.912,9.2498,482.40684,2.088E6,1.554E7,1.554E7,1,DETECTED,2.23E6,9.0099,482.40656,482.40729,8,-0.0835,0.111,8.912,9.2498,482.40684,2.088E6,1.554E7,2.7559,1.7264,1.554E7,1,2
289,1.573E6,9.0345,438.38034,438.38089,6,8.9284,9.1506,438.38058,1.789E6,1.23E7,1.23E7,1,DETECTED,1.573E6,9.0345,438.38034,438.38089,6,-0.093,0.1193,8.9284,9.1506,438.38058,1.789E6,1.23E7,1.0939,1.0469,1.23E7,1,2
290,1.216E5,9.0428,377.32719,377.32788,0,8.9446,9.0924,377.3276,6.032E5,1.277E6,1.277E6,,DETECTED,1.216E5,9.0428,377.32719,377.32788,,,0.0811,8.9446,9.0924,377.3276,6.032E5,1.277E6,0.5053,0.7527,1.277E6,,
291,1.183E5,9.0428,378.3587,378.3591,0,8.9446,9.0924,378.35896,5.185E5,1.247E6,1.247E6,,DETECTED,1.183E5,9.0428,378.3587,378.3591,,,0.0752,8.9446,9.0924,378.35896,5.185E5,1.247E6,0.5053,0.7527,1.247E6,,
292,9.308E5,9.0428,394.35385,394.35416,5,8.9365,9.1673,394.35396,1.103E6,7.952E6,7.952E6,,DETECTED,9.308E5,9.0428,394.35385,394.35416,5,-0.0851,0.1172,8.9365,9.1673,394.35396,1.103E6,7.952E6,1.1714,1.0857,7.952E6,,
293,3.603E5,9.051,350.32743,350.32797,2,8.9365,9.1756,350.32783,6.26E5,3.011E6,3.011E6,,DETECTED,3.603E5,9.051,350.32743,350.32797,2,-0.035,0.0809,8.9365,9.1756,350.32783,6.26E5,3.011E6,1.0881,1.044,3.011E6,,
294,9.794E5,9.2334,171.13857,171.13885,4,9.2005,9.489,171.13873,1.028E6,1.746E7,1.746E7,1,DETECTED,9.794E5,9.2334,171.13857,171.13885,4,-0.0124,0.0284,9.2005,9.489,171.13873,1.028E6,1.746E7,4.778,5.7028,1.746E7,1,2
296,3.978E6,9.2334,464.35974,464.3606,10,9.2005,9.6209,464.36003,1.321E6,6.419E7,6.419E7,1,DETECTED,3.978E6,9.2334,464.35974,464.3606,10,-0.0207,0.0294,9.2005,9.6209,464.36003,1.321E6,6.419E7,4.2124,7.7328,6.419E7,1,3
299,8.311E5,9.2334,469.315,469.31595,3,9.2005,9.5631,469.31545,8.184E5,1.378E7,1.378E7,1,DETECTED,8.311E5,9.2334,469.315,469.31595,3,-0.0113,0.0302,9.2005,9.5631,469.31545,8.184E5,1.378E7,4.1311,6.3779,1.378E7,1,2
301,1.019E5,9.2334,485.28928,485.28958,1,9.2089,9.2912,485.28942,5.321E5,2.791E6,2.791E6,,DETECTED,1.019E5,9.2334,485.28928,485.28958,1,0.0109,0.0304,9.2089,9.2912,485.28942,5.321E5,2.791E6,3.4043,1.6787,2.791E6,,
302,4.194E5,9.2334,492.39108,492.39172,2,9.2005,9.4233,492.39132,5.82E5,8.37E6,8.37E6,1,DETECTED,4.194E5,9.2334,492.39108,492.39172,2,-0.0043,0.0285,9.2005,9.4233,492.39132,5.82E5,8.37E6,4.1498,4.5545,8.37E6,1,2
304,5.382E4,9.2995,270.28009,270.28018,0,9.2746,9.3326,270.28013,5.07E5,1.565E6,1.565E6,,DETECTED,5.382E4,9.2995,270.28009,270.28018,,,0.0354,9.2746,9.3326,270.28013,5.07E5,1.565E6,1.3284,1.1642,1.565E6,,
305,1.365E5,9.3409,282.27991,282.28033,1,9.3078,9.3904,282.28024,5.152E5,3.776E6,3.776E6,,DETECTED,1.365E5,9.3409,282.27991,282.28033,1,0.0039,0.0259,9.3078,9.3904,282.28024,5.152E5,3.776E6,1.7843,1.2477,3.776E6,,
306,2.095E5,9.3739,716.55438,716.5556,1,9.2581,9.4479,716.55481,5.057E5,1.834E6,1.834E6,,DETECTED,2.095E5,9.3739,716.55438,716.5556,1,-0.0848,0.1168,9.2581,9.4479,716.55481,5.057E5,1.834E6,0.639,0.8195,1.834E6,,
308,3.948E5,9.3986,672.52791,672.52856,3,9.2829,9.489,672.52837,6.798E5,3.283E6,3.283E6,1,DETECTED,3.948E5,9.3986,672.52791,672.52856,3,-0.0859,0.1223,9.2829,9.489,672.52837,6.798E5,3.283E6,0.7806,0.8903,3.283E6,1,2
309,3.936E5,9.4151,497.42542,497.42621,0,9.3821,9.6209,497.42597,6.283E5,2.934E6,2.934E6,,DETECTED,3.936E5,9.4151,497.42542,497.42621,,,0.1288,9.3821,9.6209,497.42597,6.283E5,2.934E6,6.2484,3.6242,2.934E6,,
310,6.306E5,9.4233,628.50153,628.5022,4,9.3078,9.5301,628.502,9.173E5,5.183E6,5.183E6,1,DETECTED,6.306E5,9.4233,628.50153,628.5022,4,-0.0868,0.1243,9.3078,9.5301,628.502,9.173E5,5.183E6,0.9676,0.9624,5.183E6,1,2
312,2.693E5,9.4397,509.50574,509.50638,0,9.2912,9.6291,509.50603,5.014E5,1.14E6,1.14E6,,DETECTED,2.693E5,9.4397,509.50574,509.50638,,,0.2884,9.2912,9.6291,509.50603,5.014E5,1.14E6,1.2759,1.1379,1.14E6,,
313,9.445E5,9.4479,584.47394,584.47528,5,9.3326,9.5631,584.47502,1.022E6,7.688E6,7.688E6,1,DETECTED,9.445E5,9.4479,584.47394,584.47528,5,-0.0938,0.1237,9.3326,9.5631,584.47502,1.022E6,7.688E6,1.0596,0.9994,7.688E6,1,2
315,1.271E5,9.4562,468.42197,468.42245,0,9.3904,9.4972,468.42213,6.075E5,2.183E6,2.183E6,,DETECTED,1.271E5,9.4562,468.42197,468.42245,,,0.0483,9.3904,9.4972,468.42213,6.075E5,2.183E6,0.6242,0.8121,2.183E6,,
316,1.528E5,9.4726,368.42642,368.42673,1,9.4397,9.5631,368.42654,5.313E5,2.643E6,2.643E6,,DETECTED,1.528E5,9.4726,368.42642,368.42673,1,0.0061,0.0488,9.4397,9.5631,368.42654,5.313E5,2.643E6,2.7527,1.8763,2.643E6,,
317,1.211E6,9.4726,540.44861,540.44904,5,9.3574,9.5879,540.44876,5.804E5,9.77E6,9.77E6,1,DETECTED,1.211E6,9.4726,540.44861,540.44904,5,-0.0925,0.0811,9.3574,9.5879,540.44876,5.804E5,9.77E6,1.0598,1.0006,9.77E6,1,2
319,1.309E6,9.4972,496.42221,496.42279,5,9.3821,9.6044,496.42253,9.17E5,1.035E7,1.035E7,,DETECTED,1.309E6,9.4972,496.42221,496.42279,5,-0.0947,0.123,9.3821,9.6044,496.42253,9.17E5,1.035E7,0.9317,0.9658,1.035E7,,
320,1.205E6,9.5136,452.39609,452.39673,5,9.3986,9.6209,452.39637,7.987E5,9.148E6,9.148E6,1,DETECTED,1.205E6,9.5136,452.39609,452.39673,5,-0.0935,0.133,9.3986,9.6209,452.39637,7.987E5,9.148E6,0.9327,0.9664,9.148E6,1,2
322,7.885E5,9.5301,408.36948,408.37012,5,9.4069,9.6374,408.36992,5.402E5,6.038E6,6.038E6,1,DETECTED,7.885E5,9.5301,408.36948,408.37012,5,-0.1018,0.1325,9.4069,9.6374,408.36992,5.402E5,6.038E6,0.8704,0.9352,6.038E6,1,2
324,1.629E5,9.5301,436.40131,436.40176,0,9.4151,9.5879,436.40151,5.653E5,1.42E6,1.42E6,,DETECTED,1.629E5,9.5301,436.40131,436.40176,,,0.1359,9.4151,9.5879,436.40151,5.653E5,1.42E6,0.5027,0.7514,1.42E6,,
325,2.519E5,9.5301,468.42178,468.42233,1,9.4972,9.6782,468.42208,5.062E5,4.061E6,4.061E6,1,DETECTED,2.519E5,9.5301,468.42178,468.42233,1,-0.0043,0.0399,9.4972,9.6782,468.42208,5.062E5,4.061E6,4.8113,2.7519,4.061E6,1,2
327,3.403E5,9.5383,364.34314,364.34357,2,9.4151,9.6374,364.34346,6.657E5,2.65E6,2.65E6,,DETECTED,3.403E5,9.5383,364.34314,364.34357,2,-0.0843,0.1325,9.4151,9.6374,364.34346,6.657E5,2.65E6,0.8033,0.9017,2.65E6,,
328,1.746E5,9.5383,392.37439,392.37491,0,9.4233,9.6126,392.37465,5.087E5,1.41E6,1.41E6,,DETECTED,1.746E5,9.5383,392.37439,392.37491,,,0.1852,9.4233,9.6126,392.37465,5.087E5,1.41E6,0.6458,0.8229,1.41E6,,
329,1.446E5,9.5383,672.52789,672.52893,0,9.489,9.6782,672.52843,5.139E5,1.49E6,1.49E6,,DETECTED,1.446E5,9.5383,672.52789,672.52893,,,0.0663,9.489,9.6782,672.52843,5.139E5,1.49E6,2.8345,1.9173,1.49E6,,
330,2.357E5,9.5466,385.17953,385.17993,0,9.4233,9.6618,385.17971,5.632E5,1.294E6,1.294E6,,DETECTED,2.357E5,9.5466,385.17953,385.17993,,,0.2979,9.4233,9.6618,385.17971,5.632E5,1.294E6,0.9343,0.9671,1.294E6,,
331,3.427E5,9.5714,628.50159,628.50238,1,9.5301,9.859,628.50199,6.751E5,2.02E6,2.02E6,,DETECTED,3.427E5,9.5714,628.50159,628.50238,1,-0.0032,0.1055,9.5301,9.859,628.50199,6.751E5,2.02E6,6.9712,3.9856,2.02E6,,
332,5.2E4,9.5879,355.33292,355.33322,0,9.5631,9.6209,355.33308,6.671E5,1.517E6,1.517E6,,DETECTED,5.2E4,9.5879,355.33292,355.33322,,,0.0372,9.5631,9.6209,355.33308,6.671E5,1.517E6,1.3296,1.1648,1.517E6,,
333,7.274E4,9.5962,585.47833,585.47888,0,9.5549,9.6618,585.47861,5.245E5,1.012E6,1.012E6,,DETECTED,7.274E4,9.5962,585.47833,585.47888,,,0.1008,9.5549,9.6618,585.47861,5.245E5,1.012E6,1.5899,1.295,1.012E6,,
334,5.484E5,9.6126,540.44849,540.4491,2,9.5879,9.8426,540.4489,1.516E6,4.08E6,4.08E6,1,DETECTED,5.484E5,9.6126,540.44849,540.4491,2,-0.0103,0.0927,9.5879,9.8426,540.4489,1.516E6,4.08E6,9.2969,5.1485,4.08E6,1,2
336,4.972E5,9.6455,496.42255,496.42288,5,9.6044,9.7934,496.42272,1.702E6,4.551E6,4.551E6,,DETECTED,4.972E5,9.6455,496.42255,496.42288,5,-0.0384,0.0942,9.6044,9.7934,496.42272,1.702E6,4.551E6,3.5934,2.2967,4.551E6,,
337,8.177E4,9.6537,223.06458,223.0647,0,9.6291,9.6864,223.06462,5.28E5,2.95E6,2.95E6,,DETECTED,8.177E4,9.6537,223.06458,223.0647,,,0.0267,9.6291,9.6864,223.06462,5.28E5,2.95E6,1.8317,1.1669,2.95E6,,
338,2.004E5,9.6537,355.07112,355.07141,1,9.6291,9.7029,355.07128,6.657E5,6.981E6,6.981E6,,DETECTED,2.004E5,9.6537,355.07112,355.07141,1,-0.002,0.0257,9.6291,9.7029,355.07128,6.657E5,6.981E6,2.2977,1.4704,6.981E6,,
339,3.09E5,9.6537,371.10253,371.10281,1,9.6291,9.7112,371.10265,5.365E5,1.054E7,1.054E7,,DETECTED,3.09E5,9.6537,371.10253,371.10281,1,-0.0042,0.0257,9.6291,9.7112,371.10265,5.365E5,1.054E7,2.2151,1.5067,1.054E7,,
340,9.057E4,9.6537,372.10309,372.10339,0,9.6291,9.6864,372.10317,5.31E5,3.35E6,3.35E6,,DETECTED,9.057E4,9.6537,372.10309,372.10339,,,0.0257,9.6291,9.6864,372.10317,5.31E5,3.35E6,1.875,1.1669,3.35E6,,
341,2.491E5,9.6537,554.1778,554.1781,1,9.6291,9.7029,554.1779,7.178E5,8.558E6,8.558E6,1,DETECTED,2.491E5,9.6537,554.1778,554.1781,1,-0.0031,0.0259,9.6291,9.7029,554.1779,7.178E5,8.558E6,2.2337,1.4366,8.558E6,1,2
343,9.811E4,9.6537,582.20911,582.20953,1,9.6291,9.6864,582.20931,5.428E5,3.524E6,3.524E6,,DETECTED,9.811E4,9.6537,582.20911,582.20953,1,0.005,0.0259,9.6291,9.6864,582.20931,5.428E5,3.524E6,1.8807,1.1669,3.524E6,,
344,5.369E5,9.6618,452.3963,452.39679,4,9.6209,9.8508,452.39663,1.648E6,4.207E6,4.207E6,1,DETECTED,5.369E5,9.6618,452.3963,452.39679,4,-0.037,0.1146,9.6209,9.8508,452.39663,1.648E6,4.207E6,4.6177,2.8088,4.207E6,1,2
346,4.985E4,9.67,391.34299,391.34329,0,9.6455,9.7029,391.34317,5.952E5,1.415E6,1.415E6,,DETECTED,4.985E4,9.67,391.34299,391.34329,,,0.0391,9.6455,9.7029,391.34317,5.952E5,1.415E6,1.346,1.173,1.415E6,,
347,3.607E5,9.67,408.36945,408.37018,1,9.6374,9.8508,408.37004,1.174E6,3.027E6,3.027E6,,DETECTED,3.607E5,9.67,408.36945,408.37018,1,-0.002,0.1185,9.6374,9.8508,408.37004,1.174E6,3.027E6,5.5387,3.2694,3.027E6,,
348,1.917E5,9.6864,364.34326,364.34369,0,9.6374,9.859,364.34351,5.977E5,1.714E6,1.714E6,,DETECTED,1.917E5,9.6864,364.34326,364.34369,,,0.0956,9.6374,9.859,364.34351,5.977E5,1.714E6,3.5165,2.2582,1.714E6,,
349,6.535E4,9.7606,226.18078,226.18117,0,9.7359,9.8098,226.18109,5.097E5,1.648E6,1.648E6,,DETECTED,6.535E4,9.7606,226.18078,226.18117,,,0.0373,9.7359,9.8098,226.18109,5.097E5,1.648E6,1.9961,1.498,1.648E6,,
350,1.167E5,9.7606,228.19672,228.19696,1,9.7359,9.7934,228.19684,1.01E6,3.03E6,3.03E6,,DETECTED,1.167E5,9.7606,228.19672,228.19696,1,-0.0043,0.0393,9.7359,9.7934,228.19684,1.01E6,3.03E6,1.3313,1.1657,3.03E6,,
351,4.286E4,9.7606,244.19128,244.19194,0,9.7359,9.7934,244.19176,5.071E5,1.268E6,1.268E6,,DETECTED,4.286E4,9.7606,244.19128,244.19194,,,0.0356,9.7359,9.7934,244.19176,5.071E5,1.268E6,1.3313,1.1657,1.268E6,,
352,3.273E5,9.8918,338.34293,338.34311,2,9.7934,9.9327,338.34298,9.039E5,4.318E6,4.318E6,,DETECTED,3.273E5,9.8918,338.34293,338.34311,2,-0.0606,0.0903,9.7934,9.9327,338.34298,9.039E5,4.318E6,0.4163,0.7081,4.318E6,,
353,1.382E5,9.8918,406.33078,406.33105,1,9.818,9.9245,406.33087,7.363E5,2.404E6,2.404E6,,DETECTED,1.382E5,9.8918,406.33078,406.33105,1,0.0062,0.0598,9.818,9.9245,406.33087,7.363E5,2.404E6,0.4438,0.7219,2.404E6,,
354,8.871E5,9.9081,141.114,141.11421,0,9.0924,9.9573,141.11413,5.825E5,1.628E6,1.628E6,,DETECTED,8.871E5,9.9081,141.114,141.11421,,,0.6897,9.0924,9.9573,141.11413,5.825E5,1.628E6,0.0603,0.5302,1.628E6,,
355,9.717E4,9.9081,393.2074,393.20807,1,9.8836,9.9573,393.20753,5.001E5,2.77E6,2.77E6,,DETECTED,9.717E4,9.9081,393.2074,393.20807,1,-0.0032,0.0312,9.8836,9.9573,393.20753,5.001E5,2.77E6,2.244,1.5034,2.77E6,,
356,4.307E5,9.9245,638.65778,638.65881,0,9.5549,9.9573,638.65837,5.224E5,1.654E6,1.654E6,,DETECTED,4.307E5,9.9245,638.65778,638.65881,,,0.3021,9.5549,9.9573,638.65837,5.224E5,1.654E6,0.0887,0.5443,1.654E6,,
357,1.333E5,9.9491,385.17953,385.18011,0,9.859,10.0633,385.17979,5.09E5,1.106E6,1.106E6,,DETECTED,1.333E5,9.9491,385.17953,385.18011,,,0.179,9.859,10.0633,385.17979,5.09E5,1.106E6,1.2671,1.1336,1.106E6,,
358,1.167E5,9.9491,406.33084,406.33136,0,9.9245,10.0633,406.33104,5.303E5,1.568E6,1.568E6,,DETECTED,1.167E5,9.9491,406.33084,406.33136,,,0.052,9.9245,10.0633,406.33104,5.303E5,1.568E6,4.6409,2.8205,1.568E6,,
359,6.76E4,9.9491,784.58075,784.58173,0,9.9245,9.99,784.58108,5.2E5,1.926E6,1.926E6,,DETECTED,6.76E4,9.9491,784.58075,784.58173,,,0.0319,9.9245,9.99,784.58108,5.2E5,1.926E6,1.6603,1.3302,1.926E6,,
360,8.78E4,9.9573,158.96455,158.96495,0,9.9163,10.0063,158.96488,5.641E5,1.688E6,1.688E6,,DETECTED,8.78E4,9.9573,158.96455,158.96495,,,0.0417,9.9163,10.0063,158.96488,5.641E5,1.688E6,1.1947,1.0973,1.688E6,,
361,7.619E4,9.9573,238.90832,238.90843,0,9.9327,9.9982,238.90838,5.211E5,2.126E6,2.126E6,,DETECTED,7.619E4,9.9573,238.90832,238.90843,,,0.0334,9.9327,9.9982,238.90838,5.211E5,2.126E6,1.6616,1.3308,2.126E6,,
362,5.445E5,9.9573,306.89578,306.89615,1,9.5466,9.99,306.89599,5.124E5,4.348E6,4.348E6,,DETECTED,5.445E5,9.9573,306.89578,306.89615,1,-0.0043,0.0335,9.5466,9.99,306.89599,5.124E5,4.348E6,0.0779,0.5398,4.348E6,,
363,5.463E4,9.9573,308.89114,308.89142,0,9.9327,9.99,308.89133,6.026E5,1.694E6,1.694E6,,DETECTED,5.463E4,9.9573,308.89114,308.89142,,,0.039,9.9327,9.99,308.89133,6.026E5,1.694E6,1.3296,1.1648,1.694E6,,
364,2.581E6,9.9573,615.57965,615.58276,12,9.4233,10.6211,615.58238,5.885E5,4.697E6,4.697E6,1,DETECTED,2.581E6,9.9573,615.57965,615.58276,12,-0.2153,0.4342,9.4233,10.6211,615.58238,5.885E5,4.697E6,1.3226,1.1215,4.697E6,1,2
366,1.255E5,9.9737,740.55438,740.55505,1,9.941,10.0389,740.5548,5.415E5,3.185E6,3.185E6,,DETECTED,1.255E5,9.9737,740.55438,740.55505,1,-0.002,0.0309,9.941,10.0389,740.5548,5.415E5,3.185E6,2.9582,1.4976,3.185E6,,
367,3.621E5,9.99,520.35638,520.35773,0,9.9163,10.1851,520.35738,5.826E5,1.852E6,1.852E6,,DETECTED,3.621E5,9.99,520.35638,520.35773,,,0.2286,9.9163,10.1851,520.35738,5.826E5,1.852E6,2.6476,1.8238,1.852E6,,
368,2.116E5,9.9982,696.5282,696.52911,1,9.9655,10.1285,696.52857,5.468E5,4.066E6,4.066E6,1,DETECTED,2.116E5,9.9982,696.5282,696.52911,1,-0.0043,0.0333,9.9655,10.1285,696.52857,5.468E5,4.066E6,7.9733,2.4947,4.066E6,1,2
370,1.94E5,10.0226,124.08763,124.08772,1,9.9818,10.0715,124.08768,9.084E5,3.557E6,3.557E6,,DETECTED,1.94E5,10.0226,124.08763,124.08772,1,0.005,0.0509,9.9818,10.0715,124.08768,9.084E5,3.557E6,1.2005,1.1002,3.557E6,,
371,2.421E5,10.0226,652.50183,652.50299,1,9.99,10.161,652.50228,5.127E5,4.88E6,4.88E6,1,DETECTED,2.421E5,10.0226,652.50183,652.50299,1,-0.0043,0.0326,9.99,10.161,652.50228,5.127E5,4.88E6,6.0825,2.6236,4.88E6,1,2
373,6.577E6,10.047,593.59753,593.60034,30,9.3574,10.6856,593.59998,1.338E6,8.803E6,8.803E6,1,DETECTED,6.577E6,10.047,593.59753,593.60034,30,-0.6012,0.7774,9.3574,10.6856,593.59998,1.338E6,8.803E6,0.8871,0.963,8.803E6,1,2
374,1.964E5,10.047,608.47522,608.47589,1,10.0144,10.161,608.47565,5.024E5,4.132E6,4.132E6,,DETECTED,1.964E5,10.047,608.47522,608.47589,1,-0.0031,0.0321,10.0144,10.161,608.47565,5.024E5,4.132E6,3.3264,2.2486,4.132E6,,
375,9.059E4,10.0715,564.44885,564.44965,1,10.0389,10.1203,564.44912,5.363E5,2.305E6,2.305E6,,DETECTED,9.059E4,10.0715,564.44885,564.44965,1,-0.002,0.0341,10.0389,10.1203,564.44912,5.363E5,2.305E6,1.4987,1.2494,2.305E6,,
376,2.377E5,10.0878,309.27979,309.28024,1,9.9982,10.2011,309.28008,5.732E5,2.807E6,2.807E6,,DETECTED,2.377E5,10.0878,309.27979,309.28024,1,0.0061,0.0499,9.9982,10.2011,309.28008,5.732E5,2.807E6,1.2636,1.1318,2.807E6,,
377,3.674E4,10.0878,510.43823,510.43893,0,10.0633,10.1203,510.43854,5.091E5,1.018E6,1.018E6,,DETECTED,3.674E4,10.0878,510.43823,510.43893,,,0.0431,10.0633,10.1203,510.43854,5.091E5,1.018E6,1.331,1.1655,1.018E6,,
378,7.48E4,10.0878,520.42218,520.42273,0,10.0552,10.1285,520.42257,5.193E5,2.048E6,2.048E6,,DETECTED,7.48E4,10.0878,520.42218,520.42273,,,0.0327,10.0552,10.1285,520.42257,5.193E5,2.048E6,1.2473,1.1237,2.048E6,,
379,9.117E5,10.0878,638.6554,638.65881,0,9.9573,10.6695,638.6583,5.224E5,1.898E6,1.898E6,,DETECTED,9.117E5,10.0878,638.6554,638.65881,,,0.4829,9.9573,10.6695,638.6583,5.224E5,1.898E6,4.4579,2.729,1.898E6,,
380,6.295E5,10.1203,310.31128,310.31186,1,9.6374,10.2011,310.31168,5.519E5,2.844E6,2.844E6,,DETECTED,6.295E5,10.1203,310.31128,310.31186,1,0.0061,0.126,9.6374,10.2011,310.31168,5.519E5,2.844E6,0.1671,0.5836,2.844E6,,
382,2.623E5,10.1447,124.08762,124.08772,2,10.0715,10.1691,124.08768,1.758E6,4.232E6,4.232E6,,DETECTED,2.623E5,10.1447,124.08762,124.08772,2,-0.059,0.0309,10.0715,10.1691,124.08768,1.758E6,4.232E6,0.3322,0.6661,4.232E6,,
383,3.981E6,10.1851,172.11597,172.11635,6,10.0959,10.3305,172.1161,2.57E6,7.176E7,7.176E7,1,DETECTED,3.981E6,10.1851,172.11597,172.11635,6,-0.076,0.0295,10.0959,10.3305,172.1161,2.57E6,7.176E7,6.6411,2.7878,7.176E7,1,2
385,6.806E5,10.1851,204.08817,204.08858,2,10.1366,10.2738,204.08827,5.481E5,1.48E7,1.48E7,,DETECTED,6.806E5,10.1851,204.08817,204.08858,2,-0.0099,0.0309,10.1366,10.2738,204.08827,5.481E5,1.48E7,3.8142,1.7058,1.48E7,,
386,1.178E5,10.1851,280.0325,280.03293,0,10.161,10.2495,280.03261,5.835E5,3.213E6,3.213E6,,DETECTED,1.178E5,10.1851,280.0325,280.03293,,,0.0248,10.161,10.2495,280.03261,5.835E5,3.213E6,3.2014,1.8368,3.213E6,,
387,7.933E6,10.1851,409.18433,409.18539,7,10.0144,10.4435,409.1846,5.155E5,1.42E8,1.42E8,1,DETECTED,7.933E6,10.1851,409.18433,409.18539,7,-0.0191,0.0294,10.0144,10.4435,409.1846,5.155E5,1.42E8,6.0532,6.9048,1.42E8,1,2
389,4.4E6,10.1851,471.10541,471.10773,13,10.0144,10.6856,471.10709,5.124E5,3.259E7,3.259E7,1,DETECTED,4.4E6,10.1851,471.10541,471.10773,13,-0.0179,0.0628,10.0144,10.6856,471.10709,5.124E5,3.259E7,17.8383,8.5596,3.259E7,1,2
392,2.565E5,10.1851,475.10004,475.1011,0,10.161,10.4031,475.10038,5.16E5,2.76E6,2.76E6,,DETECTED,2.565E5,10.1851,475.10004,475.1011,,,0.1,10.161,10.4031,475.10038,5.16E5,2.76E6,12.5219,5.0258,2.76E6,,
393,1.008E5,10.1851,482.27441,482.27545,0,10.161,10.2576,482.27465,5.24E5,2.23E6,2.23E6,,DETECTED,1.008E5,10.1851,482.27441,482.27545,,,0.0357,10.161,10.2576,482.27465,5.24E5,2.23E6,3.0094,2.0047,2.23E6,,
394,3.394E5,10.1851,612.26556,612.2663,1,10.161,10.2414,612.26569,6.129E5,1.314E7,1.314E7,,DETECTED,3.394E5,10.1851,612.26556,612.2663,1,-0.0041,0.0213,10.161,10.2414,612.26569,6.129E5,1.314E7,2.1416,1.9638,1.314E7,,
395,3.362E5,10.1851,879.28357,879.28479,1,10.161,10.3062,879.28398,6.839E5,7.074E6,7.074E6,1,DETECTED,3.362E5,10.1851,879.28357,879.28479,1,-0.003,0.0341,10.161,10.3062,879.28398,6.839E5,7.074E6,3.682,3.1319,7.074E6,1,2
397,1.477E5,10.193,174.11186,174.11211,0,10.161,10.2738,174.11196,5.266E5,3.36E6,3.36E6,,DETECTED,1.477E5,10.193,174.11186,174.11211,,,0.0539,10.161,10.2738,174.11196,5.266E5,3.36E6,2.6193,1.7589,3.36E6,,
398,8.65E4,10.193,236.06003,236.06065,0,10.1691,10.2495,236.06044,5.507E5,2.337E6,2.337E6,,DETECTED,8.65E4,10.193,236.06003,236.06065,,,0.031,10.1691,10.2495,236.06044,5.507E5,2.337E6,2.3545,1.6773,2.337E6,,
400,1.344E6,10.193,411.17986,411.18057,0,10.1529,10.4435,411.1801,9.521E5,2.53E7,2.53E7,1,DETECTED,1.344E6,10.193,411.17986,411.18057,,,0.0292,10.1529,10.4435,411.1801,9.521E5,2.53E7,3.3081,4.3426,2.53E7,1,2
401,2.385E6,10.193,473.10392,473.10516,0,10.1041,10.5646,473.10469,5.344E5,2.037E7,2.037E7,1,DETECTED,2.385E6,10.193,473.10392,473.10516,,,0.0602,10.1041,10.5646,473.10469,5.344E5,2.037E7,10.78,5.1149,2.037E7,1,2
