id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_00.mzML:isotopes
565,1.852E6,10.8141,553.38708,553.39301,3,9.9245,11.0055,553.39123,5.881E5,3.971E6,3.971E6,,DETECTED,1.852E6,10.8141,553.38708,553.39301,3,-0.1143,0.772,9.9245,11.0055,553.39123,5.881E5,3.971E6,0.2159,0.6076,3.971E6,,
566,2.52E6,10.8141,559.51575,559.51965,5,9.7934,11.0134,559.51858,6.86E5,4.689E6,4.689E6,1,DETECTED,2.52E6,10.8141,559.51575,559.51965,5,-0.1235,0.5348,9.7934,11.0134,559.51858,6.86E5,4.689E6,0.1947,0.5976,4.689E6,1,2
568,1.886E6,10.8141,587.54797,587.55115,1,9.7934,11.0055,587.55004,5.035E5,3.581E6,3.581E6,1,DETECTED,1.886E6,10.8141,587.54797,587.55115,1,0.005,0.3468,9.7934,11.0055,587.55004,5.035E5,3.581E6,0.1897,0.5937,3.581E6,1,2
570,1.159E6,10.8461,758.22125,758.22528,2,10.4919,11.0055,758.22288,5.013E5,3.985E6,3.985E6,,DETECTED,1.159E6,10.8461,758.22125,758.22528,2,-0.011,0.3222,10.4919,11.0055,758.22288,5.013E5,3.985E6,0.4852,0.7249,3.985E6,,
571,1.879E7,10.8703,144.98219,144.98289,24,10.2011,11.1563,144.9826,1.137E7,3.002E7,3.002E7,1,DETECTED,1.879E7,10.8703,144.98219,144.98289,24,-0.6665,0.8615,10.2011,11.1563,144.9826,1.137E7,3.002E7,0.4274,0.7137,3.002E7,1,2
573,7.992E6,10.8703,146.98036,146.98108,7,10.2011,11.0767,146.98079,5.203E6,1.364E7,1.364E7,,DETECTED,7.992E6,10.8703,146.98036,146.98108,7,-0.6169,0.7908,10.2011,11.0767,146.98079,5.203E6,1.364E7,0.3084,0.6542,1.364E7,,
574,1.51E5,10.8703,730.58179,730.58331,0,10.758,10.9502,730.58239,5.083E5,1.21E6,1.21E6,,DETECTED,1.51E5,10.8703,730.58179,730.58331,,,0.1686,10.758,10.9502,730.58239,5.083E5,1.21E6,0.712,0.856,1.21E6,,
575,2.454E6,10.8863,124.08729,124.08746,5,10.6776,10.8944,124.08737,4.2E6,2E7,2E7,1,DETECTED,2.454E6,10.8863,124.08729,124.08746,5,-0.1819,0.0487,10.6776,10.8944,124.08737,4.2E6,2E7,0.0384,0.5192,2E7,1,2
577,2.032E5,10.8863,126.10296,126.10308,1,10.8221,10.8944,126.10301,1.938E6,4.447E6,4.447E6,,DETECTED,2.032E5,10.8863,126.10296,126.10308,1,-0.018,0.0477,10.8221,10.8944,126.10301,1.938E6,4.447E6,0.1248,0.5624,4.447E6,,
578,9.762E4,10.8863,128.11856,128.11873,0,10.8221,10.8944,128.11866,8.387E5,1.847E6,1.847E6,,DETECTED,9.762E4,10.8863,128.11856,128.11873,,,0.0661,10.8221,10.8944,128.11866,8.387E5,1.847E6,0.1248,0.5624,1.847E6,,
579,1.526E5,10.8863,138.10286,138.10298,0,10.8221,10.8944,138.10292,1.49E6,3.242E6,3.242E6,,DETECTED,1.526E5,10.8863,138.10286,138.10298,,,0.0233,10.8221,10.8944,138.10292,1.49E6,3.242E6,0.1248,0.5624,3.242E6,,
580,1.212E5,10.8863,140.08211,140.08224,0,10.8301,10.8944,140.08218,1.281E6,3.156E6,3.156E6,,DETECTED,1.212E5,10.8863,140.08211,140.08224,,,0.0162,10.8301,10.8944,140.08218,1.281E6,3.156E6,0.1425,0.5713,3.156E6,,
581,2.207E5,10.8863,153.11378,153.11394,2,10.8221,10.8944,153.11385,1.886E6,4.365E6,4.365E6,,DETECTED,2.207E5,10.8863,153.11378,153.11394,2,-0.0432,0.05,10.8221,10.8944,153.11385,1.886E6,4.365E6,0.1248,0.5624,4.365E6,,
582,7.846E4,10.8863,161.08247,161.08263,0,10.8221,10.8944,161.08254,7.624E5,1.614E6,1.614E6,,DETECTED,7.846E4,10.8863,161.08247,161.08263,,,0.0634,10.8221,10.8944,161.08254,7.624E5,1.614E6,0.1248,0.5624,1.614E6,,
583,1.867E5,10.8863,163.09813,163.09831,1,10.8221,10.8944,163.0982,1.745E6,3.686E6,3.686E6,,DETECTED,1.867E5,10.8863,163.09813,163.09831,1,-0.026,0.0664,10.8221,10.8944,163.0982,1.745E6,3.686E6,0.1248,0.5624,3.686E6,,
584,1.911E5,10.8863,176.10605,176.10626,0,10.7017,10.8944,176.10617,5.105E5,1.722E6,1.722E6,,DETECTED,1.911E5,10.8863,176.10605,176.10626,,,0.0503,10.7017,10.8944,176.10617,5.105E5,1.722E6,0.0434,0.5217,1.722E6,,
585,7.304E4,10.8863,179.09309,179.09328,0,10.8301,10.8944,179.09318,7.046E5,1.711E6,1.711E6,,DETECTED,7.304E4,10.8863,179.09309,179.09328,,,0.0162,10.8301,10.8944,179.09318,7.046E5,1.711E6,0.1425,0.5713,1.711E6,,
586,5.942E4,10.8863,194.14041,194.14058,0,10.8221,10.8944,194.14049,6.072E5,1.114E6,1.114E6,,DETECTED,5.942E4,10.8863,194.14041,194.14058,,,0.0317,10.8221,10.8944,194.14049,6.072E5,1.114E6,0.1248,0.5624,1.114E6,,
587,5.343E4,10.8863,202.10896,202.10925,0,10.8221,10.8944,202.10912,5.075E5,9.745E5,9.745E5,,DETECTED,5.343E4,10.8863,202.10896,202.10925,,,0.0708,10.8221,10.8944,202.10912,5.075E5,9.745E5,0.1248,0.5624,9.745E5,,
588,5.593E4,10.8863,659.47906,659.48145,0,10.8542,10.9184,659.48067,5.588E5,1.538E6,1.538E6,,DETECTED,5.593E4,10.8863,659.47906,659.48145,,,0.038,10.8542,10.9184,659.48067,5.588E5,1.538E6,0.9965,0.9982,1.538E6,,
589,6.563E4,10.8944,355.07037,355.07112,0,10.8703,10.9264,355.07046,5.341E5,2.385E6,2.385E6,,DETECTED,6.563E4,10.8944,355.07037,355.07112,,,0.028,10.8703,10.9264,355.07046,5.341E5,2.385E6,1.3306,1.1653,2.385E6,,
590,3.458E5,10.8944,702.21326,702.21472,1,10.8703,10.9502,702.21454,6.878E5,1.264E7,1.264E7,1,DETECTED,3.458E5,10.8944,702.21326,702.21472,1,-0.0041,0.0237,10.8703,10.9502,702.21454,6.878E5,1.264E7,1.9438,1.5219,1.264E7,1,2
592,1.715E5,10.8944,704.21265,704.21344,0,10.8703,10.9343,704.21328,7.517E5,6.703E6,6.703E6,,DETECTED,1.715E5,10.8944,704.21265,704.21344,,,0.0225,10.8703,10.9343,704.21328,7.517E5,6.703E6,1.9048,1.3306,6.703E6,,
593,9.158E4,10.9024,122.07157,122.07174,0,10.8944,10.966,122.07167,6.468E5,2.113E6,2.113E6,,DETECTED,9.158E4,10.9024,122.07157,122.07174,,,0.0616,10.8944,10.966,122.07167,6.468E5,2.113E6,7.95,4.475,2.113E6,,
594,2.7E5,10.9024,126.10283,126.10303,0,10.8944,10.9818,126.10295,1.653E6,5.328E6,5.328E6,,DETECTED,2.7E5,10.9024,126.10283,126.10303,,,0.0452,10.8944,10.9818,126.10295,1.653E6,5.328E6,9.9209,5.4605,5.328E6,,
595,1.322E5,10.9024,128.11842,128.1187,0,10.8944,10.9818,128.11861,6.592E5,3.074E6,3.074E6,,DETECTED,1.322E5,10.9024,128.11842,128.1187,,,0.0566,10.8944,10.9818,128.11861,6.592E5,3.074E6,9.9209,5.4605,3.074E6,,
596,8.057E4,10.9024,135.0793,135.0795,0,10.8944,10.966,135.07941,5.511E5,1.832E6,1.832E6,,DETECTED,8.057E4,10.9024,135.0793,135.0795,,,0.0157,10.8944,10.966,135.07941,5.511E5,1.832E6,7.95,4.475,1.832E6,,
597,2.866E5,10.9024,136.08708,136.08737,0,10.8461,10.966,136.08725,1.205E6,4.212E6,4.212E6,,DETECTED,2.866E5,10.9024,136.08708,136.08737,,,0.05,10.8461,10.966,136.08725,1.205E6,4.212E6,1.1322,1.0661,4.212E6,,
598,8.24E4,10.9024,137.08229,137.08252,0,10.8944,10.966,137.08243,6.223E5,2.018E6,2.018E6,,DETECTED,8.24E4,10.9024,137.08229,137.08252,,,0.0162,10.8944,10.966,137.08243,6.223E5,2.018E6,7.95,4.475,2.018E6,,
599,1.901E5,10.9024,138.10275,138.10294,0,10.8944,10.966,138.10286,1.234E6,4.429E6,4.429E6,,DETECTED,1.901E5,10.9024,138.10275,138.10294,,,0.0561,10.8944,10.966,138.10286,1.234E6,4.429E6,7.95,4.475,4.429E6,,
600,2.257E5,10.9024,140.08202,140.08218,1,10.8944,10.9976,140.08211,1.077E6,4.777E6,4.777E6,,DETECTED,2.257E5,10.9024,140.08202,140.08218,1,0.0061,0.0256,10.8944,10.9976,140.08211,1.077E6,4.777E6,11.8909,6.4455,4.777E6,,
601,1.822E5,10.9024,140.11832,140.11859,0,10.8221,10.966,140.1185,6.308E5,2.395E6,2.395E6,,DETECTED,1.822E5,10.9024,140.11832,140.11859,,,0.032,10.8221,10.966,140.1185,6.308E5,2.395E6,0.793,0.8965,2.395E6,,
602,8.877E4,10.9024,148.08714,148.08733,0,10.8944,10.966,148.08722,5.145E5,2.209E6,2.209E6,,DETECTED,8.877E4,10.9024,148.08714,148.08733,,,0.3126,10.8944,10.966,148.08722,5.145E5,2.209E6,7.95,4.475,2.209E6,,
603,1.464E5,10.9024,150.10272,150.103,0,10.8461,10.9739,150.10288,6.208E5,2.026E6,2.026E6,,DETECTED,1.464E5,10.9024,150.10272,150.103,,,0.0461,10.8461,10.9739,150.10288,6.208E5,2.026E6,1.2725,1.1363,2.026E6,,
604,2.905E5,10.9024,151.09795,151.09821,1,10.8944,10.9976,151.09809,1.432E6,5.218E6,5.218E6,,DETECTED,2.905E5,10.9024,151.09795,151.09821,1,0.005,0.0949,10.8944,10.9976,151.09809,1.432E6,5.218E6,11.8909,6.4455,5.218E6,,
605,1.383E5,10.9024,152.11835,152.11868,0,10.8221,10.9739,152.11857,5.004E5,1.509E6,1.509E6,,DETECTED,1.383E5,10.9024,152.11835,152.11868,,,0.0622,10.8221,10.9739,152.11857,5.004E5,1.509E6,0.8913,0.9456,1.509E6,,
606,2.7E5,10.9024,153.11368,153.11386,1,10.8944,10.9739,153.11378,1.564E6,6.027E6,6.027E6,,DETECTED,2.7E5,10.9024,153.11368,153.11386,1,0.0359,0.0168,10.8944,10.9739,153.11378,1.564E6,6.027E6,8.9351,4.9675,6.027E6,,
607,1.016E5,10.9024,161.08241,161.0826,0,10.8944,10.966,161.0825,5.745E5,2.42E6,2.42E6,,DETECTED,1.016E5,10.9024,161.08241,161.0826,,,0.0165,10.8944,10.966,161.0825,5.745E5,2.42E6,7.95,4.475,2.42E6,,
608,2.499E5,10.9024,163.09804,163.09822,1,10.8944,10.966,163.09814,1.621E6,6.602E6,6.602E6,,DETECTED,2.499E5,10.9024,163.09804,163.09822,1,0.0039,0.0301,10.8944,10.966,163.09814,1.621E6,6.602E6,7.95,4.475,6.602E6,,
609,2.221E5,10.9024,165.11362,165.11391,0,10.8944,10.9976,165.11382,1.193E6,3.907E6,3.907E6,,DETECTED,2.221E5,10.9024,165.11362,165.11391,,,0.0533,10.8944,10.9976,165.11382,1.193E6,3.907E6,11.8909,6.4455,3.907E6,,
610,2.079E5,10.9024,167.12927,167.12959,0,10.8221,10.9739,167.12949,5.338E5,2.571E6,2.571E6,,DETECTED,2.079E5,10.9024,167.12927,167.12959,,,0.032,10.8221,10.9739,167.12949,5.338E5,2.571E6,0.8913,0.9456,2.571E6,,
611,1.874E5,10.9024,177.11346,177.114,0,10.8221,10.9976,177.11381,6.009E5,1.772E6,1.772E6,,DETECTED,1.874E5,10.9024,177.11346,177.114,,,0.0651,10.8221,10.9976,177.11381,6.009E5,1.772E6,1.1861,1.0931,1.772E6,,
612,2.653E5,10.9024,179.09286,179.09319,0,10.8944,11.0687,179.093,7.508E5,2.591E6,2.591E6,,DETECTED,2.653E5,10.9024,179.09286,179.09319,,,0.0163,10.8944,11.0687,179.093,7.508E5,2.591E6,20.7763,10.8882,2.591E6,,
613,9.884E4,10.9024,190.10849,190.10919,0,10.8944,10.9976,190.10901,5.319E5,1.755E6,1.755E6,,DETECTED,9.884E4,10.9024,190.10849,190.10919,,,0.0935,10.8944,10.9976,190.10901,5.319E5,1.755E6,11.8909,6.4455,1.755E6,,
614,8.543E4,10.9024,194.14009,194.1405,0,10.8944,10.9976,194.1404,5.112E5,1.177E6,1.177E6,,DETECTED,8.543E4,10.9024,194.14009,194.1405,,,0.1016,10.8944,10.9976,194.1404,5.112E5,1.177E6,11.8909,6.4455,1.177E6,,
615,9.754E4,10.9024,202.10884,202.10936,0,10.8944,10.9976,202.10908,5.075E5,1.629E6,1.629E6,,DETECTED,9.754E4,10.9024,202.10884,202.10936,,,0.0584,10.8944,10.9976,202.10908,5.075E5,1.629E6,11.8909,6.4455,1.629E6,,
616,2.375E5,10.9264,550.62616,550.63141,0,10.8622,11.0529,550.62899,5.776E5,2.041E6,2.041E6,,DETECTED,2.375E5,10.9264,550.62616,550.63141,,,0.153,10.8622,11.0529,550.62899,5.776E5,2.041E6,1.9712,1.4856,2.041E6,,
617,1.519E5,10.9264,582.59326,582.5946,0,10.8141,11.0055,582.59398,5.126E5,1.056E6,1.056E6,,DETECTED,1.519E5,10.9264,582.59326,582.5946,,,0.1745,10.8141,11.0055,582.59398,5.126E5,1.056E6,0.7043,0.8521,1.056E6,,
618,8.123E5,10.9264,759.22028,759.22552,0,10.5726,11.0055,759.22304,5.143E5,2.999E6,2.999E6,,DETECTED,8.123E5,10.9264,759.22028,759.22552,,,0.3135,10.5726,11.0055,759.22304,5.143E5,2.999E6,0.2228,0.6118,2.999E6,,
619,5.648E4,10.9423,593.44086,593.44226,0,10.9184,10.9739,593.44149,5.606E5,1.757E6,1.757E6,,DETECTED,5.648E4,10.9423,593.44086,593.44226,,,0.0362,10.9184,10.9739,593.44149,5.606E5,1.757E6,1.3243,1.1621,1.757E6,,
620,7.985E5,10.9502,360.97705,360.97855,0,10.6856,11.4117,360.97786,6.641E5,1.464E6,1.464E6,,DETECTED,7.985E5,10.9502,360.97705,360.97855,,,0.6099,10.6856,11.4117,360.97786,6.641E5,1.464E6,1.7441,1.3721,1.464E6,,
621,4.384E5,10.9581,149.08243,149.08269,0,10.7902,10.966,149.08255,1.316E6,4.34E6,4.34E6,,DETECTED,4.384E5,10.9581,149.08243,149.08269,,,0.1612,10.7902,10.966,149.08255,1.316E6,4.34E6,0.047,0.5235,4.34E6,,
622,1.385E5,10.9581,167.09302,167.09323,0,10.8703,10.9739,167.09312,6.619E5,1.995E6,1.995E6,,DETECTED,1.385E5,10.9581,167.09302,167.09323,,,0.024,10.8703,10.9739,167.09312,6.619E5,1.995E6,0.1797,0.5899,1.995E6,,
623,1.285E6,10.966,144.04762,144.0484,0,9.9982,11.284,144.04804,5.787E5,1.574E6,1.574E6,,DETECTED,1.285E6,10.966,144.04762,144.0484,,,1.0122,9.9982,11.284,144.04804,5.787E5,1.574E6,0.3286,0.6643,1.574E6,,
624,1.905E6,10.966,358.97977,358.98157,0,10.2333,11.284,358.98069,1.139E6,2.601E6,2.601E6,,DETECTED,1.905E6,10.966,358.97977,358.98157,,,0.9835,10.2333,11.284,358.98069,1.139E6,2.601E6,0.434,0.717,2.601E6,,
625,5.779E4,10.966,571.42737,571.43097,0,10.9343,10.9976,571.42897,5.533E5,2.12E6,2.12E6,,DETECTED,5.779E4,10.966,571.42737,571.43097,,,0.0202,10.9343,10.9976,571.42897,5.533E5,2.12E6,0.9962,0.9981,2.12E6,,
626,8.559E5,10.966,760.21991,760.22522,0,10.5888,11.2121,760.2222,5.103E5,2.465E6,2.465E6,,DETECTED,8.559E5,10.966,760.21991,760.22522,,,0.35,10.5888,11.2121,760.2222,5.103E5,2.465E6,0.6524,0.8262,2.465E6,,
627,8.035E5,10.9739,348.20166,348.20337,0,9.9982,11.0055,348.2027,5.38E5,1.374E6,1.374E6,,DETECTED,8.035E5,10.9739,348.20166,348.20337,,,0.8237,9.9982,11.0055,348.2027,5.38E5,1.374E6,0.0323,0.5162,1.374E6,,
628,4.516E5,10.9739,1000.7876,1000.79034,0,10.9104,11.1244,1000.78923,5.507E5,3.941E6,3.941E6,1,DETECTED,4.516E5,10.9739,1000.7876,1000.79034,,,0.1097,10.9104,11.1244,1000.78923,5.507E5,3.941E6,2.4167,1.6847,3.941E6,1,2
629,4.017E5,10.9818,166.10948,166.11063,0,10.9264,11.1882,166.1104,5.251E5,3.038E6,3.038E6,,DETECTED,4.017E5,10.9818,166.10948,166.11063,,,0.111,10.9264,11.1882,166.1104,5.251E5,3.038E6,3.1662,2.3623,3.038E6,,
630,9.119E4,10.9818,177.38144,177.38158,0,10.9502,11.0687,177.38149,5.312E5,1.008E6,1.008E6,,DETECTED,9.119E4,10.9818,177.38144,177.38158,,,0.1065,10.9502,11.0687,177.38149,5.312E5,1.008E6,2.751,1.8755,1.008E6,,
631,2.713E5,10.9818,611.18323,611.1861,0,10.9739,11.2681,611.18495,6.437E5,1.383E6,1.383E6,,DETECTED,2.713E5,10.9818,611.18323,611.1861,,,0.0331,10.9739,11.2681,611.18495,6.437E5,1.383E6,36.2645,18.6322,1.383E6,,
633,1.755E5,10.9818,696.64722,696.65094,0,10.9423,11.1244,696.64907,5.059E5,1.738E6,1.738E6,,DETECTED,1.755E5,10.9818,696.64722,696.65094,,,0.0941,10.9423,11.1244,696.64907,5.059E5,1.738E6,3.6088,2.3044,1.738E6,,
635,2.6E5,10.9818,761.22076,761.22284,0,10.7178,10.9897,761.22152,5.678E5,1.245E6,1.245E6,,DETECTED,2.6E5,10.9818,761.22076,761.22284,,,0.2557,10.7178,10.9897,761.22152,5.678E5,1.245E6,0.0299,0.5149,1.245E6,,
636,2.03E6,10.9818,792.60596,792.60797,4,10.8622,11.284,792.60634,5.132E5,1.277E7,1.277E7,1,DETECTED,2.03E6,10.9818,792.60596,792.60797,4,-0.0425,0.187,10.8622,11.284,792.60634,5.132E5,1.277E7,4.7924,1.9262,1.277E7,1,3
639,7.188E5,10.9897,475.27411,475.27792,0,10.1285,11.1483,475.27631,5.377E5,1.079E6,1.079E6,,DETECTED,7.188E5,10.9897,475.27411,475.27792,,,0.7687,10.1285,11.1483,475.27631,5.377E5,1.079E6,0.1842,0.5921,1.079E6,,
640,5.725E6,10.9897,680.48053,680.48224,5,10.7741,11.1324,680.48104,6.038E5,5.031E7,5.031E7,1,DETECTED,5.725E6,10.9897,680.48053,680.48224,5,-0.0583,0.0964,10.7741,11.1324,680.48104,6.038E5,5.031E7,2.4692,1.3889,5.031E7,1,4
642,1.322E6,10.9897,726.46271,726.4671,3,10.9184,11.2201,726.46328,5.546E5,1.23E7,1.23E7,1,DETECTED,1.322E6,10.9897,726.46271,726.4671,3,-0.0333,0.0992,10.9184,11.2201,726.46328,5.546E5,1.23E7,1.9336,2.4245,1.23E7,1,3
643,1.326E5,10.9897,774.53113,774.53485,0,10.9423,11.0926,774.53244,5.08E5,2.296E6,2.296E6,,DETECTED,1.326E5,10.9897,774.53113,774.53485,,,0.0153,10.9423,11.0926,774.53244,5.08E5,2.296E6,2.1696,1.5848,2.296E6,,
644,1.009E5,10.9897,1398.98975,1398.99963,0,10.9581,11.0687,1398.9938,5.041E5,1.494E6,1.494E6,,DETECTED,1.009E5,10.9897,1398.98975,1398.99963,,,0.0816,10.9581,11.0687,1398.9938,5.041E5,1.494E6,2.5034,1.7517,1.494E6,,
645,6.876E4,10.9976,145.98555,145.9857,0,10.9897,11.0767,145.98563,5.294E5,1.077E6,1.077E6,,DETECTED,6.876E4,10.9976,145.98555,145.9857,,,0.0719,10.9897,11.0767,145.98563,5.294E5,1.077E6,10.0305,5.5152,1.077E6,,
646,2.748E5,10.9976,165.86571,165.86594,0,10.9343,11.1085,165.8658,5.012E5,2.563E6,2.563E6,,DETECTED,2.748E5,10.9976,165.86571,165.86594,,,0.1065,10.9343,11.1085,165.8658,5.012E5,2.563E6,2.0723,1.377,2.563E6,,
647,1.024E6,10.9976,326.87643,326.87799,0,10.2172,11.284,326.87729,5.184E5,1.487E6,1.487E6,,DETECTED,1.024E6,10.9976,326.87643,326.87799,,,0.9678,10.2172,11.284,326.87729,5.184E5,1.487E6,0.3671,0.6835,1.487E6,,
648,2.933E5,10.9976,327.07806,327.07867,0,10.9343,11.1085,327.07835,5.488E5,3.226E6,3.226E6,,DETECTED,2.933E5,10.9976,327.07806,327.07867,,,0.1325,10.9343,11.1085,327.07835,5.488E5,3.226E6,1.6651,1.377,3.226E6,,
649,2.391E5,10.9976,383.14041,383.14111,0,10.9343,11.0926,383.14087,5.57E5,2.603E6,2.603E6,,DETECTED,2.391E5,10.9976,383.14041,383.14111,,,0.0856,10.9343,11.0926,383.14087,5.57E5,2.603E6,1.5021,1.251,2.603E6,,
650,1.107E5,10.9976,430.91397,430.91483,0,10.9897,11.1165,430.9145,5.598E5,1.151E6,1.151E6,,DETECTED,1.107E5,10.9976,430.91397,430.91483,,,0.1216,10.9897,11.1165,430.9145,5.598E5,1.151E6,15.0762,8.0381,1.151E6,,
651,5.873E5,10.9976,439.20328,439.20422,2,10.9184,11.1643,439.20375,5.427E5,5.575E6,5.575E6,1,DETECTED,5.873E5,10.9976,439.20328,439.20422,2,-0.0096,0.1124,10.9184,11.1643,439.20375,5.427E5,5.575E6,1.9048,1.4257,5.575E6,1,2
652,1.964E6,10.9976,495.26624,495.26709,3,10.9024,11.3878,495.26661,6.088E5,1.572E7,1.572E7,1,DETECTED,1.964E6,10.9976,495.26624,495.26709,3,-0.0424,0.0966,10.9024,11.3878,495.26661,6.088E5,1.572E7,2.8176,2.7337,1.572E7,1,2
654,2.568E6,10.9976,551.32861,551.32965,5,10.8783,11.1483,551.32883,5.207E5,2.348E7,2.348E7,1,DETECTED,2.568E6,10.9976,551.32861,551.32965,5,-0.0514,0.0997,10.8783,11.1483,551.32883,5.207E5,2.348E7,1.7506,1.4006,2.348E7,1,3
657,9.032E6,10.9976,607.39093,607.39423,10,10.3305,11.4037,607.3917,5.079E5,6.512E7,6.512E7,1,DETECTED,9.032E6,10.9976,607.39093,607.39423,10,-0.0673,0.1012,10.3305,11.4037,607.3917,5.079E5,6.512E7,2.6015,3.0288,6.512E7,1,3
660,2.83E5,10.9976,663.5235,663.52478,0,10.9343,11.0846,663.5241,7.86E5,2.941E6,2.941E6,,DETECTED,2.83E5,10.9976,663.5235,663.52478,,,0.0948,10.9343,11.0846,663.5241,7.86E5,2.941E6,1.3764,1.1882,2.941E6,,
661,4.129E5,10.9976,663.54053,663.54401,0,10.9264,11.1483,663.5417,5.839E5,3.689E6,3.689E6,1,DETECTED,4.129E5,10.9976,663.54053,663.54401,,,0.134,10.9264,11.1483,663.5417,5.839E5,3.689E6,4.0856,1.5589,3.689E6,1,2
662,3.453E7,10.9976,664.45685,664.46014,0,9.8344,11.284,664.45738,6.373E5,2.398E8,2.398E8,1,DETECTED,3.453E7,10.9976,664.45685,664.46014,,,0.1067,9.8344,11.284,664.45738,6.373E5,2.398E8,3.051,2.2512,2.398E8,1,3
666,2.594E6,10.9976,701.409,701.41083,4,10.8863,11.3479,701.41031,5.338E5,1.826E7,1.826E7,1,DETECTED,2.594E6,10.9976,701.409,701.41083,4,-0.0503,0.1131,10.8863,11.3479,701.41031,5.338E5,1.826E7,3.5781,2.3683,1.826E7,1,2
669,3.083E5,10.9976,731.4895,731.49133,0,10.9264,11.1085,731.49039,6.081E5,3.225E6,3.225E6,,DETECTED,3.083E5,10.9976,731.4895,731.49133,,,0.0759,10.9264,11.1085,731.49039,6.081E5,3.225E6,1.5914,1.279,3.225E6,,
671,2.994E6,11.0055,124.08718,124.08737,5,10.8944,11.0687,124.08725,7.808E6,2.665E7,2.665E7,1,DETECTED,2.994E6,11.0055,124.08718,124.08737,5,-0.1003,0.1163,10.8944,11.0687,124.08725,7.808E6,2.665E7,0.5693,0.7846,2.665E7,1,2
673,9.113E4,11.0055,167.09276,167.09317,0,10.9739,11.0291,167.09299,9.736E5,2.75E6,2.75E6,,DETECTED,9.113E4,11.0055,167.09276,167.09317,,,0.6839,10.9739,11.0291,167.09299,9.736E5,2.75E6,0.7501,0.8751,2.75E6,,
674,6.533E4,11.0055,167.12927,167.12941,0,10.9739,11.0291,167.12932,5.338E5,1.75E6,1.75E6,,DETECTED,6.533E4,11.0055,167.12927,167.12941,,,0.0175,10.9739,11.0291,167.12932,5.338E5,1.75E6,0.7501,0.8751,1.75E6,,
676,5.171E5,11.0055,694.49493,694.49749,0,10.9184,11.1244,694.49582,6.379E5,5.08E6,5.08E6,1,DETECTED,5.171E5,11.0055,694.49493,694.49749,,,0.1102,10.9184,11.1244,694.49582,6.379E5,5.08E6,0.9607,1.1831,5.08E6,1,2
677,3.408E5,11.0055,706.49347,706.49609,0,10.9184,11.1165,706.4951,5.374E5,4.516E6,4.516E6,,DETECTED,3.408E5,11.0055,706.49347,706.49609,,,0.0523,10.9184,11.1165,706.4951,5.374E5,4.516E6,1.1537,1.1373,4.516E6,,
678,5.799E5,11.0055,707.49493,707.50793,0,10.758,11.1165,707.50412,5.105E5,3.938E6,3.938E6,,DETECTED,5.799E5,11.0055,707.49493,707.50793,,,0.2153,10.758,11.1165,707.50412,5.105E5,3.938E6,0.3764,0.7243,3.938E6,,
679,3.211E5,11.0055,721.50763,721.51056,0,10.9264,11.1165,721.50856,6.151E5,3.958E6,3.958E6,,DETECTED,3.211E5,11.0055,721.50763,721.51056,,,0.0684,10.9264,11.1165,721.50856,6.151E5,3.958E6,3.8393,1.2017,3.958E6,,
681,2.43E5,11.0055,747.52112,747.52948,0,10.9423,11.1404,747.52316,5.148E5,4.184E6,4.184E6,1,DETECTED,2.43E5,11.0055,747.52112,747.52948,,,0.0497,10.9423,11.1404,747.52316,5.148E5,4.184E6,3.3065,1.5675,4.184E6,1,2
683,2.195E5,11.0055,749.53961,749.54565,0,10.9423,11.1165,749.54169,6.177E5,3.625E6,3.625E6,1,DETECTED,2.195E5,11.0055,749.53961,749.54565,,,0.0298,10.9423,11.1165,749.54169,6.177E5,3.625E6,0.461,1.3782,3.625E6,1,2
