id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_000004_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000004_01_01.mzML:area,datafile:20250402_PMA_tp24_000004_01_01.mzML:rt,datafile:20250402_PMA_tp24_000004_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000004_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000004_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000004_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000004_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000004_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000004_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000004_01_01.mzML:mz,datafile:20250402_PMA_tp24_000004_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000004_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000004_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000004_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000004_01_01.mzML:height,datafile:20250402_PMA_tp24_000004_01_01.mzML:charge,datafile:20250402_PMA_tp24_000004_01_01.mzML:isotopes
1,1.526E6,0.3153,139.98233,139.98256,4,0.1766,0.3645,139.98248,1.507E6,1.047E7,1.047E7,,DETECTED,1.526E6,0.3153,139.98233,139.98256,4,-0.1337,0.179,0.1766,0.3645,139.98248,1.507E6,1.047E7,0.3546,0.6773,1.047E7,,
2,4.243E5,0.3487,129.13884,129.13893,1,0.3239,0.396,129.13887,1.947E6,1.449E7,1.449E7,,DETECTED,4.243E5,0.3487,129.13884,129.13893,1,-0.0124,0.0288,0.3239,0.396,129.13887,1.947E6,1.449E7,1.6878,1.4554,1.449E7,,
3,2.816E6,0.3487,146.16528,146.16551,2,0.3153,0.4119,146.16534,5.307E5,1.011E8,1.011E8,1,DETECTED,2.816E6,0.3487,146.16528,146.16551,2,-0.0209,0.0225,0.3153,0.4119,146.16534,5.307E5,1.011E8,1.9593,1.4599,1.011E8,1,2
5,2.91E5,0.3487,160.18089,160.18103,1,0.3239,0.396,160.18098,1.881E6,1.051E7,1.051E7,,DETECTED,2.91E5,0.3487,160.18089,160.18103,1,-0.0112,0.0205,0.3239,0.396,160.18098,1.881E6,1.051E7,2.2132,1.4554,1.051E7,,
6,9.939E4,0.3487,244.9467,244.94708,0,0.3324,0.396,244.94685,9.106E5,3.251E6,3.251E6,,DETECTED,9.939E4,0.3487,244.9467,244.94708,,,0.0277,0.3324,0.396,244.94685,9.106E5,3.251E6,2.9159,1.9579,3.251E6,,
7,6.826E4,0.3487,272.94162,272.94199,0,0.3324,0.3881,272.9419,8.166E5,2.671E6,2.671E6,,DETECTED,6.826E4,0.3487,272.94162,272.94199,,,0.0215,0.3324,0.3881,272.9419,8.166E5,2.671E6,2.4274,1.7137,2.671E6,,
8,1.037E5,0.3645,242.95026,242.95111,0,0.3407,0.396,242.95058,1.072E6,3.162E6,3.162E6,,DETECTED,1.037E5,0.3645,242.95026,242.95111,,,0.0332,0.3407,0.396,242.95058,1.072E6,3.162E6,1.3316,1.1658,3.162E6,,
9,1.329E5,0.3645,302.93591,302.93634,0,0.3407,0.396,302.93615,1.373E6,4.249E6,4.249E6,,DETECTED,1.329E5,0.3645,302.93591,302.93634,,,0.0321,0.3407,0.396,302.93615,1.373E6,4.249E6,1.3316,1.1658,4.249E6,,
10,4.785E4,0.3645,306.9664,306.96765,0,0.3407,0.396,306.96695,5.857E5,1.484E6,1.484E6,,DETECTED,4.785E4,0.3645,306.9664,306.96765,,,0.0362,0.3407,0.396,306.96695,5.857E5,1.484E6,1.3316,1.1658,1.484E6,,
11,1.251E5,0.3645,416.91602,416.91696,0,0.3407,0.396,416.91651,1.275E6,3.851E6,3.851E6,,DETECTED,1.251E5,0.3645,416.91602,416.91696,,,0.0352,0.3407,0.396,416.91651,1.275E6,3.851E6,1.3316,1.1658,3.851E6,,
12,6.113E4,0.3645,418.91019,418.91541,0,0.3407,0.396,418.91396,8.142E5,1.851E6,1.851E6,,DETECTED,6.113E4,0.3645,418.91019,418.91541,,,0.036,0.3407,0.396,418.91396,8.142E5,1.851E6,1.3316,1.1658,1.851E6,,
13,1.196E5,0.3645,471.91248,471.91425,0,0.3407,0.396,471.91321,1.016E6,3.735E6,3.735E6,,DETECTED,1.196E5,0.3645,471.91248,471.91425,,,0.0318,0.3407,0.396,471.91321,1.016E6,3.735E6,1.3316,1.1658,3.735E6,,
