id,area,rt,mz_range:min,mz_range:max,fragment_scans,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_post_00.mzML:isotopes
251,3.12E6,9.2384,464.35913,464.36008,10,9.2055,9.6105,464.35948,1.173E6,4.765E7,4.765E7,1,DETECTED,3.12E6,9.2384,464.35913,464.36008,10,-0.0207,0.0331,9.2055,9.6105,464.35948,1.173E6,4.765E7,4.545,6.204,4.765E7,1,3
254,5.986E5,9.2384,469.31442,469.31543,2,9.2055,9.5278,469.31488,6.297E5,1.025E7,1.025E7,1,DETECTED,5.986E5,9.2384,469.31442,469.31543,2,-0.0102,0.0314,9.2055,9.5278,469.31488,6.297E5,1.025E7,3.965,4.9385,1.025E7,1,2
256,7.573E4,9.2384,485.2886,485.28888,0,9.2138,9.2797,485.28874,6.125E5,2.17E6,2.17E6,,DETECTED,7.573E4,9.2384,485.2886,485.28888,,,0.0328,9.2138,9.2797,485.28874,6.125E5,2.17E6,1.6789,1.3394,2.17E6,,
257,5.345E5,9.2384,492.39038,492.39127,2,9.2055,9.4619,492.39068,6.951E5,9.669E6,9.669E6,1,DETECTED,5.345E5,9.2384,492.39038,492.39127,2,-0.0114,0.0323,9.2055,9.4619,492.39068,6.951E5,9.669E6,6.0657,5.2463,9.669E6,1,2
259,1.293E5,9.3712,716.55573,716.55865,0,9.2714,9.4125,716.55675,5.548E5,1.402E6,1.402E6,,DETECTED,1.293E5,9.3712,716.55573,716.55865,,,0.1174,9.2714,9.4125,716.55675,5.548E5,1.402E6,0.4142,0.7071,1.402E6,,
260,3.133E5,9.396,672.52716,672.52771,2,9.2881,9.5031,672.52749,5.318E5,2.789E6,2.789E6,,DETECTED,3.133E5,9.396,672.52716,672.52771,2,-0.078,0.1195,9.2881,9.5031,672.52749,5.318E5,2.789E6,0.9922,0.9961,2.789E6,,
261,4.995E5,9.429,628.50067,628.50153,3,9.313,9.536,628.50126,7.316E5,4.083E6,4.083E6,1,DETECTED,4.995E5,9.429,628.50067,628.50153,3,-0.0861,0.1212,9.313,9.536,628.50126,7.316E5,4.083E6,0.9701,0.9614,4.083E6,1,2
263,9.506E4,9.4536,468.4213,468.42194,0,9.4043,9.4949,468.42163,6.146E5,1.852E6,1.852E6,,DETECTED,9.506E4,9.4536,468.4213,468.42194,,,0.0433,9.4043,9.4949,468.42163,6.146E5,1.852E6,0.8353,0.9177,1.852E6,,
264,7.454E5,9.4536,584.4733,584.47461,5,9.3379,9.5608,584.47436,8.944E5,6.145E6,6.145E6,1,DETECTED,7.454E5,9.4536,584.4733,584.47461,5,-0.0941,0.1223,9.3379,9.5608,584.47436,8.944E5,6.145E6,0.9817,0.963,6.145E6,1,2
266,1.116E5,9.4619,368.42599,368.4263,1,9.4372,9.536,368.42616,6.484E5,1.991E6,1.991E6,,DETECTED,1.116E5,9.4619,368.42599,368.4263,1,0.0144,0.0522,9.4372,9.536,368.42616,6.484E5,1.991E6,3.0029,2.0014,1.991E6,,
267,1E6,9.4784,540.44737,540.44843,5,9.3629,9.5939,540.44821,1.407E6,8.298E6,8.298E6,1,DETECTED,1E6,9.4784,540.44737,540.44843,5,-0.0939,0.1039,9.3629,9.5939,540.44821,1.407E6,8.298E6,1.0488,1,8.298E6,1,2
269,1.087E6,9.5031,496.42191,496.42239,5,9.3877,9.6105,496.42207,9.364E5,8.631E6,8.631E6,1,DETECTED,1.087E6,9.5031,496.42191,496.42239,5,-0.095,0.1289,9.3877,9.6105,496.42207,9.364E5,8.631E6,0.9304,0.9652,8.631E6,1,2
272,6.407E5,9.5278,408.36914,408.36972,4,9.4125,9.6353,408.36953,6.049E5,5.057E6,5.057E6,1,DETECTED,6.407E5,9.5278,408.36914,408.36972,4,-0.0938,0.1316,9.4125,9.6353,408.36953,6.049E5,5.057E6,0.9326,0.9663,5.057E6,1,2
274,9.593E5,9.5278,452.39572,452.39627,5,9.4043,9.6105,452.39593,8.432E5,7.745E6,7.745E6,1,DETECTED,9.593E5,9.5278,452.39572,452.39627,5,-0.1091,0.1311,9.4043,9.6105,452.39593,8.432E5,7.745E6,0.6695,0.8348,7.745E6,1,2
275,1.922E5,9.5278,468.42139,468.42188,1,9.4949,9.6353,468.42174,5.763E5,3.706E6,3.706E6,,DETECTED,1.922E5,9.5278,468.42139,468.42188,1,-0.0044,0.0369,9.4949,9.6353,468.42174,5.763E5,3.706E6,4.9128,2.1335,3.706E6,,
276,1.966E5,9.536,436.40082,436.40137,0,9.4207,9.6022,436.40111,5.447E5,1.648E6,1.648E6,,DETECTED,1.966E5,9.536,436.40082,436.40137,,,0.1356,9.4207,9.6022,436.40111,5.447E5,1.648E6,0.574,0.787,1.648E6,,
277,2.768E5,9.5443,364.34286,364.34332,1,9.4207,9.6518,364.3431,5.935E5,2.17E6,2.17E6,,DETECTED,2.768E5,9.5443,364.34286,364.34332,1,-0.0021,0.1344,9.4207,9.6518,364.3431,5.935E5,2.17E6,0.8703,0.9352,2.17E6,,
278,6.655E4,9.6271,541.45154,541.45197,0,9.5939,9.693,541.45177,5.03E5,9.54E5,9.54E5,,DETECTED,6.655E4,9.6271,541.45154,541.45197,,,0.0914,9.5939,9.693,541.45177,5.03E5,9.54E5,1.9883,1.4941,9.54E5,,
279,3.751E5,9.6518,496.42209,496.42252,4,9.6105,9.7836,496.42229,1.481E6,3.542E6,3.542E6,1,DETECTED,3.751E5,9.6518,496.42209,496.42252,4,-0.0374,0.1321,9.6105,9.7836,496.42229,1.481E6,3.542E6,3.1894,2.0947,3.542E6,1,2
281,9.052E4,9.66,355.07074,355.07111,1,9.6353,9.693,355.07103,5.127E5,3.337E6,3.337E6,,DETECTED,9.052E4,9.66,355.07074,355.07111,1,0.0039,0.0258,9.6353,9.693,355.07103,5.127E5,3.337E6,1.0975,1.1672,3.337E6,,
282,1.405E5,9.66,371.10218,371.10248,1,9.6353,9.693,371.10241,7.576E5,5.371E6,5.371E6,,DETECTED,1.405E5,9.66,371.10218,371.10248,1,-0.0043,0.025,9.6353,9.693,371.10241,7.576E5,5.371E6,1.071,1.1672,5.371E6,,
283,1.107E5,9.66,554.17737,554.17761,1,9.6353,9.693,554.1775,5.841E5,4.385E6,4.385E6,,DETECTED,1.107E5,9.66,554.17737,554.17761,1,-0.0021,0.0263,9.6353,9.693,554.1775,5.841E5,4.385E6,1.0591,1.1672,4.385E6,,
284,2.281E5,9.6765,408.36948,408.36981,1,9.6353,9.7836,408.36963,1.075E6,2.388E6,2.388E6,,DETECTED,2.281E5,9.6765,408.36948,408.36981,1,-0.0032,0.1417,9.6353,9.7836,408.36963,1.075E6,2.388E6,2.6053,1.8026,2.388E6,,
285,9.031E4,9.6847,364.34296,364.34329,0,9.6518,9.7589,364.34313,5.276E5,1.301E6,1.301E6,,DETECTED,9.031E4,9.6847,364.34296,364.34329,,,0.0906,9.6518,9.7589,364.34313,5.276E5,1.301E6,2.2581,1.629,1.301E6,,
286,1.225E5,9.7672,228.19652,228.19669,1,9.7342,9.8166,228.19663,7.969E5,2.411E6,2.411E6,,DETECTED,1.225E5,9.7672,228.19652,228.19669,1,-0.0032,0.0499,9.7342,9.8166,228.19663,7.969E5,2.411E6,1.4974,1.2487,2.411E6,,
287,3.085E5,9.8987,338.34244,338.34271,2,9.7836,9.9315,338.34257,7.27E5,3.827E6,3.827E6,,DETECTED,3.085E5,9.8987,338.34244,338.34271,2,-0.0607,0.0474,9.7836,9.9315,338.34257,7.27E5,3.827E6,0.2847,0.6424,3.827E6,,
288,1.198E5,9.8987,406.3302,406.33057,0,9.8166,9.9233,406.33038,5.125E5,2.013E6,2.013E6,,DETECTED,1.198E5,9.8987,406.3302,406.33057,,,0.0559,9.8166,9.9233,406.33038,5.125E5,2.013E6,0.2993,0.6496,2.013E6,,
289,9.512E4,9.9069,393.207,393.20724,1,9.8823,9.9559,393.20708,5.127E5,2.907E6,2.907E6,,DETECTED,9.512E4,9.9069,393.207,393.20724,1,-0.002,0.0278,9.8823,9.9559,393.20708,5.127E5,2.907E6,2.0936,1.4961,2.907E6,,
290,1.769E6,9.9069,594.60223,594.60345,0,9.2714,10.3952,594.60277,5.766E5,2.382E6,2.382E6,,DETECTED,1.769E6,9.9069,594.60223,594.60345,,,0.8555,9.2714,10.3952,594.60277,5.766E5,2.382E6,0.7684,0.8842,2.382E6,,
291,4.965E5,9.9315,638.65698,638.65814,0,9.4454,9.964,638.65755,5.003E5,1.405E6,1.405E6,,DETECTED,4.965E5,9.9315,638.65698,638.65814,,,0.3866,9.4454,9.964,638.65755,5.003E5,1.405E6,0.0669,0.5335,1.405E6,,
292,6.091E4,9.9559,406.33041,406.33081,0,9.9233,9.9966,406.33057,5.75E5,1.317E6,1.317E6,,DETECTED,6.091E4,9.9559,406.33041,406.33081,,,0.0479,9.9233,9.9966,406.33057,5.75E5,1.317E6,1.2482,1.1241,1.317E6,,
293,1.591E5,9.9559,559.51767,559.51917,0,9.8412,10.0537,559.51881,5.116E5,1.338E6,1.338E6,,DETECTED,1.591E5,9.9559,559.51767,559.51917,,,0.1098,9.8412,10.0537,559.51881,5.116E5,1.338E6,0.8529,0.9264,1.338E6,,
294,2.787E6,9.9559,571.47095,571.47369,12,9.1387,10.606,571.47294,1.19E6,2.911E6,2.911E6,1,DETECTED,2.787E6,9.9559,571.47095,571.47369,12,-0.3559,1.1031,9.1387,10.606,571.47294,1.19E6,2.911E6,0.7954,0.8977,2.911E6,1,2
295,9.17E4,9.9559,595.47333,595.47394,0,9.9233,10.0537,595.47356,5.493E5,1.06E6,1.06E6,,DETECTED,9.17E4,9.9559,595.47333,595.47394,,,0.0917,9.9233,10.0537,595.47356,5.493E5,1.06E6,3,2,1.06E6,,
296,9.24E5,9.9559,615.58081,615.58221,1,9.429,10.16,615.58177,5.039E5,3.303E6,3.303E6,1,DETECTED,9.24E5,9.9559,615.58081,615.58221,1,-0.002,0.1624,9.429,10.16,615.58177,5.039E5,3.303E6,0.4459,0.6937,3.303E6,1,2
297,1.359E5,9.9559,743.45898,743.46643,0,9.9315,10.0864,743.46105,5.5E5,1.565E6,1.565E6,,DETECTED,1.359E5,9.9559,743.45898,743.46643,,,0.0658,9.9315,10.0864,743.46105,5.5E5,1.565E6,5.3446,3.1723,1.565E6,,
298,1.128E6,9.9559,756.55475,756.55664,1,9.1638,10.2327,756.55585,5.028E5,3.591E6,3.591E6,1,DETECTED,1.128E6,9.9559,756.55475,756.55664,1,-0.0031,0.1016,9.1638,10.2327,756.55585,5.028E5,3.591E6,0.3455,0.6747,3.591E6,1,2
299,1.564E6,9.9559,759.57379,759.57513,0,8.8662,10.2246,759.57456,5.206E5,4.051E6,4.051E6,,DETECTED,1.564E6,9.9559,759.57379,759.57513,,,0.1024,8.8662,10.2246,759.57456,5.206E5,4.051E6,0.237,0.6232,4.051E6,,
300,1.106E6,9.9559,780.55359,780.55548,2,9.1721,10.2327,780.55452,5.255E5,4.954E6,4.954E6,1,DETECTED,1.106E6,9.9559,780.55359,780.55548,2,-0.0101,0.0531,9.1721,10.2327,780.55452,5.255E5,4.954E6,0.594,0.6765,4.954E6,1,2
302,3.174E5,9.9559,784.58179,784.58649,1,9.8987,10.2003,784.5844,5.21E5,2.888E6,2.888E6,,DETECTED,3.174E5,9.9559,784.58179,784.58649,1,0.005,0.0516,9.8987,10.2003,784.5844,5.21E5,2.888E6,0.8075,2.6364,2.888E6,,
303,9.139E4,9.964,158.96437,158.96478,0,9.9233,10.0619,158.9647,5.087E5,1.191E6,1.191E6,,DETECTED,9.139E4,9.964,158.96437,158.96478,,,0.0485,9.9233,10.0619,158.9647,5.087E5,1.191E6,2.4035,1.7018,1.191E6,,
304,4.505E5,9.964,306.89551,306.89587,1,9.6682,10.1923,306.89566,5.161E5,2.823E6,2.823E6,,DETECTED,4.505E5,9.964,306.89551,306.89587,1,-0.002,0.0297,9.6682,10.1923,306.89566,5.161E5,2.823E6,0.7827,0.8858,2.823E6,,
308,6.617E4,9.964,778.53662,778.53754,0,9.9315,10.0129,778.53735,5.269E5,1.371E6,1.371E6,,DETECTED,6.617E4,9.964,778.53662,778.53754,,,0.0507,9.9315,10.0129,778.53735,5.269E5,1.371E6,1.5025,1.2512,1.371E6,,
309,2.755E5,9.964,782.56897,782.57068,0,9.8823,10.1273,782.56977,5.159E5,2.362E6,2.362E6,,DETECTED,2.755E5,9.964,782.56897,782.57068,,,0.0664,9.8823,10.1273,782.56977,5.159E5,2.362E6,1.9979,1.499,2.362E6,,
310,8.411E4,9.9803,740.55542,740.56122,0,9.9478,10.0211,740.55697,5.967E5,2.239E6,2.239E6,,DETECTED,8.411E4,9.9803,740.55542,740.56122,,,0.034,9.9478,10.0211,740.55697,5.967E5,2.239E6,1.254,1.127,2.239E6,,
311,3.702E5,9.9803,767.4823,767.48737,0,9.6436,10.16,767.48481,5.078E5,1.146E6,1.146E6,,DETECTED,3.702E5,9.9803,767.4823,767.48737,,,0.3671,9.6436,10.16,767.48481,5.078E5,1.146E6,0.5337,0.7668,1.146E6,,
312,1.414E5,10.0048,696.52765,696.52808,1,9.9722,10.0701,696.52792,5.393E5,3.24E6,3.24E6,,DETECTED,1.414E5,10.0048,696.52765,696.52808,1,-0.0042,0.0367,9.9722,10.0701,696.52792,5.393E5,3.24E6,1.8012,1.5031,3.24E6,,
313,1.673E5,10.0293,652.5014,652.50189,1,9.9966,10.111,652.50167,5.456E5,3.646E6,3.646E6,,DETECTED,1.673E5,10.0293,652.5014,652.50189,1,-0.0113,0.0364,9.9966,10.111,652.50167,5.456E5,3.646E6,124.0673,1.7517,3.646E6,,
314,8.55E5,10.0374,520.35553,520.35706,0,9.8412,10.6221,520.35662,7.431E5,1.558E6,1.558E6,,DETECTED,8.55E5,10.0374,520.35553,520.35706,,,0.7488,9.8412,10.6221,520.35662,7.431E5,1.558E6,2.9804,1.9902,1.558E6,,
315,1.253E5,10.0456,608.47443,608.47522,1,10.0211,10.1192,608.475,5.16E5,3.098E6,3.098E6,,DETECTED,1.253E5,10.0456,608.47443,608.47522,1,0.0039,0.0336,10.0211,10.1192,608.475,5.16E5,3.098E6,4.2396,2.0009,3.098E6,,
316,5.732E4,10.0701,564.44824,564.44861,0,10.0456,10.111,564.44847,5.341E5,1.596E6,1.596E6,,DETECTED,5.732E4,10.0701,564.44824,564.44861,,,0.0346,10.0456,10.111,564.44847,5.341E5,1.596E6,1.6699,1.335,1.596E6,,
317,1.222E5,10.0864,309.2796,309.27988,0,10.0129,10.1437,309.27977,5.004E5,1.683E6,1.683E6,,DETECTED,1.222E5,10.0864,309.2796,309.27988,,,0.0674,10.0129,10.1437,309.27977,5.004E5,1.683E6,0.7789,0.8894,1.683E6,,
318,5.502E5,10.0946,638.6571,638.6582,0,9.964,10.5655,638.65769,5.341E5,1.262E6,1.262E6,,DETECTED,5.502E5,10.0946,638.6571,638.6582,,,0.5517,9.964,10.5655,638.65769,5.341E5,1.262E6,3.6053,2.3027,1.262E6,,
319,1.501E5,10.1028,124.08749,124.08762,0,10.0537,10.1519,124.08754,9.02E5,2.309E6,2.309E6,,DETECTED,1.501E5,10.1028,124.08749,124.08762,,,0.0485,10.0537,10.1519,124.08754,9.02E5,2.309E6,0.9997,0.9999,2.309E6,,
320,5.324E5,10.1192,310.31094,310.31165,0,9.5526,10.1923,310.31136,5.178E5,1.593E6,1.593E6,,DETECTED,5.324E5,10.1192,310.31094,310.31165,,,0.1112,9.5526,10.1923,310.31136,5.178E5,1.593E6,0.1291,0.5645,1.593E6,,
321,1.039E6,10.1437,429.37408,429.37476,6,9.9559,10.3466,429.37437,6.202E5,4.846E6,4.846E6,1,DETECTED,1.039E6,10.1437,429.37408,429.37476,6,-0.0849,0.2191,9.9559,10.3466,429.37437,6.202E5,4.846E6,0.8136,1.0403,4.846E6,1,3
324,1.149E5,10.1843,174.11172,174.11198,0,10.1682,10.2733,174.1118,5.091E5,2.427E6,2.427E6,,DETECTED,1.149E5,10.1843,174.11172,174.11198,,,0.0363,10.1682,10.2733,174.1118,5.091E5,2.427E6,5.5303,3.2651,2.427E6,,
325,7.769E5,10.1843,204.08786,204.08833,3,10.1192,10.4115,204.08813,5.044E5,1.048E7,1.048E7,,DETECTED,7.769E5,10.1843,204.08786,204.08833,3,-0.0041,0.037,10.1192,10.4115,204.08813,5.044E5,1.048E7,10.2826,4.0897,1.048E7,,
326,9.667E4,10.1843,280.03235,280.03265,0,10.1682,10.2489,280.03241,5.353E5,2.329E6,2.329E6,,DETECTED,9.667E4,10.1843,280.03235,280.03265,,,0.0362,10.1682,10.2489,280.03241,5.353E5,2.329E6,4.0139,2.507,2.329E6,,
327,4.083E6,10.1923,172.11586,172.1161,7,10.1519,10.4763,172.11596,2.027E6,4.958E7,4.958E7,1,DETECTED,4.083E6,10.1923,172.11586,172.1161,7,0.0016,0.0385,10.1519,10.4763,172.11596,2.027E6,4.958E7,9.5832,4.7835,4.958E7,1,2
328,4.995E4,10.1923,236.05978,236.0603,0,10.1682,10.2246,236.06021,5.081E5,1.482E6,1.482E6,,DETECTED,4.995E4,10.1923,236.05978,236.0603,,,0.0341,10.1682,10.2246,236.06021,5.081E5,1.482E6,1.3385,1.1692,1.482E6,,
329,7.398E6,10.1923,409.18392,409.185,10,10.0946,10.5736,409.18429,5.599E5,1.071E8,1.071E8,1,DETECTED,7.398E6,10.1923,409.18392,409.185,10,-0.0261,0.0351,10.0946,10.5736,409.18429,5.599E5,1.071E8,5.343,6.2085,1.071E8,1,2
331,1.103E6,10.1923,411.17946,411.18008,0,10.16,10.4196,411.1797,1.069E6,1.913E7,1.913E7,1,DETECTED,1.103E6,10.1923,411.17946,411.18008,,,0.0344,10.16,10.4196,411.1797,1.069E6,1.913E7,5.3381,4.8937,1.913E7,1,2
333,2.577E6,10.1923,471.10604,471.10721,6,10.0946,10.3952,471.1066,6.271E5,2.596E7,2.596E7,1,DETECTED,2.577E6,10.1923,471.10604,471.10721,6,-0.0202,0.0631,10.0946,10.3952,471.1066,6.271E5,2.596E7,6.5522,3.1358,2.596E7,1,2
335,2.29E6,10.1923,473.10303,473.10461,0,10.1355,10.7027,473.10421,5.093E5,1.575E7,1.575E7,1,DETECTED,2.29E6,10.1923,473.10303,473.10461,,,0.062,10.1355,10.7027,473.10421,5.093E5,1.575E7,15.6688,7.3934,1.575E7,1,2
337,1.859E5,10.1923,475.09949,475.1004,0,10.16,10.3466,475.0999,5.394E5,2.2E6,2.2E6,,DETECTED,1.859E5,10.1923,475.09949,475.1004,,,0.0712,10.16,10.3466,475.0999,5.394E5,2.2E6,4.7843,2.8921,2.2E6,,
338,5.92E4,10.1923,482.27396,482.27435,0,10.1682,10.2327,482.27415,5.29E5,1.593E6,1.593E6,,DETECTED,5.92E4,10.1923,482.27396,482.27435,,,0.0358,10.1682,10.2327,482.27415,5.29E5,1.593E6,1.6753,1.3376,1.593E6,,
339,2.395E5,10.1923,612.26514,612.26538,1,10.1682,10.2327,612.2652,6.277E5,9.83E6,9.83E6,,DETECTED,2.395E5,10.1923,612.26514,612.26538,1,-0.0041,0.0258,10.1682,10.2327,612.2652,6.277E5,9.83E6,1.5216,1.2044,9.83E6,,
340,2.574E5,10.1923,879.2829,879.28387,1,10.1682,10.2978,879.28317,5.844E5,6.105E6,6.105E6,1,DETECTED,2.574E5,10.1923,879.2829,879.28387,1,-0.003,0.0328,10.1682,10.2978,879.28317,5.844E5,6.105E6,3.6085,2.8493,6.105E6,1,2
342,2.244E5,10.1923,881.28094,881.28217,0,10.1682,10.2815,881.28116,5.81E5,5.617E6,5.617E6,1,DETECTED,2.244E5,10.1923,881.28094,881.28217,,,0.0333,10.1682,10.2815,881.28116,5.81E5,5.617E6,3.4456,2.3507,5.617E6,1,2
344,5.393E4,10.1923,883.27856,883.27985,0,10.1682,10.2246,883.27928,6.168E5,1.707E6,1.707E6,,DETECTED,5.393E4,10.1923,883.27856,883.27985,,,0.0326,10.1682,10.2246,883.27928,6.168E5,1.707E6,1.3385,1.1692,1.707E6,,
346,7E4,10.2327,336.32648,336.32712,0,10.2084,10.2733,336.3268,5.147E5,2.27E6,2.27E6,,DETECTED,7E4,10.2327,336.32648,336.32712,,,0.0278,10.2084,10.2733,336.3268,5.147E5,2.27E6,1.673,1.3365,2.27E6,,
347,1.107E6,10.2571,141.11374,141.11411,0,9.3462,10.6545,141.11399,5.524E5,1.27E6,1.27E6,,DETECTED,1.107E6,10.2571,141.11374,141.11411,,,1.1457,9.3462,10.6545,141.11399,5.524E5,1.27E6,0.4364,0.7182,1.27E6,,
348,6.942E4,10.2571,151.09801,151.09836,0,10.1923,10.2733,151.09824,5.593E5,1.512E6,1.512E6,,DETECTED,6.942E4,10.2571,151.09801,151.09836,,,0.0678,10.1923,10.2733,151.09824,5.593E5,1.512E6,0.2514,0.6257,1.512E6,,
349,1.799E5,10.3385,628.19635,628.1969,1,10.3141,10.379,628.19662,6.516E5,6.532E6,6.532E6,1,DETECTED,1.799E5,10.3385,628.19635,628.1969,1,-0.0031,0.0256,10.3141,10.379,628.19662,6.516E5,6.532E6,1.9469,1.2712,6.532E6,1,2
351,4.718E5,10.3547,640.58887,640.58966,2,10.3222,10.4763,640.58944,5.391E5,8.719E6,8.719E6,1,DETECTED,4.718E5,10.3547,640.58887,640.58966,2,-0.0042,0.0431,10.3222,10.4763,640.58944,5.391E5,8.719E6,3.9049,2.8904,8.719E6,1,2
353,1.476E5,10.3628,126.10292,126.10325,0,10.2733,10.4115,126.10317,6.76E5,2.453E6,2.453E6,,DETECTED,1.476E5,10.3628,126.10292,126.10325,,,0.056,10.2733,10.4115,126.10317,6.76E5,2.453E6,0.5439,0.772,2.453E6,,
354,1.482E5,10.3628,138.1028,138.10321,0,10.3141,10.4763,138.10312,5.164E5,1.605E6,1.605E6,,DETECTED,1.482E5,10.3628,138.1028,138.10321,,,0.1024,10.3141,10.4763,138.10312,5.164E5,1.605E6,2.3299,1.6649,1.605E6,,
355,1.555E5,10.3628,140.08206,140.08243,0,10.3141,10.4763,140.08237,5.23E5,1.515E6,1.515E6,,DETECTED,1.555E5,10.3628,140.08206,140.08243,,,0.1694,10.3141,10.4763,140.08237,5.23E5,1.515E6,2.3299,1.6649,1.515E6,,
356,1.723E5,10.3628,151.09807,151.09842,0,10.2733,10.4115,151.0983,5.593E5,2.367E6,2.367E6,,DETECTED,1.723E5,10.3628,151.09807,151.09842,,,0.0161,10.2733,10.4115,151.0983,5.593E5,2.367E6,0.5439,0.772,2.367E6,,
357,3.197E5,10.3628,153.11398,153.11414,2,10.2733,10.4763,153.11405,6.026E5,3.146E6,3.146E6,,DETECTED,3.197E5,10.3628,153.11398,153.11414,2,0.005,0.1267,10.2733,10.4763,153.11405,6.026E5,3.146E6,1.2692,1.1346,3.146E6,,
358,1.64E5,10.3628,163.09806,163.0985,0,10.3059,10.4763,163.09842,5.162E5,1.731E6,1.731E6,,DETECTED,1.64E5,10.3628,163.09806,163.0985,,,0.1232,10.3059,10.4763,163.09842,5.162E5,1.731E6,1.9962,1.4981,1.731E6,,
359,8.68E4,10.3628,165.11378,165.11423,0,10.3141,10.4115,165.11413,5.979E5,1.789E6,1.789E6,,DETECTED,8.68E4,10.3628,165.11378,165.11423,,,0.0582,10.3141,10.4115,165.11413,5.979E5,1.789E6,0.9985,0.9992,1.789E6,,
360,3.1E5,10.3628,666.60468,666.60535,2,10.3304,10.4763,666.60508,6.358E5,4.341E6,4.341E6,1,DETECTED,3.1E5,10.3628,666.60468,666.60535,2,-0.0031,0.0689,10.3304,10.4763,666.60508,6.358E5,4.341E6,4.1214,2.2498,4.341E6,1,2
362,9.512E4,10.3871,692.62024,692.62109,0,10.3466,10.4601,692.62072,5.105E5,1.158E6,1.158E6,,DETECTED,9.512E4,10.3871,692.62024,692.62109,,,0.0957,10.3466,10.4601,692.62072,5.105E5,1.158E6,1.7986,1.3993,1.158E6,,
363,5.505E4,10.4034,562.36523,562.36639,0,10.379,10.4358,562.36596,5.942E5,1.731E6,1.731E6,,DETECTED,5.505E4,10.4034,562.36523,562.36639,,,0.0309,10.379,10.4358,562.36596,5.942E5,1.731E6,1.3355,1.1677,1.731E6,,
364,9.154E4,10.4115,700.55896,700.5603,1,10.379,10.452,700.55921,5.313E5,2.474E6,2.474E6,,DETECTED,9.154E4,10.4115,700.55896,700.5603,1,0.0109,0.0339,10.379,10.452,700.55921,5.313E5,2.474E6,1.2518,1.1259,2.474E6,,
365,8.193E4,10.4277,126.10316,126.10321,0,10.4115,10.4763,126.10318,6.349E5,1.893E6,1.893E6,,DETECTED,8.193E4,10.4277,126.10316,126.10321,,,0.0476,10.4115,10.4763,126.10318,6.349E5,1.893E6,2.9927,1.9964,1.893E6,,
366,9.656E4,10.4358,656.53259,656.53308,0,10.4034,10.4763,656.53287,5.712E5,2.624E6,2.624E6,,DETECTED,9.656E4,10.4358,656.53259,656.53308,,,0.0375,10.4034,10.4763,656.53287,5.712E5,2.624E6,1.2486,1.1243,2.624E6,,
367,8.042E5,10.4439,124.08742,124.08759,4,10.1519,10.4763,124.08751,9.053E5,4.813E6,4.813E6,,DETECTED,8.042E5,10.4439,124.08742,124.08759,4,-0.1155,0.2985,10.1519,10.4763,124.08751,9.053E5,4.813E6,0.1111,0.5555,4.813E6,,
368,9.667E4,10.4439,151.09825,151.0984,0,10.4115,10.4763,151.09834,7.219E5,2.091E6,2.091E6,,DETECTED,9.667E4,10.4439,151.09825,151.0984,,,0.0389,10.4115,10.4763,151.09834,7.219E5,2.091E6,0.9996,0.9998,2.091E6,,
369,9.379E4,10.4601,612.50592,612.50684,1,10.4277,10.5088,612.50635,5.113E5,2.268E6,2.268E6,,DETECTED,9.379E4,10.4601,612.50592,612.50684,1,0.0061,0.0378,10.4277,10.5088,612.50635,5.113E5,2.268E6,1.501,1.2505,2.268E6,,
370,8.93E4,10.4763,568.47955,568.4801,1,10.452,10.5331,568.4798,5.798E5,2.083E6,2.083E6,,DETECTED,8.93E4,10.4763,568.47955,568.4801,1,0.0061,0.0368,10.452,10.5331,568.4798,5.798E5,2.083E6,2.3326,1.6663,2.083E6,,
372,3.709E5,10.4844,613.18317,613.18506,0,10.3628,10.6384,613.18447,5.219E5,2.381E6,2.381E6,,DETECTED,3.709E5,10.4844,613.18317,613.18506,,,0.1464,10.3628,10.6384,613.18447,5.219E5,2.381E6,1.2654,1.1327,2.381E6,,
