formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C4H4ClO3PS	[M + H]+	C4H5ClO3PS+	0.354	0.221	13.056	13.056	0.000	3	0.206	3.097	4.019	9.673		198.940	22	0.370	707603158196401561	707602755685793911	57	
1	C10H7O9	[M + K]+	C10H7KO9+	0.478	0.646	74.401	74.401	0.000	14	0.496	-2.309	2.829	7.630		309.975	22	0.370	707603174059260189	707602756474323151	79	
1	C11H4O7	[M + K]+	C11H4KO7+	1.000	1.000	77.619	77.619	0.000	12	0.729	-2.975	2.975	-1.082		286.959	22	0.370	707603178677189153	707602756071669919	67	
1	C7H6ClFN4O5S3	[M + Na]+	C7H6ClFN4NaO5S3+	0.014	0.335	47.942	47.942	0.000	13	0.456	-1.998	2.162	-1.978		398.906	22	0.370	707603303197692561	707602755836788871	61	
1	C6H7NO3	[M - H2O + H]+	C6H6NO2+	0.998	0.333	33.384	33.384	0.000	6	0.178	3.630	3.630	-145184.168		124.041	22	0.370	707603154325058669	707602756499488979	80	
1	C5H3ClO6	[M + Na]+	C5H3ClNaO6+	0.886	0.660	47.954	47.954	0.000	6	0.247	-3.404	3.404	-0.858		216.951	22	0.370	707603155797259447	707602756533043415	81	
1	C5H5ClO7	[M + Na]+	C5H5ClNaO7+	1.000	1.000	76.968	76.968	0.000	9	0.678	-3.321	3.321	-0.472		234.961	22	0.370	707603161509901911	707602756562403547	82	
1	C7H6ClNO6	[M + Na]+	C7H6ClNNaO6+	1.000	1.000	69.471	69.471	0.000	10	0.622	-3.204	3.204	-1.261		257.977	22	0.370	707603228300002054	707602756600152287	83	
1	C4H5NO5S	[M + K]+	C4H5KNO5S+	0.898	0.916	28.291	28.291	0.000	6	0.043	2.219	2.219	-1.153		217.952	22	0.371	707603151233856421	707602755652239475	56	
1	C6H4NO4S4	[M + Na]+	C6H4NNaO4S4+	0.569	0.476	38.710	38.710	0.000	22	0.727	-1.018	1.052	2.666		304.892	22	0.371	707603157080716613	707602755253780563	48	
1	C5H9NO2	[M + H3N + H]+	C5H13N2O2+	1.000	0.333	43.187	40.707	2.479	3	0.467	8.582	8.582	2.374		133.097	22	0.374	707603146829836972	707602756629512419	84	
1	C6H10Cl2N4O8S2	[M - H2O + H]+	C6H9Cl2N4O7S2+	0.305	0.299	34.647	34.647	0.000	34	0.763	1.538	1.903	-47034.986		382.928	22	0.374	707603199648710309	707602755564159083	54	
1	C11H10F3NO5S2	[M + K]+	C11H10F3KNO5S2+	0.892	0.973	44.043	44.043	0.000	35	0.761	0.319	2.044	3.025		395.960	22	0.374	707603225577898674	707602755727736955	58	
1	C10H16BrF3N2O13P2S	[M - H2O + H]+	C10H15BrF3N2O12P2S+	0.332	0.281	34.656	34.656	0.000	39	0.854	1.397	1.680	-30796.595		584.893	22	0.374	707603319534507658	707602755610296431	55	
1	C6H11NO2	[M + H3N + H]+	C6H15N2O2+	0.992	0.333	30.365	27.731	2.633	1	0.322	3.438	3.438	1.331		147.113	23	0.381	707603131466100802	707602756692426987	86	
1	C12H21NO7	[M + H3N + H]+	C12H25N2O7+	0.637	0.333	113.782	110.415	3.366	35	0.829	-0.324	1.535	0.267		309.166	23	0.382	707603164974397163	707602756751147251	88	
1	C8H17N	[M + H3N + H]+	C8H21N2+	0.985	0.500	44.919	44.308	0.610	5	0.383	2.152	3.465	1.480		145.170	23	0.382	707603134414696617	707602756721787119	87	
1	C6H11N3O3	[M - H2O + H]+	C6H10N3O2+	0.427	0.333	20.884	20.884	0.000	4	0.016	3.580	3.580	-115392.832		156.077	23	0.383	707603159463081477	707602756893753607	93	
1	CH5F2N2O3S2	[M + Na]+	CH5F2N2NaO3S2+	1.000	0.443	24.715	24.715	0.000	6	0.201	-1.367	1.930	-1.863		217.960	23	0.387	707603176831695304	707602757434818895	111	
1	C3H7Cl2NO5S2	[M - H2O + H]+	C3H6Cl2NO4S2+	0.890	0.000	28.779	28.779	0.000	11	0.195	-3.867	4.335	-70937.430		253.910	23	0.387	707603177230154220	707602756864393475	92	
1	C4H5ClN2O2Se	[M + Na]+	C4H5ClN2NaO2Se+	0.988	0.992	27.647	27.647	0.000	8	0.227	-2.504	2.504	-2.520		244.915	23	0.388	707603176802335164	707602756835033343	91	
1	C4H2O6S	[M + K]+	C4H2KO6S+	0.471	0.544	5.140	5.140	0.000	1	0.008	-2.392	2.733	0.014		216.920	23	0.388	707603200613400265	707602756780507383	89	
1	C9H15N3O2	[M + H]+	C9H16N3O2+	0.473	0.333	79.461	76.185	3.276	12	0.900	2.815	2.815	1.852		198.124	23	0.390	707603189385247842	707602756931502347	94	
1	C5H4BrClN2O3	[M - H2O + H]+	C5H3BrClN2O2+	0.733	0.236	0.230	0.230	0.000	1	0.006	-2.659	2.659	-76027.830		236.905	23	0.391	707603172566087859	707602757212520751	103	
1	C5H9AsCl2N2O2S2	[M - H2O + H]+	C5H8AsCl2N2OS2+	0.724	0.001	6.744	6.744	0.000	7	0.110	0.821	3.012	-56130.726		320.867	24	0.394	707603176634562994	707602756969251087	95	
