formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C23H40O11	[M + H3N + H]+	C23H44NO11+	0.993	0.328	135.160	131.243	3.917	43	0.883	-0.351	1.116	-0.054		510.291	116	1.932	707603473771658676	707602780868398939	1010	
1	C9H13NO5	[M - H2O + H]+	C9H12NO4+	0.613	0.333	49.682	49.682	0.000	12	0.121	1.408	1.408	-90926.265		198.076	116	1.932	707603463193623184	707602780847427415	1009	
1	C9H15NO3	[M - H2O + H]+	C9H14NO2+	0.656	0.333	39.298	36.008	3.290	7	0.420	-0.372	0.930	-107139.799		168.102	116	1.933	707603447540479592	707602780889370463	1011	
1	C19H32O9	[M + Na]+	C19H32NaO9+	0.999	1.000	37.691	33.865	3.826	9	0.560	-0.905	0.979	0.952		427.194	116	1.933	707603453584472132	707602781044559739	1018	
1	C9H8O5	[M - H2O + H]+	C9H7O4+	0.657	0.500	41.767	41.767	0.000	6	0.075	-0.412	1.169	-100597.131		179.034	116	1.936	707603452238100419	707602780822261587	1008	
1	C11H23N3O5S2	[M - H2O + H]+	C11H22N3O4S2+	0.992	0.333	99.081	99.081	0.000	25	0.687	1.810	2.432	-55567.921		324.105	116	1.940	707603478427336500	707602781002616691	1016	
1	CH3NO8	[M - H2O + H]+	CH2NO7+	1.000	0.404	0.890	0.890	0.000	0	0.000	-1.878	1.878	-128664.215		139.982	116	1.941	707603446097638930	707602781224914843	1026	
1	C13H15NO4	[M + H3N + H]+	C13H19N2O4+	0.950	0.332	99.527	99.527	0.000	17	0.301	1.608	1.765	0.530		267.134	117	1.946	707603439047013377	707602781090697091	1020	
1	C5H8Cl2NO3	[M - H2O + H]+	C5H7Cl2NO2+	1.000	0.332	55.536	55.536	0.000	15	0.308	3.773	4.092	-98422.642		182.985	117	1.946	707603464347056881	707602781543682003	1040	
1	C11H22ClN3O3	[M + Na]+	C11H22ClN3NaO3+	1.000	1.000	110.550	110.550	0.000	34	0.770	-0.223	2.236	-1.771		302.124	117	1.947	707603477605252819	707602781182971795	1024	
1	C16H15NO6	[M + H3N + H]+	C16H19N2O6+	0.825	0.333	185.440	181.696	3.744	48	0.907	-1.356	1.373	0.141		335.124	117	1.949	707603483254980794	707602781115862919	1021	
1	C16H17NO7	[M + H3N + H]+	C16H21N2O7+	0.999	0.333	143.109	139.502	3.607	38	0.842	-1.217	1.252	0.205		353.134	117	1.949	707603504796927386	707602781157805967	1023	
1	C4H6N3O2	[M + Na]+	C4H6N3NaO2+	1.000	0.130	14.932	14.932	0.000	4	0.014	3.088	3.088	2.105		151.036	117	1.953	707603438661137375	707602781338161071	1031	
1	C17H24ClN3O3S	[M + H3N + H]+	C17H28ClN4O3S+	0.933	0.208	52.636	52.636	0.000	28	0.637	-0.344	2.456	2.453		403.158	117	1.953	707603466909776825	707602781023588215	1017	
1	C14H19N3O4S2	[M + H3N + H]+	C14H23N4O4S2+	1.000	0.272	110.237	110.237	0.000	24	0.411	1.779	2.075	2.096		375.116	117	1.956	707603524543711874	707602780780318539	1006	
1	C9H8O4	[M - H2O + H]+	C9H7O3+	1.000	0.500	63.045	63.045	0.000	8	0.055	1.690	1.690	-110465.743		163.039	118	1.960	707603467484396510	707602781472378823	1037	
1	C9H14O2	[M - H2O + H]+	C9H13O+	1.000	0.500	33.242	29.973	3.269	4	0.645	0.816	0.816	-131370.441		137.096	118	1.962	707603438866658289	707602781250080671	1027	
1	C10H15NO3	[M + Na]+	C10H15NNaO3+	0.991	0.994	42.489	39.088	3.401	5	0.598	2.604	2.604	0.345		220.094	118	1.964	707603440594711633	707602781271052195	1028	
1	C13H23NO4S	[M + H3N + H]+	C13H27N2O4S+	0.737	0.333	64.814	61.660	3.154	23	0.824	-0.557	1.385	0.245		307.169	118	1.967	707603483863154970	707602781317189547	1030	
1	C3H6Cl2O4	[M - H2O + H]+	C3H5Cl2O3+	1.000	0.073	25.956	25.956	0.000	5	0.145	3.799	3.799	-113297.953		158.962	118	1.969	707603462161824320	707602781761785851	1050	
1	C2H4Cl2O3	[M - H2O + H]+	C2H3Cl2O2+	1.000	0.241	0.135	0.135	0.000	0	0.000	4.450	4.450	-139665.080		128.951	118	1.972	707603474451135986	707602781610790879	1043	
1	C6H6O4	[M - H2O + H]+	C6H5O3+	0.925	0.500	51.276	48.578	2.697	7	0.768	8.847	8.847	-144054.717		125.024	118	1.972	707603437511897978	707602781405269947	1034	
1	C12H19NO3	[M + H3N + H]+	C12H23N2O3+	1.000	0.333	104.565	101.144	3.421	26	0.579	0.055	1.455	0.827		243.171	118	1.972	707603485750591834	707602781518516175	1039	
1	C10H12O3	[M + H3N + H]+	C10H16NO3+	1.000	0.333	85.796	80.287	5.509	19	0.788	-0.495	1.235	1.212		198.113	118	1.974	707603436282966788	707602781384298423	1033	
1	C10H14O4	[M - H2O + H]+	C10H13O3+	0.999	0.500	125.155	121.677	3.477	32	0.824	0.771	1.662	-99457.277		181.086	118	1.974	707603480428019598	707602781363326899	1032	
1	C18H26N2O10	[M + H3N + H]+	C18H30N3O10+	0.967	0.023	54.819	54.819	0.000	25	0.458	1.892	2.080	4.305		448.195	119	1.976	707603487575114251	707602781136834443	1022	
1	C9H10O5	[M - H2O + H]+	C9H9O4+	0.878	0.500	102.402	99.261	3.142	21	0.798	2.135	2.135	-99476.260		181.050	119	1.977	707603488225231428	707602781451407299	1036	
1	C3H7Cl2NO	[M - H2O + H]+	C3H6Cl2N+	1.000	0.321	3.869	3.869	0.000	1	0.033	-5.599	5.599	-142961.666		125.987	119	1.978	707603444759655806	707602781942140955	1058	
1	C15H21Cl2FN2O4	[M - H2O + H]+	C15H20Cl2FN2O3+	0.616	0.000	65.481	65.481	0.000	23	0.701	2.261	3.062	-49328.497		365.084	119	1.980	707603479337500539	707602781430435775	1035	
1	C16H24N4O3	[M + H3N + H]+	C16H28N5O3+	0.998	0.333	97.544	97.544	0.000	21	0.370	0.267	2.105	-3.744		338.217	120	1.996	707603445212640658	707602781589819355	1042	
1	C14H22N2O6	[M + H3N + H]+	C14H26N3O6+	0.995	0.319	97.578	97.578	0.000	26	0.411	0.779	1.398	0.671		332.182	120	2.006	707603447213323863	707602781652733927	1045	
1	C10H12O3	[M - H2O + H]+	C10H11O2+	1.000	0.500	43.020	43.020	0.000	5	0.178	2.408	2.408	-110441.065		163.076	121	2.015	707603448823936677	707602781673705451	1046	
1	C16H22O8	[M + Na]+	C16H22NaO8+	0.970	0.981	14.874	11.105	3.769	4	0.232	-0.282	1.033	0.580		365.121	121	2.020	707603465710205809	707602781694676975	1047	
1	C10H18ClN3O2	[M + H3N + H]+	C10H22ClN4O2+	0.874	0.012	125.708	125.708	0.000	24	0.277	0.481	2.346	4.356		265.144	121	2.022	707603449725712105	707602781631762403	1044	
1	C23H43NO16	[M - H2O + H]+	C23H42NO15+	0.613	0.333	47.318	44.091	3.228	18	0.371	1.461	1.964	-31470.373		572.256	121	2.023	707603473071209847	707602781786951679	1051	
1	C17H30O11	[M + H3N + H]+	C17H34NO11+	0.998	0.329	112.452	108.684	3.769	27	0.881	3.238	3.437	1.711		428.213	122	2.029	707603471687089415	707602781719842803	1048	
1	C14H17N3O2	[M + H3N + H]+	C14H21N4O2+	1.000	0.333	40.411	35.082	5.330	12	0.577	0.568	1.145	0.461		277.166	122	2.030	707603477030633099	707602781740814327	1049	
1	C10H10O4	[M - H2O + H]+	C10H9O3+	1.000	0.500	64.869	61.488	3.382	14	0.866	-0.103	0.895	-101721.535		177.055	122	2.035	707603469459913891	707602781807923203	1052	
1	C13H20O5	[M + H]+	C13H21O5+	0.922	0.500	126.671	126.671	0.000	30	0.765	3.207	3.207	0.271		257.138	122	2.035	707603449075594962	707602781564653527	1041	
1	C20H34N2O10	[M - H2O + H]+	C20H33N2O9+	0.499	0.318	59.583	55.854	3.728	14	0.795	-0.724	1.454	-40452.298		445.219	122	2.035	707603486220353928	707602781988278307	1060	
1	C18H27NO10	[M - H2O + H]+	C18H26NO9+	0.517	0.300	62.008	55.791	6.217	9	0.873	-0.686	1.197	-45008.980		400.160	122	2.036	707603457480980810	707602781879226383	1055	
1	C12H17NO5	[M - H2O + H]+	C12H16NO4+	0.697	0.333	50.353	47.138	3.215	6	0.928	-1.171	1.171	-75639.855		238.108	122	2.036	707603483686994153	707602781854060555	1054	
1	C11H19NO3	[M + H3N + H]+	C11H23N2O3+	0.999	0.333	46.264	43.114	3.150	4	0.906	1.120	1.154	1.172		231.171	122	2.036	707603450459715398	707602781900197907	1056	
1	C19H21N5O5	[M + Na]+	C19H21N5NaO5+	0.576	0.594	55.046	52.544	2.502	22	0.447	-0.894	1.802	-3.220		422.142	122	2.036	707603454507219088	707602781967306783	1059	
1	C8H20FN2O3	[M + Na]+	C8H20FN2NaO3+	1.000	1.000	47.896	47.896	0.000	16	0.330	-0.735	2.123	0.528		234.135	122	2.038	707603476648951399	707602781497544651	1038	
1	C13H22N2O3	[M - H2O + H]+	C13H21N2O2+	0.957	0.333	66.724	63.339	3.385	12	0.880	1.309	1.636	-75941.865		237.160	122	2.039	707603458655386027	707602782009249831	1061	
1	C20H24N4O7	[M + H3N + H]+	C20H28N5O7+	0.984	0.331	68.008	68.008	0.000	27	0.701	0.182	1.340	-2.554		450.197	122	2.040	707603492826383138	707602781833089031	1053	
1	C23H37ClN4O3	[M + K]+	C23H37ClKN4O3+	0.947	0.997	57.301	57.301	0.000	25	0.637	2.864	3.349	-2.660		491.217	122	2.041	707603470160362681	707602782072164403	1064	
1	C15H23N5O6	[M + Na]+	C15H23N5NaO6+	1.000	1.000	77.346	77.346	0.000	33	0.703	0.907	2.037	2.195		392.155	123	2.042	707603495452017569	707602782030221355	1062	
1	C14H21NO2S	[M + H3N + H]+	C14H25N2O2S+	0.681	0.328	40.785	37.368	3.418	16	0.705	0.330	2.556	0.367		285.163	123	2.047	707603452804331508	707602782118301755	1066	
1	C10H10O4	[M - H2O + H]+	C10H9O3+	1.000	0.500	44.002	44.002	0.000	6	0.109	0.861	0.895	-101721.660		177.055	123	2.051	707603438073934791	707602782860693695	1099	
1	C4H4N2O8	[M - H2O + H]+	C4H3N2O7+	0.800	0.041	16.960	16.960	0.000	2	0.114	-1.113	1.113	-94300.241		190.993	123	2.051	707603449868318462	707602782160244803	1068	
1	C4H3F3O2	[M + Na]+	C4H3F3NaO2+	0.800	0.098	1.176	1.176	0.000	1	0.021	0.885	3.092	4.388		162.998	123	2.054	707603456021362988	707602781921169431	1057	
1	C23H40O11	[M + H3N + H]+	C23H44NO11+	0.990	0.322	150.079	146.241	3.839	48	0.909	-0.161	1.808	0.534		510.291	123	2.054	707603505228940717	707602782139273279	1067	
1	C4H7Cl2NO	[M - H2O + H]+	C4H6Cl2N+	1.000	0.304	0.274	0.274	0.000	0	0.000	2.000	2.000	-130520.562		137.988	123	2.055	707603476288241199	707602782093135927	1065	
1	C4H7Cl2FO6P2	[M - H2O + H]+	C4H6Cl2FO5P2+	1.000	0.159	42.215	42.215	0.000	13	0.379	1.797	3.002	-63215.924		284.905	123	2.055	707603473406754203	707602782051192879	1063	
1	C12H15NO	[M + H3N + H]+	C12H19N2O+	1.000	0.333	48.662	45.370	3.293	12	0.136	0.539	0.888	1.257		207.149	123	2.057	707603486379737502	707602782206382155	1070	
1	C12H15NO	[M + H]+	C12H16NO+	0.586	0.333	22.410	22.410	0.000	5	0.010	0.934	1.684	1.391		190.123	123	2.058	707603473452891558	707602782185410631	1069	
1	C13H22O8	[M + H3N + H]+	C13H26NO8+	0.986	0.326	79.496	75.942	3.554	20	0.845	4.663	4.663	0.823		324.166	124	2.063	707603474614713854	707602782231547983	1071	
1	C11H18N6O7	[M - H2O + H]+	C11H17N6O6+	0.339	0.304	65.084	62.019	3.066	18	0.421	0.038	1.124	-54721.851		329.121	124	2.063	707603487151489525	707602782252519507	1072	
1	C12H26O7	[M + H3N + H]+	C12H30NO7+	1.000	0.992	58.551	55.034	3.517	13	0.453	-0.061	1.062	0.937		300.202	124	2.064	707603467736054768	707602782277685335	1073	
1	C16H17NO7	[M + H]+	C16H18NO7+	0.634	0.333	139.272	135.708	3.563	36	0.804	-1.152	1.222	0.243		336.108	124	2.065	707603471561260274	707602782302851163	1074	
1	C12H26O7	[M + H]+	C12H27O7+	1.000	1.000	82.200	78.572	3.628	13	0.714	-0.353	1.083	0.566		283.175	124	2.065	707603472895049033	707602782323822687	1075	
1	C10H23FN2O3	[M - H2O + H]+	C10H22FN2O2+	0.249	0.290	40.903	40.903	0.000	9	0.150	0.515	2.070	-81438.922		221.165	124	2.074	707603478473473860	707602782369960039	1077	
1	C12H20N6O3	[M + K]+	C12H20KN6O3+	1.000	1.000	154.149	154.149	0.000	32	0.593	2.471	2.471	3.263		335.124	125	2.076	707603499419829346	707602782348988515	1076	
1	C10H18O6	[M + H3N + H]+	C10H22NO6+	0.949	0.333	43.078	40.860	2.218	15	0.343	2.068	3.285	6.132		252.146	125	2.078	707603444692546914	707602782390931563	1078	
1	C14H15N5O4	[M + H]+	C14H16N5O4+	0.325	0.304	50.838	48.894	1.944	20	0.849	0.630	1.424	-3.333		318.119	125	2.080	707603457543895402	707602782684532895	1091	
1	C14H16F3N3O2	[M + H3N + H]+	C14H20F3N4O2+	0.937	0.317	26.652	23.567	3.085	8	0.280	3.431	3.431	-3.143		333.152	125	2.080	707603462178601547	707602782416097391	1079	
1	C12H15BrN2O6	[M - H2O + H]+	C12H14BrN2O5+	0.482	0.333	70.660	70.660	0.000	35	0.788	0.251	0.960	-52201.547		345.009	125	2.080	707603466989468619	707602782638395543	1089	
1	C13H16O8	[M + Na]+	C13H16NaO8+	1.000	1.000	76.226	70.120	6.106	25	0.812	3.127	3.127	0.656		323.074	125	2.081	707603464229616353	707602782546120839	1085	
1	C7H8O4	[M - H2O + H]+	C7H7O3+	0.714	0.500	25.086	22.090	2.997	1	0.508	1.086	1.086	-129533.901		139.039	125	2.081	707603481791168538	707602782437068915	1080	
1	C11H12N4O	[M + H3N + H]+	C11H16N5O+	0.992	0.333	30.187	27.724	2.462	6	0.921	0.510	2.845	0.954		234.135	125	2.087	707603445678208478	707602782596452495	1087	
1	C7H6O3	[M - H2O + H]+	C7H5O2+	0.973	0.493	22.674	22.674	0.000	4	0.683	4.659	4.659	-148809.203		121.029	125	2.087	707603453718689881	707602782458040439	1081	
1	C16H17NO7	[M + H3N + H]+	C16H21N2O7+	1.000	0.333	165.928	162.443	3.485	42	0.760	-1.067	1.154	0.744		353.135	125	2.088	707603460601543182	707602782617424019	1088	
1	C16H25N3O3	[M + K]+	C16H25KN3O3+	0.992	0.992	40.145	40.145	0.000	11	0.283	-3.242	3.720	-8.031		346.150	125	2.088	707603465143974747	707602782479011963	1082	
1	C9H12O3	[M - H2O + H]+	C9H11O2+	0.975	0.500	61.503	61.503	0.000	10	0.109	2.122	2.122	-119213.517		151.076	125	2.091	707603483099791483	707602782520955011	1084	
1	C12H11Cl2N3O4	[M + Na]+	C12H11Cl2N3NaO4+	1.000	1.000	132.839	132.839	0.000	32	0.360	-0.653	2.262	4.486		354.003	125	2.091	707603511671392075	707602782499983487	1083	
1	C15H22O8	[M + H3N + H]+	C15H26NO8+	0.999	0.333	91.299	87.679	3.620	28	0.714	0.729	1.283	0.536		348.165	126	2.093	707603479085842278	707602782705504419	1092	
1	C6H16B2FNO8	[M - H2O + H]+	C6H15B2FNO7+	0.224	0.202	40.776	40.776	0.000	18	0.367	-2.547	3.484	-71441.840		252.108	126	2.094	707603460547017210	707602782994911447	1105	
1	C5H7N5O	[M - H2O + H]+	C5H6N5+	1.000	0.333	6.464	6.464	0.000	1	0.000	1.793	1.793	-132368.391		136.062	126	2.096	707603468595887220	707602783112351975	1109	
1	C10H17NO2	[M + H3N + H]+	C10H21N2O2+	0.993	0.333	48.464	48.464	0.000	9	0.115	1.817	1.817	0.799		201.160	126	2.097	707603465261415278	707602782663561371	1090	
1	C14H15N5O3	[M + H3N + H]+	C14H19N6O3+	0.968	0.333	66.996	64.233	2.763	34	0.713	-0.942	1.327	0.486		319.151	126	2.098	707603478335061791	707602782772613295	1095	
1	C14H17NO3	[M + H3N + H]+	C14H21N2O3+	1.000	0.333	52.514	49.099	3.416	6	0.837	0.668	1.297	0.834		265.155	126	2.099	707603449042040506	707602782906831047	1101	
1	C16H30O8	[M + Na]+	C16H30NaO8+	0.999	0.997	24.838	21.027	3.811	4	0.730	-0.777	0.777	0.164		373.183	126	2.099	707603455866173717	707602782973939923	1104	
1	C11H25NO3	[M - H2O + H]+	C11H24NO2+	0.446	0.333	68.688	68.688	0.000	13	0.239	1.940	1.940	-89080.553		202.180	126	2.099	707603481963135045	707602782730670247	1093	
1	C10H18O2	[M - H2O + H]+	C10H17O+	1.000	0.500	140.914	140.914	0.000	23	0.095	3.984	3.984	-117615.999		153.128	126	2.100	707603486455235017	707602782751641771	1094	
1	C34H44N2O18	[M + H3N + H]+	C34H48N3O18+	0.855	0.005	39.473	39.473	0.000	16	0.565	2.646	3.019	3.525		786.296	126	2.100	707603776956936622	707602782839722171	1098	
1	C38H36N4O12	[M + H3N + H]+	C38H40N5O12+	0.999	0.255	60.095	60.095	0.000	15	0.399	2.578	2.980	-3.044		758.264	126	2.100	707603985392880638	707602782797779123	1096	
1	C38H36N4O12	[M + Na]+	C38H36N4NaO12+	0.999	1.000	73.517	69.571	3.945	34	0.676	1.263	1.923	-3.280		763.220	126	2.100	707603580822885483	707602782818750647	1097	
1	C14H18N2O4	[M - H2O + H]+	C14H17N2O3+	0.270	0.261	43.583	43.583	0.000	10	0.146	2.062	2.062	-68971.546		261.124	126	2.101	707603462258293351	707602782571286667	1086	
1	C42H47NO12	[M + Na]+	C42H47NNaO12+	0.946	0.946	71.472	63.077	8.395	38	0.702	3.264	3.413	0.248		780.299	126	2.102	707603570794304117	707602783015882971	1106	
1	C9H10O3	[M + H3N + H]+	C9H14NO3+	1.000	0.333	113.407	110.299	3.108	16	0.674	1.637	1.637	1.848		184.097	126	2.104	707603469388610704	707602782948774095	1103	
1	C28H42F2N6O18	[M - H2O + H]+	C28H41F2N6O17+	0.130	0.188	71.533	65.897	5.635	39	0.826	0.855	1.885	-23352.006		771.249	126	2.106	707603844355210450	707602782927802571	1102	
1	C36H38N4O12	[M + Na]+	C36H38N4NaO12+	1.000	1.000	63.160	57.769	5.391	35	0.723	2.370	2.392	0.130		741.238	126	2.107	707603494848037736	707602782881665219	1100	
1	C14H26N6O5S	[M + Na]+	C14H26N6NaO5S+	0.732	0.754	47.784	47.784	0.000	34	0.734	-1.873	2.517	-4.114		413.156	127	2.114	707603483934458162	707602783137517803	1110	
1	C8H7NO3	[M - H2O + H]+	C8H6NO2+	0.988	0.333	16.908	16.908	0.000	3	0.052	1.589	1.589	-121658.762		148.040	127	2.115	707603470709816520	707602783057826019	1108	
1	C2H7NO3S2	[M - H2O + H]+	C2H6NO2S2+	1.000	0.333	15.465	15.465	0.000	2	0.067	-9.415	9.415	-128669.576		139.983	127	2.116	707603443488781589	707602783162683631	1111	
1	C4H7Cl2FO6P2	[M - H2O + H]+	C4H6Cl2FO5P2+	1.000	0.159	42.215	42.215	0.000	13	0.379	1.797	3.002	-63215.868		284.905	127	2.118	707603499692459164	707602783686971727	1135	
1	C20H28N4O8	[M + H3N + H]+	C20H32N5O8+	0.959	0.332	110.529	105.148	5.382	36	0.888	0.943	2.043	-1.934		470.224	127	2.118	707603478230204171	707602783225598203	1114	
1	C11H26N2O4S2	[M + H]+	C11H27N2O4S2+	0.521	0.500	82.103	82.103	0.000	26	0.711	1.391	2.670	3.012		315.142	127	2.119	707603480834867125	707602783380787479	1121	
1	C13H20O6	[M + H]+	C13H21O6+	1.000	0.032	169.152	165.488	3.664	38	0.943	1.810	1.865	0.751		273.133	127	2.121	707603452321986521	707602783204626679	1113	
1	C13H20O6	[M - H2O + H]+	C13H19O5+	1.000	0.500	190.902	187.290	3.612	39	0.938	1.047	1.851	-70594.732		255.123	127	2.121	707603454859540686	707602783183655155	1112	
1	C19H32O12	[M + Na]+	C19H32NaO12+	1.000	0.997	27.443	21.257	6.186	6	0.254	-0.612	0.612	1.227		475.179	127	2.121	707603487080186336	707602783246569727	1115	
1	C20H35N4O8P	[M + H3N + H]+	C20H39N5O8P+	0.627	0.004	44.338	41.271	3.068	22	0.901	-1.074	2.781	-2.039		508.252	127	2.122	707603489823261342	707602783036854495	1107	
1	C20H37N5O8	[M + Na]+	C20H37N5NaO8+	0.958	0.971	72.976	69.573	3.403	25	0.774	-0.159	1.659	2.501		498.255	127	2.124	707603468369394777	707602783313678603	1118	
1	C19H30O11	[M + H]+	C19H31O11+	0.940	0.500	195.000	191.441	3.559	45	0.940	-0.508	1.829	0.992		435.187	127	2.124	707603486987911631	707602783292707079	1117	
1	C10H12O3	[M - H2O + H]+	C10H11O2+	1.000	0.500	90.951	90.951	0.000	12	0.153	1.355	1.707	-110441.848		163.076	128	2.125	707603457669724541	707602783271735555	1116	
1	C19H25N3O7	[M + H3N + H]+	C19H29N4O7+	0.969	0.333	155.693	152.413	3.281	41	0.909	-0.643	0.868	0.363		425.203	128	2.133	707603488393003610	707602783401759003	1122	
1	C17H24O9	[M + H3N + H]+	C17H28NO9+	0.373	0.326	53.574	49.861	3.712	12	0.806	-0.819	1.463	-0.482		390.176	128	2.138	707603453735467114	707602783468867879	1125	
1	C9H8O4	[M - H2O + H]+	C9H7O3+	1.000	0.500	75.782	75.782	0.000	11	0.113	2.176	2.176	-110465.675		163.039	128	2.139	707603491391931101	707602783355621651	1120	
1	C19H28O11	[M + H3N + H]+	C19H32NO11+	0.999	0.332	149.647	141.275	8.372	36	0.936	-0.028	1.489	0.672		450.197	128	2.140	707603464665824023	707602783535976755	1128	
1	C11H21N5O4	[M + K]+	C11H21KN5O4+	1.000	1.000	147.565	147.565	0.000	31	0.611	1.561	1.723	-3.840		326.121	128	2.140	707603481329795036	707602783334650127	1119	
1	C12H16N4O2	[M + H3N + H]+	C12H20N5O2+	0.877	0.333	42.842	40.588	2.254	13	0.793	-0.427	1.123	0.784		266.161	128	2.141	707603461897583139	707602783489839403	1126	
1	C14H30N4O5	[M + K]+	C14H30KN4O5+	0.743	0.721	86.032	86.032	0.000	29	0.634	-0.551	2.385	-3.546		373.183	128	2.141	707603477655584484	707602784110596507	1154	
1	C2H7NO3S2	[M - H2O + H]+	C2H6NO2S2+	1.000	0.329	5.099	5.099	0.000	1	0.002	-8.294	8.294	-128669.576		139.983	129	2.142	707603441001559158	707602783888298355	1144	
1	C13H18O7	[M + H3N + H]+	C13H22NO7+	0.983	0.333	132.329	128.782	3.547	31	0.814	1.073	1.718	0.926		304.139	129	2.142	707603447586616956	707602783443702051	1124	
1	C16H21N3O4	[M + H3N + H]+	C16H25N4O4+	1.000	0.333	67.092	61.198	5.894	11	0.770	-0.878	1.113	0.084		337.187	129	2.143	707603483489861839	707602783515005231	1127	
1	C19H28O11	[M + Na]+	C19H28NaO11+	0.954	0.875	12.058	5.525	6.532	1	0.042	-0.352	0.467	0.742		455.153	129	2.144	707603481963135046	707602783556948279	1129	
1	C12H25N5O4	[M + Na]+	C12H25N5NaO4+	0.446	0.464	104.675	104.675	0.000	26	0.612	2.595	2.819	4.016		326.181	129	2.145	707603454754683064	707602783422730527	1123	
1	C13H20O4	[M - H2O + H]+	C13H19O3+	0.515	0.455	113.644	113.644	0.000	16	0.257	1.874	1.874	-80715.346		223.133	129	2.145	707603463638219445	707602783666000203	1134	
1	C9H8O4	[M - H2O + H]+	C9H7O3+	1.000	0.500	72.111	72.111	0.000	10	0.088	2.090	2.090	-110466.152		163.039	129	2.146	707603477374566060	707602783976378755	1148	
1	C13H24N2O2	[M - H2O + H]+	C13H23N2O+	0.999	0.333	76.535	73.143	3.393	13	0.746	1.442	1.814	-80698.579		223.181	129	2.152	707603463583693477	707602783577919803	1130	
1	C12H18O3	[M - H2O + H]+	C12H17O2+	1.000	0.500	86.990	86.990	0.000	12	0.215	1.562	1.562	-93257.999		193.123	129	2.155	707603472282680611	707602783754080603	1138	
1	C19H26O12	[M + Na]+	C19H26NaO12+	0.995	0.993	52.626	49.060	3.565	12	0.866	-0.224	0.932	1.221		469.132	129	2.156	707603486451040692	707602783619862851	1132	
1	C5H8N2O3S2	[M - H2O + H]+	C5H7N2O2S2+	1.000	0.333	29.387	29.387	0.000	7	0.238	-4.028	4.028	-94304.218		190.993	130	2.162	707603480763563942	707602783645028679	1133	
1	C19H26O12	[M + H3N + H]+	C19H30NO12+	0.999	0.333	118.324	114.695	3.629	29	0.781	2.737	3.140	2.043		464.177	130	2.164	707603483024293993	707602783598891327	1131	
1	C10H13N5O6	[M + H3N + H]+	C10H17N6O6+	0.994	0.332	74.347	71.783	2.563	16	0.489	0.479	0.925	2.369		317.121	130	2.167	707603468876905594	707602783707943251	1136	
1	C12H22O8	[M + H3N + H]+	C12H26NO8+	0.996	0.333	113.704	110.423	3.281	17	0.649	4.425	4.425	-0.010		312.165	130	2.168	707603454968592609	707602783733109079	1137	
1	C15H19N3O2	[M + H3N + H]+	C15H23N4O2+	1.000	0.327	45.803	42.822	2.981	17	0.561	-0.964	1.352	0.370		291.182	130	2.171	707603451042723688	707602783800217955	1140	
1	C10H20F2N4O2Si	[M + Na]+	C10H20F2N4NaO2Si+	0.299	0.245	41.665	41.665	0.000	23	0.267	0.810	2.485	-1.544		317.121	130	2.172	707603485389881674	707602784467112411	1170	
1	C2H4Cl2O3	[M - H2O + H]+	C2H3Cl2O2+	1.000	0.239	0.112	0.112	0.000	0	0.000	4.799	4.799	-139665.124		128.951	130	2.172	707603473339645326	707602783863132527	1143	
1	C10H13NO2	[M + H3N + H]+	C10H17N2O2+	0.995	0.333	52.989	49.977	3.012	13	0.771	1.441	1.441	1.450		197.129	130	2.173	707603450099005195	707602783821189479	1141	
1	C15H19N3O3	[M + H3N + H]+	C15H23N4O3+	1.000	0.333	32.308	26.484	5.824	10	0.722	0.803	0.971	-0.218		307.176	131	2.177	707603451256633243	707602783934435707	1146	
1	C13H19NO3	[M - H2O + H]+	C13H18NO2+	0.468	0.242	32.158	28.605	3.554	5	0.839	1.254	1.254	-81815.659		220.133	131	2.181	707603481564676079	707602783955407231	1147	
1	C13H23N5O5	[M - H2O + H]+	C13H22N5O4+	0.656	0.333	71.446	71.446	0.000	22	0.168	1.398	1.526	-57699.644		312.165	131	2.182	707603483196260515	707602784580358639	1175	
1	C15H18O9	[M + H3N + H]+	C15H22NO9+	0.997	0.325	67.440	63.729	3.712	18	0.600	-0.012	1.359	-0.188		360.129	131	2.185	707603480948113351	707602784001544583	1149	
1	C20H32N4O9	[M - H2O + H]+	C20H31N4O8+	0.373	0.333	48.230	44.713	3.517	16	0.955	-0.407	1.020	-39564.968		455.214	131	2.186	707603468046433312	707602783909269879	1145	
1	C9H10O4	[M + H3N + H]+	C9H14NO4+	0.724	0.333	143.475	140.229	3.246	19	0.439	-0.415	0.953	1.078		200.092	131	2.187	707603468113542195	707602784022516107	1150	
1	C13H22N2O7S2	[M - H2O + H]+	C13H21N2O6S2+	0.971	0.332	41.741	41.741	0.000	22	0.194	0.313	2.263	-49330.190		365.084	131	2.187	707603474149146074	707602784089624983	1153	
1	C10H11NO	[M - H2O + H]+	C10H10N+	0.522	0.333	18.254	15.004	3.250	3	0.455	1.137	1.157	-125001.495		144.081	131	2.187	707603466402266006	707602784131568031	1155	
