"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","control_vs_ND_p_value","control_vs_trich_p_value","ND_vs_trich_p_value","control_vs_ND_p_value_minus_log10","control_vs_trich_p_value_minus_log10","ND_vs_trich_p_value_minus_log10","ND_vs_trich_fold_change","control_vs_trich_fold_change","control_vs_ND_fold_change","ND_vs_trich_fold_change_log2","control_vs_trich_fold_change_log2","control_vs_ND_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","control","control.pval","ND","ND.pval","trich","trich.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
179,"179_244.13_0.5","NA_[179_244.13_0.5]",244.129298486431,0.45581812,3.17523785042795e-14,0.335713487490202,3.17523785042795e-14,13.498223737062,0.474031210360857,13.498223737062,0.5,0.995063388465334,1.99012677693067,-1,-0.00713966238514589,0.992860337614854,"5-Oxo-1-L-prolyl-L-proline",NA,NA,0.375,0.375,-258.135,72.055,0.999,"InChI=1S/C10H14N2O4/c13-8-4-3-7(10(15)16)12(8)9(14)6-2-1-5-11-6/h6-7,11H,1-5H2,(H,15,16)","RSZZIJPHQIDLTR","C10H14N2O4","[M + H3N + H]+","C1CC(NC1)C(=O)N2C(CCC2=O)C(=O)O","Amino acids and Peptides","Dipeptides","Small peptides","101.047678464","InChI=1S/C4H7NO2/c5-4(1-2-4)3(6)7/h1-2,5H2,(H,6,7)","PAJPWUMXBYXFCZ-UHFFFAOYSA-N","PAJPWUMXBYXFCZ","NC1(C(=O)O)CC1","C4H7NO2","1-Aminocyclopropane-1-carboxylate","http://www.wikidata.org/entity/Q409061","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Dipeptides","Solanum lycopersicum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum lycopersicum']","nan","378964.0","http://www.wikidata.org/entity/Q23501",8,0,0.996007984031936,0,1,0,0.99001996007984,0,0.988023952095808,0,1
180,"180_127.04_0.5","NA_[180_127.04_0.5]",127.03922114075,0.45205542,0.00968837271914214,0.0656208330367799,0.0786550561892976,2.01374916190123,1.18295826067688,1.10427335435626,1.40834948798263,0.851051362109701,0.604289893504186,0.494005389382846,-0.232681891736529,-0.726687281119375,"5-(1,2-Dihydroxyethyl)-3(2H)-furanone",NA,NA,0.127,0.12,-115.366,126.334,1,"InChI=1S/C6H8O4/c7-2-5(9)6-1-4(8)3-10-6/h1,5,7,9H,2-3H2","ZKKWNLUNMKLFKO","C6H8O4","[M - H2O + H]+","C1C(=O)C=C(O1)C(CO)O","Polyketides","2-pyrone derivatives","Cyclic polyketides","126.031694052","InChI=1S/C6H6O3/c1-4-6(8)5(7)2-3-9-4/h2-3,8H,1H3","XPCTZQVDEJYUGT-UHFFFAOYSA-N","XPCTZQVDEJYUGT","Cc1occc(=O)c1O","C6H6O3","Maltol","http://www.wikidata.org/entity/Q420648","Polyketides","Cyclic polyketides","Polyketides","Cyclic polyketides","4-pyrone derivatives","Capsicum annuum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Capsiceae']","['Capsicum']","['Capsicum annuum']","nan","473836.0","http://www.wikidata.org/entity/Q1380",6,-1.00100150250438,0.994011976047904,0,1,-1.00100150250438,0.988023952095808,-1.00100150250438,0.982035928143713,0.0333675213675214,0.0339321357285429
181,"181_360.15_0.5","NA_[181_360.15_0.5]",360.149857175716,0.45151824,0.00551435470822348,0.0956693235928666,0.0342618025450957,2.25850530154735,1.01922729660207,1.46518979213539,1.46528190083648,0.873838226779325,0.596361851108979,0.551178246773629,-0.194561875831414,-0.745740122605044,"Brachiose",NA,NA,0.477,0.315,-24.565,121.462,1,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2","DLRVVLDZNNYCBX","C12H22O11","[M + H3N + H]+","C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O","Carbohydrates","Disaccharides","Saccharides","342.116211524","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5+,6+,7-,8-,9+,10+,11+,12-/m0/s1","CZMRCDWAGMRECN-GDQSFJPYSA-N","CZMRCDWAGMRECN","OC[C@@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","C12H22O11","Ido(b1-2b)D-Sorf","http://www.wikidata.org/entity/Q104972894","Carbohydrates","Saccharides","Terpenoids","Saccharides","Cinnamic acids and derivatives","Solanum tuberosum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum tuberosum']","nan","494835.0","http://www.wikidata.org/entity/Q10998",9,0,0.894211576846307,0,1,0,0.892215568862275,0,0.844311377245509,0,1
184,"184_343.12_0.5","NA_[184_343.12_0.5]",343.123629888775,0.45214784,0.00854764703858668,0.139995010887521,0.0439384895909037,2.06815341963373,0.853887441340532,1.35715487626417,1.46191688352291,0.880520943728166,0.602305749151959,0.547861289992127,-0.183570775040517,-0.731432065032644,"Brachiose",NA,NA,0.508,0.378,-27.321,111.071,0.973,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2","DLRVVLDZNNYCBX","C12H22O11","[M + H]+","C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O","Carbohydrates","Disaccharides","Saccharides","342.11621152399994","InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11+,12-/m1/s1","GUBGYTABKSRVRQ-ASMJPISFSA-N","GUBGYTABKSRVRQ","OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","C12H22O11","alpha-Maltose","http://www.wikidata.org/entity/Q26914016","Carbohydrates","Saccharides","Terpenoids","Saccharides","Cinnamic acids and derivatives","Solanum lycocarpum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum lycocarpum']","nan","691771.0","http://www.wikidata.org/entity/Q3280462",8,0,0.920159680638723,0,1,0,0.878243512974052,0,0.852295409181637,0.0032,0.560878243512974
186,"186_365.11_0.5","NA_[186_365.11_0.5]",365.105372378758,0.4530355,0.000381528521688934,0.465206830497985,0.00064483420582595,3.41847299021471,0.332353917275907,3.19055193304006,1.80379503785422,0.946221636893775,0.524572702017959,0.851035416935605,-0.0797499440964903,-0.930785361032095,"Sucrose",NA,NA,0.613,0.603,-26.758,23.293,0.998,"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2","CZMRCDWAGMRECN","C12H22O11","[M + Na]+","C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O","Carbohydrates","Disaccharides","Saccharides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.892215568862275,0,1,0,0.852295409181637,0,0.820359281437126,0,1
187,"187_702.27_0.5","NA_[187_702.27_0.5]",702.266293584487,0.45185822,0.0171133547231789,0.0858810861605521,0.121572334966357,1.76666484756269,1.06610247156519,0.915165241990847,1.46963283921628,0.831267997390154,0.56562971050201,0.555455769208303,-0.266614423940222,-0.822070193148525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.06187624750499,0,1,1.00100150250438,0.0818363273453094,1.00100150250438,0.0918163672654691,0.0105811965811966,0.231536926147705
189,"189_387.04_0.5","NA_[189_387.04_0.5]",387.039690612754,0.4541631,0.000310289125228347,0.937481017244216,0.000158099164665693,3.50823344496395,0.0280375174024344,3.80107042470434,0.595080284487994,0.980043533826746,1.64690976893979,-0.748843773997742,-0.0290822592911431,0.719761514706599,"(1R,2S,5R)-2-{[4-(propan-2-yl)-6-(trifluoromethyl)pyrimidin-2-yl]sulfanyl}-6,8-dioxabicyclo[3.2.1]octan-4-one (non-preferred name)",NA,NA,0.097,0.097,-207.149,153.716,0.996,"InChI=1S/C14H15F3N2O3S/c1-6(2)7-3-11(14(15,16)17)19-13(18-7)23-10-4-8(20)12-21-5-9(10)22-12/h3,6,9-10,12H,4-5H2,1-2H3","IHTFJJFBQBJNGH","C14H15F3N2O3S","[M + K]+","CC(C)C1=CC(=NC(=N1)SC2CC(=O)C3OCC2O3)C(F)(F)F","Alkaloids","Pyridine alkaloids","Amino acid glycosides","386.02739652","InChI=1S/C18H10O10/c1-5-2-8(21)6(3-19)13-9(5)16(23)27-14-7(4-20)12(22)10-11(15(14)26-13)18(25)28-17(10)24/h2-4,18,21-22,25H,1H3/t18-/m0/s1","WSGHUGWVKPRZLP-SFHVURJKSA-N","WSGHUGWVKPRZLP","Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(C=O)c(O)c3c(c1O2)[C@@H](O)OC3=O","C18H10O10","nan","http://www.wikidata.org/entity/Q105311832","Polyketides","Aromatic polyketides","Polyketides","Aromatic polyketides","Depsidones","Parmelia amphixanthoides","['Eukaryota']","['Fungi']","['Ascomycota']","['Lecanoromycetes']","['Lecanorales']","['Parmeliaceae']","['Unknown']","['Parmelia']","['Parmelia amphixanthoides']","nan","5313197.0","http://www.wikidata.org/entity/Q59594065",1,0,0.872255489021956,0,1,0,0.852295409181637,0,0.820359281437126,0.0032,0.650698602794411
200,"200_176.09_0.5","cis-dihomoaconitic acid_[200_176.09_0.5]",176.091994811457,0.46718895,0.000166881447804301,0.366848450936766,4.15783937931513e-05,3.77759194111618,0.435513310447828,4.38113229182621,0.530510039783654,0.914360111508319,1.72354911865796,-0.914548040808524,-0.129165626794667,0.785382414013857,"2-ethyl-3-methylbut-2-enedioic acid","cis-dihomoaconitic acid","CHEBI:72708",0.249,0.249,-35.192,102.88,0.431,"InChI=1S/C7H10O4/c1-3-5(7(10)11)4(2)6(8)9/h3H2,1-2H3,(H,8,9)(H,10,11)","HVZKWAQLXHTHSG","C7H10O4","[M + H3N + H]+","CCC(=C(C)C(=O)O)C(=O)O","Fatty acids","Dicarboxylic acids","Fatty Acids and Conjugates","175.084457896","InChI=1S/C7H13NO4/c9-4-3-1-2-7(12,8-3)6(11)5(4)10/h3-6,8-12H,1-2H2/t3-,4+,5-,6+,7-/m0/s1","FXFBVZOJVHCEDO-FHKSGDNWSA-N","FXFBVZOJVHCEDO","O[C@H]1[C@H](O)[C@@H](O)[C@@]2(O)CC[C@@H]1N2","C7H13NO4","CID 384346","http://www.wikidata.org/entity/Q105003866","Alkaloids","Ornithine alkaloids","nan","nan","nan","Solanum tuberosum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum tuberosum']","nan","494835.0","http://www.wikidata.org/entity/Q10998",9,0,0.902195608782435,0,1,0,0.890219560878243,0,0.856287425149701,0,1
201,"201_242.09_0.5","NA_[201_242.09_0.5]",242.087121087038,0.4684149,0.0295758914345383,0.121297606340238,0.17207272663893,1.52906215661494,0.916147769318778,0.764287959474011,1.40240745643444,0.843969006000366,0.60180014169785,0.487905571869237,-0.244738076654684,-0.732643648523921,"2,3,5-trihydroxy-4-methoxyhexanedioic acid",NA,NA,0.181,0.181,-49.12,194.494,1,"InChI=1S/C7H12O8/c1-15-5(4(10)7(13)14)2(8)3(9)6(11)12/h2-5,8-10H,1H3,(H,11,12)(H,13,14)","MDGDZMIEJCCPTI","C7H12O8","[M + H3N + H]+","COC(C(C(C(=O)O)O)O)C(C(=O)O)O","Carbohydrates","Monosaccharides","Saccharides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.904191616766467,0,1,0,0.896207584830339,0,0.852295409181637,0.00342857142857143,0.491017964071856
202,"202_144.1_0.5","3,5-dihydroxy-7-[6-hydroxy-2-methyl-8-(2-methyl-1-oxobutoxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]heptanoic acid_[202_144.1_0.5]",144.102097931776,0.46892893,0.0147094355138605,0.49902677373969,0.00374915505106377,1.83240399334449,0.301876153022947,2.42606659840775,1.78542156413245,1.0729823039974,0.600968603467476,0.836264755865893,0.101626282855179,-0.734638473010714,"hepta-2,4-dienoic acid","3,5-dihydroxy-7-[6-hydroxy-2-methyl-8-(2-methyl-1-oxobutoxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]heptanoic acid","CHEBI:94322",0.098,0.098,-40.924,102.251,1,"InChI=1S/C7H10O2/c1-2-3-4-5-6-7(8)9/h3-6H,2H2,1H3,(H,8,9)","GYTGOLDQGRPDNF","C7H10O2","[M + H3N + H]+","CCC=CC=CC(=O)O","Fatty acids","Unsaturated fatty acids","Fatty Acids and Conjugates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.87624750499002,0,1,0,0.852295409181637,0,0.812375249500998,0.004,0.516966067864271
205,"205_258.14_0.5","NA_[205_258.14_0.5]",258.144273521618,0.51575685,0.0110419978551783,0.367454516603985,0.00225524183974479,1.95695234155418,0.434796410077415,2.64680687993455,0.602958830743727,0.89659523621432,1.48699246200342,-0.729868594767827,-0.157471260799045,0.572397333968781,"6-amino-2-(2-amino-4-carboxybutanamido)hexanoic acid",NA,NA,0.869,0.869,-103.006,131.942,0.231,"InChI=1S/C11H21N3O5/c12-6-2-1-3-8(11(18)19)14-10(17)7(13)4-5-9(15)16/h7-8H,1-6,12-13H2,(H,14,17)(H,15,16)(H,18,19)","BBBXWRGITSUJPB","C11H21N3O5","[M - H2O + H]+","C(CCN)CC(C(=O)O)NC(=O)C(CCC(=O)O)N","Amino acids and Peptides","Dipeptides","Small peptides","257.141578848","InChI=1S/C16H19NO2/c1-17-8-7-16-6-5-12(18)9-14(16)19-13-4-2-3-11(10-17)15(13)16/h2-6,12,14,18H,7-10H2,1H3/t12-,14-,16-/m0/s1","GGLBCWZWKMDRKD-NOLJZWGESA-N","GGLBCWZWKMDRKD","CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2cccc(c23)C1","C16H19NO2","(1S,12S,14R)-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol","http://www.wikidata.org/entity/Q105008166","Alkaloids","Tyrosine alkaloids","Alkaloids","Small peptides","Tripeptides","Lycoris radiata","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Asparagales']","['Amaryllidaceae']","['Unknown']","['Lycoris']","['Lycoris radiata']","nan","488729.0","http://www.wikidata.org/entity/Q161828",1,0,0.864271457085828,0,1,0,0.832335329341317,0,0.796407185628742,0.0064,0.463073852295409
207,"207_136.06_0.5","NA_[207_136.06_0.5]",136.06197917468,0.4700827,0.00083442971895098,0.6584679704183,0.00114643441179918,3.07861023652475,0.18146534539301,2.94065078647132,1.73614095575938,0.959375372587767,0.552590715290247,0.795884083680814,-0.0598326892248891,-0.855716772905703,"Fapy-Adenine",NA,NA,0.096,0.096,-138.422,15.022,1,"InChI=1S/C5H7N5O/c6-4-3(10-2-11)5(7)9-1-8-4/h1-2H,(H,10,11)(H4,6,7,8,9)","MVYUVUOSXNYQLL","C5H7N5O","[M - H2O + H]+","C1=NC(=C(C(=N1)N)NC=O)N","Alkaloids","Purine alkaloids","Pseudoalkaloids (transamidation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.908183632734531,0,1,0,0.892215568862275,0,0.858283433133733,0,1
212,"212_337.09_0.5","NA_[212_337.09_0.5]",337.0894406904,0.46633333,0.00665298362514133,0.993014845722277,0.00525115426850409,2.17698354547316,0.00304425868783158,2.27974522281446,1.66727014635463,0.993732108986816,0.596023452563788,0.737487881906757,-0.00907111344788462,-0.746558995354641,"1-[3-[(2-Amino-2-carboxyethyl)disulfanyl]-2-methylpropanoyl]pyrrolidine-2-carboxylic acid",NA,NA,0.029,0.029,-396.006,103.399,0.21,"InChI=1S/C12H20N2O5S2/c1-7(5-20-21-6-8(13)11(16)17)10(15)14-4-2-3-9(14)12(18)19/h7-9H,2-6,13H2,1H3,(H,16,17)(H,18,19)","NEEBNBLVYKFVTK","C12H20N2O5S2","[M + H]+","CC(CSSCC(C(=O)O)N)C(=O)N1CCCC1C(=O)O","Amino acids and Peptides","Carbapenems","β-lactams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.904191616766467,0,1,0,0.862275449101796,0,0.834331337325349,0,1
213,"213_136.08_0.5","NA_[213_136.08_0.5]",136.07522197597,0.4706203,6.92910219958209e-05,0.0623809259726602,9.13389182488622e-06,4.15932303306878,1.204948182932,5.03934413616379,1.8680938854222,1.08214547596799,0.57927788555628,0.901566962879124,0.113894457898308,-0.787672504980816,"[2-Hydroxy-2-(3-hydroxyphenyl)ethyl] ammonium",NA,NA,0.75,0.372,-40.986,17.203,0.415,"InChI=1S/C8H11NO2/c9-5-8(11)6-2-1-3-7(10)4-6/h1-4,8,10-11H,5,9H2","LRCXRAABFLIVAI","C8H11NO2","[M - H2O + H]+","C1=CC(=CC(=C1)O)C(CN)O","Alkaloids","Phenylethylamines","Tyrosine alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.0818363273453094,0,1,1.34406227991274,0.0339321357285429,1.30206927713678,0.0399201596806387,0.0692230769230769,0.0139720558882236
215,"215_332.13_0.5","NA_[215_332.13_0.5]",332.133818982488,0.47194645,0.0129743958546367,0.887046008542851,0.0147269402912666,1.88691285568422,0.0520538539697547,1.83188747397533,1.70252990496854,0.968941567909214,0.569118677493727,0.767680139424361,-0.0455184284517577,-0.813198567876119,"(E)-6-[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]hex-5-enoic acid",NA,NA,0.201,0.201,-229.616,64.439,0.011,"InChI=1S/C15H19N5O5/c16-13-10-14(18-6-17-13)20(7-19-10)15-12(24)11(23)8(25-15)4-2-1-3-5-9(21)22/h2,4,6-8,11-12,15,23-24H,1,3,5H2,(H,21,22)(H2,16,17,18)","HAGCQDHTBHGTQC","C15H19N5O5","[M - H2O + H]+","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)C=CCCCC(=O)O)O)O)N","Carbohydrates","Purine nucleosides","Nucleosides","331.126716632","InChI=1S/C14H21NO8/c1-6-10(18)8(3-16)7(2-15-6)5-22-14-13(21)12(20)11(19)9(4-17)23-14/h2,9,11-14,16-21H,3-5H2,1H3","MDLTWTOQCHCLSZ-UHFFFAOYSA-N","MDLTWTOQCHCLSZ","Cc1ncc(COC2OC(CO)C(O)C(O)C2O)c(CO)c1O","C14H21NO8","Pyridoxine + O-Hex","http://www.wikidata.org/entity/Q105161828","Alkaloids","Nicotinic acid alkaloids","Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","Pisum sativum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Fabales']","['Fabaceae']","['Fabeae']","['Pisum']","['Pisum sativum']","nan","359905.0","http://www.wikidata.org/entity/Q25237",4,0,0.914171656686627,0,1,0,0.864271457085828,0,0.828343313373254,0,1
217,"217_189.04_0.5","NA_[217_189.04_0.5]",189.039517071434,0.47371843,0.0297387984881732,0.0924959096373514,0.200444664928672,1.52667658189669,1.03387747224697,0.698005498519835,1.36872138196775,0.835091382709995,0.610125182313893,0.452828800312104,-0.259994016858885,-0.712822817170988,"3-(Carboxymethyl)-3-hydroxypentanedioic acid",NA,NA,0.095,0.095,-85.07,17.471,0.995,"InChI=1S/C7H10O7/c8-4(9)1-7(14,2-5(10)11)3-6(12)13/h14H,1-3H2,(H,8,9)(H,10,11)(H,12,13)","CQOIYSASVHVTBU","C7H10O7","[M - H2O + H]+","C(C(=O)O)C(CC(=O)O)(CC(=O)O)O","Carbohydrates","Monosaccharides","Saccharides","188.024021828","InChI=1S/C8H9ClO3/c1-12-4-5-2-6(10)3-7(9)8(5)11/h2-3,10-11H,4H2,1H3","IOIPLIMWDHKVPG-UHFFFAOYSA-N","IOIPLIMWDHKVPG","COCc1cc(O)cc(Cl)c1O","C8H9ClO3","2-(Methoxymethyl)-6-chlorohydroquinone","http://www.wikidata.org/entity/Q105116688","Polyketides","nan","Polyketides","Fatty esters","Wax diesters","Penicillium solitum","['Eukaryota']","['Fungi']","['Ascomycota']","['Eurotiomycetes']","['Eurotiales']","['Trichocomaceae']","['Unknown']","['Penicillium']","['Penicillium solitum']","nan","164037.0","http://www.wikidata.org/entity/Q15020954",1,1.00100150250438,0.0558882235528942,0,1,1.00100150250438,0.0738522954091816,1.00100150250438,0.0858283433133733,0.0045,0.48502994011976
218,"218_137.07_0.5","NA_[218_137.07_0.5]",137.065212206274,0.46884,0.000388888500243101,0.306781161877985,0.000860553091344474,3.41017489911226,0.513171312075157,3.0652223309533,1.72082835318511,0.934138499835659,0.542842345726489,0.783103200598024,-0.0982916282364511,-0.881394828834475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.896207584830339,0,1,0,0.872255489021956,0,0.838323353293413,0.002,0.668662674650699
221,"221_256.1_0.5","NA_[221_256.1_0.5]",256.103170207292,0.47429618,0.0452323167916854,0.134691803640555,0.24242842337287,1.3445511671938,0.87065883146323,0.615416462928494,1.36313186804989,0.841129668923052,0.61705671229474,0.44692513380802,-0.24959987075427,-0.69652500456229,"(2R,3R,4S,5R,6R)-2-(1,3-dioxetan-2-yloxy)-6-(hydroxymethyl)oxane-3,4,5-triol",NA,NA,0.335,0.335,-43.774,112.823,0.909,"InChI=1S/C8H14O8/c9-1-3-4(10)5(11)6(12)7(15-3)16-8-13-2-14-8/h3-12H,1-2H2","VBODGSBKEHYTRW","C8H14O8","[M + H3N + H]+","C1OC(O1)OC2C(C(C(C(O2)CO)O)O)O","Carbohydrates","Monosaccharides","Saccharides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.894211576846307,0,1,0,0.864271457085828,0,0.830339321357285,0,1
222,"222_128.95_0.5","NA_[222_128.95_0.5]",128.951042773017,0.5037155,5.31320991314921e-06,0.774456993521481,4.70818928177685e-06,5.27464302573876,0.111002694102178,5.32714608568018,0.519329108378233,1.03865821675647,2,-0.945279004189157,0.0547209958108435,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.996007984031936,0,1,0,0.996007984031936,0,0.992015968063872,0.00982222222222222,0.0159680638722555
226,"226_169.98_0.5","NA_[226_169.98_0.5]",169.977557394495,0.5318959,0.000125492220574785,0.960310005597077,9.71594565499778e-05,3.90138319582566,0.0175885461409317,4.01251492303535,0.570851187556413,1.01707175789218,1.78167582035848,-0.808813389501226,0.0244214698572591,0.833234859358485,"methyl N-[(1R)-2,2-dichloro-1-hydroxyethyl]carbamate",NA,NA,0.015,0.015,-65.859,17.262,1,"InChI=1S/C4H7Cl2NO3/c1-10-4(9)7-3(8)2(5)6/h2-3,8H,1H3,(H,7,9)","GFIYZEOOXHRICW","C4H7Cl2NO3","[M - H2O + H]+","COC(=O)NC(C(Cl)Cl)O","Fatty acids","Halogenated fatty acids","Fatty Acids and Conjugates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.856287425149701,0,1,0,0.844311377245509,0,0.81437125748503,0,1
227,"227_172.98_0.5","NA_[227_172.98_0.5]",172.977204570249,0.53347635,9.2149909924899e-08,0.513997172646763,3.86682597053323e-08,7.03550508496079,0.289039269929406,7.41264537324316,0.535369529565257,0.966733224972525,1.80573075527394,-0.901393064231509,-0.0488102694131775,0.852582794818332,"Methyl 2,2-dichloro-2-methoxyacetate",NA,NA,0.043,0.043,-114.366,88.531,0.473,"InChI=1S/C4H6Cl2O3/c1-8-3(7)4(5,6)9-2/h1-2H3","FWIGIASHGJFYOL","C4H6Cl2O3","[M + H]+","COC(=O)C(OC)(Cl)Cl","Fatty acids","Halogenated fatty acids","Fatty Acids and Conjugates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.896207584830339,0,1,0,0.862275449101796,0,0.828343313373254,0.00342857142857143,0.634730538922156
