"features"	"LV1"	"LV2"
1	-0.00910910715181807	0.00602829863855773
10	-0.00258391304081987	0.00980623649841158
100	-0.0213950972226872	-0.00370830810546953
1000	-0.0151360332069602	0.000895675840622973
1005	-0.0023474967455995	0.0139781014437467
1006	-0.0134987983298146	-0.0108928867246023
1007	-0.0158454272138582	0.00621641897591152
1008	-0.016104256474365	0.00630302939787246
1009	-0.0163659165760426	-0.0103766602575882
101	-0.0212974520867689	-0.00107017507319215
1010	-0.00444677391446445	0.01441203296199
1012	-0.0173160504251751	0.00558257495895001
1014	-0.0187001010409842	0.000609046519924312
1015	-0.0138025531868004	0.00313847927354782
1016	-0.0170373254029755	0.00826577663255086
1017	-0.0126736989156424	0.0112566257592289
1018	-0.0126577259067201	0.00817189024242085
1019	-0.016233615552521	0.0094416173091298
102	-0.0226648425876537	-0.00217753057365796
1020	-0.00542399739738626	0.0174914321973639
1021	-0.0153149506997244	-0.0077469701687707
1022	-0.00888423868901288	-0.00428443384967515
1023	-0.0152481041836616	-0.00789544482156143
1024	-0.0185671205550657	0.00555191858020273
1025	-0.0147044946262421	0.0106374495600671
1026	-0.0208150738642369	0.0130302330713809
1029	-0.0159746918661644	0.0124203970855714
103	-0.0206735375601988	-0.000795903510129472
1030	-0.0216511702069075	0.0041194853710708
1031	-0.0187143474130008	0.0040219025639186
1035	-0.0189820569469556	-0.0112520835369672
1036	-0.0203936144179307	-0.0106799007515575
1037	-0.0169065332971328	-0.00162314491443259
1038	-0.00770798880492171	0.0163668975246958
104	-0.0200897720906997	-0.000821759456918005
1040	-0.0144839544764671	0.0101781784160915
1041	-0.00210547336315363	0.0186626180513833
1042	-0.0026168534569659	0.0184564683187729
1043	-0.0142197319474897	0.0100715465489692
1044	-0.0185203579861884	0.00629058503605296
1045	-0.00541920112677266	0.0272711587594849
1046	-0.0023474967455995	0.0139781014437467
1047	-0.00312829379364285	0.015566230691627
1048	-0.00306508313278109	0.0154376611746905
1049	-0.0129869116169061	-0.0125593688357869
105	-0.0162690088011004	0.014058629107053
1050	-0.0170438255484266	0.00927639023880508
1051	-0.00561693548848755	0.0200689725457275
1052	-0.0158950887971446	-0.00051382380309034
1053	-0.0142061019401428	0.00243120380643179
1054	-0.0161373871252468	-0.000885142896302099
1055	-0.0161228850069865	-0.00161217489064132
1056	-0.0069612696074025	0.0149808966218713
1057	-0.0157250793362033	0.00859838859871487
1058	-0.0155293955861984	0.000218095834558652
1059	-0.0152795459208157	0.00579431816539586
106	-0.00112903500234093	0.00444506374632462
1060	-0.0164412117556539	-0.00330046153529378
1062	-0.00374398611862523	0.0168185394592514
1063	-0.0150727292103284	0.00779096069822507
1064	-0.000827302995449202	0.00161439531573546
1065	-0.0150090249595675	0.0197292615466454
1067	-0.00426460683566936	0.0151481634865366
1068	-0.0163000328398315	0.00121059630076581
1069	-0.0148916170145916	-0.00593653419876076
107	-0.0115041282127754	0.00798485136466991
1070	-0.0166902767753589	-0.00484733400823267
1071	-0.0187287924460863	0.00884440225268642
1072	-0.0115728538757169	0.0114161191683216
1073	-0.00989257147445509	-0.00772092132146701
1074	-0.0153526988721549	-0.0132404999618977
1075	-0.0101838665280719	-0.00690238399335163
1076	-0.0122111523275076	-0.0147203519838422
1078	-0.00693722088260406	0.0220773562767352
1079	-0.0153905409095089	0.00860964226251023
108	-0.00146054132036172	0.00105542404362124
1080	-0.00733434559104749	0.0145350268978403
1081	-0.003984334064758	0.0149402703761098
1082	-0.00414803967469774	0.0145813061294565
1083	-0.00389338454174847	0.015050025595795
1084	-0.012618787028849	0.0115439223853611
1085	-0.00615231203719825	0.0144897867826254
1086	-0.000827302995449202	0.00161439531573546
1087	-0.00709780491599743	0.0196832352100377
1088	-0.0135699456315212	-0.00389097447897059
1089	-0.0062685589303772	0.0160725977899363
109	-0.0140934919426898	-0.00271637206378439
1090	-0.0127736995895725	-0.00438115817798393
1091	-0.00648706188734817	0.0153680302943042
1092	-0.0140980838667595	0.00796912380905463
1093	-0.00381404379450028	0.0179338546367821
1094	-0.016687485575078	-0.00190727615584598
1095	-0.0185414520194347	0.0120491805871558
1099	-0.011000029413645	0.00419435768933815
110	-0.000827302995449202	0.00161439531573546
1101	-0.0121498687859097	-0.0166009893990832
1103	-0.0104785297224007	-0.0189958630282052
1104	-0.00932767858686109	0.00907107627016452
1105	-0.00982756092331855	0.00260876787114222
1107	-0.000827302995449202	0.00161439531573546
1108	-0.0135505050560322	0.00530172454093499
1109	-0.00509852725474848	0.0216586256898697
111	-0.00680379623701081	0.0240792379130307
1110	-0.0023474967455995	0.0139781014437467
1111	-0.0165394353111326	0.0140185894484828
1112	-0.00389600981549753	0.00550873429635075
1113	-0.00388852717169619	0.00541429309285455
1114	-0.00363431288374616	0.00588836953484115
1115	-0.0034052395468617	0.00395059007672017
1116	-0.00308670243278481	0.00717944181719959
1117	-0.00298068077603411	0.00618481032346269
1118	-0.00264566002004223	0.00304184684621181
1119	-0.0102943058619144	0.0137133564650119
112	-0.00178750106744273	0.016769261217522
1120	-0.0212257353574636	0.000706555368207414
1121	-0.00357601911074204	0.023992040387421
1122	-0.0111405370114377	0.0169263687271876
1123	-0.0199635198803731	0.00732897650040692
1124	-0.015066946007731	0.0120283507537865
1125	-0.00731367183154607	0.0143496517474438
1126	-0.0124628486933595	0.0107599310517371
1127	-0.00896003507599753	-0.00824531342727001
1128	-0.00370328273152384	0.0152647616168326
1129	-0.00316788122681961	0.0149337564655239
113	-0.00137978322969701	-0.000586704099842413
1131	-0.00306175016464179	0.01476742877095
1132	-0.0023474967455995	0.0139781014437467
1133	-0.013164014914146	0.00285935926149406
1134	-0.0142598419714599	0.0147821688921081
1135	-0.0133968229397496	-0.00345062249911895
1136	-0.0108973905447647	0.0117773705960335
1137	-0.0139300131330041	0.0115103897892234
